Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;11.0;10.0;6;20.0;
4;2;8.29999923706;10.5;4;22.870000124;1;11.0;10.0;6;20.0;
5;2;8.43050003052;10.9200000763;4;23.5907347202;1;12.0;10.0;6;20.0;
6;2;9.51463317871;11.2650718689;3;24.178371191;1;13.0;10.0;6;20.0;
7;2;10.4401340485;11.543302536;3;24.6518604755;2;14.4499998093;10.0;5;21.3999996185;
8;2;10.5466680527;11.7641716003;3;25.2769526243;2;14.6300001144;10.1999998093;5;21.8264003992;
9;2;10.6873140335;12.0549411774;3;25.7773911953;2;14.8218793869;10.3632001877;5;23.0613274574;
10;2;10.7999124527;12.2827939987;3;26.175667882;2;15.3775978088;10.9097137451;5;24.1319464445;
11;2;10.8895254135;12.4589796066;4;26.3047758341;2;17.3775978088;11.3658018112;5;25.0513429642;
12;2;13.8102416992;12.5;4;26.3529902697;2;19.3775978088;11.7372808456;5;25.8400663137;
13;2;15.8102416992;12.5;4;26.4023339748;2;20.616443634;12.0336990356;5;26.5219442844;
14;2;16.8427810669;12.5;4;26.4527852535;2;20.9348754883;12.2662630081;5;27.12089324;
15;2;17.854133606;12.5;4;26.5043187141;2;21.2044029236;12.446267128;5;27.4906733036;
16;2;18.8657283783;12.5;4;26.556904912;2;21.370803833;12.5;5;27.7773330212;
17;2;19.8775596619;12.5;4;26.6105105877;2;23.4514408112;12.5;5;28.0890238285;
18;2;19.625;12.9831533432;5;26.6650986671;2;24.5917015076;12.5;5;28.4260663986;
19;2;19.625;12.9995298386;5;26.7206280231;2;25.7433700562;12.5;6;28.788336277;
20;2;19.625;13.0161886215;5;26.777053833;2;26.9063930511;12.5;6;29.1751885414;
21;2;19.625;13.0331163406;5;26.8343273401;2;25.25;13.5;6;29.585392952;
22;2;19.625;13.0502986908;5;26.8923960924;3;26.25;12.5;5;30.0170898438;
