Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;6;21.0;1;11.0;10.0;5;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;11.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;2;12.4499998093;10.0;4;21.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;2;13.4499998093;10.0;4;21.0399999619;
7;1;10.194486618;11.543302536;5;23.5283432007;2;14.468000412;10.0;4;21.4915835857;
8;1;10.2938766479;11.7641716003;3;24.1098823547;2;14.67121315;10.1999998093;4;21.8715637922;
9;1;10.4247236252;12.0549411774;3;24.5655879974;2;14.8422031403;10.3632001877;4;23.0430899858;
10;1;10.5272569656;12.2827939987;3;24.9179592133;2;15.3693904877;10.9097137451;4;24.0381855965;
11;1;10.6065406799;12.4589796066;3;25.0;2;17.3693904877;11.3658018112;4;24.8685986996;
12;1;11.6065406799;12.5;3;25.0;2;19.3693904877;11.7372808456;4;25.5535246134;
13;1;12.6065406799;12.5;3;25.0;2;20.4874992371;12.0336990356;5;26.1154569387;
14;1;13.6065406799;12.5;3;25.0;2;21.5310611725;12.2662630081;5;26.5770429373;
15;1;14.6065406799;12.5;3;25.0;2;22.5767707825;12.446267128;5;26.7908936739;
16;1;15.6065406799;12.5;3;25.0;2;23.6246452332;12.5;4;26.9020922184;
17;1;16.6065406799;12.5;4;25.0;2;24.6746845245;12.5;4;27.0180799961;
18;1;17.6065406799;12.5;4;25.0;2;24.8187427521;13.4081363678;4;27.1387999058;
19;1;17.625;12.5;6;25.0;2;26.2124595642;12.5;4;27.2641592026;
20;1;17.625;12.5;6;25.0;2;25.25;13.5;4;27.39402771;
21;1;17.625;12.5;6;25.0;2;26.25;12.5;4;27.5282361507;
22;1;17.625;12.5;6;25.0;2;26.3877067566;12.5;4;27.6665751934;
23;2;17.625;12.5;5;25.0;2;25.25;13.5;5;27.8087949753;
