Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_CRAY;Research_KI_6_SP_CRAY;Industry_KI_6_SP_CRAY;Ships_KI_6_SP_CRAY;Population_KI_6_SP_CRAY;
1;1;6.0;12.0;4;20.0;1;11.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;11.0;10.0;5;20.0;
3;1;8.0;10.0;4;21.0;1;11.0;10.0;5;20.0;
4;1;8.14999961853;10.5;4;21.8400001526;1;11.0;10.0;5;20.0;
5;1;8.27600002289;10.9200000763;4;22.5301437378;2;12.4499998093;10.0;3;21.0;
6;1;9.27600002289;11.2650718689;4;23.086605072;2;13.0;10.0;3;21.0199999809;
7;1;10.194486618;11.543302536;4;23.5283432007;2;14.0;10.0;3;22.2503967285;
8;1;10.2938766479;11.7641716003;4;24.1098823547;2;14.5399999619;10.6000003815;3;23.2989783287;
9;1;10.4247236252;12.0549411774;4;24.5655879974;2;14.9979200363;11.1087999344;3;25.0812302828;
10;1;10.5272569656;12.2827939987;4;24.9179592133;2;15.7759981155;11.9733314514;3;26.5860035419;
11;1;10.6065406799;12.4589796066;5;25.0;2;17.7759971619;12.6981172562;3;27.8124178648;
12;1;12.5272569656;12.5;5;25.0;2;19.7759971619;13.2827091217;3;28.784098506;
13;1;13.5272569656;12.5;5;25.0;2;20.7759971619;13.7389144897;3;29.5384483337;
14;1;14.5272569656;12.5;5;25.0;2;21.7759971619;14.0854330063;3;30.1170840263;
15;1;15.5272569656;12.5;5;25.0;2;22.7759971619;14.3430747986;3;30.496314764;
16;1;16.527256012;12.5;5;25.0;2;23.7759971619;14.5;3;30.5637040138;
17;1;17.527256012;12.5;6;25.0;2;24.7759971619;14.5;3;30.633074522;
18;1;17.625;12.5;6;25.0;2;25.7759971619;14.5;4;30.7043896914;
19;1;17.625;12.5;6;25.0;2;26.7759971619;14.5;4;30.7776036263;
20;1;17.625;12.5;6;25.0;2;27.0499992371;14.5;4;30.8526611328;
21;1;17.625;12.5;7;25.0;2;27.0499992371;14.5;5;30.929497242;
22;1;17.625;12.5;7;25.0;3;27.0499992371;14.5;4;31.0080375671;
23;1;17.625;12.5;8;25.0;3;27.0499992371;14.5;4;31.0881977081;
