Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;5;20.3999996185;
7;1;14.0;10.0;5;20.3999996185;2;17.6000003815;10.1999998093;3;21.7264003754;
8;2;14.6300001144;10.1999998093;4;21.7264003754;2;18.0358409882;10.3632001877;3;22.8594274521;
9;2;14.7768793106;10.3632001877;4;22.8594274521;2;18.7156562805;10.9097137451;2;23.8127875328;
10;2;15.2867431641;10.9097137451;3;23.8127875328;2;20.7156562805;11.3658018112;2;24.5981152058;
11;2;17.2867431641;11.3658018112;3;24.5981152058;2;22.7156562805;11.7372808456;2;25.2345055342;
12;2;19.2867431641;11.7372808456;3;25.2345055342;2;23.7919197083;12.0336990356;3;25.7443674803;
13;2;20.3439407349;12.0336990356;4;25.7443674803;2;24.8187599182;12.2662630081;3;26.1502821445;
14;2;21.3640708923;12.2662630081;4;26.1502821445;2;25.8463039398;12.446267128;3;26.3048160076;
15;2;22.3847293854;12.446267128;4;26.3048160076;2;26.874546051;12.5;3;26.3530313969;
16;2;23.4059104919;12.5;4;26.3530313969;2;27.9034748077;12.5;3;26.4023760557;
17;2;24.4276065826;12.5;4;26.4023760557;2;28.9330806732;12.5;3;26.4528282881;
18;2;25.4498119354;12.5;4;26.4528282881;2;29.8716964722;12.5;2;26.5043625832;
19;2;25.9037723541;12.5;5;26.5043625832;2;29.9026184082;12.5;3;26.5569496155;
20;2;25.9269638062;12.5;5;26.5569496155;2;29.9341697693;12.5;3;26.6105561256;
21;2;25.9506263733;12.5;5;26.6105561256;2;29.9663333893;12.5;3;26.6651450396;
22;2;25.9747505188;12.5;5;26.6651450396;2;29.99908638;12.5;2;26.72067523;
23;2;25.9993152618;12.5;5;26.72067523;2;30.0324058533;12.5;2;26.7771017551;
24;2;26.0243034363;12.5;5;26.7771017551;2;30.0662612915;12.5;2;26.8343759775;
25;2;25.25;13.2108402252;5;26.8343759775;3;30.1006259918;12.5;1;26.8924454451;
26;2;25.25;13.2337503433;5;26.8924454451;3;30.1354675293;12.5;1;26.9512542486;
27;2;25.25;13.256978035;5;26.9512542486;3;30.170753479;12.5;3;27.0107431412;
28;2;25.25;13.2805013657;6;27.0107431412;4;30.206445694;12.5;2;27.0708494186;
29;2;25.25;13.3042974472;6;27.0708494186;4;30.2425098419;12.5;2;27.1315076351;
30;2;25.25;13.3283395767;6;27.1315076351;4;29.0;13.5;2;27.1926498413;
31;2;25.25;13.3526029587;6;27.1926498413;4;29.0;13.5963249207;3;27.2542052269;
32;2;25.25;13.3770599365;6;27.2542052269;4;30.0;15.5963249207;3;27.3161010742;
33;3;25.25;13.4016819;5;27.3161010742;4;30.3896598816;17.5963249207;4;27.3782629967;
34;3;25.25;12.5;5;27.3782629967;4;30.4269580841;19.5963249207;5;27.4406147003;
35;3;25.25;13.4513053894;5;27.4406147003;4;30.4643688202;21.5;5;27.5030794144;
36;3;26.25;15.4513053894;6;27.5030794144;4;30.5018482208;22.5;6;27.5655794144;
37;3;26.3763847351;17.4513053894;6;27.5655794144;4;30.5393486023;22.5;6;27.628036499;
38;3;26.404510498;19.4513053894;7;27.628036499;4;30.5768222809;22.5;7;27.690372467;
39;3;26.4326171875;21.4513053894;7;27.690372467;5;30.6142234802;22.5;4;47.7525100708;
40;3;26.4606666565;22.5;7;27.7525100708;5;31.651506424;23.5;4;49.0143733025;
41;3;26.4886302948;22.5;7;27.8143725395;5;32.688621521;24.5;5;50.0934841633;
42;3;26.5164680481;22.5;9;27.8758842945;6;33.7255325317;25.5;4;50.9949300289;
43;3;26.5441474915;22.5;9;27.936971426;6;34.7621841431;26.5;4;51.7338957787;
44;3;26.5716362;22.5;9;27.9975619316;6;35.798538208;27.5;4;52.3312315941;
45;3;26.598903656;22.5;10;28.0575861931;6;36.8345527649;27.5;4;52.8096709251;
46;3;26.62591362;22.5;10;28.1169772148;6;37.8701858521;27.5;4;53.1756706238;
47;3;26.652639389;22.5;10;28.1756706238;6;38.9054031372;27.5;4;53.2336053848;
48;4;26.6790523529;22.5;10;35.4836053848;6;39.9401626587;27.5;4;54.2907235622;
49;4;26.25;24.5;10;35.758223772;6;41.9744338989;28.5;4;54.3869709969;
50;4;27.25;25.8162899017;11;36.022254467;6;44.0081825256;29.5;4;55.4834814072;
51;4;28.25;26.8387889862;11;36.275197506;6;46.0413780212;31.5;4;57.6898792982;
52;4;29.25;27.8609199524;11;36.5167031288;6;48.7148208618;34.0;5;59.4596186876;
53;4;29.6680145264;28.8826618195;11;36.7465620041;6;50.2563171387;36.3899993896;5;60.8614821434;
54;4;29.7209663391;28.904001236;10;36.9646992683;6;51.0049285889;38.328453064;6;61.9670814276;
55;4;29.7707176208;28.9249210358;10;37.1711573601;7;51.545211792;39.5875968933;5;62.5463470221;
56;4;29.8172912598;28.9454078674;10;37.3660840988;8;51.8073310852;40.2670631409;5;62.7668817043;
