Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;14.0;10.0;5;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;14.7768793106;10.3632001877;4;22.8194274902;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;15.2687425613;10.9097137451;4;23.7616035938;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;17.268743515;11.3658018112;4;24.5351526737;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;19.268743515;11.7372808456;4;25.1591641903;1;21.0916557312;12.0336990356;5;24.5325260162;
13;2;20.3100376129;12.0336990356;5;25.6560432911;1;22.0916557312;12.2662630081;5;24.892534256;
14;2;21.3243255615;12.2662630081;5;26.0483692884;1;23.0916557312;12.446267128;5;25.0;
15;2;22.3388690948;12.446267128;5;26.1887089014;1;24.0916557312;12.5;5;25.0;
16;2;23.3536624908;12.5;5;26.2221269608;1;25.0916557312;12.5;5;25.0;
17;2;24.3687000275;12.5;5;26.2560760975;1;26.0916557312;12.5;5;25.0;
18;2;25.3839759827;12.5;5;26.2905418873;1;27.0;12.5;6;25.0;
19;2;25.8307437897;12.5;6;26.3255085945;1;27.0;12.5;6;25.0;
20;2;25.8464794159;12.5;6;26.3609591722;2;28.0;12.5;5;26.0;
21;2;25.8624305725;12.5;6;26.3968753815;2;29.0;12.5;5;26.0900000334;
22;2;25.8785934448;12.5;6;26.4332377911;2;29.6539993286;12.5;5;26.1871190071;
23;2;25.8949565887;12.5;6;26.4700255394;3;29.7122707367;12.5;4;26.2917383909;
24;2;25.9115104675;12.5;6;26.5072168112;3;29.7750434875;12.5;4;26.4042263031;
25;2;25.25;13.1028871536;6;26.5447884798;3;29.8425350189;12.5;4;26.5249304771;
26;2;25.25;13.1179151535;6;26.5827163458;3;29.9149589539;12.5;4;26.6541694403;
27;3;25.25;13.1330862045;5;26.6209751368;3;29.9925022125;12.5;4;26.7922235727;
28;3;25.25;13.1483898163;5;26.6595385075;3;30.075334549;12.5;5;26.9393253326;
29;3;25.25;13.1638154984;5;26.6983793974;3;30.1635951996;12.5;5;27.0956480503;
30;3;25.25;13.1793518066;5;26.7374696732;3;30.2573890686;12.5;5;27.261295557;
31;3;25.25;13.1949882507;5;26.7767804861;3;30.3567771912;12.5;5;27.4362905025;
32;3;23.25;14.2107124329;5;26.8162822723;3;30.461774826;12.5;5;27.6205644608;
33;3;24.25;13.2265129089;6;26.8559447527;3;30.5723381042;12.5;5;27.8139474392;
34;3;22.25;14.2423782349;6;26.8957372904;3;30.6883678436;14.5;5;28.016159296;
35;3;21.25;15.2582950592;6;26.9356285334;3;30.8096961975;16.5;5;28.2268030643;
36;3;20.25;16.2742519379;6;26.9755871296;3;30.9360809326;18.5;6;28.445360899;
37;3;19.25;17.2902355194;6;27.015581131;3;31.0672168732;20.5;6;28.6711919308;
38;3;20.25;19.2902355194;6;27.0555787086;3;31.20271492;22.5;7;28.9035346508;
39;3;21.25;20.2902355194;7;28.0955479145;3;31.3421211243;22.5;8;29.141512394;
40;3;23.25;22.2902336121;8;28.1654565334;3;31.4849071503;22.5;8;29.3841423988;
41;3;25.25;24.2902336121;8;28.2358641624;3;31.6304855347;22.5;8;29.6303496361;
42;3;26.7272663116;26.2902336121;9;28.3067321777;3;31.7782096863;22.5;10;29.8789830208;
43;3;27.7412948608;27.3859863281;9;28.3780212402;3;31.9273910522;22.5;10;30.1288366318;
44;3;27.7555828094;28.401802063;10;28.4496911764;3;32.0773010254;22.5;9;30.3786706924;
45;4;27.7701263428;28.4175415039;7;28.5217014551;3;32.2272033691;22.5;10;30.6272368431;
46;4;27.7849197388;27.5;8;28.5940105915;4;32.3763427734;22.5;8;40.8733024597;
47;4;27.7999572754;28.4487533569;9;28.6665768623;4;33.523979187;23.5;9;41.5156755447;
48;4;27.8152351379;28.4642009735;9;28.7393574715;4;34.6694068909;24.5;9;42.1276283264;
49;5;27.8307437897;28.4795265198;9;38.812309742;4;34.8119354248;25.5;9;42.7068548203;
50;6;28.8464794159;29.494720459;8;39.2853902578;5;34.9509506226;26.5;8;43.2518310547;
51;6;29.25;30.0443840027;8;39.7329564095;5;35.0858764648;27.5;8;43.7617611885;
52;6;30.25;31.0587501526;9;40.1537029743;5;35.2162246704;28.5;9;45.4241147041;
53;6;30.419336319;32.0732955933;9;40.5470044613;6;35.9837341309;30.0;8;46.8232417107;
54;6;30.4357261658;33.0880126953;9;40.9128478765;6;36.6136627197;31.3899993896;8;47.992931366;
55;6;31.1301574707;33.5;10;41.2517427206;6;37.1260108948;32.6872596741;8;48.9692611694;
56;6;30.4678840637;34.5;10;41.5646258593;6;37.5417633057;33.9097442627;8;49.6381950378;
