Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;2;15.6000003815;10.0;3;21.0;
6;1;13.0;10.0;5;20.0;2;16.6000003815;10.0;3;21.5599995852;
7;1;14.0;10.0;5;20.3999996185;2;17.6959991455;10.1999998093;3;22.0701442957;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;18.2420864105;10.3632001877;3;23.4407385588;
9;2;14.7768793106;10.3632001877;4;22.8194274902;2;19.0644416809;10.9097137451;3;24.6833165884;
10;2;15.2687425613;10.9097137451;4;23.7616035938;2;21.0644416809;11.3658018112;3;25.8175597191;
11;2;17.268743515;11.3658018112;4;24.5351526737;2;23.0644416809;11.7372808456;3;26.8709592819;
12;2;19.268743515;11.7372808456;4;25.1591641903;2;24.7737922668;12.0336990356;4;27.8742711544;
13;2;20.3100376129;12.0336990356;5;25.6560432911;2;24.0916557312;12.9346122742;4;28.8577907085;
14;2;21.3243255615;12.2662630081;5;26.0483692884;2;25.0916557312;13.2393188477;4;29.6803803444;
15;2;22.3388690948;12.446267128;5;26.1887089014;2;27.0916557312;12.5;4;30.491004467;
16;2;23.3536624908;12.5;5;26.2221269608;2;29.0916557312;12.5;4;31.3975143433;
17;2;24.3687000275;12.5;5;26.2560760975;2;31.0916557312;12.5;4;32.3956856728;
18;2;25.3839759827;12.5;4;26.2905418873;2;33.0;12.5;5;33.475774765;
19;2;25.8307437897;12.5;5;26.3255085945;2;34.0;12.5;5;34.6220579147;
20;2;25.8464794159;12.5;5;26.3609591722;2;34.773235321;12.5;5;35.8130702972;
21;2;25.8624305725;12.5;5;26.3968753815;2;35.4878425598;12.5;5;37.0227212906;
22;2;25.8785934448;12.5;5;26.4332377911;2;36.2136306763;12.5;5;38.2222614288;
23;3;25.8949565887;12.5;4;26.4700255394;2;36.9333572388;12.5;5;39.3828773499;
24;3;25.25;12.5;4;26.5072168112;2;37.6297264099;12.5;5;40.4784383774;
25;3;25.25;13.1028871536;4;26.5447884798;3;38.2870635986;12.5;4;41.4878749847;
26;3;25.25;13.1179151535;4;26.5827163458;4;38.8927230835;12.5;3;42.3967075348;
27;3;25.25;13.1330862045;4;26.6209751368;4;39.4380264282;12.5;3;43.1975288391;
28;3;25.25;13.1483898163;5;26.6595385075;4;39.9185180664;12.5;2;43.8894844055;
29;3;25.25;13.1638154984;5;26.6983793974;4;40.3336906433;12.5;2;44.4770450592;
30;3;25.25;13.1793518066;5;26.7374696732;4;40.6862258911;14.5;2;44.9684429169;
31;3;25.25;13.1949882507;5;26.7767804861;4;40.9810638428;16.5;2;45.3741130829;
32;3;25.25;13.2107124329;5;26.8162822723;4;41.2244682312;18.5;2;45.705373764;
33;3;25.25;13.2265129089;5;26.8559447527;4;41.4232254028;20.5;2;45.9734306335;
34;3;25.25;13.2423782349;6;26.8957372904;4;41.5840568542;22.5;2;46.0;
35;3;25.25;13.2582950592;6;26.9356285334;4;41.5999984741;22.5;3;46.0;
36;3;25.25;13.2742509842;6;26.9755871296;4;41.5999984741;22.5;3;46.0;
37;3;26.1390151978;15.2742519379;6;28.015581131;4;41.5999984741;22.5;3;46.0;
38;3;27.1570110321;18.2742519379;7;28.0955786705;4;41.5999984741;22.5;2;46.0;
39;3;28.1750106812;21.2742519379;7;28.1767318249;4;41.5999984741;22.5;2;46.0;
40;3;28.1929969788;24.2742519379;7;28.2590100765;4;41.5999984741;22.5;2;47.0;
41;4;28.2109565735;26.5;6;43.3423806429;4;42.5999984741;23.5;2;47.0199999809;
42;4;29.2288722992;28.5;6;44.1768075228;4;43.5999984741;24.5;2;48.0401959419;
43;4;30.2467346191;30.227104187;7;44.9316263199;4;44.5999984741;26.5;4;48.2305817604;
44;5;31.2645263672;31.2546482086;7;45.605962038;4;45.5999984741;28.5;4;50.5331610441;
45;5;32.2822341919;31.5;7;46.2022936344;4;47.6712036133;31.0;5;52.4796488285;
46;5;33.2998466492;33.3118209839;8;46.7255860567;5;48.8266525269;32.9409484863;5;54.1248298883;
47;6;34.3173484802;33.3414268494;7;47.1824189425;5;49.8012084961;34.248664856;6;55.5317358971;
48;6;34.4565200806;32.5;7;47.5801961422;5;50.6327056885;34.4816856384;7;56.6151998043;
49;6;34.5430450439;33.4026184082;7;47.9265136719;5;51.2700462341;34.5825614929;7;57.4882969856;
50;6;34.6176834106;33.4341697693;7;48.1349875927;5;51.7810783386;34.5932502747;8;58.1350563765;
51;6;34.6609954834;33.4663352966;7;49.2268263102;5;52.1562232971;34.6040077209;8;58.8271657228;
52;6;35.6777572632;34.4990882874;7;49.3692016602;5;52.5585021973;34.6148300171;9;59.6030399799;
53;6;36.6943359375;35.5324058533;8;51.6276118755;5;53.0109634399;34.6257171631;10;61.4623626471;
54;6;37.4676094055;37.2222328186;8;54.5080616474;6;54.5134277344;35.6366577148;5;72.4810057878;
55;6;39.0946884155;39.7821350098;8;56.1447432041;7;57.0634231567;37.6476516724;4;74.0759103298;
