Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;1;14.0;10.0;4;20.0;
5;1;12.0;10.0;6;20.0;1;15.0;10.0;4;20.0;
6;1;13.0;10.0;6;20.0;1;16.0;10.0;4;20.3999996185;
7;1;14.0;10.0;6;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;14.1800003052;10.1999998093;6;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;14.7768793106;10.3632001877;5;22.8194274902;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;15.2687425613;10.9097137451;5;23.8616036177;2;20.6916561127;11.3658018112;3;24.5145616531;
11;2;17.268743515;11.3658018112;5;24.7499927282;2;22.6916561127;11.7372808456;3;25.1485819817;
12;2;19.268743515;11.7372808456;5;25.5051221848;2;23.7403659821;12.0336990356;4;25.6560795307;
13;2;20.465719223;12.0336990356;5;26.1508610249;2;24.7657871246;12.2662630081;3;26.0596417189;
14;2;20.7678871155;12.2662630081;5;26.7112461329;2;25.7919197083;12.446267128;3;26.211841464;
15;2;21.0200614929;12.446267128;4;27.0402543545;2;26.8187599182;12.5;3;26.2577478886;
16;2;20.25;13.4181146622;4;27.2842636108;2;27.8463039398;12.5;3;26.3048160076;
17;2;23.2016410828;12.5;4;27.5518820286;2;28.874546051;12.5;3;26.3530313969;
18;2;24.34998703;12.5;4;27.8440244198;2;29.8118190765;12.5;3;26.4023760557;
19;2;24.2016410828;13.5;5;28.1613030434;2;29.841424942;12.5;3;26.4528282881;
20;2;26.2016410828;12.5;5;28.5039470196;2;29.8716964722;12.5;3;26.5043625832;
21;2;25.25;13.5;5;28.871723175;2;29.9026184082;12.5;10;26.5569496155;
22;2;25.25;14.242275238;5;29.263862133;3;29.9341697693;12.5;3;35.6364531517;
23;3;25.25;14.4187383652;5;29.6789975166;3;30.9663333893;13.5;3;36.1399995089;
24;4;25.25;15.3073987961;4;30.1151270866;3;31.9990882874;14.5;3;36.6242806911;
25;4;25.25;15.5690765381;5;30.5695996284;3;32.0324058533;15.5;3;37.0863983631;
26;4;25.25;15.8417596817;5;31.0391392708;3;32.0662612915;16.5;3;37.5241581202;
27;4;25.25;16.1234836578;5;31.5199065208;3;32.1006240845;17.5;3;37.9360827208;
28;4;25.25;16.4119434357;5;32.007601738;3;32.1354675293;18.5;3;38.3213819265;
29;4;25.25;16.7045612335;5;32.4976010323;3;32.170753479;19.5;4;38.6798906326;
30;4;23.25;17.9985599518;5;32.9851250648;3;32.2064437866;20.5;4;39.0119876862;
31;4;24.25;17.2910747528;5;34.465420723;3;32.2425079346;20.8587970734;4;39.3184974194;
32;4;24.25;16.6910743713;5;34.9739465714;4;32.2789039612;23.8587970734;4;39.6005907059;
33;4;23.25;18.707075119;5;35.4677290916;5;31.0;26.8587970734;3;39.859688282;
34;4;22.25;20.7235488892;5;35.9431431293;5;31.0;29.8587970734;3;40.0973701477;
35;4;21.25;22.7404956818;5;37.3971966505;5;32.0;32.858795166;4;40.3153014183;
36;4;22.25;22.1579170227;5;37.8575955629;5;32.4269561768;35.858795166;5;40.4406147003;
37;4;21.25;24.1878128052;6;38.2933564186;5;32.4643707275;36.5999984741;5;40.5030794144;
38;4;22.8159866333;26.1878128052;6;38.7035918236;5;32.5018463135;36.5999984741;6;40.5655794144;
39;4;23.8371677399;29.1878128052;6;39.0880551338;5;32.5393486023;36.5999984741;6;41.628036499;
40;4;24.8588638306;32.1878128052;8;39.4470574856;5;33.5768203735;37.5999984741;7;41.8603724241;
41;5;26.4011955261;35.1878089905;7;39.7813754082;5;34.6142234802;38.5999984741;7;42.1194210052;
42;5;27.4386920929;37.2910766602;7;40.092148304;5;34.6515045166;39.5999984741;9;42.4086430073;
43;5;28.4769210815;38.2910766602;8;40.3807814121;5;34.688621521;40.5999984741;9;42.7317065001;
44;5;29.5158615112;39.2910766602;8;40.6488549709;5;34.7255325317;41.5999984741;9;43.0924007893;
45;5;30.5554943085;40.1486549377;8;40.8980432749;5;34.7621841431;42.5999984741;10;43.4945099354;
46;5;30.5957946777;40.2444343567;8;41.0816344023;5;34.798538208;43.3478622437;10;43.9416372776;
47;6;30.6367340088;40.2999992371;7;41.1739771366;5;34.8345527649;43.6188354492;11;44.4369800091;
48;6;30.6782894135;40.2999992371;7;42.2676137686;5;34.8701858521;43.9239997864;11;44.9830496311;
49;6;31.7204265594;41.2999992371;7;42.4024709463;5;34.9054031372;44.2651634216;11;45.5813512802;
50;6;32.7631111145;42.2999992371;8;42.5396549702;5;34.9401626587;44.6434211731;12;47.6871395111;
51;6;33.292842865;43.2999992371;8;42.6790851355;5;35.6132354736;45.8322181702;14;49.6279957294;
52;6;33.3555870056;44.2999992371;8;42.8206732273;5;36.1546134949;46.94921875;15;51.4376373291;
53;6;33.419303894;45.2999992371;10;42.9643242359;5;36.5848197937;48.0113182068;15;53.1470725536;
54;6;32.2091789246;45.2999992371;11;43.1099362373;5;37.925239563;46.9080886841;15;54.6023285389;
