Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;4;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;16.0;10.0;5;20.3999996185;
7;1;14.0;10.0;4;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;14.1800003052;10.1999998093;4;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;14.3268795013;10.3632001877;4;21.8194274902;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;14.8187427521;10.9097137451;4;22.7316036224;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;15.8187427521;11.3658018112;4;23.4745616913;1;20.0916557312;11.7372808456;4;24.0673980713;
12;1;16.8187427521;11.7372808456;4;24.0673980713;1;21.0916557312;12.0336990356;5;24.5325260162;
13;1;17.8187427521;12.0336990356;4;24.5325260162;1;22.0916557312;12.2662630081;5;24.892534256;
14;1;18.0396366119;12.2662630081;4;24.892534256;1;23.0916557312;12.446267128;5;25.0;
15;1;18.2016410828;12.446267128;4;25.0;1;24.0916557312;12.5;5;25.0;
16;1;18.25;12.5;4;25.0;1;25.0916557312;12.5;5;25.0;
17;1;20.2016410828;12.5;4;25.0;1;26.0916557312;12.5;5;25.0;
18;1;21.2016410828;12.5;4;25.0;1;27.0;12.5;5;25.0;
19;1;22.2016410828;12.5;5;25.0;1;27.0;12.5;5;25.0;
20;1;23.2016410828;12.5;5;25.0;1;27.0;12.5;6;25.0;
21;1;23.25;12.5;5;25.0;1;27.0;12.5;7;25.0;
22;1;23.25;12.5;5;25.0;1;27.0;12.5;7;25.0;
23;1;23.25;12.5;4;25.0;1;27.0;12.5;7;25.0;
24;1;23.25;12.5;4;25.0;1;27.0;12.5;8;25.0;
25;1;23.25;12.5;4;25.0;1;27.0;12.5;8;25.0;
26;1;23.25;12.5;4;25.0;1;27.0;12.5;8;25.0;
27;1;23.25;12.5;5;25.0;1;27.0;12.5;8;25.0;
28;1;23.25;12.5;6;25.0;1;27.0;12.5;7;25.0;
29;1;23.25;12.5;6;25.0;1;27.0;12.5;6;25.0;
30;1;23.25;12.5;6;25.0;1;27.0;12.5;6;25.0;
31;1;23.25;12.5;5;25.0;1;27.0;12.5;6;25.0;
32;1;23.25;12.5;4;25.0;1;27.0;12.5;6;25.0;
33;1;23.25;12.5;4;25.0;1;27.0;12.5;6;25.0;
34;1;23.25;12.5;6;25.0;1;27.0;12.5;7;25.0;
35;3;24.25;12.5;4;26.0;1;27.0;13.5;7;25.0;
36;3;25.25;12.5;4;26.0700000525;1;27.0;14.5;7;25.0;
37;3;25.25;12.5;4;27.3941510916;1;27.0;15.5;9;25.0;
38;4;25.8125;13.125;3;41.2069673538;1;27.0;16.5;9;25.0;
39;4;27.2554702759;16.125;3;42.6805278063;1;27.0;17.5;9;25.0;
40;4;28.5944099426;19.125;3;43.9151806831;1;27.0;17.5;9;25.0;
41;4;29.8478622437;22.125;3;45.368021369;1;27.0;17.5;8;25.0;
42;4;31.0340518951;25.125;3;46.3701659441;1;27.0;17.5;9;25.0;
43;4;32.0499992371;28.125;3;47.2550215721;2;27.0;17.5;6;25.0;
44;4;33.0499992371;29.125;3;49.0537350178;2;27.0;17.5;6;25.0;
45;5;35.0499992371;30.5;2;49.8166534901;2;27.0;17.5;6;25.0;
46;5;37.0499992371;31.5;2;50.4997985363;2;27.0;17.5;7;25.0;
47;5;38.5458869934;32.5;2;51.1098273993;2;27.0;17.5;7;25.0;
48;5;39.5701751709;33.5;2;51.6549016237;2;27.0;17.5;7;25.0;
49;5;40.2265968323;34.5;3;52.143778801;2;27.0;17.5;7;25.0;
50;5;40.3881759644;34.5;4;52.585119009;2;27.0;17.5;7;25.0;
51;5;40.5264129639;34.5;4;53.8068701029;3;28.0;18.5;6;26.0;
52;5;41.5639724731;35.5;4;54.0631886721;3;29.0;19.5;5;27.0850000381;
53;5;42.5928344727;36.5;6;54.3270984888;3;30.6510009766;21.5;6;27.206302762;
54;5;42.6226119995;37.5;6;54.5982732773;3;31.7057819366;23.5;6;27.3348056078;
55;5;42.6532897949;38.5;7;54.8763352633;3;31.7645282745;25.5;6;27.4707949162;
56;7;42.6848526001;39.5;5;55.1608576775;3;31.0;26.5;7;27.614536643;
57;7;42.7172813416;40.2619857788;5;57.1539295912;3;31.0;27.5;7;28.8073254824;
58;7;43.4803199768;40.8856468201;4;58.7767909765;3;31.5999984741;28.0;8;29.7937840223;
59;7;44.0723381042;41.3594970703;5;60.1020109653;3;32.0680007935;28.3899993896;8;30.6089626551;
60;7;44.5263595581;41.7146072388;4;61.0398167372;3;32.4247131348;28.6872596741;9;31.2892469168;
61;7;44.8024253845;41.9481811523;4;61.4745072126;3;32.6916885376;28.9097423553;9;31.7200783491;
62;7;44.8489379883;41.9995727539;6;61.9177902937;3;32.7999992371;29.0;9;31.9856061935;
63;7;44.896686554;42.0528869629;5;62.3682844639;4;32.7999992371;29.0;8;32.2664008141;
