Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;2;12.4499998093;10.0;4;21.0;2;15.6000003815;10.0;4;21.0;
6;2;13.4499998093;10.0;3;21.0900000334;2;16.6000003815;10.0;4;21.4999996424;
7;2;14.4905004501;10.0;3;21.5980186462;2;17.6599998474;10.1999998093;4;21.9353003502;
8;2;14.7191085815;10.1999998093;3;22.0418490171;2;18.1611804962;10.3632001877;4;23.1829590797;
9;2;14.9188308716;10.3632001877;3;23.3017349243;2;18.9097747803;10.9097137451;4;24.267437458;
10;2;15.4857807159;10.9097137451;3;24.3994617462;2;20.9097747803;11.3658018112;4;25.2018244267;
11;2;17.4857807159;11.3658018112;3;25.3481024504;2;22.9097747803;11.7372808456;4;26.0066431761;
12;2;19.4857807159;11.7372808456;3;26.1681330204;2;24.2552032471;12.0336990356;4;26.7056586742;
13;2;20.7640724182;12.0336990356;4;26.8832330704;2;25.3955345154;12.2662630081;4;27.3226804733;
14;2;21.8765602112;12.2662630081;4;27.5170819759;2;26.5497436523;12.446267128;4;27.7113106251;
15;2;22.9997901917;12.446267128;4;27.923101902;2;27.7184410095;12.5;4;28.0173821449;
16;2;24.1341381073;12.5;4;28.2468910217;2;28.9020843506;12.5;4;28.3487696648;
17;2;25.2798442841;12.5;4;28.5960328579;2;30.1009178162;12.5;4;28.7054548264;
18;2;26.436958313;12.5;4;28.9701628685;2;31.2232723236;12.5;4;29.0869145393;
19;2;27.03657341;12.5;5;29.3683638573;2;31.4521484375;12.5;5;29.4920539856;
20;2;27.215763092;12.5;6;29.7891087532;2;31.6952323914;12.5;4;29.9191560745;
21;2;27.4050979614;12.5;6;30.2302284241;2;31.9514942169;12.5;4;30.3658571243;
22;2;27.603603363;12.5;6;30.6889076233;2;32.2195129395;12.5;4;30.8291530609;
23;2;27.8100090027;12.5;5;31.1617178917;2;32.4974899292;12.5;4;31.3054442406;
24;2;28.0227737427;12.5;5;31.6446905136;2;32.7832679749;12.5;4;31.790620327;
25;2;28.2401103973;12.5;5;32.1334280968;2;33.0743713379;12.5;4;32.2801818848;
26;2;28.4600429535;12.5;3;32.6232500076;3;33.3681106567;12.5;2;32.7693967819;
27;2;28.6804618835;12.5;3;33.1093654633;3;33.6616363525;12.5;2;33.2534770966;
28;2;28.8992137909;12.5;2;33.587059021;3;33.9520874023;12.5;2;33.7277650833;
29;2;29.1141777039;12.5;2;34.0518712997;3;34.2366600037;12.5;3;34.187912941;
30;2;29.3233413696;12.5;3;34.4997692108;3;34.5127487183;12.5;3;34.6300430298;
31;2;29.5248966217;12.5;3;34.927280426;3;34.7780265808;14.5;3;35.0508718491;
32;2;29.7172775269;12.5;3;35.3315906525;3;35.0305252075;16.5;3;35.4477939606;
33;2;29.8992156982;12.5;3;35.7105960846;3;35.2686767578;18.5;3;35.8189210892;
34;2;30.0697689056;12.5;2;36.0629110336;3;35.4913520813;20.5;4;36.1630792618;
35;2;30.2283096313;14.5;2;36.3878383636;3;35.697845459;22.5;4;36.4797668457;
36;2;30.3745269775;16.5;3;36.6853075027;3;35.8878593445;22.5;5;36.7690839767;
37;2;30.5083885193;18.5;4;36.955786705;3;36.0614509583;22.5;5;37.0316419601;
38;2;30.6301040649;20.5;4;37.2001886368;3;36.2189865112;22.5;5;37.2684679031;
39;2;30.7400856018;22.5;4;37.4197692871;3;36.3610801697;22.5;5;37.4809007645;
40;2;30.8388957977;22.5;5;37.6160306931;3;36.4885406494;22.5;6;37.6704978943;
41;2;30.9272136688;22.5;5;37.7906322479;3;36.6022987366;22.5;6;37.8389520645;
42;2;31.0057849884;22.5;5;37.945318222;3;36.7033691406;22.5;7;37.9880180359;
43;2;31.0753936768;22.5;7;38.0;4;36.7928085327;22.5;6;38.0;
44;3;31.1000003815;22.5;6;38.0;4;36.7999992371;22.5;7;38.0;
45;3;31.1000003815;22.5;6;38.0;4;36.7999992371;22.5;7;38.0;
46;3;31.1000003815;22.5;7;38.0;4;36.7999992371;22.5;8;38.0;
47;3;31.1000003815;22.5;7;38.0;4;36.7999992371;22.5;9;38.0;
48;3;31.1000003815;22.5;7;38.0;4;36.7999992371;22.5;9;39.3900003433;
49;3;31.1000003815;22.5;8;38.0;4;37.6339988708;23.0;9;40.5194797516;
50;3;31.1000003815;22.5;8;38.0;4;38.3116874695;23.3899993896;9;42.424580574;
51;3;31.1000003815;22.5;8;38.0;4;39.8547477722;24.6872596741;10;43.2035155296;
52;3;31.1000003815;22.5;9;38.0;4;41.2861099243;25.9097423553;10;43.6870613098;
53;4;31.1000003815;22.5;9;38.0;4;41.5384597778;27.0;11;43.9621847868;
54;4;31.1000003815;22.5;8;38.0;4;41.6639328003;28.0;12;44.2125101089;
55;4;31.1000003815;22.5;8;39.3900003433;4;41.7726745605;29.0;12;44.3302885294;
56;4;31.7255020142;23.0;9;40.5194797516;4;41.7999992371;29.6651439667;13;44.4057120085;
57;5;32.2337646484;23.3899993896;7;41.424580574;5;41.7999992371;29.7028560638;11;44.484351635;
