Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;5;20.3999996185;
7;1;14.0;10.0;5;20.3999996185;1;17.0;10.1999998093;5;20.7264003754;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;14.8187427521;10.9097137451;4;22.7316036224;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;15.8187427521;11.3658018112;3;23.4745616913;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;16.8187427521;11.7372808456;3;24.0673980713;1;21.0916557312;12.0336990356;6;24.5325260162;
13;1;17.8187427521;12.0336990356;4;24.5325260162;1;22.0916557312;12.2662630081;6;24.892534256;
14;1;18.8187427521;12.2662630081;4;24.892534256;1;23.0916557312;12.446267128;6;25.0;
15;1;19.8187427521;12.446267128;4;25.0;1;24.0916557312;12.5;6;25.0;
16;1;20.8187427521;12.5;4;25.0;1;25.0916557312;12.5;6;25.0;
17;1;21.8187427521;12.5;4;25.0;1;26.0916557312;12.5;6;25.0;
18;1;22.8187427521;12.5;5;25.0;1;27.0;12.5;7;25.0;
19;1;23.25;12.5;4;25.0;1;27.0;12.5;6;25.0;
20;1;23.25;12.5;4;25.0;1;27.0;12.5;6;25.0;
21;1;23.25;12.5;4;25.0;1;27.0;12.5;6;25.0;
22;1;23.25;12.5;4;25.0;1;27.0;12.5;5;25.0;
23;1;23.25;12.5;5;25.0;1;27.0;12.5;5;25.0;
24;2;23.25;12.5;2;25.0;1;27.0;12.5;4;25.0;
25;2;23.25;12.5;2;25.0;1;27.0;12.5;4;25.0;
26;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
27;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
28;2;23.25;12.5;2;25.0;2;27.0;12.5;2;25.0;
29;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
30;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
31;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
32;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
33;2;23.25;12.5;2;25.0;2;27.0;12.5;3;25.0;
34;2;23.25;12.5;3;25.0;2;27.0;12.5;3;25.0;
35;2;23.25;12.5;3;25.0;2;27.0;13.5;4;25.0;
36;2;23.25;12.5;4;25.0;2;27.0;14.5;5;25.0;
37;2;23.25;12.5;4;25.0;2;27.0;15.5;6;25.0;
38;2;23.25;12.5;4;25.0;2;27.0;16.5;6;25.0;
39;2;23.25;13.5;5;25.0;2;27.0;17.5;6;25.0;
40;2;23.25;14.5;4;25.0;2;27.0;17.5;7;25.0;
41;2;23.25;15.5;4;25.0;2;27.0;17.5;7;25.0;
42;2;23.25;16.5;4;25.0;2;27.0;17.5;7;25.0;
43;2;23.25;17.5;4;25.0;2;27.0;17.5;8;25.0;
44;2;23.25;17.5;4;25.0;3;27.0;17.5;7;25.0;
45;2;23.25;17.5;4;25.0;3;27.0;17.5;7;25.0;
46;2;23.25;17.5;4;25.0;3;27.0;17.5;7;25.0;
47;2;23.25;17.5;5;25.0;4;28.0;18.5;6;26.0;
48;2;23.25;17.5;4;25.0;4;29.0;19.5;6;26.1499999762;
49;2;23.25;17.5;4;25.0;4;29.6900005341;20.5;6;26.320775032;
50;2;23.25;17.5;5;25.0;4;29.79246521;21.5;6;26.5146545172;
51;2;23.25;17.5;5;25.0;4;29.9087924957;22.5;6;26.7340574265;
52;2;23.25;17.5;5;25.0;4;30.0404338837;22.5;7;26.9814370871;
53;2;23.25;17.5;5;25.0;4;30.1888618469;22.5;7;27.2592060566;
54;2;23.25;17.5;5;25.0;4;30.3555240631;22.5;7;27.5696389675;
55;2;23.25;17.5;6;26.0;4;30.5417823792;22.5;8;27.9147508144;
56;2;24.25;18.5;6;26.0199999809;4;30.7488498688;22.5;8;28.296153307;
57;2;25.25;19.5;7;26.0401959419;4;30.9776916504;22.5;5;29.7478530407;
58;2;25.25;20.5;6;26.0605818033;4;31.8487091064;23.0;6;31.0245246887;
59;2;25.25;21.5;6;26.0811508894;4;32.6147155762;23.3899993896;7;32.1604504585;
60;2;25.25;22.5;7;26.1018965244;5;33.2962722778;23.6872596741;6;33.1899747849;
61;2;25.25;23.0509490967;7;26.1228116751;5;33.9139862061;23.9097423553;6;33.9950518608;
62;2;25.25;23.0614051819;7;26.1438889503;5;34.3970298767;24.0;5;34.6548042297;
63;2;25.25;23.0719451904;8;26.1651208401;5;34.792881012;24.0;4;35.3432569504;
64;2;25.25;23.0825614929;7;26.1864993572;5;35.2059555054;24.0;5;36.0523767471;
65;2;25.25;23.0932502747;7;27.2080165148;5;35.6314239502;24.0;5;36.7728729248;
