Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;2;13.3999996185;10.0;3;21.0;
2;1;11.0;10.0;5;20.0;2;13.3999996185;10.0;3;21.0599999428;
3;1;11.0;10.0;5;20.0;2;13.4239997864;10.0;3;21.1229639053;
4;1;11.0;10.0;5;20.0;2;14.6737785339;10.0;3;21.1889609098;
5;1;12.0;10.0;5;20.0;2;15.7133769989;10.0;3;21.2580518723;
6;1;13.0;10.0;4;20.0;2;16.7548313141;10.0;3;21.7428686619;
7;1;14.0;10.0;4;20.3999996185;2;17.805721283;10.1999998093;3;22.1586660147;
8;1;14.1800003052;10.1999998093;4;20.7264003754;2;18.2952003479;10.3632001877;3;23.3744058609;
9;1;14.3268795013;10.3632001877;4;21.8194274902;2;19.0246429443;10.9097137451;3;24.4179002047;
10;1;14.8187427521;10.9097137451;4;22.7316036224;2;21.0246429443;11.3658018112;3;25.3010519743;
11;1;15.8187427521;11.3658018112;4;23.4745616913;2;23.0246429443;11.7372808456;3;26.0431767702;
12;1;16.8187427521;11.7372808456;4;24.0673980713;2;24.2771224976;12.0336990356;3;26.6668455601;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;25.0001087189;12.2662630081;3;27.194732666;
14;1;18.8187427521;12.2662630081;5;24.892534256;2;25.3168392181;12.446267128;3;27.4794170856;
15;1;19.8187427521;12.446267128;5;25.0;2;25.4876499176;12.5;4;27.6658837795;
16;1;20.8187427521;12.5;5;25.0;3;27.5350494385;12.5;3;27.86140275;
17;1;21.8187427521;12.5;5;25.0;3;28.6523628235;12.5;4;28.0656666756;
18;1;22.8187427521;12.5;5;25.0;3;29.7749195099;12.5;4;28.2782502174;
19;1;23.25;12.5;6;25.0;3;30.902469635;12.5;4;28.4986059666;
20;1;23.25;12.5;6;25.0;3;31.0991630554;12.5;4;28.7260642052;
21;1;23.25;12.5;6;25.0;3;31.2356376648;12.5;4;28.9598350525;
22;1;23.25;12.5;7;25.0;3;31.3759002686;12.5;4;29.1990156174;
23;1;23.25;12.5;7;25.0;3;31.5194091797;12.5;4;29.4425997734;
24;1;23.25;12.5;8;25.0;3;31.6655597687;12.5;5;29.6894927025;
25;1;23.25;12.5;8;25.0;3;31.8136959076;12.5;5;29.9385285378;
26;1;23.25;12.5;8;25.0;3;31.9631175995;12.5;6;30.1884908676;
27;1;23.25;12.5;8;25.0;3;32.1130943298;12.5;6;30.4381356239;
28;1;23.25;12.5;8;25.0;3;32.2628822327;12.5;6;30.6862158775;
29;1;23.25;12.5;8;25.0;4;32.4117279053;12.5;5;30.9315071106;
30;1;23.25;12.5;8;25.0;4;32.5589065552;12.5;5;31.1728301048;
31;1;23.25;12.5;8;25.0;4;32.7036972046;14.5;5;31.4090747833;
32;1;21.25;13.5;8;25.0;4;32.8454437256;16.5;5;31.6392197609;
33;1;22.25;12.5;8;25.0;4;32.9835319519;18.5;5;31.8623495102;
34;1;20.25;13.5;9;25.0;4;33.1174087524;20.5;6;32.0776662827;
35;1;19.25;14.5;9;25.0;4;33.2466011047;22.5;6;32.2844991684;
36;1;18.25;15.5;9;25.0;4;33.3707008362;22.5;6;32.4823098183;
37;1;17.25;16.5;9;25.0;4;33.4893875122;22.5;6;32.6706910133;
38;1;16.25;17.5;10;25.0;4;33.6024131775;22.5;6;32.8493652344;
39;1;15.25;18.5;10;25.0;4;33.7096176147;22.5;6;34.0181760788;
40;1;14.25;19.5;10;25.0;4;34.8109054565;23.5;7;34.2670820951;
41;1;15.25;17.5;10;25.0;4;35.90625;24.5;7;34.5132622719;
42;1;16.25;17.5;11;25.0;4;36.7079582214;25.5;7;34.7572497129;
43;1;17.25;17.5;9;25.0;4;36.854347229;26.5;7;34.9996395111;
44;1;18.25;17.5;9;25.0;4;36.9997825623;27.5;7;35.2410740852;
45;1;19.25;17.5;11;25.0;4;36.2296867371;28.2624664307;7;35.482216239;
46;1;20.25;17.5;11;25.0;4;36.2968292236;28.3270835876;6;36.7237306833;
47;1;21.25;17.5;11;25.0;5;37.3589019775;29.396112442;5;36.9793252945;
48;2;23.25;18.5;11;26.0;6;39.4000015259;29.5;4;37.1768319607;
49;2;25.25;19.5;11;26.0900000334;6;39.6573867798;30.5;4;38.6074293852;
50;2;25.25;20.5;12;26.1871190071;6;40.4773483276;32.0;4;39.820515275;
51;2;25.25;21.5;12;26.2917383909;6;41.1649742126;33.3899993896;5;40.8510621786;
52;2;25.25;22.5;12;26.4042263031;6;41.7412071228;34.328453064;5;41.7354094982;
53;2;25.25;22.5;12;26.5249304771;6;42.2278213501;34.5875968933;5;42.3589645624;
54;2;25.25;22.5;12;26.6541694403;6;42.5560417175;34.7161140442;6;42.8058441877;
55;3;25.25;22.5;9;42.7922235727;6;42.7763214111;34.75598526;7;43.2527015209;
56;3;26.25;23.5;9;43.5793247223;6;36.7763214111;37.7974739075;7;43.6074706316;
57;3;27.25;24.5;9;44.2947523594;6;36.7366943359;38.8037338257;7;44.9746236801;
58;3;27.25;25.5;10;44.9421293736;6;34.7366943359;41.9873123169;7;45.4129196405;
59;3;27.25;26.5;10;45.5271718502;6;35.7366943359;43.1764602661;8;45.8638854027;
60;3;27.25;27.5;10;46.0568227768;7;37.7366943359;43.2243118286;8;47.3259774446;
61;3;27.25;28.5;11;46.5385015011;7;40.7366943359;44.2448768616;9;47.8174946308;
62;3;27.25;29.5;12;46.9795343876;7;37.7366943359;50.2448768616;11;48.3168092966;
63;3;27.25;30.5;12;47.2268030643;7;37.7999992371;53.0419387817;12;48.8220047951;
64;3;27.25;31.5;12;47.445360899;7;35.7999992371;57.1332626343;12;49.331119895;
65;3;27.25;32.5;13;47.6711919308;7;38.7999992371;53.2274627686;13;49.8421908617;
66;3;27.25;33.5;13;47.940246582;7;37.7999992371;55.8754043579;12;50.3532949686;
67;3;27.25;34.5;13;49.5984172821;7;35.7999992371;58.9855499268;14;50.8625887632;
68;3;27.7000007629;36.0;13;50.9784488678;8;37.7999992371;58.0878181458;15;51.3683434725;
69;3;28.0510005951;37.3899993896;15;52.1227669716;9;39.7999992371;56.276763916;15;51.8689744473;
70;3;28.3185329437;38.6872596741;15;52.9141273499;9;36.7999992371;59.2396697998;15;52.3630596399;
71;3;28.5187683105;39.9097442627;16;53.3954997063;9;36.7999992371;61.8791732788;15;52.8493562937;
72;3;28.5999984741;41.0;16;53.6978902817;9;37.7999992371;64.990272522;16;53.3268039227;
73;3;28.5999984741;42.0;16;53.9999985695;9;37.7999992371;62.1674194336;16;53.7945240736;
74;3;28.5999984741;43.0;17;54.2999987602;9;36.7999992371;60.352016449;16;54.2518143654;
75;4;28.5999984741;44.0;18;54.5960988998;9;37.7999992371;62.3630104065;14;54.6981338263;
76;4;28.5999984741;45.0;13;54.8865847588;9;37.7999992371;59.3740501404;14;55.133087039;
77;5;28.5999984741;46.0;12;55.1698584557;8;36.7999992371;60.3851318359;15;55.5564085245;
78;5;28.5999984741;47.0;12;55.4444742203;8;37.7999992371;64.3962554932;16;55.9679412842;
79;5;29.5999984741;45.0;12;55.7091646194;8;36.7999992371;65.8578338623;16;56.3676196337;
80;5;28.5999984741;45.0;10;55.9628605843;8;34.7999992371;70.8043441772;20;56.7554498911;
81;5;28.5999984741;45.0;10;56.204703331;9;33.7999992371;73.9857406616;19;57.1314952374;
82;5;28.5999984741;45.0;10;56.4340496063;9;33.7999992371;74.166519165;21;57.4727834463;
83;5;28.5999984741;45.0;11;56.6504631042;10;31.7999992371;77.3463058472;20;57.7276877165;
84;5;28.5999984741;45.0;11;56.8537092209;10;31.7999992371;77.5247344971;20;57.980158329;
85;5;28.5999984741;45.0;12;57.0437355042;10;30.7999992371;77.7014694214;21;58.2297112942;
86;5;28.5999984741;45.0;12;58.2206544876;10;28.7999992371;80.8761520386;21;58.4758859873;
87;5;29.5999984741;46.0;13;58.4147217274;10;28.7999992371;81.0484848022;22;59.7182461023;
88;5;29.5999984741;47.0;13;60.1845963001;10;28.7999992371;82.2181243896;22;60.016384244;
89;5;28.5999984741;48.0;13;61.5927283764;10;27.7999992371;86.3848266602;22;61.9695242643;
90;5;27.5999984741;49.0;14;62.6956140995;10;28.7999992371;88.963432312;24;63.0819658041;
91;5;27.0;50.0;14;63.5550335646;10;28.7999992371;91.5600128174;24;64.242441535;
92;6;27.0;50.0;13;64.0565487146;10;26.7999992371;97.1708068848;25;65.4470635653;
93;6;27.0;50.0;13;64.3216867447;11;27.0;99.7915420532;25;67.6914321184;
94;6;27.0;50.0;13;64.5665762424;11;28.0;102.705482483;25;70.0307691097;
95;6;26.0;52.0;13;64.792132616;11;29.0;109.475914001;25;71.4630255699;
96;6;26.0;51.0;14;64.99944067;12;31.0;112.611404419;26;72.9261306524;
97;6;27.0;52.0;14;65.1896954775;12;32.0;115.711776733;27;74.4151457548;
98;6;27.0;53.0;14;66.3641576767;12;32.0;121.311660767;27;75.9252539873;
99;6;28.0;55.0;14;66.4632377625;12;34.0;123.89390564;27;77.4518172741;
100;6;29.0;57.0;12;66.5306165218;12;35.0;125.454849243;28;78.9903944731;
