Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;6;20.3999996185;
7;2;14.4499998093;10.0;4;21.3999996185;1;17.0;10.1999998093;6;20.7264003754;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;17.4358406067;10.3632001877;6;21.8194274902;
9;2;14.7768793106;10.3632001877;4;22.8594274521;1;18.0916557312;10.9097137451;6;22.7316036224;
10;2;15.2867431641;10.9097137451;4;23.8127875328;1;19.0916557312;11.3658018112;6;23.4745616913;
11;2;17.2867431641;11.3658018112;4;24.5981152058;1;20.0916557312;11.7372808456;6;24.0673980713;
12;2;19.2867431641;11.7372808456;4;25.2345055342;1;21.0916557312;12.0336990356;6;24.5325260162;
13;2;20.3439407349;12.0336990356;4;25.7443674803;1;21.7195167542;12.2662630081;6;24.892534256;
14;2;20.5849647522;12.2662630081;4;26.1502821445;1;21.9355201721;12.446267128;6;25.0;
15;2;20.7676277161;12.446267128;4;26.3048160076;1;22.0;12.5;6;25.0;
16;2;20.8371677399;12.5;4;26.3530313969;1;23.9355201721;12.5;6;25.0;
17;2;22.8105049133;12.5;4;26.4023760557;1;24.9355201721;12.5;6;25.0;
18;2;23.8327102661;12.5;4;26.4528282881;1;25.9355201721;12.5;7;25.0;
19;2;24.8554134369;12.5;5;26.5043625832;1;26.9355201721;12.5;7;25.0;
20;2;25.8786048889;12.5;5;26.5569496155;1;27.0;12.5;7;25.0;
21;2;25.9506263733;12.5;5;26.6105561256;1;27.0;12.5;7;25.0;
22;2;25.9747505188;12.5;5;26.6651450396;1;27.0;12.5;7;25.0;
23;2;25.9993152618;12.5;5;26.72067523;1;27.0;12.5;7;25.0;
24;2;26.0243034363;12.5;5;26.7771017551;1;27.0;12.5;7;25.0;
25;2;26.0496959686;12.5;5;26.8343759775;1;27.0;12.5;7;25.0;
26;2;26.0754699707;12.5;5;26.8924454451;1;27.0;12.5;7;25.0;
27;2;26.101600647;12.5;5;26.9512542486;1;27.0;12.5;8;25.0;
28;2;26.1280651093;12.5;6;27.0107431412;1;27.0;12.5;8;25.0;
29;2;26.1548347473;12.5;6;27.0708494186;1;27.0;12.5;8;25.0;
30;2;25.25;13.3283395767;6;27.1315076351;1;27.0;12.5;7;25.0;
31;2;25.25;13.3526029587;6;27.1926498413;1;27.0;12.5;7;25.0;
32;2;25.25;13.3770599365;6;27.2542052269;1;27.0;12.5;7;25.0;
33;2;25.25;13.4016819;6;27.3161010742;2;28.0;12.5;6;26.0;
34;2;25.25;13.426440239;6;27.3782629967;2;29.0;12.5;6;26.0499999523;
35;2;25.25;13.4513053894;6;27.4406147003;3;29.6300010681;14.5;5;26.1019749641;
36;2;25.25;13.4762458801;6;27.5030794144;3;29.6611843109;16.5;5;26.1559499502;
37;2;26.25;15.4762458801;7;27.5655794144;3;29.6935691833;18.5;5;26.2119446993;
38;2;26.404510498;17.4762458801;7;27.628036499;3;29.7271671295;20.5;6;26.269973278;
39;2;26.4326171875;19.4762458801;7;27.690372467;3;29.7619838715;22.5;6;26.3300433159;
40;2;26.4606666565;21.4762458801;7;27.7525100708;3;29.7980270386;22.5;6;26.3921557665;
41;2;26.4886302948;22.5;7;27.8143725395;3;29.8352928162;22.5;7;26.4563041925;
42;2;26.5164680481;22.5;8;27.8758842945;4;29.8737831116;22.5;6;26.5224741697;
43;2;26.5441474915;22.5;8;27.936971426;4;29.9134845734;22.5;6;26.5906432867;
44;2;26.5716362;22.5;8;27.9975619316;4;29.9543857574;22.5;6;26.6607804298;
45;2;26.598903656;22.5;8;28.0575861931;4;29.9964675903;22.5;6;26.7328453064;
46;2;26.62591362;22.5;9;28.1169772148;4;30.0397071838;22.5;6;26.8067884445;
47;2;26.652639389;22.5;10;28.1756706238;4;30.084072113;22.5;7;27.8825509548;
48;2;26.6790523529;22.5;10;28.2336053848;5;31.129529953;23.5;6;28.0000640154;
49;2;26.705121994;22.5;10;28.2907235622;5;32.1760368347;24.5;6;28.1204333305;
50;2;26.7308254242;22.5;10;28.346971035;5;33.2235488892;25.5;6;28.2435724735;
51;2;26.7561378479;22.5;10;28.4022974968;5;34.2720108032;26.5;7;28.3693827391;
52;2;26.7810344696;22.5;10;28.4566559792;5;35.3213653564;27.5;7;28.4977530241;
53;2;26.8054962158;22.5;11;28.5100040436;5;35.371547699;28.1059207916;7;28.6285603046;
54;2;26.8295021057;22.5;11;28.5623030663;5;35.4224853516;28.1288738251;9;28.7616696358;
55;2;26.8530368805;22.5;11;28.6135182381;5;35.4741134644;28.1524085999;9;29.9230312109;
56;2;26.876083374;22.5;11;28.6636190414;5;36.1263427734;28.6895637512;9;30.8684706688;
57;2;26.8986282349;22.5;11;28.7125790119;5;36.6470947266;29.1183223724;10;31.632379055;
58;2;26.9206600189;22.5;11;28.7603754997;5;37.0569915771;29.4559555054;10;33.2505466938;
