Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;2;14.6000003815;10.0;4;21.0;
5;2;13.0;10.0;5;21.0;2;15.6000003815;10.0;4;21.0599999428;
6;2;15.0;10.0;5;21.1200000048;2;16.6359996796;10.0;4;21.5335636139;
7;2;17.0;10.0;5;21.664255619;2;17.6801376343;10.1999998093;4;21.9377998114;
8;2;17.7489147186;10.1999998093;5;22.151668787;2;18.1626796722;10.3632001877;4;23.1372920275;
9;2;17.9682502747;10.3632001877;5;23.4809303284;2;18.8823738098;10.9097137451;4;24.1638869047;
10;2;18.5664196014;10.9097137451;5;24.6645710468;2;20.8823738098;11.3658018112;4;25.029558897;
11;2;20.5664196014;11.3658018112;4;25.7180995941;2;22.8823738098;11.7372808456;4;25.7537147999;
12;2;22.5664196014;11.7372808456;4;26.6644382477;2;24.1034450531;12.0336990356;5;26.3590377569;
13;2;23.987411499;12.0336990356;4;27.5295872688;2;24.0916557312;12.631565094;5;26.8683357239;
14;2;24.3883132935;12.2662630081;4;28.3392426968;2;25.0916557312;12.841427803;5;27.1343436241;
15;2;24.752658844;12.446267128;4;28.9483180046;2;27.0916557312;12.5;5;27.3022236824;
16;2;25.0267429352;12.5;4;29.5031232834;2;28.472990036;12.5;5;27.4794437885;
17;2;27.2280464172;12.5;4;30.1109042168;2;29.5793228149;12.5;4;27.6659116745;
18;2;28.5015487671;12.5;4;30.7696533203;2;30.5995464325;12.5;5;27.8614320755;
19;2;29.7979850769;12.5;4;31.4753017426;2;30.7168598175;12.5;5;28.0656974316;
20;2;31.1155281067;12.5;4;32.221560955;2;30.8394184113;12.5;6;28.2782821655;
21;2;31.4997024536;12.5;6;32.9999322891;2;30.9669685364;12.5;6;28.4986391068;
22;2;31.8499698639;12.5;6;33.7999305725;2;31.0991840363;12.5;6;28.726098299;
23;2;32.2099685669;12.5;6;34.6095304489;3;31.2356586456;12.5;5;28.9598701;
24;2;32.5742874146;12.5;6;35.4158153534;3;31.3759231567;12.5;5;29.1990513802;
25;2;32.9371185303;12.5;7;36.2057704926;3;31.5194320679;12.5;5;29.442636013;
26;2;33.2925949097;12.5;7;36.9671163559;3;31.6655807495;12.5;5;29.6895294189;
27;2;33.6352005005;12.5;8;37.689078331;3;31.8137168884;12.5;5;29.938565731;
28;2;33.9600830078;12.5;8;38.362985611;3;31.9631385803;12.5;5;30.1885280609;
29;2;34.263343811;12.5;8;38.9826288223;3;32.113117218;12.5;5;30.4381728172;
30;2;34.5421829224;12.5;9;39.5443630219;3;30.113117218;13.5;6;30.6862530708;
31;2;34.7949638367;12.5;9;40.0469636917;3;29.113117218;15.5;6;30.9315438271;
32;3;35.0211334229;14.5;7;55.4913063049;3;29.0;17.5;6;31.1728658676;
33;3;36.2210884094;17.5;7;56.6299352646;3;29.0;19.5;7;31.4091095924;
34;3;37.3959693909;20.5;8;57.635974884;3;29.0;21.5;7;31.6392536163;
35;3;37.5474700928;23.5;8;58.5130977631;3;29.0;23.5;7;31.8623819351;
36;3;37.6776123047;26.5;9;59.268705368;3;29.0;24.5;8;32.0776972771;
37;4;37.7885971069;27.5;7;59.9127597809;3;29.0;25.5;8;33.2845292091;
38;4;37.8826446533;28.5;7;60.3190898895;3;31.0;24.5;9;33.5423383713;
39;4;37.9000015259;29.5;7;60.6270179749;3;33.0;24.5;10;33.7936820984;
40;4;37.9000015259;27.5;8;60.8827629089;3;34.0;25.5;11;34.0383518934;
41;4;37.9000015259;27.5;8;61.0;3;32.0;27.5;11;34.2762527466;
42;4;37.9000015259;27.5;8;61.0;3;31.0;29.5;11;34.507394433;
43;4;37.9000015259;27.5;8;61.0;4;31.0;31.1651439667;8;63.4818781614;
44;4;37.9000015259;28.5;9;61.0;4;33.0;30.2028560638;8;65.7123847008;
45;4;37.9000015259;29.5;9;61.0;4;35.0;30.2421760559;8;67.4584361315;
46;4;37.9000015259;30.5;9;61.0;4;37.0;31.2831115723;9;68.7795498371;
47;4;37.9000015259;31.5;10;61.0;5;37.9907989502;31.5;9;69.7609299421;
48;5;37.9000015259;32.5;7;73.25;5;39.0437927246;32.5;9;70.4882153273;
49;5;39.65599823;35.0;8;75.5925273895;5;39.457611084;33.5;10;70.6758141518;
50;5;41.2711410522;37.3899993896;8;77.5505657196;5;39.5554885864;34.5;10;70.7735335827;
51;5;41.7633285522;39.6872596741;9;79.1760158539;5;39.6141204834;35.5;10;74.2463448048;
52;5;42.1522064209;41.2124214172;9;80.3572387695;5;40.3946800232;37.0;11;76.824713707;
53;5;42.3900947571;42.4000015259;9;81.0192451477;5;41.038269043;38.3899993896;11;78.6923167706;
54;5;42.5189971924;42.4000015259;10;81.5409183502;5;41.5657234192;39.6872596741;11;80.9979505539;
55;5;42.5999984741;42.4000015259;11;81.8493099213;5;42.9987678528;41.9097442627;12;81.4677658081;
56;6;42.5999984741;42.4000015259;10;82.125658989;6;44.268661499;44.0;12;81.7501206398;
57;6;42.5999984741;42.4000015259;10;82.3716783524;6;42.7366943359;47.0;13;82.0219804049;
