Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;13.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;2;15.6000003815;10.0;5;21.0;
6;1;13.0;10.0;5;20.0;2;16.6000003815;10.0;5;21.469999671;
7;1;14.0;10.0;5;20.3999996185;2;17.6420001984;10.1999998093;5;21.8705514669;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;18.1223316193;10.3632001877;5;23.0649029016;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;18.8389415741;10.9097137451;5;24.0861145258;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;20.8389415741;11.3658018112;5;24.9461766481;
11;1;15.8187427521;11.3658018112;5;23.4745616913;2;22.8389415741;11.7372808456;5;25.6645179987;
12;1;16.8187427521;11.7372808456;5;24.0673980713;2;24.0499267578;12.0336990356;5;26.2638499737;
13;1;17.8187427521;12.0336990356;5;24.5325260162;2;24.7583122253;12.2662630081;5;26.7670158148;
14;1;18.0396366119;12.2662630081;5;24.892534256;2;25.0602092743;12.446267128;5;27.0267930031;
15;1;18.2016410828;12.446267128;5;25.0;2;25.2160758972;12.5;5;27.1883933544;
16;1;18.25;12.5;4;25.0;2;27.2485561371;12.5;5;27.3593420982;
17;1;20.2016410828;12.5;4;25.0;2;28.3511257172;12.5;5;27.5396113396;
18;1;21.2016410828;12.5;3;25.0;2;29.4592876434;12.5;5;27.7290761471;
19;1;22.2016410828;12.5;4;25.0;2;30.5729656219;12.5;5;27.9275052547;
20;1;23.2016410828;12.5;5;25.0;2;30.7565040588;12.5;5;28.1345529556;
21;1;23.25;12.5;5;25.0;2;30.8807315826;12.5;5;28.3497540951;
22;1;23.25;12.5;5;25.0;2;31.009853363;12.5;5;28.5725209713;
23;1;23.25;12.5;5;25.0;3;31.1435127258;12.5;4;28.8021440506;
24;1;23.25;12.5;5;25.0;3;31.2812862396;12.5;4;29.0377955437;
25;1;23.25;12.5;5;25.0;3;31.4226760864;12.5;4;29.2785372734;
26;1;23.25;12.5;5;25.0;3;31.5671234131;12.5;4;29.523332119;
27;1;23.25;12.5;6;25.0;3;31.7139987946;12.5;4;29.7710599899;
28;1;23.25;12.5;6;25.0;3;31.8626365662;12.5;3;30.0205359459;
29;1;23.25;12.5;6;25.0;3;32.0123214722;12.5;4;30.2705316544;
30;1;23.25;12.5;6;25.0;3;32.1623191833;12.5;4;30.5197997093;
31;1;23.25;12.5;6;25.0;3;32.311882019;14.5;4;30.76709795;
32;1;23.25;12.5;6;25.0;3;32.4602584839;16.5;5;31.0112137794;
33;1;23.25;12.5;5;25.0;3;32.6067276001;18.5;5;31.2509884834;
34;1;23.25;12.5;5;25.0;3;32.7505950928;20.5;4;31.4853386879;
35;1;23.25;12.5;5;25.0;3;32.891204834;22.5;4;31.7132763863;
36;1;23.25;12.5;4;25.0;3;33.0279655457;22.5;5;31.9339232445;
37;1;23.25;12.5;5;25.0;3;33.1603546143;22.5;5;33.146522522;
38;1;23.25;12.5;6;25.0;3;34.2879142761;23.5;5;33.3804466724;
39;1;23.25;13.5;7;25.0;3;35.4102668762;24.5;5;33.6057918072;
40;1;23.25;14.5;7;25.0;3;36.1634750366;25.5;5;33.8221867085;
41;1;23.25;15.5;7;25.0;3;36.2933120728;26.5;5;34.0293858051;
42;1;23.25;16.5;7;25.0;3;36.4176330566;27.5;5;34.2272623777;
43;1;23.25;17.5;7;25.0;3;36.5363578796;27.5;6;34.415799737;
44;1;23.25;17.5;7;25.0;3;36.6494827271;27.5;7;34.595076561;
45;1;23.25;17.5;8;25.0;3;36.7570457458;27.5;7;34.7652580738;
46;1;23.25;17.5;8;25.0;3;36.8591575623;27.5;7;34.9265806675;
47;1;23.25;17.5;8;25.0;3;36.9559516907;27.5;7;35.0793395042;
48;1;23.25;17.5;8;25.0;4;37.0475997925;27.5;7;35.223878026;
49;1;23.25;17.5;8;25.0;4;37.1343269348;27.5;8;36.4628112316;
50;1;23.25;17.5;8;25.0;4;37.8776855469;28.0;8;37.4697511196;
51;1;23.25;17.5;7;25.0;4;38.4818496704;28.3899993896;8;38.2794481516;
52;1;23.25;17.5;7;25.0;4;38.967666626;28.6872596741;9;38.928185463;
53;1;23.25;17.5;7;25.0;4;39.3569107056;28.9097423553;9;39.3015006781;
54;1;23.25;17.5;7;25.0;4;39.5808982849;29.0;8;39.4838410616;
55;1;23.25;17.5;8;25.0;4;39.6903076172;29.0;8;39.6562800407;
56;1;23.25;17.5;8;25.0;4;39.7937660217;29.0;8;39.7863357067;
57;1;23.25;17.5;8;25.0;4;39.871799469;29.0;8;40.8437424898;
58;1;23.25;17.5;7;25.0;5;40.9062461853;30.0;7;40.9619356394;
59;2;24.25;18.5;6;26.0;5;41.9411621094;31.0;7;41.0838228464;
60;2;25.25;19.5;6;26.1299999952;5;41.9765129089;32.0;8;41.2094131708;
61;2;25.7584991455;20.5;7;26.2754310369;5;42.0122718811;33.0;8;41.338704586;
62;2;25.25;21.5;8;26.4377241135;5;40.7999992371;35.0;10;41.4716826677;
