Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;2;14.4499998093;10.0;4;21.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;2;14.6300001144;10.1999998093;4;21.8264003992;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;14.8218793869;10.3632001877;4;23.0613274574;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;15.3775978088;10.9097137451;4;24.1319464445;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;17.3775978088;11.3658018112;4;25.0513429642;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;19.3775978088;11.7372808456;4;25.8400663137;1;21.0916557312;12.0336990356;5;24.5325260162;
13;2;20.616443634;12.0336990356;5;26.5219442844;1;22.0916557312;12.2662630081;5;24.892534256;
14;2;21.7139816284;12.2662630081;5;27.12089324;1;23.0916557312;12.446267128;5;25.0;
15;2;22.8215045929;12.446267128;5;27.4906733036;1;24.0916557312;12.5;5;25.0;
16;2;23.9395446777;12.5;5;27.7773330212;1;25.0916557312;12.5;5;25.0;
17;2;25.0685424805;12.5;5;28.0890238285;1;26.0916557312;12.5;5;25.0;
18;2;26.2088031769;12.5;5;28.4260663986;1;27.0;12.5;6;25.0;
19;2;26.7917289734;12.5;5;28.788336277;1;27.0;12.5;6;25.0;
20;2;26.9547519684;12.5;5;29.1751885414;1;27.0;12.5;7;25.0;
21;2;27.1288337708;12.5;5;29.585392952;1;27.0;12.5;7;25.0;
22;2;25.25;13.5;5;30.0170898438;1;27.0;12.5;7;25.0;
23;2;25.25;14.5;5;30.4677705765;1;27.0;12.5;7;25.0;
24;2;25.25;14.6871080399;5;30.9342932701;1;27.0;12.5;7;25.0;
25;2;23.25;15.873717308;5;31.4129357338;1;27.0;12.5;7;25.0;
26;2;24.25;15.0651741028;6;31.8994894028;1;27.0;12.5;7;25.0;
27;2;22.25;16.2597961426;6;32.3893885612;1;27.0;12.5;7;25.0;
28;2;21.25;17.4557552338;7;32.877872467;1;27.0;12.5;7;25.0;
29;3;20.25;18.6511497498;6;33.360165596;1;27.0;12.5;7;25.0;
30;3;20.25;17.6511497498;7;33.8316650391;1;27.0;12.5;8;25.0;
31;3;18.25;19.6511497498;7;34.2881155014;1;27.0;12.5;8;25.0;
32;3;17.25;21.6511497498;7;34.7257604599;1;27.0;12.5;8;25.0;
33;3;17.25;20.6511497498;9;35.141462326;1;27.0;12.5;8;25.0;
34;3;15.25;22.6511497498;9;35.5327749252;1;27.0;12.5;9;25.0;
35;3;14.25;24.6511497498;10;35.8979701996;1;27.0;13.5;9;25.0;
36;3;15.25;23.6511497498;10;36.2360286713;1;27.0;14.5;9;25.0;
37;3;15.0;22.6511497498;11;36.5465888977;1;27.0;15.5;9;25.0;
38;3;14.0;24.6511497498;11;36.8298740387;1;27.0;16.5;10;25.0;
39;3;15.0;23.6511497498;11;37.0865974426;1;27.0;17.5;10;25.0;
40;3;15.0;22.6511497498;12;37.3178625107;1;27.0;17.5;10;25.0;
41;3;15.0;21.6511497498;12;37.5250654221;1;27.0;17.5;10;25.0;
42;3;16.0;21.6511497498;12;37.7098016739;2;27.0;17.5;10;25.0;
43;4;17.0;22.6511497498;10;66.6237831116;2;27.0;17.5;11;25.0;
44;4;19.0;24.6511497498;11;68.7625007629;2;27.0;17.5;10;25.0;
45;4;21.0;26.6511497498;11;70.2967796326;2;27.0;17.5;10;25.0;
46;4;23.0;25.6511497498;13;71.4120597839;2;27.0;17.5;10;25.0;
47;5;25.0;26.5;12;72.1932144165;2;27.0;17.5;10;25.0;
48;5;27.0;27.5;12;72.725528717;2;27.0;17.5;9;25.0;
49;5;29.0;28.5;12;72.75;3;28.0;18.5;8;26.0;
50;5;31.0;29.5;12;72.75;3;29.0;19.5;8;27.0399999619;
51;5;30.0;28.5;12;72.75;3;30.6240005493;21.5;9;27.1211838722;
52;5;29.25;29.5;12;72.75;3;31.6487102509;23.5;8;27.2047374249;
53;5;28.25;30.5;13;72.75;3;31.6741313934;25.5;8;27.2906609774;
54;5;27.25;31.5;13;72.75;3;31.7002639771;26.5;9;27.3789489269;
55;5;27.25;32.5;12;72.75;3;31.727104187;27.5;10;27.4695893526;
56;5;27.25;32.7000007629;12;72.75;3;31.7546482086;28.1059207916;11;27.5625638962;
57;5;27.25;32.7000007629;14;72.75;3;31.7828903198;28.1288738251;12;28.7090985775;
58;6;27.25;32.7000007629;13;72.75;3;32.4274749756;28.6649856567;11;29.6420280933;
59;6;27.25;32.7000007629;14;72.75;3;32.9419898987;28.3899993896;12;30.395917654;
60;6;27.25;32.7000007629;14;72.75;3;33.3471488953;29.4292640686;14;31.0067243576;
61;6;28.25;31.7000007629;14;72.75;3;33.664516449;29.6926746368;15;31.3595385551;
62;7;30.25;32.7000007629;14;73.75;3;33.8251495361;29.8254776001;15;31.538257122;
