Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;6;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;6;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;6;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;6;20.0;1;16.0;10.0;5;20.3999996185;
7;1;14.0;10.0;6;20.3999996185;1;17.0;10.1999998093;5;20.7264003754;
8;2;14.6300001144;10.1999998093;4;21.7264003754;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;14.7768793106;10.3632001877;4;22.8594274521;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;15.2867431641;10.9097137451;4;23.8127875328;2;20.0916557312;11.3658018112;4;24.4745616913;
11;2;17.2867431641;11.3658018112;4;24.5981152058;2;22.0916557312;11.7372808456;4;25.1073980331;
12;2;19.2867431641;11.7372808456;4;25.2345055342;2;23.7156562805;12.0336990356;5;25.6137099266;
13;2;20.3439407349;12.0336990356;4;25.7443674803;2;24.0916557312;12.4825000763;5;26.0160877705;
14;2;20.5849647522;12.2662630081;4;26.1502821445;2;25.0916557312;12.6709775925;5;26.1671074629;
15;2;20.7676277161;12.446267128;4;26.3048160076;2;26.0916557312;12.7334213257;5;26.211841464;
16;2;20.8371677399;12.5;4;26.3530313969;2;27.8187599182;12.5;5;26.2577478886;
17;2;22.8105049133;12.5;4;26.4023760557;2;28.8463039398;12.5;5;26.3048160076;
18;2;23.8327102661;12.5;4;26.4528282881;2;29.7828903198;12.5;6;26.3530313969;
19;2;24.8554134369;12.5;5;26.5043625832;2;29.8118190765;12.5;6;26.4023760557;
20;2;25.8786048889;12.5;5;26.5569496155;2;29.841424942;12.5;6;26.4528282881;
21;2;25.25;12.8892374039;5;26.6105561256;2;29.0;13.2264137268;6;26.5043625832;
22;2;25.25;12.902639389;5;26.6651450396;2;29.0;13.2521810532;6;26.5569496155;
23;2;25.25;12.9162864685;5;26.72067523;2;29.0;13.2784748077;6;26.6105561256;
24;2;26.0243034363;12.5;5;26.7771017551;2;29.0;13.3052778244;7;26.6651450396;
25;2;26.0496959686;12.5;5;26.8343759775;4;29.0;13.332572937;5;26.72067523;
26;2;26.0754699707;12.5;6;26.8924454451;4;30.0;12.5;5;26.7771017551;
27;2;26.101600647;12.5;6;26.9512542486;4;30.0662612915;12.5;5;26.8343759775;
28;2;26.1280651093;12.5;7;27.0107431412;4;30.1006259918;12.5;5;26.8924454451;
29;3;26.1548347473;12.5;6;27.0708494186;4;30.1354675293;12.5;5;26.9512542486;
30;3;25.25;13.3283395767;6;27.1315076351;4;27.0;14.4756269455;5;27.0107431412;
31;3;25.25;13.3526029587;6;27.1926498413;4;28.0;13.5053710938;5;27.0708494186;
32;3;25.25;13.3770599365;6;27.2542052269;4;26.0;14.5354251862;5;27.1315076351;
33;3;25.25;13.4016819;7;27.3161010742;4;28.0;16.5354251862;6;27.1926498413;
34;3;25.25;13.426440239;8;27.3782629967;4;29.3155899048;18.5354251862;6;27.2542052269;
35;3;25.25;13.4513053894;8;27.4406147003;4;30.3525238037;20.5354251862;6;27.3161010742;
36;3;25.25;13.4762458801;9;27.5030794144;4;30.3896598816;22.5;7;27.3782629967;
37;3;25.25;15.4762458801;9;27.5655794144;4;30.4269580841;22.5;7;27.4406147003;
38;3;25.25;17.4762458801;8;27.628036499;4;30.4643688202;22.5;8;27.5030794144;
39;3;25.25;19.4762458801;8;27.690372467;4;30.5018482208;22.5;8;27.5655794144;
40;3;25.25;21.4762458801;8;27.7525100708;4;30.5393486023;22.5;9;27.628036499;
41;4;25.25;23.4762458801;5;42.8143725395;4;30.5768222809;22.5;9;27.690372467;
42;4;27.25;23.5;5;43.6258842945;4;30.6142234802;22.5;10;27.7525100708;
43;4;28.5441474915;24.5;5;44.356345892;4;30.651506424;22.5;11;27.8143725395;
44;4;28.5716362;25.5;7;45.0048518181;4;30.6886234283;22.5;11;27.8758842945;
45;4;28.598903656;26.5;8;45.5738558769;4;30.7255306244;22.5;12;27.936971426;
46;4;28.62591362;27.5;8;46.0683035851;4;30.7621822357;22.5;12;27.9975619316;
47;4;28.652639389;28.5;8;46.4947605133;4;30.798538208;22.5;13;28.0575861931;
48;4;28.6790523529;29.5;9;46.8606233597;4;30.8345527649;22.5;13;28.1169772148;
49;5;28.705121994;30.5;8;47.1734864712;5;30.8701858521;22.5;11;38.1756706238;
50;5;28.7308254242;31.5;9;47.346971035;5;31.9054031372;23.5;12;38.6336050034;
51;5;28.7561378479;32.5;10;47.4022974968;5;32.9401626587;24.5;12;39.0651233196;
52;5;28.7810344696;33.5;11;47.4566559792;5;32.9744338989;25.5;12;39.4689097404;
53;5;28.8054962158;34.5;12;47.5100040436;5;33.0081825256;26.5;12;41.0224909782;
54;5;28.8295021057;35.5;12;47.5623030663;5;33.6815414429;28.0;14;42.3231937885;
55;5;28.8530368805;36.5;12;48.6135182381;6;34.2230377197;29.3899993896;13;43.4044709206;
56;5;29.876083374;38.5;12;48.7936190367;6;32.5797462463;31.6872596741;13;44.302059412;
