Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;2;14.6000003815;10.0;4;21.0;
5;1;12.0;10.0;5;20.0;2;15.6000003815;10.0;4;21.0900000334;
6;1;13.0;10.0;5;20.0;2;16.6539993286;10.0;4;21.5980186462;
7;1;14.0;10.0;5;20.3999996185;2;17.7188110352;10.1999998093;4;22.0418490171;
8;1;14.1800003052;10.1999998093;5;20.7264003754;2;18.2251091003;10.3632001877;4;23.3017349243;
9;1;14.3268795013;10.3632001877;5;21.8194274902;2;18.9810409546;10.9097137451;4;24.3994617462;
10;1;14.8187427521;10.9097137451;5;22.7316036224;2;20.9810409546;11.3658018112;3;25.3481024504;
11;2;16.8187427521;11.3658018112;4;24.4745616913;2;22.9810409546;11.7372808456;3;26.1681330204;
12;2;18.8187427521;11.7372808456;4;25.1073980331;2;24.3520965576;12.0336990356;4;26.8832330704;
13;2;20.2867431641;12.0336990356;5;25.6137099266;2;25.50207901;12.2662630081;4;27.5170819759;
14;2;21.3052749634;12.2662630081;5;26.0160877705;2;26.6663837433;12.446267128;4;27.923101902;
15;2;22.3243408203;12.446267128;5;26.1671074629;2;27.8455162048;12.5;4;28.2468910217;
16;2;23.3439407349;12.5;5;26.211841464;2;29.0397911072;12.5;4;28.5960328579;
17;2;24.3640708923;12.5;5;26.2577478886;2;30.2492752075;12.5;4;28.9701628685;
18;2;25.3847293854;12.5;5;26.3048160076;2;31.3820972443;12.5;4;29.3683638573;
19;2;25.8371677399;12.5;6;26.3530313969;2;31.6210174561;12.5;5;29.7891087532;
20;2;25.8588638306;12.5;6;26.4023760557;2;31.8734664917;12.5;6;30.2302284241;
21;2;25.8810691833;12.5;6;26.4528282881;2;32.1381378174;12.5;7;30.6889076233;
22;2;25.9037723541;12.5;7;26.5043625832;2;32.4133453369;12.5;7;31.1617178917;
23;2;25.9269638062;12.5;7;26.5569496155;2;32.6970291138;12.5;7;31.6446905136;
24;2;25.9506263733;12.5;7;26.6105561256;3;32.9868164062;12.5;6;32.1334280968;
25;2;25.9747505188;12.5;7;26.6651450396;3;33.2800559998;12.5;6;32.6232500076;
26;2;25.9993152618;12.5;7;26.72067523;3;33.5739517212;12.5;6;33.1093654633;
27;3;26.0243034363;12.5;6;26.7771017551;3;33.8656196594;12.5;6;33.587059021;
28;3;25.25;12.5;6;26.8343759775;3;34.1522369385;12.5;6;34.0518712997;
29;3;26.0754699707;12.5;6;26.8924454451;3;34.4311218262;12.5;5;34.4997692108;
30;3;26.101600647;12.5;6;26.9512542486;3;32.4311218262;13.5;5;34.927280426;
31;3;26.1280651093;12.5;6;27.0107431412;3;31.4311218262;15.5;5;35.3315906525;
32;3;26.1548347473;12.5;6;27.0708494186;3;30.4311218262;17.5;5;35.7105960846;
33;3;26.1818828583;12.5;6;27.1315076351;3;29.4311218262;19.5;5;36.0629110336;
34;3;26.2091789246;12.5;7;27.1926498413;3;29.0;21.5;5;36.3878383636;
35;3;26.2366924286;12.5;7;27.2542052269;3;29.0;23.5;5;36.6853075027;
36;3;26.2643928528;12.5;7;27.3161010742;3;29.0;24.5;5;36.955786705;
37;3;25.25;14.5;7;27.3782629967;3;29.0;25.5;6;37.2001886368;
38;3;26.25;16.5;7;27.4406147003;3;29.0;26.5;6;37.4197692871;
39;3;26.3482761383;18.5;7;28.5030794144;3;30.0;28.5;5;38.6160306931;
40;3;27.3763847351;21.5;6;28.5955793858;3;32.0;27.5;6;38.8806322813;
41;3;28.404510498;24.5;7;28.6886274815;3;33.0;27.5;6;39.1324372292;
42;3;28.4326171875;25.5;7;28.782138586;3;34.0;27.5;7;39.2917383909;
43;3;28.4606666565;26.5;9;28.8760273457;3;35.0;27.5;8;39.4042263031;
44;3;28.4886302948;27.5;10;28.970207572;3;36.0;27.5;8;39.5249304771;
45;3;28.5164680481;27.5;10;29.0645931959;3;37.0;27.5;8;39.6541694403;
46;3;28.5441474915;27.5;11;29.1590983868;3;38.0;27.5;9;39.7922235727;
47;3;28.5716362;27.5;11;29.2536380291;3;38.7999992371;27.5;9;39.9393253326;
48;3;28.598903656;27.5;11;29.3481280804;3;38.7999992371;27.5;9;40.0956480503;
49;3;28.62591362;27.5;12;29.4424858093;4;36.7999992371;28.5;9;40.261295557;
50;3;28.652639389;27.5;13;29.536629796;4;37.7999992371;27.5;10;41.8489038944;
51;4;28.6790523529;27.5;11;44.6304807663;4;39.3999977112;28.0;10;43.1884007454;
52;4;29.705121994;28.5;11;45.4739613533;4;40.3116874695;28.3899993896;10;44.31585145;
53;4;30.7308254242;29.5;12;46.2363710403;4;40.8547477722;28.6872596741;11;45.2692317963;
54;4;31.7561378479;30.5;12;46.9168041945;4;41.2861099243;28.9097423553;12;45.9359414577;
55;4;32.7810325623;31.5;12;47.5177141428;4;41.5384597778;29.0;13;46.4022774696;
56;4;33.8054962158;32.5;13;48.0440467596;4;41.6639328003;29.0;13;46.8510074615;
57;4;34.8295021057;32.5;14;48.5023680925;5;41.7726745605;29.0;13;47.1733388901;
