Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;2;13.3999996185;10.0;4;21.0;
3;1;11.0;10.0;6;20.0;2;13.3999996185;10.0;5;21.1000000238;
4;1;11.0;10.0;6;20.0;2;14.6599998474;10.0;5;21.2088999748;
5;1;12.0;10.0;6;20.0;2;15.7253398895;10.0;5;21.3272645473;
6;1;13.0;10.0;6;20.0;2;16.7963581085;10.0;5;21.868919611;
7;1;14.0;10.0;6;20.3999996185;2;17.8813514709;10.1999998093;5;22.3500134945;
8;1;14.1800003052;10.1999998093;6;20.7264003754;2;18.4100093842;10.3632001877;5;23.6926935911;
9;1;14.3268795013;10.3632001877;6;21.8194274902;2;19.2156162262;10.9097137451;5;24.8882336617;
10;1;14.8187427521;10.9097137451;6;22.7316036224;2;21.2156143188;11.3658018112;5;25.9513082504;
11;1;15.8187427521;11.3658018112;6;23.4745616913;2;23.2156143188;11.7372808456;5;26.9038488865;
12;1;16.8187427521;11.7372808456;6;24.0673980713;2;24.7935256958;12.0336990356;4;27.7707190514;
13;1;17.8187427521;12.0336990356;6;24.5325260162;2;25.6624336243;12.2662630081;4;28.5763611794;
14;1;18.0396366119;12.2662630081;6;24.892534256;2;26.145816803;12.446267128;4;29.1743717194;
15;1;18.2016410828;12.446267128;6;25.0;2;26.5046234131;12.5;4;29.7097611427;
16;1;18.25;12.5;6;25.0;2;28.7613773346;12.5;4;30.2886018753;
17;1;20.2016410828;12.5;6;25.0;2;30.1086807251;12.5;4;30.9079709053;
18;1;21.2016410828;12.5;6;25.0;2;31.4803028107;12.5;4;31.563284874;
19;1;22.2016410828;12.5;7;25.0;2;32.8734893799;12.5;5;32.2482762337;
20;1;23.2016410828;12.5;7;25.0;2;33.3489646912;12.5;5;32.9551081657;
21;1;23.25;12.5;7;25.0;2;33.7730636597;12.5;5;33.6746387482;
22;1;23.25;12.5;7;25.0;2;34.2047843933;12.5;5;34.3968334198;
23;1;23.25;12.5;7;25.0;2;34.6380996704;12.5;5;35.111289978;
24;1;23.25;12.5;7;25.0;2;35.0667724609;12.5;5;35.8078269958;
25;1;23.25;12.5;8;25.0;2;35.4846954346;12.5;5;36.47706604;
26;1;23.25;12.5;8;25.0;2;35.8862380981;12.5;5;37.1109371185;
27;1;23.25;12.5;8;25.0;2;36.2665634155;12.5;5;37.7030487061;
28;1;23.25;12.5;8;25.0;2;36.6218299866;12.5;5;38.2488927841;
29;1;23.25;12.5;8;25.0;2;36.9493331909;12.5;5;38.7458724976;
30;1;23.25;12.5;8;25.0;2;37.2475242615;14.5;6;39.1931810379;
31;1;23.25;12.5;8;25.0;2;37.5159072876;16.5;6;39.5915575027;
32;1;23.25;12.5;8;25.0;2;37.7549362183;18.5;6;39.9429864883;
33;1;23.25;12.5;8;25.0;2;37.9657897949;20.5;6;40.2503662109;
34;1;23.25;12.5;8;25.0;2;38.1502189636;22.5;6;40.5171918869;
35;1;23.25;12.5;8;25.0;2;38.3103141785;22.5;6;40.7472820282;
36;1;23.25;12.5;9;25.0;2;38.4483680725;22.5;6;40.9445514679;
37;1;23.25;12.5;9;25.0;2;38.5667304993;22.5;6;41.0;
38;1;23.25;12.5;9;25.0;2;38.5999984741;22.5;7;41.0;
39;1;23.25;13.5;9;25.0;2;38.5999984741;22.5;8;41.0;
40;1;23.25;14.5;9;25.0;2;38.5999984741;22.5;8;41.0;
41;1;23.25;15.5;9;25.0;2;38.5999984741;22.5;8;41.0;
42;1;23.25;16.5;10;25.0;2;38.5999984741;22.5;9;41.0;
43;1;23.25;17.5;10;25.0;3;38.5999984741;22.5;8;41.0;
44;1;23.25;17.5;10;25.0;3;38.5999984741;22.5;8;41.0;
45;1;23.25;17.5;11;25.0;3;38.5999984741;22.5;8;41.0;
46;1;23.25;17.5;11;25.0;3;38.5999984741;22.5;8;42.7999992371;
47;1;23.25;17.5;11;25.0;4;40.6800003052;24.0;7;45.2856006622;
48;1;23.25;17.5;11;25.0;4;42.5713615417;25.3899993896;7;46.6418327093;
49;1;23.25;17.5;11;25.0;4;43.9850997925;26.6872596741;8;47.7798395157;
50;1;23.25;17.5;11;25.0;4;44.6679039001;27.9097423553;8;48.594206214;
51;1;23.25;17.5;11;25.0;4;45.1565246582;29.0;8;49.1800222397;
52;1;23.25;17.5;11;25.0;4;45.508014679;29.0;8;49.729598403;
53;1;23.25;17.5;12;25.0;4;43.6564407349;30.0;8;50.2545826435;
54;1;23.25;17.5;12;25.0;4;42.8231010437;31.0;9;50.5696389675;
55;1;23.25;17.5;12;25.0;4;42.0093612671;32.0;9;50.9147508144;
56;1;23.25;17.5;12;25.0;4;41.2164306641;33.0;9;51.296153307;
57;1;23.25;17.5;12;25.0;4;40.4452705383;34.0;9;51.7148916721;
58;1;23.25;17.5;12;25.0;4;39.6965141296;35.0;10;52.1712703705;
59;1;23.25;17.5;13;25.0;4;38.9703407288;36.0;11;52.6646785736;
60;1;23.25;17.5;13;25.0;4;38.2663879395;37.0;11;54.1934347153;
61;1;23.25;17.5;13;25.0;4;38.5836410522;39.0;11;54.814666748;
62;1;23.25;17.5;14;25.0;4;38.9203796387;41.0;14;55.467215538;
63;1;23.25;17.5;14;25.0;5;39.606552124;42.0;13;56.1457976103;
64;1;23.25;17.5;14;25.0;5;39.606552124;42.0;13;56.8440065384;
65;1;23.25;17.5;14;26.0;5;40.606552124;43.0;13;57.5545288324;
66;1;23.7000007629;18.0;14;26.7800006866;5;40.7999992371;43.665145874;15;58.2694491148;
67;2;24.0510005951;18.3899993896;14;27.3745174408;5;41.7999992371;43.7028579712;15;58.9806284904;
68;2;25.3185329437;19.6872596741;13;28.8194847107;5;42.7999992371;43.7421760559;15;59.6801120043;
69;2;26.5187683105;20.9097423553;13;29.1000000238;5;43.7999992371;43.7831115723;17;60.3605320454;
70;2;27.094997406;22.0;13;29.2088999748;5;41.7999992371;45.8256645203;17;61.0154579878;
71;2;27.1440029144;23.0;14;29.3272645473;5;40.7999992371;47.8698272705;20;61.6396607161;
72;3;28.1972675323;25.0;12;30.4556473494;5;39.7999992371;49.9155807495;21;62.2292637825;
73;3;29.2550392151;26.0;13;30.6145794392;5;38.7999992371;51.9629058838;23;62.7817866802;
74;4;29.3175582886;27.0;13;30.7847522497;5;37.7999992371;54.0117683411;23;63.2960774899;
75;4;28.5999984741;28.0;13;30.9666045904;6;37.7999992371;55.6480407715;22;69.7721705437;
76;4;29.4577083588;29.0;13;31.1605068445;6;38.7999992371;59.559463501;24;70.3910861015;
77;4;29.5357093811;29.4324607849;13;31.3667445183;6;39.7999992371;62.6338844299;26;70.9688820839;
78;4;28.1150341034;30.0;15;31.5854974985;6;40.7999992371;62.7101211548;23;71.5074429512;
79;4;27.213470459;31.0;14;31.816822052;6;39.7999992371;65.7880477905;27;72.0090610981;
80;4;25.8028182983;32.0;14;32.0606307983;6;38.7999992371;66.8675384521;26;72.476262331;
81;4;25.427280426;33.0;14;32.316675663;6;38.7999992371;68.9484405518;26;72.887450695;
82;4;24.5425014496;34.0;16;32.5845321417;6;38.7999992371;67.0306015015;27;73.1470293999;
83;5;23.6630382538;35.0;15;32.8635877371;8;35.7999992371;71.1138381958;23;89.6318833828;
