Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;3;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;3;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;16.0;10.0;5;20.3999996185;
7;2;14.0;10.0;3;20.3999996185;2;17.6000003815;10.1999998093;4;21.7264003754;
8;2;14.1800003052;10.1999998093;3;20.7264003754;2;18.0358409882;10.3632001877;4;22.8694274426;
9;2;14.3268795013;10.3632001877;3;21.8194274902;2;18.721654892;10.9097137451;4;23.8335785866;
10;2;14.8187427521;10.9097137451;3;22.7316036224;2;20.721654892;11.3658018112;4;24.6305116415;
11;2;15.8187427521;11.3658018112;3;23.4745616913;2;22.7216567993;11.7372808456;4;25.2793427706;
12;2;16.8187427521;11.7372808456;3;24.0673980713;2;23.8188228607;12.0336990356;5;25.8024992943;
13;2;17.8187427521;12.0336990356;3;24.5325260162;2;24.8536396027;12.2662630081;5;26.2225775719;
14;2;18.0396366119;12.2662630081;3;24.892534256;2;25.8896827698;12.446267128;5;26.3921557665;
15;2;18.2016410828;12.446267128;3;25.0;2;26.9269485474;12.5;5;26.4563041925;
16;2;18.25;12.5;3;25.0;2;27.9654388428;12.5;5;26.5224741697;
17;2;20.2016410828;12.5;4;25.0;2;29.0051403046;12.5;5;26.5906432867;
18;2;21.2016410828;12.5;5;25.0;2;29.9543857574;12.5;5;26.6607804298;
19;2;22.2016410828;12.5;5;25.0;2;29.9964675903;12.5;6;26.7328453064;
20;2;23.2016410828;12.5;5;25.0;2;30.0397071838;12.5;6;26.8067884445;
21;2;23.25;12.5;5;25.0;2;30.084072113;12.5;6;26.8825509548;
22;2;23.25;12.5;5;25.0;2;30.129529953;12.5;6;26.9600640535;
23;2;23.25;12.5;5;25.0;2;30.1760387421;12.5;6;27.0392494202;
24;2;23.25;12.5;6;25.0;2;30.2235488892;12.5;6;27.120018959;
25;2;23.25;12.5;6;25.0;2;30.2720108032;12.5;6;27.2022752762;
26;2;23.25;12.5;6;25.0;2;30.3213653564;12.5;6;27.2859115601;
27;2;23.25;12.5;6;25.0;2;30.371547699;12.5;6;27.3708124161;
28;2;23.25;12.5;6;25.0;2;30.4224872589;12.5;6;27.4568536282;
29;2;23.25;12.5;6;25.0;2;30.474111557;12.5;6;27.5439035892;
30;2;23.25;12.5;6;25.0;2;30.526342392;12.5;7;27.6318233013;
31;2;23.25;12.5;6;25.0;3;30.5790939331;12.5;6;27.7204678059;
32;2;23.25;12.5;6;25.0;3;29.0;14.5;6;27.8096864223;
33;2;23.25;12.5;7;25.0;3;29.0;16.5;7;27.8993241787;
34;2;23.25;12.5;8;25.0;3;29.0;18.5;7;27.989222765;
35;2;23.25;12.5;9;25.0;3;29.0;20.5;7;28.079221487;
36;2;23.25;12.5;9;25.0;3;29.0;22.5;8;28.1691586971;
37;2;23.25;12.5;9;25.0;3;29.0;23.5;9;28.258872509;
38;2;23.25;12.5;9;25.0;3;29.0;24.1294364929;11;28.348202467;
39;2;23.25;13.5;9;25.0;3;29.0;24.1741008759;11;28.4369900227;
40;2;23.25;14.5;9;25.0;3;29.0;24.2184944153;10;28.5250804424;
41;2;23.25;15.5;8;25.0;3;29.0;24.2625408173;11;28.6123232841;
42;2;23.25;16.5;8;25.0;3;29.0;24.3061618805;12;28.6985738277;
43;2;23.25;17.5;8;25.0;4;29.0;24.3492870331;11;28.7836937904;
44;2;23.25;17.5;8;25.0;4;29.0;24.3918457031;13;28.867552042;
45;2;23.25;17.5;9;25.0;4;29.0;24.4337768555;13;28.9500255585;
46;2;23.25;17.5;9;25.0;4;29.0;24.4750137329;13;29.0310001373;
47;2;23.25;17.5;9;25.0;4;29.0;24.515499115;13;29.110370636;
48;2;23.25;17.5;9;25.0;4;29.0;24.555185318;12;29.1880412102;
49;2;23.25;17.5;9;25.0;4;29.0;24.5940208435;12;29.2639269829;
50;2;23.25;17.5;10;25.0;4;29.0;24.6319637299;14;30.3379516602;
51;2;23.25;17.5;10;25.0;4;30.0;25.6689758301;14;30.4800504446;
52;2;23.25;17.5;10;25.0;4;31.0;26.7050247192;14;30.6243189573;
53;2;23.25;17.5;10;25.0;4;31.0;27.7400836945;15;31.928139329;
54;2;23.25;17.5;10;25.0;4;31.5999984741;29.3413314819;17;33.0193420649;
55;2;23.25;17.5;9;25.0;4;32.0680007935;30.8324146271;17;33.9319821596;
56;2;23.25;17.5;9;25.0;4;32.4247131348;32.2301864624;17;34.7015219927;
57;2;23.25;17.5;10;25.0;4;32.6916885376;32.6701850891;17;35.2125804424;
58;2;23.25;17.5;10;25.0;4;32.7999992371;32.9525566101;19;35.5486096144;
59;2;23.25;17.5;10;25.0;4;32.7999992371;33.1492004395;19;35.8896350861;
60;2;23.25;17.5;10;25.0;4;32.7999992371;33.3501739502;20;36.2351620197;
61;2;23.25;17.5;10;25.0;4;32.7999992371;33.5552597046;20;36.5846858025;
62;2;23.25;17.5;11;25.0;4;32.7999992371;33.7642097473;21;36.9376869202;
63;2;23.25;17.5;11;25.0;4;32.7999992371;33.9767684937;22;37.2936246395;
64;2;23.25;17.5;12;25.0;5;32.7999992371;34.1926269531;19;37.6519300938;
65;2;23.25;17.5;12;26.0;5;32.7999992371;34.4114646912;18;38.0119972229;
66;2;23.7000007629;18.0;12;26.7800006866;5;32.7999992371;34.6329116821;19;38.3731758595;
67;2;24.0510005951;18.3899993896;12;27.3745174408;5;32.7999992371;34.8565368652;20;38.7347662449;
68;2;24.3185329437;18.6872596741;12;27.8194847107;5;32.7999992371;38.6329116821;20;39.0960140228;
69;2;24.5187683105;18.9097423553;12;28.0;5;32.7999992371;40.6329116821;20;39.4561085701;
70;2;24.5999984741;19.0;12;28.0;5;32.7999992371;42.6329116821;21;39.8141846657;
71;2;24.5999984741;19.0;12;28.0;5;32.7999992371;44.6329116821;23;40.1693277359;
72;2;24.5999984741;19.0;12;28.0;5;32.7999992371;46.6329116821;24;40.5205826759;
