Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;6;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;6;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;6;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;6;20.3999996185;
7;1;14.0;10.0;5;20.3999996185;1;17.0;10.1999998093;6;20.7264003754;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;17.4358406067;10.3632001877;6;21.8194274902;
9;2;14.7768793106;10.3632001877;4;22.8194274902;2;18.6916561127;10.9097137451;5;23.7316036224;
10;2;15.2687425613;10.9097137451;4;23.7816035748;2;20.6916561127;11.3658018112;5;24.6045616865;
11;2;17.268743515;11.3658018112;4;24.5765366554;2;22.6916561127;11.7372808456;5;25.3428291082;
12;2;19.268743515;11.7372808456;4;25.2233480215;2;23.8569145203;12.0336990356;5;25.9702501297;
13;2;20.3389205933;12.0336990356;5;25.7444707155;2;24.582151413;12.2662630081;5;26.5108692646;
14;2;21.364118576;12.2662630081;5;26.162507534;2;24.9065208435;12.446267128;5;26.8187118769;
15;2;22.3902301788;12.446267128;5;26.3300433159;2;25.0912265778;12.5;5;27.0402543545;
16;2;23.417263031;12.5;5;26.3921557665;2;27.1596717834;12.5;5;27.2842636108;
17;2;24.4452133179;12.5;5;26.4563041925;2;28.3060779572;12.5;5;27.5518820286;
18;2;25.4740791321;12.5;5;26.5224741697;2;29.4666500092;12.5;6;27.8440244198;
19;2;25.9351139069;12.5;5;26.5906432867;2;30.6419353485;12.5;6;28.1613030434;
20;2;25.9657897949;12.5;5;26.6607804298;2;30.8967819214;12.5;6;28.5039470196;
21;2;25.9973506927;12.5;7;26.7328453064;2;31.1023674011;12.5;6;28.871723175;
22;2;26.0297813416;12.5;7;26.8067884445;2;31.3230342865;12.5;6;29.263862133;
23;2;26.0630550385;12.5;7;26.8825509548;2;31.5583171844;12.5;6;29.6789975166;
24;2;26.0971488953;12.5;8;26.9600640535;3;31.8073997498;12.5;5;30.1151270866;
25;2;23.25;14.2840251923;8;27.0392494202;3;32.0690765381;12.5;5;30.5695996284;
26;2;24.25;13.3156995773;8;27.120018959;3;32.341758728;12.5;5;31.0391392708;
27;2;22.25;14.3480072021;8;27.2022752762;3;32.6234817505;12.5;5;31.5199065208;
28;3;21.25;15.3809099197;7;27.2859115601;3;32.911945343;12.5;5;32.007601738;
29;3;20.25;15.5;7;27.3708124161;3;33.2045593262;12.5;5;32.4976010323;
30;3;19.25;17.4483242035;7;27.4568536282;3;33.4985618591;12.5;5;32.9851250648;
31;3;18.25;18.4827423096;7;27.5439035892;3;33.7910766602;12.5;5;33.465420723;
32;3;17.25;19.5175609589;7;27.6318233013;3;34.0792541504;14.5;5;33.9339466095;
33;3;16.25;20.552728653;7;27.7204678059;3;34.3603668213;16.5;6;34.3865451813;
34;3;15.25;21.588186264;7;27.8096864223;3;34.6319274902;18.5;6;34.8195896149;
35;3;14.25;22.6238746643;8;27.8993241787;3;34.8917541504;20.5;6;35.2300891876;
36;3;15.25;20.6597290039;8;27.989222765;3;35.138053894;22.5;6;35.6157541275;
37;3;14.0;21.6956882477;8;28.079221487;3;35.3694534302;22.5;6;35.9750175476;
38;3;14.0;22.7316894531;8;28.1691586971;3;35.5850105286;22.5;6;37.307009697;
39;3;15.0;20.7676639557;8;28.258872509;3;36.7842063904;23.5;6;37.6415064335;
40;3;14.0;21.8035488129;9;28.348202467;3;37.9669036865;24.5;7;37.9494373798;
41;3;14.0;22.8392810822;10;29.4369900227;3;38.7696609497;25.5;7;38.2316043377;
42;3;17.0;22.8392810822;10;29.5650804043;3;38.9389648438;26.5;7;38.4891760349;
43;3;19.5862865448;23.8392810822;12;29.6935071945;3;39.0935058594;27.5;7;38.7235907316;
44;3;21.112077713;24.8392810822;12;29.8221273422;4;39.2341537476;27.5;7;38.9364658594;
45;3;22.1699581146;26.5;13;29.9508012533;4;38.6486549377;27.5;7;39.1295166016;
46;3;23.2278594971;27.5;13;30.0793935061;4;38.7444343567;28.1110630035;7;39.2560760975;
47;4;24.2857265472;27.5;12;50.207773447;4;38.7999992371;28.1280384064;7;39.6805422306;
48;4;26.34349823;28.5;12;51.5358169079;4;39.0340003967;28.1452713013;8;41.0778930187;
49;4;28.4011173248;29.5;12;52.6810019016;4;39.8436851501;28.6692066193;9;42.217484951;
50;4;29.458530426;30.5;13;53.6483758688;4;40.4980392456;29.0837097168;9;43.1360911131;
51;4;30.5156879425;31.5;13;54.453089118;4;41.0191307068;29.4060306549;9;43.8723367453;
52;4;31.5725402832;32.5;14;55.1159596443;4;41.4301490784;29.6541194916;9;45.3142523766;
53;4;31.8790416718;33.5;15;55.659693718;4;42.6639328003;30.7705154419;9;45.5887904167;
54;4;31.9351482391;34.5;16;56.0907239914;4;43.7726745605;31.797164917;9;45.7298138142;
55;4;31.9908256531;35.5;16;56.213403821;4;44.4487075806;32.8243141174;8;45.8274351358;
56;4;32.0460319519;36.5;16;56.3349630833;4;44.4741287231;33.851940155;8;45.9271510839;
