Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;13.0;10.0;5;20.0;1;16.0;10.0;5;20.3999996185;
7;1;14.0;10.0;4;20.3999996185;1;17.0;10.1999998093;5;20.7264003754;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;14.7768793106;10.3632001877;3;22.8494274616;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;15.282242775;10.9097137451;3;23.7921946049;2;20.0916557312;11.3658018112;4;24.4745616913;
11;2;17.2822418213;11.3658018112;3;24.5663278103;2;22.0916557312;11.7372808456;4;25.2423980236;
12;2;19.2822418213;11.7372808456;3;25.1909153461;2;23.7966556549;12.0336990356;4;25.9110946655;
13;2;20.3243255615;12.0336990356;4;25.6883610487;2;24.5466575623;12.2662630081;4;26.5071336031;
14;2;21.3388690948;12.2662630081;4;26.0812431574;2;24.9042797089;12.446267128;4;26.8872308731;
15;2;22.3536624908;12.446267128;4;26.2221269608;2;25.1323394775;12.5;4;27.2007522583;
16;2;23.3687000275;12.5;4;26.2560760975;2;27.2559719086;12.5;3;27.5594582558;
17;2;24.3839759827;12.5;4;26.2905418873;2;28.4711952209;12.5;3;27.9674496651;
18;2;25.3994865417;12.5;3;26.3255085945;2;29.7159900665;12.5;4;28.4283702374;
19;2;25.25;12.5;4;26.3609591722;2;30.9925422668;12.5;4;28.9450814724;
20;2;25.8624305725;12.5;4;26.3968753815;2;31.3670501709;12.5;6;29.5192847252;
21;2;25.8785934448;12.5;4;26.4332377911;2;31.7115707397;12.5;6;30.1511130333;
22;2;25.8949565887;12.5;4;26.4700255394;2;32.0906677246;12.5;6;30.8387293816;
23;2;25.9115104675;12.5;4;26.5072168112;2;32.503238678;12.5;6;31.5779867172;
24;2;25.9282474518;12.5;4;26.5447884798;2;32.9467926025;12.5;6;32.3622150421;
25;2;25.25;13.1179151535;4;26.5827163458;3;33.4173278809;12.5;5;33.1822023392;
26;3;25.25;13.1330862045;3;26.6209751368;3;33.9093208313;12.5;5;34.0264253616;
27;3;25.25;12.5;3;26.6595385075;3;34.4158554077;12.5;5;34.8815507889;
28;3;23.25;14.1638154984;4;26.6983793974;3;34.9289321899;12.5;5;35.7331876755;
29;3;24.25;13.1793518066;4;26.7374696732;3;35.4399108887;12.5;5;36.5668144226;
30;3;22.25;14.1949882507;3;26.7767804861;3;35.9400863647;12.5;4;37.36876297;
31;3;21.25;15.2107124329;3;26.8162822723;3;36.421257019;12.5;5;38.1271209717;
32;3;20.25;16.2265129089;3;26.8559447527;3;36.8762741089;14.5;5;38.8324251175;
33;3;19.25;17.2423782349;3;26.8957372904;3;37.2994537354;16.5;5;39.4780635834;
34;3;18.25;18.2582950592;2;27.9356285334;3;37.6868362427;18.5;5;40.0603618622;
35;3;18.25;19.6742515564;2;28.0155870914;3;38.0362167358;20.5;5;40.5783834457;
36;3;18.25;20.7062358856;2;28.0967650414;3;38.3470306396;22.5;5;41.0335235596;
37;3;17.25;21.7387065887;2;28.1791322231;3;38.6201133728;22.5;5;42.4289875031;
38;3;16.25;22.7716522217;1;28.2626553774;3;39.8573913574;23.5;5;42.9892337322;
39;3;17.25;20.8050613403;1;28.3472980261;3;41.0615386963;24.5;5;43.5451852083;
40;3;18.7953281403;21.8050613403;1;28.4330210686;3;42.1271095276;25.5;5;44.1105729342;
41;3;19.8159866333;22.8050613403;2;28.5197820663;3;42.466342926;26.5;5;44.6879961491;
42;3;20.8371677399;24.8050613403;2;28.6075353622;3;42.8127975464;27.5;5;45.1433620453;
43;3;21.8588638306;26.8050613403;3;28.6962321997;3;43.0860176086;27.5;6;45.6814615726;
44;3;22.8810691833;28.338218689;3;28.7858208418;3;43.4088783264;27.5;6;46.3119807243;
45;3;23.9037723541;28.4331970215;4;28.8762462139;3;41.5;28.5;6;47.0434241295;
46;3;24.9269638062;28.4487533569;5;28.9674503803;3;41.5;29.5;6;49.4978528023;
47;3;25.25;27.5;5;29.0593717098;4;42.4149971008;30.7364273071;5;51.7926650047;
48;3;26.25;27.5;6;29.151946187;4;43.1506729126;31.6607723236;5;53.9694075584;
49;3;27.25;27.5;7;29.2451066971;5;44.7322387695;33.5617675781;3;57.0628890991;
50;3;27.25;27.5;7;29.3387830257;5;46.1862564087;35.4526405334;4;59.0465065241;
51;3;27.25;27.5;8;29.4329024553;5;46.4488677979;37.2658615112;4;60.7643857002;
52;3;27.25;27.5;9;29.5273896456;5;46.5;39.0277404785;4;62.4432742596;
53;3;28.101600647;28.5;9;29.6221669912;5;44.5;41.8080062866;5;64.121702075;
54;3;27.25;28.568365097;9;29.7171547413;5;43.5;44.3108520508;6;65.7520558834;
55;3;27.25;28.5825653076;11;29.8122708797;5;42.5;46.1260299683;7;68.2916868925;
56;3;27.25;28.5965690613;11;29.9074320793;6;44.5;45.8958435059;6;69.7879465818;
