Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;2;13.3999996185;10.0;4;21.0;
3;1;11.0;10.0;5;20.0;2;13.3999996185;10.0;4;21.0599999428;
4;1;11.0;10.0;5;20.0;2;14.6359996796;10.0;4;21.1229639053;
5;1;12.0;10.0;5;20.0;2;15.6737785339;10.0;4;21.1889609098;
6;1;13.0;10.0;5;20.0;2;16.7133769989;10.0;4;21.6699410677;
7;2;14.4499998093;10.0;4;21.3999996185;2;17.761964798;10.1999998093;4;22.0818096399;
8;2;14.6300001144;10.1999998093;4;21.8264003992;2;18.24908638;10.3632001877;4;23.3055604696;
9;2;14.8218793869;10.3632001877;4;23.0613274574;2;18.983335495;10.9097137451;4;24.3591253757;
10;2;15.3775978088;10.9097137451;4;24.1319464445;2;20.983335495;11.3658018112;4;25.2546225786;
11;2;17.3775978088;11.3658018112;4;25.0513429642;2;22.983335495;11.7372808456;4;26.0115795135;
12;2;19.3775978088;11.7372808456;4;25.8400663137;2;24.2581653595;12.0336990356;5;26.6527690887;
13;2;20.616443634;12.0336990356;5;26.5219442844;2;25.3638019562;12.2662630081;5;27.2010498047;
14;2;21.7139816284;12.2662630081;5;27.12089324;2;26.476764679;12.446267128;5;27.5091598034;
15;2;22.8215045929;12.446267128;5;27.4906733036;2;27.59715271;12.5;5;27.7222084999;
16;2;23.9395446777;12.5;5;27.7773330212;2;28.724981308;12.5;4;27.9475471973;
17;2;25.0685424805;12.5;5;28.0890238285;2;29.8601837158;12.5;4;28.184896946;
18;2;26.2088031769;12.5;5;28.4260663986;2;30.9109382629;12.5;4;28.4337999821;
19;2;26.7917289734;12.5;6;28.788336277;2;31.0602798462;12.5;4;28.6936080456;
20;2;26.9547519684;12.5;6;29.1751885414;2;31.2161636353;12.5;4;28.9634776115;
21;2;27.1288337708;12.5;6;29.585392952;2;31.3780860901;12.5;4;29.2423686981;
22;2;27.3134269714;12.5;6;30.0170898438;3;31.5454216003;12.5;2;29.5290522575;
23;2;27.5076904297;12.5;6;30.4677705765;3;31.7174301147;12.5;2;29.822124958;
24;2;27.7104969025;12.5;7;30.9342932701;3;31.8932762146;12.5;2;30.1200299263;
25;3;27.9204330444;12.5;6;31.4129357338;3;32.0720176697;12.5;2;30.4210863113;
26;4;28.1358222961;12.5;5;31.8994894028;3;32.2526512146;12.5;2;30.7235240936;
27;4;28.3547706604;12.5;5;32.3893885612;3;32.4341125488;12.5;2;31.0255246162;
28;4;28.5752258301;12.5;5;32.877872467;3;32.6153144836;12.5;2;31.3252630234;
29;4;28.7950439453;12.5;5;33.360165596;3;32.7951583862;12.5;3;31.6209526062;
30;4;29.0120735168;12.5;5;33.8316650391;3;30.7951583862;13.5;3;31.9108872414;
31;4;29.2242488861;12.5;5;34.2881155014;3;29.7951583862;15.5;2;32.1934814453;
32;4;29.4296531677;12.5;5;34.7257604599;3;29.0;17.5;2;32.4673027992;
33;4;29.6265926361;12.5;5;35.141462326;3;29.0;19.5;2;32.7311000824;
34;4;29.8136577606;12.5;5;35.5327749252;3;29.0;21.5;2;32.9838218689;
35;4;29.9897499084;14.5;6;35.8979701996;3;29.0;23.5;3;34.2246284485;
36;4;30.1540870667;16.5;6;36.2360286713;3;30.0;25.5;3;34.5528923273;
37;4;30.3062133789;18.5;6;36.5465888977;3;31.0;27.5;3;34.877096653;
38;4;30.4459648132;20.5;7;36.8298740387;3;31.0;29.5;4;35.1975867748;
39;5;30.5734443665;22.5;6;37.0865974426;3;31.0;30.9351615906;4;35.5148791075;
40;5;30.6889686584;22.5;6;37.3178625107;3;31.0;32.0296173096;5;35.8296296597;
41;5;30.7930374146;22.5;4;37.5250654221;3;31.0;32.9148139954;5;36.142600894;
42;5;30.8862800598;22.5;5;37.7098016739;3;31.0;33.0713005066;6;36.4546201229;
43;5;30.9694099426;22.5;5;37.8737831116;3;31.0;33.2273101807;7;36.7665421963;
44;5;31.0432014465;22.5;5;38.0;3;31.0;33.3832702637;8;37.0792086124;
45;5;31.1000003815;22.5;6;38.0;4;31.0;33.539604187;6;37.3934090137;
46;5;31.1000003815;22.5;6;38.0;4;31.0;32.4653625488;8;37.6729331017;
47;5;31.1000003815;22.5;6;38.0;4;31.0;32.5;10;37.8955099583;
48;6;31.1000003815;22.5;5;38.0;4;31.0;32.5;10;38.1301763058;
49;6;29.1000003815;23.5;5;38.0;4;31.0;32.5;10;38.3765156269;
50;6;28.1000003815;24.5;6;38.0;5;31.0;32.5;9;38.633923769;
51;6;27.1000003815;25.5;6;38.0;5;31.0;32.5;10;40.2742800713;
52;6;26.1000003815;26.5;6;38.0;5;31.5999984741;33.1500015259;9;41.6910881996;
53;6;25.25;27.5;6;38.0;5;32.0680007935;33.6790504456;9;42.9173369408;
54;6;25.25;27.7000007629;5;38.0;5;32.4247131348;34.1044044495;8;43.9873495102;
55;6;25.25;27.7000007629;5;38.0;5;33.6916885376;34.4442062378;8;44.7844839096;
56;6;25.25;27.7000007629;5;40.3900003433;5;34.7999992371;34.6413421631;8;46.3907799721;
57;6;26.7000007629;29.3560009003;6;41.5594797134;5;36.7999992371;35.7382202148;9;47.0047006607;
58;6;28.0510005951;30.8857917786;8;42.5057644844;5;38.6000442505;36.8256454468;9;47.6042609215;
59;6;28.3185329437;32.3072853088;8;43.2670691013;5;38.8533782959;37.9042167664;8;49.1871982813;
60;7;28.5187683105;33.6393547058;7;43.7312048674;5;40.1064872742;39.9745674133;9;49.7165406942;
61;7;28.5999984741;34.8256378174;9;43.985065341;6;41.3572311401;42.0;8;50.1993713379;
62;7;28.5999984741;35.5152130127;9;44.2122061253;6;41.6035346985;43.5509490967;9;50.673689127;
63;7;29.5999984741;33.5381622314;9;44.3048160076;6;41.8434295654;44.5614051819;9;51.1365449429;
64;7;28.5999984741;34.5616989136;9;44.3530313969;6;42.075138092;45.5719451904;10;51.5853763819;
65;7;28.5999984741;35.5858078003;9;44.4023760557;7;42.2971191406;47.5614051819;9;52.0180672407;
66;7;28.5999984741;35.7011871338;9;45.4528282881;7;42.5081062317;48.5614051819;9;52.4329819679;
67;7;29.5999984741;36.7264137268;9;45.5843626261;7;42.707118988;49.5614051819;9;52.828974247;
68;7;30.5999984741;39.7264137268;9;45.7224856615;7;42.8934783936;50.5614051819;10;53.205368638;
69;8;31.1244888306;42.7264137268;8;45.867405653;7;43.0667877197;52.5614051819;10;53.5619257689;
70;8;31.1655807495;45.7264137268;9;46.0193142891;7;43.2269287109;54.5614051819;10;53.8987931013;
71;8;31.2093734741;48.7264137268;9;46.1783819199;7;43.374004364;56.5614051819;11;54.2164438963;
72;8;31.2559661865;50.7264137268;9;46.3447529078;7;43.5083312988;58.5614051819;11;54.5156126022;
73;8;31.3054409027;50.8885498047;9;46.5185403824;7;43.6303863525;60.5614051819;10;54.797232151;
74;8;31.3578720093;50.9171905518;10;46.6998205185;7;43.7407684326;61.680896759;11;55.0623743534;
75;8;31.4133167267;50.9462203979;10;46.8886270523;7;43.8401641846;59.6920509338;13;55.3121966124;
76;8;31.4718170166;50.9756278992;10;47.0849454403;8;43.9293212891;58.7032318115;12;55.5328739882;
77;8;31.5333900452;51.0053710938;8;48.2887067795;8;42.9293212891;58.7144393921;12;55.6372950077;
