Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;12.0;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;13.0;10.0;6;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;14.0;10.1999998093;6;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;14.3268795013;10.3632001877;6;21.8194274902;
11;1;12.2000007629;12.0;6;25.2000007629;1;14.8187427521;10.9097137451;6;22.7316036224;
12;2;14.1463851929;12.8000001907;5;27.1576004028;1;15.2292222977;11.3658018112;6;23.4745616913;
13;2;16.1463851929;13.0788002014;5;28.0061039925;1;16.8187427521;11.7372808456;6;24.0673980713;
14;2;18.1463851929;13.4505519867;5;28.6855953932;1;17.8187427521;12.0336990356;6;24.5325260162;
15;2;19.5123443604;13.7328653336;5;29.2323973179;1;18.8187427521;12.2662630081;6;24.892534256;
16;2;20.5499649048;13.943564415;5;29.4818768501;1;19.8187427521;12.446267128;6;25.0;
17;2;21.5909481049;14.0;6;29.630333066;1;20.8187427521;12.5;6;25.0;
18;2;22.6354846954;14.0;6;29.7912415266;1;21.8187427521;12.5;7;25.0;
19;2;22.9373722076;14.0;6;29.9651488066;1;22.8187427521;12.5;7;25.0;
20;2;22.9895439148;14.0;6;30.1525228024;1;23.25;12.5;7;25.0;
21;2;22.3999996185;14.6457567215;7;30.3537294865;1;23.25;12.5;7;25.0;
22;3;23.1061191559;14.0;6;30.5690078735;1;23.25;12.5;8;25.0;
23;3;23.1707019806;14.0;6;30.7984457016;1;23.25;12.5;8;25.0;
24;4;23.2395324707;14.0;5;31.0419540405;2;23.25;12.5;7;25.0;
25;4;23.3125858307;14.0;5;31.299243927;2;23.25;12.5;7;25.0;
26;4;21.3897724152;15.0;5;31.5698068142;2;23.25;12.5;6;25.0;
27;4;20.4709415436;16.0;6;31.852899313;2;23.25;12.5;6;25.0;
28;4;19.5558700562;17.0;6;32.1475343704;2;23.25;12.5;6;25.0;
29;4;18.6442604065;18.0;6;32.4524803162;2;23.25;12.5;6;25.0;
30;4;17.7357444763;19.0;6;32.7662696838;2;21.25;13.5;6;25.0;
31;4;16.8298797607;20.0;6;33.0872173309;2;20.25;14.5;6;25.0;
32;4;15.9261646271;21.0;6;33.4134492874;2;19.25;15.5;6;25.0;
33;4;14.0;22.0;6;34.7429418564;2;18.25;16.5;6;25.0;
34;4;15.0;23.0;7;35.1135663986;2;17.25;17.5;6;25.0;
35;4;16.0;24.0;5;35.48432827;2;16.25;18.5;5;25.0;
36;4;16.0;25.0;4;35.8530566692;2;15.25;19.5;5;25.0;
37;4;16.0;26.0;4;36.2176412344;2;14.25;20.5;6;25.0;
38;4;17.3501319885;27.0;6;36.5760864019;2;13.25;21.5;7;25.0;
39;4;19.3635520935;25.0;7;36.9265601635;2;12.25;22.5;7;25.0;
40;4;18.6779689789;26.0;7;38.2674348354;2;12.0;23.5;8;25.0;
41;4;19.3887863159;27.6524085999;7;38.7023179531;2;12.0;24.5;9;25.0;
42;4;19.7946968079;26.0;7;39.1349380016;2;12.0;25.5;10;25.0;
43;4;19.3887863159;26.7011871338;9;39.5650941133;2;12.0;26.5;11;25.0;
44;4;20.3887863159;27.7264137268;9;39.9928388596;2;12.0;27.5;11;25.0;
45;5;19.3887863159;28.7264137268;9;40.4184523821;2;13.0;25.5;12;25.0;
46;5;20.0;30.7264137268;9;40.8424066305;2;14.0;24.5;13;25.0;
47;5;21.0;32.7264137268;9;41.2653217316;2;15.0;23.5;13;25.0;
48;5;22.0;34.7264137268;10;41.6879162788;2;16.0;22.5;13;25.0;
49;5;23.0;36.0;10;42.1109547615;2;17.0;21.5;13;25.0;
50;5;24.0;35.0;10;42.5351930857;2;18.0;20.5;12;25.0;
51;5;25.0;34.0;11;42.9613226652;2;19.0;19.5;13;25.0;
52;5;26.0;34.0;11;44.389921546;2;20.0;18.5;13;25.0;
53;5;27.3999996185;35.0;12;44.8399870396;2;18.0;19.5;13;25.0;
54;5;28.3999996185;36.0;12;45.2012472153;2;17.0;20.5;14;25.0;
55;5;28.7181777954;37.0;13;45.5761730671;2;16.0;21.5;14;25.0;
56;5;28.7275295258;38.0;13;45.9637014866;2;15.0;22.5;14;25.0;
57;6;28.7370548248;39.0;12;46.3625205755;2;14.0;23.5;14;25.0;
58;6;28.3999996185;39.0;14;46.7710796595;2;13.0;24.5;14;25.0;
59;7;28.3999996185;39.5943527222;13;47.1876072884;2;12.0;25.5;14;26.0;
60;7;28.7666378021;39.0;13;47.6101400852;2;14.0;24.5;15;26.0199999809;
61;7;28.7768230438;39.0;13;48.036563158;2;16.0;24.5;15;26.0401959419;
62;7;28.7871627808;39.0;13;48.4646544456;2;17.0;24.5;15;26.0605818033;
63;7;28.7976531982;39.0;13;49.8921400309;2;18.0;24.5;17;26.0811508894;
64;7;29.8082866669;40.0;13;50.3367509842;2;19.0;24.5;15;26.1018965244;
65;7;30.8190612793;41.0;13;50.7764775753;2;20.0;24.0509490967;15;26.1228116751;
66;7;30.3999996185;42.7166213989;14;51.2092248201;2;21.0;23.0614051819;15;26.1438889503;
67;7;30.3999996185;43.7350120544;14;51.63306427;2;22.0;23.0719451904;15;26.1651208401;
68;7;30.8521652222;44.0;14;52.0462752581;2;23.0;23.0825614929;17;26.1864993572;
69;7;30.8634357452;44.5509490967;14;55.3332544565;2;21.2669620514;23.5;17;26.2080165148;
70;7;31.8199996948;47.0643501282;15;57.3076515198;2;20.2718029022;24.5;17;26.2296639681;
71;8;33.6380462646;47.8011436462;15;58.9673099518;3;19.2766742706;25.5;16;26.2514331341;
72;8;33.369758606;50.0649986267;15;60.3726792336;3;18.2815723419;26.5;18;26.2733153105;
73;8;34.0746536255;50.4855270386;16;61.4082227945;4;18.2864952087;28.5;17;27.2953014374;
74;8;33.5999984741;52.5360946655;16;62.1946108341;4;20.0;28.1476516724;17;27.3673824072;
75;8;34.1795883179;52.2799758911;16;62.947363019;4;21.4724998474;28.1586914062;17;27.4415239096;
76;8;33.5999984741;53.3285751343;17;63.6271160841;4;22.0;28.1697750092;17;27.5177414417;
77;9;34.2212677002;52.3788337708;17;65.198998332;4;23.0;28.180896759;17;27.5960451365;
78;9;34.5999984741;52.6476516724;17;65.7028651834;4;24.0;28.1920509338;18;29.712797761;
79;9;36.2641525269;54.4843559265;18;66.1939308643;4;26.0;29.7032337189;18;30.6357158422;
80;9;33.5999984741;57.5396003723;19;66.6721155047;4;28.0;31.1044387817;18;31.379701376;
81;9;35.3080215454;58.5742721558;20;67.1375414133;4;29.0;32.4129257202;18;31.9808485508;
82;10;36.3302536011;60.62159729;19;67.5904766917;4;30.0;33.6466445923;18;32.3243834972;
83;10;35.5999984741;60.6586914062;19;68.029702425;4;30.5999984741;34.7481498718;19;32.494335413;
84;10;36.3751525879;62.6586914062;21;68.338981688;4;30.5999984741;35.3103485107;19;32.671269536;
85;10;33.5999984741;65.7725982666;21;68.6503330469;4;30.5999984741;35.3320541382;20;32.8551875353;
86;10;32.5999984741;68.1931152344;21;68.9629626274;5;30.5999984741;35.3538322449;19;33.0460370779;
87;11;31.6000003815;70.2853851318;20;69.2761183977;5;30.5999984741;35.3756790161;20;33.2437068224;
88;11;30.6000003815;72.3788452148;21;69.5890880227;5;30.5999984741;35.3975830078;21;33.4480212927;
89;11;29.6000003815;74.4733428955;22;69.901198864;5;30.5999984741;35.4195289612;22;33.6587367058;
90;11;28.6000003815;75.6919174194;21;71.2118168473;5;30.5999984741;35.4415168762;19;33.8755384684;
91;11;28.6000003815;77.7992248535;17;71.5803443193;5;30.5999984741;35.4635353088;18;34.0980396271;
92;10;28.6000003815;79.9070587158;17;71.9491846561;6;30.5999984741;36.4855728149;15;34.3257803917;
93;10;28.0;82.0152130127;17;72.3178807497;6;30.5999984741;37.5076179504;16;34.5582295656;
94;10;28.0;84.1234893799;17;72.6860020757;7;30.5999984741;38.5296669006;13;34.794788599;
95;10;28.0;86.2317047119;17;73.053141892;7;30.5999984741;39.5517082214;13;35.0347961187;
96;10;28.0;87.3396530151;17;73.4189163446;7;30.5999984741;40.5737304688;13;35.2775354385;
97;10;28.0;88.4471282959;19;73.7829624414;7;30.5999984741;41.5957260132;13;35.5222430229;
98;10;28.0;89.5539474487;19;74.1449351311;7;29.0115032196;42.7032318115;13;35.7681196928;
99;10;28.0;90.6599121094;19;74.4802084565;7;28.0163230896;44.7144393921;12;36.0143406391;
100;10;29.0;91.623916626;19;74.7709704638;7;27.0211086273;46.0096511841;11;36.2600697279;
101;10;29.1448898315;92.144493103;19;75.0625991821;7;25.9316043854;47.3718414307;10;37.5044716597;
102;10;29.1641654968;93.2426986694;20;75.3546628356;7;25.5999984741;50.2711334229;11;37.8067257404;
103;10;29.0;93.3396911621;20;75.6467369795;8;25.5999984741;53.4208068848;7;38.1090027094;
104;10;30.0;94.4352798462;22;75.9384035468;8;26.5999984741;53.5684547424;5;38.4106173515;
105;10;32.0;92.5293045044;22;76.2292530537;8;27.5999984741;54.7135620117;6;38.7109264135;
106;10;33.2369003296;92.62159729;23;76.5188859701;8;28.5999984741;55.8556480408;6;38.9935481548;
107;10;34.2539329529;92.7120056152;23;76.8069115281;8;29.5999984741;56.986366272;5;39.2696858644;
108;10;35.270488739;92.8004074097;25;77.092948854;8;30.5999984741;57.1785736084;3;39.5431233644;
109;11;36.1557235718;94.8866882324;23;77.3766273856;7;31.5999984741;58.3104667664;5;39.8134541512;
