Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;4;23.0;1;9.0;11.0;5;20.0;
5;1;9.60000038147;11.5;4;23.0;1;10.0;10.0;4;20.0;
6;1;10.6000003815;11.5;4;23.0;1;11.0;10.0;4;20.0;
7;1;11.6000003815;11.5;4;23.0;1;12.0;10.0;4;20.0;
8;1;11.8999996185;11.5;4;23.4599990845;1;13.0;10.0;4;20.3999996185;
9;2;12.0380001068;11.9299993515;3;24.8212833405;2;14.0;10.5;3;21.7264003754;
10;2;12.4463853836;11.9106416702;3;25.1000000238;2;14.7768793106;10.3632001877;3;22.8394274712;
11;2;12.5300006866;12.0;3;26.4419007301;2;15.2777423859;10.9097137451;3;23.7717995644;
12;2;14.5189552307;12.6000003815;3;27.5579432249;2;15.6973104477;11.3658018112;3;24.5351434946;
13;2;16.5189552307;13.0788002014;4;28.4778852463;2;18.2868309021;11.7372808456;3;25.1485489607;
14;2;18.5189552307;13.4505519867;4;29.2383989096;2;20.2868309021;12.0336990356;3;25.6344225407;
15;2;19.6781864166;13.7328653336;5;29.8765470982;2;21.3145961761;12.2662630081;3;26.0153459311;
16;2;20.7432098389;13.943564415;5;30.228358984;2;22.3240089417;12.446267128;3;26.1438889503;
17;2;21.8148918152;14.0;5;30.4906733036;2;23.3334922791;12.5;3;26.1651208401;
18;2;22.8935871124;14.0;5;30.7773330212;2;24.3430480957;12.5;4;26.1864993572;
19;2;23.2332000732;14.0;5;31.0890238285;2;25.3526668549;12.5;4;26.2080165148;
20;2;23.3267059326;14.0;5;31.4260663986;2;25.7936077118;12.5;4;26.2296639681;
21;2;23.4278202057;14.0;7;31.788336277;2;25.8033485413;12.5;4;26.2514331341;
22;3;23.5365009308;14.0;6;32.1751885414;2;25.8131446838;12.5;4;26.2733153105;
23;3;23.6525554657;14.0;6;32.585392952;2;25.8229923248;12.5;5;26.2953014374;
24;3;23.7756175995;14.0;6;33.0170898438;3;25.8328857422;12.5;4;26.3173824549;
25;3;23.9051265717;14.0;6;33.4677705765;3;25.25;13.422167778;5;26.3395489454;
26;3;22.0403308868;15.0;8;33.9342932701;3;25.25;13.4376840591;5;26.3617914915;
27;3;21.1802883148;16.0;8;34.4129357338;3;25.8628063202;12.5;5;26.3841004372;
28;3;20.3238792419;17.0;8;34.8994894028;4;25.25;13.468870163;4;26.4064661264;
29;3;19.4698467255;18.0;9;35.3893885612;4;25.25;12.5;4;26.428878665;
30;4;18.6168174744;19.0;6;48.5647773743;4;25.25;13.5;4;26.4513280392;
31;4;16.6168174744;21.0;6;49.6894207001;4;25.25;13.5159301758;4;26.4738043547;
32;4;16.3999996185;23.0;6;50.7501726151;4;25.9132118225;12.5;4;26.4962974787;
33;4;17.0;25.0;6;51.7399091721;4;23.9233341217;13.5;4;26.5187973976;
34;4;18.0;27.0;7;52.6542043686;4;22.9334583282;14.5;5;26.5412938595;
35;4;19.0;28.8628807068;7;53.4911203384;4;21.9435825348;15.5;5;26.5637768507;
36;4;21.0;27.8628807068;7;54.2508773804;4;20.9536991119;16.5;5;26.5862361193;
37;4;21.0;29.8628807068;9;54.9354476929;4;19.9638061523;17.5;6;26.6086617708;
38;4;22.0;31.8628807068;9;55.5481510162;4;18.973897934;18.5;6;26.6310436726;
39;4;25.0;27.8628807068;10;56.0932598114;4;19.25;18.5;6;26.6533719301;
40;4;23.4460029602;29.8628807068;11;56.5756549835;4;20.9940166473;19.5;6;27.6756366491;
41;4;23.5356006622;31.8628807068;12;56.8365974426;4;23.0040359497;21.5;6;27.727828145;
42;4;24.5375003815;30.8628807068;12;57.0678625107;4;25.0140228271;23.5;7;27.7908278704;
43;4;25.5375003815;31.8628807068;13;57.2750654221;4;26.0239715576;25.5;7;27.8549206257;
44;4;26.5375003815;32.8628807068;13;57.4598016739;4;26.25;27.5;6;27.9200966358;
45;4;28.5375003815;30.8628807068;13;57.6237831116;4;24.7703018188;28.5;7;27.9863431454;
46;4;30.5375003815;30.0;14;57.75;5;23.7903022766;29.5;6;28.0536445379;
47;4;29.5375003815;31.0;14;57.75;5;22.8108291626;30.5;6;28.1219819784;
48;4;30.5375003815;31.0;16;57.75;5;21.8318824768;31.5;6;28.1913334131;
49;4;31.5375003815;32.0;16;57.75;5;20.8534507751;32.5;6;28.2616733313;
50;4;31.9375;33.0;16;57.75;5;19.8755321503;33.5;6;27.8329730034;
51;4;31.9375;34.0;16;57.75;5;18.8981132507;34.5;7;27.9066271782;
52;5;31.9375;35.0;15;57.75;5;18.5579833984;35.5;7;27.4813847542;
53;5;32.9375;33.0;17;57.75;5;17.5916233063;36.5;8;27.9247038364;
54;5;31.9375;34.0;18;57.75;5;17.3757419586;37.5;7;27.634037137;
55;6;31.9375;35.0;17;57.75;5;17.1853179932;38.5;7;27.7091603279;
56;6;32.9375;33.0;17;57.75;5;17.219121933;39.5;8;27.785392642;
57;6;31.9375;34.0;18;57.75;5;17.2534255981;40.5;8;27.8626801968;
58;6;29.9375;33.0;18;57.75;5;17.2882061005;41.5;8;27.940965414;
59;6;28.9375;33.0;17;58.75;5;17.3234348297;42.5;8;28.0201866627;
60;6;28.9375;34.0;18;58.7799999714;5;17.359085083;43.5;9;28.1002784967;
61;6;28.9375;35.0;18;58.8105909824;6;17.3951263428;44.5;8;28.1811722517;
62;6;27.9375;37.0;18;58.841766119;6;17.9251708984;42.5;11;28.2627958059;
63;6;26.9375;39.0;19;62.1488096714;6;17.4682579041;43.5;11;28.3450739384;
64;7;29.107093811;39.0;17;64.0718996525;6;17.5052833557;44.5;12;28.4279286861;
65;7;31.2514572144;39.5891418457;17;65.6179703474;6;18.5425682068;42.5;12;28.5112799406;
66;7;32.373336792;39.6116600037;17;66.8571528196;6;17.5800762177;43.5;12;28.5950449705;
67;7;33.4755134583;40.5270385742;17;67.5487829447;6;17.6177711487;44.5;14;30.7027682066;
68;7;34.5;41.6584396362;16;67.935479641;6;18.0;45.3777694702;14;31.6316254139;
69;7;35.5;42.6826896667;16;68.2906796932;6;19.5741329193;45.5;14;32.3771685362;
70;7;33.5;44.7075042725;16;68.6180690527;6;20.2511920929;47.5;15;32.9751802683;
71;7;32.5;46.7328681946;17;68.8337606192;6;20.3200645447;49.5;18;33.3105969429;
72;8;31.5;48.7587661743;16;68.9717133045;6;20.3897686005;51.5;18;33.4671872854;
73;8;30.5;50.785194397;16;69.1138956547;6;20.3009414673;51.3033447266;17;33.6252908707;
74;8;29.5;52.812122345;18;69.2602379322;6;21.9073753357;49.4706764221;18;33.7847268581;
75;8;30.5;52.812122345;19;69.4106485844;6;21.5871677399;49.4863357544;17;33.9453094006;
76;9;31.5;53.812122345;18;69.5650132895;6;23.0;48.4491500854;17;34.1068485975;
77;9;32.5;54.812122345;18;69.7231936455;7;23.0;48.4994087219;16;33.7691518068;
78;9;33.5;55.812122345;20;69.8850277662;8;25.6643810272;45.1669807434;15;33.9190533757;
79;9;34.5;57.812122345;21;70.0503290892;8;22.4461250305;47.5;15;33.5694561005;
80;9;33.5;60.812122345;21;70.2188868523;8;21.4640083313;49.2149772644;15;33.7179177999;
