Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;2;11.0;10.3000001907;4;21.0;
7;1;11.6000003815;11.5;6;23.0;2;12.4499998093;10.0;4;21.0299999714;
8;1;11.8999996185;11.5;6;23.4599990845;2;13.4635000229;10.0;4;21.4708906412;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;14.4819011688;10.1999998093;4;21.8393678665;
10;1;12.1463851929;11.9106416702;6;24.0;2;14.82771492;10.3632001877;4;22.9867860079;
11;1;12.2000007629;12.0;6;25.2000007629;2;15.3440542221;10.9097137451;3;23.9553763866;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;15.7799196243;11.3658018112;3;24.7567846775;
13;1;15.1463851929;13.0788002014;5;26.9011039734;2;18.3694400787;11.7372808456;3;25.4101134539;
14;1;16.1463851929;13.4505519867;5;27.4657306671;2;20.3694400787;12.0336990356;3;25.9377754927;
15;1;17.1463851929;13.7328653336;5;27.88712883;2;21.4511051178;12.2662630081;3;26.3623514175;
16;1;18.1463851929;13.943564415;6;28.0;2;22.4801597595;12.446267128;3;26.5364025831;
17;1;19.1463851929;14.0;6;28.0;2;23.5101242065;12.5;3;26.6049814224;
18;1;20.1463851929;14.0;6;28.0;2;24.5409851074;12.5;4;26.6755206585;
19;1;20.3999996185;14.0;5;28.0;2;25.5727272034;12.5;4;26.7479782104;
20;1;20.3999996185;14.0;5;28.0;2;26.0365905762;12.5;5;26.8223025799;
21;2;20.3999996185;14.0;4;28.0;2;26.0700359344;12.5;5;26.8984328508;
22;2;20.3999996185;14.0;5;28.0;2;26.1042938232;12.5;5;26.9762983322;
23;2;20.3999996185;14.0;5;28.0;2;26.139333725;12.5;5;27.0558187962;
24;2;20.3999996185;14.0;6;28.0;2;26.1751174927;12.5;5;27.1369040012;
25;2;20.3999996185;14.0;6;28.0;2;25.25;13.5;5;27.2194547653;
26;2;20.3999996185;14.0;6;28.0;2;26.2487545013;12.5;6;27.3033623695;
27;2;20.3999996185;14.0;6;28.0;2;26.2865123749;12.5;6;27.3885092735;
28;2;20.3999996185;14.0;6;28.0;2;25.25;13.5;6;27.4747700691;
29;2;20.3999996185;14.0;6;28.0;2;25.25;14.2323389053;6;27.5620114803;
30;2;18.3999996185;15.0;7;28.0;2;26.25;12.5;6;27.6500930786;
31;2;17.3999996185;16.0;7;28.0;2;25.25;13.5;6;27.7388687134;
32;2;16.3999996185;17.0;7;28.0;3;26.25;12.5;5;27.8281867504;
33;2;15.3999996185;18.0;7;28.0;3;26.5226840973;12.5;5;27.9178915024;
34;2;14.3999996185;19.0;7;28.0;3;26.5630512238;12.5;5;28.0078241825;
35;2;13.3999996185;20.0;7;28.0;3;26.603521347;12.5;5;28.0978236198;
36;2;12.3999996185;21.0;8;28.0;3;26.6440200806;12.5;5;28.1877279282;
37;2;12.0;22.0;8;28.0;3;25.25;13.5;5;28.2773754597;
38;2;12.0;23.0;8;28.0;3;26.25;15.5;5;28.3666059971;
39;2;12.0;24.0;8;28.0;3;26.7649726868;17.5;5;28.4552619457;
40;2;12.0;25.0;9;28.0;3;26.8048667908;19.5;6;28.5431892872;
41;2;12.0;26.0;9;28.0;3;26.8444347382;21.5;5;28.6302387714;
42;2;12.0;27.0;9;28.0;3;26.8836078644;22.5;6;28.7162668705;
43;2;13.0;25.0;11;28.0;3;26.9223194122;22.5;6;28.8011364937;
44;2;12.0;26.0;11;28.0;3;26.9605121613;22.5;6;28.8847181797;
45;2;12.0;27.0;11;28.0;3;27.9981231689;23.5;6;29.9668908119;
46;2;13.0;25.0;11;28.0;3;27.25;25.5;6;30.0975420475;
47;2;12.0;26.0;12;28.0;3;27.25;27.5;7;31.5190191269;
48;3;12.0;27.0;10;45.0;3;27.8125;30.0419311523;8;32.6754196882;
49;3;14.0;25.0;10;46.0200004578;3;29.2554702759;29.5341186523;8;33.600951314;
50;3;14.0;26.0;11;46.9173965454;3;30.5750541687;28.9937877655;8;34.3365826607;
51;3;15.0;27.0;12;47.6897182465;3;28.8478622437;30.2754020691;10;34.4225912094;
52;3;16.0;29.0;13;48.3415031433;4;28.809053421;31.2322807312;8;35.0315357447;
53;3;17.0;31.0;13;48.8822822571;4;30.0057277679;29.4508094788;9;35.3012467623;
54;3;18.0;33.0;14;49.3245105743;5;31.0499992371;29.5;6;45.4718278646;
55;3;19.0;35.0;14;49.6818008423;5;32.2772064209;30.5;6;45.5414904356;
56;3;20.0;37.0;14;49.9676094055;5;33.0978813171;31.5;6;46.0974850655;
57;3;22.0;35.0;15;50.0;5;33.1480369568;32.5;6;46.8415679932;
58;3;22.0;36.0;15;50.0;5;33.1970825195;33.5;6;48.550465107;
59;3;23.0;37.0;16;50.0;5;34.244934082;35.5;7;49.2502856255;
60;3;24.8999996185;35.0;16;50.0;5;35.291519165;37.5;7;51.2218444347;
61;3;23.8999996185;36.0;14;50.0;5;35.8587722778;40.0800018311;8;52.8435297012;
62;3;23.8999996185;37.0;16;50.0;6;36.2880859375;42.5082702637;10;54.1754053831;
63;3;24.8999996185;35.0;17;50.0;6;34.5906715393;45.5082702637;10;55.211523056;
64;3;23.8999996185;36.0;15;50.0;6;33.6416435242;47.5082702637;10;55.8316527605;
65;3;23.8999996185;37.0;17;50.0;6;32.6913871765;49.5082702637;12;56.4062361717;
66;3;24.8999996185;35.0;18;50.0;6;31.7398872375;51.5082702637;14;56.9382368326;
67;3;23.8999996185;36.0;18;50.0;6;30.7871322632;53.1899414062;14;57.4310928583;
68;3;23.8999996185;37.0;18;50.0;6;29.833114624;54.315662384;14;58.8884618282;
69;4;24.8999996185;35.0;16;73.0;6;29.5203495026;55.1439361572;15;59.3578801155;
70;4;26.8999996185;35.0;16;74.3799991608;6;27.9574451447;58.2540359497;16;59.6605335474;
71;4;28.8999996185;35.0;17;75.5063552856;6;26.9574451447;61.2801971436;16;59.9651675224;
72;4;29.8999996185;35.0;21;76.3974571228;6;25.9574451447;64.3068771362;16;60.23739779;
73;4;30.8999996185;35.0;21;77.0844631195;6;24.9574451447;66.5340499878;18;60.487139225;
74;4;31.8999996185;35.0;21;77.6032752991;6;23.9574451447;68.2268447876;19;60.7412469387;
75;4;32.9000015259;35.0;22;77.988817215;6;22.9574451447;69.2926635742;19;60.9994033575;
76;4;33.9000015259;35.0;21;78.0;6;22.0;70.3605194092;20;61.2612730265;
77;5;34.2999992371;35.0;19;108.149999619;6;22.0;71.4303894043;22;61.5265045166;
78;5;33.2999992371;38.0;19;114.790271759;6;22.0;72.5022583008;22;61.7947318554;
79;4;31.5970001221;39.0;18;84.8811740875;7;22.0;73.5760803223;19;94.3374503851;
80;4;32.835609436;38.0;17;86.6270179749;7;23.0;75.6518249512;21;97.4272553921;
81;4;34.0244674683;38.0;19;87.7226810455;7;24.0;77.7294082642;19;99.7763881683;
82;5;35.1721572876;38.8922767639;19;88.0;9;24.0;79.8087844849;11;112.978723764;
83;5;36.2000007629;40.0;19;88.0;10;26.0;79.8898620605;13;114.819016457;
84;5;34.2000007629;42.0;18;88.0;10;28.0;80.9725570679;13;116.168242693;
85;5;33.2000007629;44.0;18;88.0;10;26.0;83.0567703247;12;116.990540504;
86;5;32.2000007629;46.0;18;89.0;10;26.0;87.1423797607;11;117.763686419;
87;5;32.2000007629;49.0;19;89.0449999571;10;27.0;88.2292633057;11;118.486515522;
88;5;32.2000007629;52.0;18;89.0915547609;10;28.0;89.3172912598;11;119.159402132;
89;5;31.2000007629;55.0;19;89.1396753788;10;29.0;90.4063186646;10;120.783958435;
90;5;30.2000007629;58.0;20;89.1893689632;10;28.0;94.4961853027;12;121.452702403;
91;5;29.2000007629;61.0;20;89.2406382561;10;30.0;95.5867385864;12;122.085866928;
92;5;28.7999992371;63.8684463501;24;89.2934814692;10;31.0;97.6778030396;13;122.68726933;
93;6;28.7999992371;65.9054336548;22;99.347892046;11;32.0;99.7692108154;12;123.260811329;
94;6;29.7999992371;68.9435272217;23;99.9038579464;11;33.0;101.860778809;14;123.692033529;
95;6;30.7999992371;71.9826965332;23;100.433861852;11;34.0;108.049926758;14;124.07896173;
96;6;30.7999992371;75.0229568481;22;100.93479836;11;35.0;111.17780304;14;124.470599294;
97;6;30.7999992371;78.0642700195;22;101.404576898;11;36.0;114.305122375;19;124.866856337;
98;6;30.7999992371;81.1066207886;22;101.842090607;11;37.0;116.631645203;19;125.267603159;
99;6;34.9642829895;84.1499938965;23;102.247128606;11;38.0;118.757110596;20;126.651324511;
100;6;38.2247123718;86.1943511963;23;102.620250225;11;40.0;121.881286621;21;127.021525383;
101;6;41.2620239258;88.239654541;23;102.962638736;11;42.0;125.003936768;23;127.398694277;
102;6;41.2962608337;86.2858886719;28;103.275947094;11;43.0;128.616546631;28;127.782353282;
