Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;12.0;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;13.0;10.0;6;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;14.0;10.1999998093;6;20.7264003754;
10;2;12.1463851929;12.1106414795;5;25.0;1;14.3268795013;10.3632001877;6;21.8194274902;
11;2;12.5000009537;12.0;5;26.2400007248;1;14.8187427521;10.9097137451;6;22.7316036224;
12;2;14.4583854675;12.6000003815;5;27.2387843132;2;15.2292222977;11.665802002;5;24.4745616913;
13;2;16.4583854675;13.0788002014;5;28.0246574879;2;17.8187427521;11.7372808456;5;25.1573981047;
14;2;18.4583854675;13.4505519867;5;28.63283813;2;19.8187427521;12.0336990356;5;25.7196450233;
15;2;19.4965171814;13.7328653336;5;29.098970294;2;21.3529472351;12.2662630081;5;26.1842726469;
16;2;20.5099372864;13.943564415;5;29.2577478886;2;22.4000244141;12.446267128;4;26.4042263031;
17;2;21.5237102509;14.0;6;29.3048160076;2;23.4506454468;12.5;4;26.5249304771;
18;2;22.5378303528;14.0;6;29.3530313969;2;24.5049610138;12.5;5;26.6541694403;
19;2;22.8059082031;14.0;6;29.4023760557;2;25.563117981;12.5;5;26.7922235727;
20;2;22.3999996185;14.420712471;6;29.4528282881;2;26.0565013885;12.5;5;26.9393253326;
21;2;22.3999996185;14.4358482361;7;29.5043625832;2;26.1226959229;12.5;5;27.0956480503;
22;3;22.3999996185;14.4513092041;6;29.5569496155;2;26.1930408478;12.5;5;27.261295557;
23;3;22.8670845032;14.0;6;29.6105561256;2;26.2675819397;12.5;6;27.4362905025;
24;3;22.8831672668;14.0;6;29.6651450396;3;26.3463306427;12.5;5;27.6205644608;
25;3;22.3999996185;14.49954319;6;29.72067523;3;26.4292545319;12.5;5;27.8139474392;
26;3;20.9162025452;15.0;6;29.7771017551;3;25.25;13.5;5;28.016159296;
27;3;19.9331302643;16.0;7;29.8343759775;3;26.25;12.5;5;28.2268030643;
28;3;18.9503116608;17.0;7;29.8924454451;3;25.25;13.5;5;28.445360899;
29;3;17.9677333832;18.0;7;29.9512542486;3;25.25;14.5;4;28.6711919308;
30;3;16.985376358;19.0;7;30.0107431412;3;24.25;13.5;4;28.9035346508;
31;3;16.0032234192;20.0;7;30.0708494186;3;24.0065898895;14.5;4;29.141512394;
32;3;15.0212545395;21.0;7;30.1315076351;3;23.1136798859;15.5;4;29.3841423988;
33;3;14.6394519806;22.0;7;30.1926498413;3;22.222864151;16.5;4;29.6303496361;
34;3;14.6577949524;23.0;7;30.2542052269;3;21.333656311;17.5;4;29.8789830208;
35;3;14.6762619019;24.0;7;30.3161010742;3;20.4455413818;18.5;4;30.1288366318;
36;3;14.6948299408;25.0;7;30.3782629967;3;19.557975769;19.5;5;30.3786706924;
37;3;14.7134790421;26.0;8;30.4406147003;3;19.557975769;19.2000007629;4;31.6272368431;
38;3;14.7321844101;27.0;8;30.5030794144;3;19.557975769;18.5;4;31.923302412;
39;4;16.7509231567;25.5;8;31.5655794144;3;20.0304756165;19.5;4;32.2176508904;
40;4;16.0;26.0;8;31.628036499;3;19.0538635254;19.5;5;32.5091785192;
41;4;17.0884113312;27.0;9;31.690372467;4;19.25;21.5;5;32.7968608141;
42;4;17.8071117401;25.5;9;31.7525100708;4;20.795375824;23.5;6;33.0797696114;
43;4;17.1257534027;26.0;11;31.8143725395;4;22.25;25.5;6;33.3570861816;
44;4;17.1443119049;27.0;11;31.8758842945;4;24.8485202789;27.5;7;33.6281095743;
45;4;17.8627662659;25.5;11;31.936971426;4;26.25;28.4745101929;8;33.8922630548;
46;4;18.0;26.5;12;31.9975619316;4;27.5961818695;28.5194129944;8;34.1490939856;
47;4;19.0;27.5;12;32.0575861931;4;26.5961818695;29.5657310486;8;34.3982719183;
48;4;20.0;28.5;14;32.1169772148;4;27.3119716644;29.5;10;34.6395812035;
49;4;21.0;29.5;14;32.1756706238;4;29.3435325623;27.5;11;34.8729133606;
50;4;22.0;30.5;15;32.2336053848;4;29.5961818695;28.5;10;35.0982561111;
51;4;23.0;30.5;16;32.2907235622;4;30.5961818695;28.7647514343;9;35.3156812191;
52;4;24.0;31.145362854;17;32.346971035;4;28.5961818695;29.8177852631;9;35.5253306627;
53;4;24.3999996185;31.1734848022;19;32.4022974968;4;28.4782104492;29.5;9;35.7274045944;
54;4;24.3999996185;31.2011489868;20;32.4566559792;5;27.25;31.5;8;35.9221496582;
55;5;25.3999996185;29.5;19;32.5100040436;5;29.2040081024;28.5;9;37.1098442078;
56;5;25.4530010223;29.5;19;32.5623030663;5;30.25;29.5;9;37.2859115601;
57;5;24.3999996185;30.5;20;32.6135182381;5;33.25;29.5;9;37.3708124161;
58;5;25.3999996185;29.5;20;32.6636190414;5;34.3168640137;30.5;9;37.4568536282;
59;5;25.4990844727;29.5;20;32.7125790119;5;33.2999992371;32.5;9;37.5439035892;
60;5;25.5137729645;29.5;20;32.7603754997;5;33.2999992371;34.2807312012;9;38.6318233013;
61;5;25.5281124115;29.5;20;32.8069901466;5;34.2999992371;36.0422782898;10;38.7604677677;
62;5;25.5420970917;29.5;21;33.8524079323;5;36.2999992371;35.2000007629;10;40.1732846498;
63;5;26.555721283;30.5;22;33.9866179228;5;33.75;38.7000007629;13;41.3619775772;
64;5;27.5689849854;31.5;22;34.1267313957;5;36.1010017395;38.0900001526;13;42.3610560894;
65;5;27.5818824768;32.5;23;34.2731260061;5;33.3685340881;41.387260437;13;43.2064701319;
66;5;26.3999996185;34.0;22;34.4042263031;5;35.5687675476;40.2628669739;13;43.7833321095;
67;5;27.3999996185;34.0;23;34.5249304771;5;37.2825889587;40.3903121948;16;44.1755775213;
68;5;27.6000003815;34.0;23;34.6541694403;5;38.3702926636;40.4291038513;16;44.5598090887;
69;5;27.6000003815;34.0;24;34.7922235727;5;38.9093551636;40.4695091248;17;44.8440579176;
70;5;27.6000003815;34.0;23;34.9393253326;5;38.9994468689;40.5115318298;17;45.1330506802;
71;5;27.6000003815;34.0;24;35.0956480503;5;35.090221405;42.5551681519;17;45.4259618521;
72;5;27.6000003815;34.0;24;36.9116646051;5;33.1813201904;44.600402832;19;45.7219326496;
73;5;28.0649986267;34.7000007629;24;38.4061053991;5;31.2723731995;46.6472167969;19;46.0200816393;
74;5;27.1375198364;36.2291984558;24;39.6363557577;5;29.2723731995;46.6955795288;19;46.3195176125;
75;5;28.369758606;35.6162643433;25;40.6643826962;5;29.0999984741;47.7454452515;20;46.6193523407;
76;5;28.9137554169;35.8922767639;26;41.3752243519;5;27.0999984741;47.7967681885;20;46.9187123775;
77;5;27.6000003815;37.0;26;41.8891894817;5;26.5999984741;49.84948349;20;47.2167489529;
78;5;27.6000003815;38.0;26;42.4205191135;5;26.2143688202;51.9035186768;20;47.5126497746;
79;5;26.6000003815;37.0;28;42.9676036835;5;24.2143688202;51.9587974548;19;47.8056466579;
80;6;24.6000003815;38.0;27;43.528414607;5;23.5999984741;51.7000007629;22;48.09502244;
81;6;23.6000003815;39.0;28;44.100507021;5;21.5999984741;51.7000007629;23;48.3801162243;
82;6;22.6000003815;40.0;27;44.6810479164;5;22.0;53.7000007629;23;48.6603274345;
83;6;21.6000003815;41.0;28;45.2668622732;5;23.0;55.7000007629;23;48.9351186752;
84;6;22.6000003815;40.0;28;45.8545057774;5;23.0756149292;57.7000007629;25;49.204013586;
85;6;23.6000003815;40.0;29;46.4403572083;5;22.0756149292;57.7000007629;25;49.4665994644;
86;7;24.6000003815;40.0;28;47.020725131;5;22.0756149292;58.7000007629;26;49.722522974;
87;7;25.6000003815;40.0;28;47.5919650793;5;21.0756149292;58.7000007629;26;49.9714882374;
88;7;26.6000003815;41.0;28;48.1505970955;5;22.0;59.7000007629;26;50.2132539749;
89;7;27.6000003815;42.0;28;48.6934121847;5;23.0;62.7000007629;27;50.4476292133;
90;7;27.6000003815;43.0;28;49.2175735235;5;22.0;61.7000007629;28;50.6744706631;
91;7;27.6000003815;44.0;29;49.7206827402;5;22.0;62.7000007629;29;50.893676281;
92;7;27.6000003815;45.0;29;50.2008330822;5;21.0;63.7000007629;32;51.1051850319;
93;7;27.6000003815;46.0;29;50.6566290855;5;21.0;64.6999969482;30;51.3089694977;
94;7;27.6000003815;47.0;30;51.0871810913;5;21.0;64.8554992676;31;51.4269266129;
95;8;27.6000003815;48.0;31;51.4517149925;5;22.0;65.9134674072;31;51.5408349037;
96;8;27.6000003815;49.0;31;51.7658252716;5;21.0;65.970413208;26;51.6525015831;
97;8;27.6000003815;50.0;31;52.0585587025;5;21.0;66.0262527466;26;51.76171875;
98;8;27.6000003815;51.0;32;52.3304891586;5;21.0;64.0262527466;27;51.8682994843;
99;8;27.6000003815;53.0;32;52.5824353695;5;21.0;63.7000007629;26;51.9720768929;
100;8;27.6000003815;55.0;32;52.8154001236;5;21.0;60.9000015259;26;52.072906971;
101;8;27.6000003815;58.0;32;53.0305109024;6;22.0;60.9000015259;26;58.1706666946;
102;8;27.6000003815;60.375;34;53.228972435;6;24.0;63.9000015259;27;58.4452552795;
103;8;27.6000003815;62.375;35;53.3483781815;6;25.6000003815;63.9000015259;27;58.7108697891;
104;8;27.6000003815;64.375;35;53.4042854309;6;25.6000003815;66.9000015259;25;61.0670166016;
105;8;27.6000003815;66.375;34;53.4599115849;6;25.7799987793;66.9000015259;22;63.0361995697;
106;8;27.6000003815;68.375;36;53.515196085;6;25.9538803101;69.9000015259;20;62.8900303841;
107;9;27.6000003815;70.375;31;60.4088730812;5;23.9184913635;66.9000015259;21;55.7851285934;
