Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;4;20.0;
3;2;8.0;12.3000001907;5;24.0;1;8.0;12.0;4;20.0;
4;2;9.19999980927;11.5;5;24.0750000477;1;9.0;11.0;4;20.0;
5;2;9.81500053406;11.5;5;24.1548187733;1;10.0;10.0;4;20.0;
6;2;10.9464464188;11.5;5;24.2396422625;1;11.0;10.0;4;20.0;
7;2;11.9718933105;11.5;5;24.32964468;1;12.0;10.0;4;20.0;
8;2;12.2988929749;11.5;5;24.8982805014;1;13.0;10.0;4;20.3999996185;
9;2;12.4694843292;11.7299995422;5;25.3755149841;1;14.0;10.1999998093;4;20.7264003754;
10;2;12.612654686;11.9106416702;5;25.6777273417;2;14.3268795013;10.6632003784;3;22.8194274902;
11;2;12.7033185959;12.0;5;27.0425190926;2;15.2687425613;10.9097137451;3;23.7616035938;
12;2;14.6991405487;12.6000003815;5;28.1780595779;2;15.6927223206;11.3658018112;3;24.5351526737;
13;2;16.6991405487;13.0788002014;5;29.1130933762;2;18.2822418213;11.7372808456;3;25.1591641903;
14;2;18.6991405487;13.4505519867;5;29.8831698895;2;20.2822418213;12.0336990356;3;25.6560432911;
15;2;19.8716163635;13.7328653336;5;30.5241334438;2;21.3243255615;12.2662630081;4;26.0483692884;
16;2;20.9374866486;13.943564415;5;30.8707222939;3;22.3388690948;12.446267128;4;26.1887089014;
17;2;22.0076026917;14.0;6;31.1184449196;3;23.3536624908;12.5;4;26.2221269608;
18;2;23.0819187164;14.0;6;31.3798191547;3;24.3687000275;12.5;4;26.2560760975;
19;2;23.4139442444;14.0;6;31.6542665958;3;25.3839759827;12.5;4;26.2905418873;
20;2;23.4962806702;14.0;6;31.9409706593;3;25.8307437897;12.5;4;26.3255085945;
21;2;23.5822906494;14.0;7;32.2388696671;3;25.8464794159;12.5;4;26.3609591722;
22;4;22.3999996185;15.0;5;32.5466594696;3;25.8624305725;12.5;4;26.3968753815;
23;4;23.3999996185;14.0;5;32.8628044128;3;25.8785934448;12.5;4;26.4332377911;
24;4;23.8588409424;14.0;5;33.1855583191;3;25.8949565887;12.5;4;26.4700255394;
25;4;22.3999996185;15.0;5;33.5129971504;3;25.25;13.5;4;26.5072168112;
26;4;21.3999996185;15.0;5;33.8430604935;3;25.25;13.5550518036;4;26.5447884798;
27;4;21.1529178619;16.0;5;34.1735987663;3;25.25;13.5813522339;4;26.5827163458;
28;4;20.25207901;17.0;6;34.5024294853;3;25.25;13.6079015732;4;26.6209751368;
29;4;19.3507289886;18.0;6;34.827393055;3;25.25;13.6346826553;4;26.6595385075;
30;4;18.448217392;19.0;6;35.1464104652;3;23.9967918396;13.5;5;26.6983793974;
31;4;17.5439224243;20.0;6;35.4575357437;3;23.0142707825;14.5;5;26.7374696732;
32;4;16.637260437;21.0;6;35.7590041161;3;22.0318603516;15.5;5;26.7767804861;
