Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;2;6.0;14.3000001907;3;21.0;
2;1;7.0;13.1000003815;5;23.0;2;7.30000019073;13.0;3;21.0900000334;
3;2;8.0;12.3000001907;4;24.0;2;8.32699966431;12.0;3;21.1871190071;
4;2;9.19999980927;11.5;4;24.1499999762;2;9.35613536835;11.0;3;21.2917383909;
5;2;9.82999992371;11.5;4;24.320775032;2;10.3875217438;10.0;3;21.4042263031;
6;2;10.9962329865;11.5;4;24.5146545172;2;11.631901741;10.0;3;21.5249304771;
7;2;12.0543966293;11.5;4;24.7340574265;2;12.6862182617;10.0;3;21.6541694403;
8;2;12.4202165604;11.5;4;25.4587767124;2;13.7443761826;10.0;3;22.2087649107;
9;2;12.6376333237;11.7299995422;4;26.1199021339;2;14.8139448166;10.1999998093;2;22.7014135122;
10;2;12.8359708786;11.9106416702;4;27.7834124565;2;15.2156352997;10.3632001877;2;24.0319356918;
11;2;13.3350229263;12.5274600983;3;29.2703847885;2;15.814371109;10.9097137451;2;25.2049109936;
12;2;15.1144943237;13.0216779709;3;30.6139338017;2;16.3422107697;11.3658018112;2;26.2329595089;
13;2;17.1144943237;13.4066829681;3;31.8539195061;2;18.9317321777;11.7372808456;1;27.1358840466;
14;2;19.1144943237;13.6998376846;3;33.0293922424;2;20.9317321777;12.0336990356;1;27.9364440441;
15;2;20.703754425;13.9190797806;3;34.0119028091;2;22.3505058289;12.2662630081;1;28.6571342945;
16;2;21.9499549866;14.0;4;34.9129724503;2;23.5128135681;12.446267128;1;29.1499218941;
17;2;23.2202758789;14.0;4;35.8868045807;2;24.6862068176;12.5;1;29.5586924553;
18;2;24.5124263763;14.0;5;36.9210166931;2;25.8701553345;12.5;1;29.9890928268;
19;2;25.0763053894;14.0;6;37.9985847473;2;27.063835144;12.5;1;30.4386553764;
20;2;25.3995742798;14.0;5;39.0985708237;2;27.6973953247;12.5;1;30.9042773247;
21;2;25.7295703888;14.0;5;40.1974878311;2;27.9069252014;12.5;1;31.3822712898;
22;2;26.0592460632;14.0;6;41.2711734772;2;28.1220207214;12.5;1;31.86845541;
23;2;26.3813514709;14.0;7;42.2968797684;2;28.3408050537;12.5;2;32.3582825661;
24;2;26.6890640259;14.0;8;43.2552165985;2;26.3408050537;13.5;2;32.8469986916;
25;2;24.9765644073;15.0;8;44.1315956116;2;27.3408050537;12.5;3;33.3298244476;
26;3;24.2394790649;16.0;6;44.9169464111;2;28.3408050537;12.5;3;33.8021402359;
27;3;23.4750823975;17.0;6;45.607673645;3;27.3408050537;14.1999998093;2;35.2596635818;
28;3;22.6823005676;18.0;6;46.2049827576;3;27.3408050537;14.5;2;35.8286026716;
29;3;21.8614940643;19.0;6;46.7138156891;3;26.8493041992;13.5;2;36.3912090063;
30;3;21.0141448975;20.0;6;47.1416473389;3;26.9147491455;14.5;2;36.9464216232;
31;3;20.1424942017;21.0;7;47.4973659515;3;25.9877815247;13.5;2;37.493922472;
32;3;19.8492088318;22.0;7;47.7903404236;3;26.9782505035;14.5;2;38.0340973139;
33;3;19.9371032715;23.0;6;48.0;3;26.0684204102;13.5;3;38.5679452419;
34;3;20.0;24.0;5;48.0;3;26.1681137085;13.5;3;39.0969543457;
35;3;20.0;25.0;6;48.0;3;25.2779178619;13.5;3;39.6229526997;
36;3;20.0;26.0;6;48.0;3;25.3983459473;14.5;3;40.1479375362;
37;3;20.0;27.0;7;48.0;3;26.25;17.5;3;40.6739010811;
38;3;21.0;25.0;8;48.0;3;28.25;20.5;4;41.2026574612;
39;3;20.0;26.0;9;48.0;4;31.25;23.5;3;41.7356805801;
40;3;20.0;27.0;10;48.0;4;32.0387802124;25.5;3;42.263862133;
41;3;21.0;26.0;10;48.0;4;34.0999984741;27.5;4;42.6789975166;
42;4;22.0;26.0;10;48.0;4;35.0999984741;27.5;5;43.1151270866;
43;4;23.0;26.0;11;48.0;5;33.0999984741;28.5;4;43.5695996284;
44;4;24.0;26.0;11;48.0;5;34.0999984741;27.5;6;44.0391392708;
45;4;25.0;26.0;12;48.0;5;33.0999984741;28.5;6;44.5199065208;
46;4;26.0;25.0;12;48.0;5;32.0999984741;28.5;6;45.007601738;
47;4;27.0;24.0;12;48.0;5;32.0999984741;29.5;6;46.4976010323;
48;4;28.0;24.0;12;48.0;5;33.0999984741;31.5;6;47.0051250458;
49;4;28.3999996185;24.0;12;48.0;5;33.0999984741;31.5;7;47.5056166649;
50;6;28.3999996185;24.0;6;76.75;5;33.5680885315;32.5;8;47.9945284128;
51;6;29.3999996185;25.0;7;78.7625007629;5;32.5772628784;32.5;9;48.4676960707;
52;6;30.3999996185;26.0;7;80.2967796326;5;32.586517334;33.5;9;48.9214861393;
53;6;30.3999996185;27.0;7;81.4120597839;5;33.5958557129;34.5;9;49.3529008627;
54;6;30.3999996185;28.0;8;82.1932144165;5;34.0999984741;36.2859687805;9;49.7596430779;
55;6;30.3999996185;29.0;8;82.725528717;5;35.6147499084;36.5;8;50.1401383877;
56;6;29.3999996185;30.0;9;82.75;5;35.0999984741;38.3155822754;7;52.1030099392;
57;6;29.3999996185;31.0;9;82.75;5;33.5500030518;40.8305511475;7;53.7696439028;
58;6;29.3999996185;32.0;9;83.75;5;34.0936088562;38.0;7;55.1730023623;
59;6;30.3999996185;34.0;10;83.7799999714;5;34.1033477783;37.6872596741;8;56.3495147228;
60;6;31.3999996185;36.0;10;83.8105909824;5;33.5500030518;37.5632629395;10;57.1865013838;
61;6;31.3999996185;38.0;11;83.841766119;5;31.5500011444;39.5785827637;11;57.7714862823;
62;6;31.3999996185;40.0;11;83.8735172749;5;30.5500011444;41.5939712524;12;58.2895637751;
63;6;32.0;42.0;11;88.4889448881;6;28.5500011444;41.6094284058;12;58.6351422071;
64;6;32.0;41.5835342407;14;91.9377992153;7;28.152797699;41.6872596741;12;58.901039958;
65;6;33.0;41.6059036255;13;94.4364939928;7;26.1628074646;41.6872596741;12;59.1357312202;
66;6;34.0;41.6288528442;13;96.1759363413;7;27.1728458405;40.6872596741;12;59.34225142;
67;6;35.0;41.6523895264;13;96.8813334703;7;26.1829109192;42.6872596741;13;59.428878665;
68;6;33.0;42.6764945984;15;97.2769334316;7;27.4500007629;42.6872596741;13;59.4513280392;
69;6;34.0;41.7011680603;15;97.4527852535;7;25.4500007629;45.6872596741;13;59.4738043547;
70;6;35.0;41.7263946533;15;97.5043187141;7;24.75;48.6872596741;17;59.4962974787;
71;6;36.0;41.7521591187;15;97.556904912;7;24.75;51.6872596741;18;59.5187973976;
72;6;37.0;41.7784500122;16;97.6105105877;7;24.75;54.6872596741;18;59.5412938595;
73;6;35.0;43.8052558899;16;97.6650986671;7;24.75;57.6872596741;18;59.5637768507;
74;6;34.0;45.8325500488;16;97.2206280231;7;24.75;60.6872596741;22;59.5862361193;
75;5;28.0;34.8603134155;16;57.777053833;8;24.75;63.6872596741;14;98.6086617708;
76;5;27.2000007629;35.8885269165;18;57.8343273401;8;25.75;67.6872558594;13;98.9110424519;
77;5;26.2000007629;36.9171638489;18;57.8923960924;8;26.75;71.6872558594;13;99.6089879274;
78;5;25.2000007629;37.9461975098;16;57.9512042999;8;26.75;75.6872558594;12;99.6756366491;
79;5;24.2000007629;38.9756011963;17;58.0106925964;8;26.75;78.860206604;13;99.6978281736;
80;5;23.2000007629;40.0053482056;17;58.0707983971;8;26.75;81.8757400513;12;99.7199368477;
81;5;23.2000007629;41.0354003906;17;58.1314563751;8;26.75;84.8912200928;11;99.7419531345;
82;5;23.2000007629;42.0657272339;18;58.1925981045;8;27.75;84.9066314697;12;99.7638677359;
83;5;23.2000007629;43.0962982178;19;58.2541532516;8;26.75;87.9219665527;15;99.7856714725;
84;5;23.2000007629;44.1270751953;18;58.3160488605;8;26.75;90.9372253418;15;99.8073554039;
