Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;4;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;4;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;4;23.0;1;11.0;10.0;6;20.0;
7;1;11.6000003815;11.5;4;23.0;2;12.0;10.3000001907;5;21.0;
8;1;11.8999996185;11.5;4;23.4599990845;2;13.4499998093;10.0;5;21.3999996185;
9;1;12.0380001068;11.7299995422;4;23.8212833405;2;14.4499998093;10.1999998093;5;21.7264003754;
10;1;12.1463851929;11.9106416702;4;24.0;2;14.7768793106;10.3632001877;5;22.8594274521;
11;1;12.2000007629;12.0;4;25.2000007629;2;15.2867431641;10.9097137451;5;23.8127875328;
12;2;14.1463851929;12.8000001907;3;27.1576004028;2;15.7157554626;11.3658018112;5;24.5981152058;
13;2;16.1463851929;13.0788002014;4;27.9311039448;2;18.3052749634;11.7372808456;5;25.2345055342;
14;2;18.1463851929;13.4505519867;4;28.5263216496;2;20.3052749634;12.0336990356;5;25.7443674803;
15;2;19.4645614624;13.7328653336;4;28.978894949;2;21.3640708923;12.2662630081;5;26.1502821445;
16;2;20.4739151001;13.943564415;4;29.1235172749;2;22.3847293854;12.446267128;5;26.3048160076;
17;2;21.4834403992;14.0;6;29.1558350325;2;23.4059104919;12.5;5;26.3530313969;
18;2;22.4931354523;14.0;6;29.1887089014;2;24.4276065826;12.5;6;26.4023760557;
19;2;22.7566127777;14.0;6;29.2221269608;2;25.4498119354;12.5;6;26.4528282881;
20;2;22.7666378021;14.0;6;29.2560760975;2;25.9037723541;12.5;6;26.5043625832;
21;2;22.7768230438;14.0;8;29.2905418873;2;25.9269638062;12.5;6;26.5569496155;
22;2;22.7871627808;14.0;8;29.3255085945;2;25.9506263733;12.5;6;26.6105561256;
23;2;22.7976531982;14.0;8;29.3609591722;2;25.9747505188;12.5;6;26.6651450396;
24;2;22.8082866669;14.0;9;29.3968753815;2;25.9993152618;12.5;6;26.72067523;
25;2;22.8190612793;14.0;9;29.4332377911;2;24.0243034363;13.5;5;26.7771017551;
26;3;20.8299713135;15.0;6;46.7200255394;2;24.25;13.5;5;26.8343759775;
27;3;22.3999996185;15.7350130081;6;47.6197160482;2;23.0754699707;13.5;5;26.8924454451;
28;3;24.8521652222;16.0;6;48.4066926241;2;23.25;13.5;5;26.9512542486;
29;3;24.8634357452;17.0;6;49.0836795568;2;24.25;13.8658781052;5;27.0107431412;
30;3;24.8748149872;18.0;7;49.6580272913;2;23.1548347473;13.5;5;27.0708494186;
31;3;24.8862915039;19.0;7;50.1399996281;2;23.25;13.5;5;27.1315076351;
32;4;24.8978614807;20.0;7;50.5412501097;2;24.25;13.9920558929;5;27.1926498413;
33;4;24.9095134735;21.0;7;50.8736257553;2;23.2366924286;13.5;6;27.2542052269;
34;4;24.9212398529;22.0;7;51.0267804861;2;22.2643928528;14.5;6;27.3161010742;
35;4;24.3999996185;23.8883895874;7;51.0662822723;2;22.25;13.5;6;27.3782629967;
36;4;24.9448852539;24.0;7;51.1059447527;2;23.25;14.1647844315;6;27.4406147003;
37;4;24.9567832947;25.0;7;51.1457372904;2;22.25;13.5;6;27.5030794144;
38;4;24.9687213898;26.0;7;52.1856285334;2;22.25;13.5;6;27.5655794144;
39;4;25.3999996185;28.6678142548;8;52.378087163;2;24.25;15.5;6;27.628036499;
40;4;26.9926757812;28.8067493439;8;52.5920798779;3;26.4326171875;18.5;6;28.690372467;
41;4;28.0046730042;29.8067493439;8;52.8300374746;3;28.4606666565;21.5;6;28.8225101233;
42;4;29.4740123749;31.8067493439;9;53.0944914818;3;28.9701309204;24.5;7;28.9585236311;
43;4;30.0286636353;33.8067512512;9;53.3880155087;3;29.0313358307;26.5;8;29.0984766483;
44;4;31.0406360626;35.8067512512;10;53.7131454945;3;29.0943145752;27.5;8;29.242423892;
45;5;32.7389450073;37.0;12;54.0722739697;3;27.25;29.5;9;29.3904085159;
46;5;32.4000015259;36.0;12;54.4675188065;3;27.25;30.7535629272;10;29.5424603224;
47;5;34.3402557373;35.0;13;54.9005663395;3;27.25;30.9766979218;10;29.698592782;
48;5;34.4701690674;34.0;14;55.3724930286;4;28.25;29.0637645721;8;42.6088004112;
49;5;33.474899292;35.0;14;55.8835747242;4;27.6790523529;31.0148162842;10;43.410556078;
50;5;33.4865646362;36.0;14;56.4330966473;4;27.705121994;33.1105041504;10;44.1628391743;
51;5;34.4981498718;34.0;14;57.0191814899;4;26.25;34.5;10;44.8629214764;
52;5;33.5096435547;35.0;15;58.6386637688;4;26.25;37.5;11;45.5102181435;
53;6;35.5210418701;35.0;15;59.3370270729;4;26.25;39.8816070557;11;46.105948925;
54;6;35.4861068726;37.0;15;60.0604095459;5;26.25;40.9196586609;11;46.6527237892;
55;6;34.5435028076;38.0;17;60.8018163443;5;26.25;41.9570007324;11;47.1541135311;
56;6;33.9013442993;39.0;17;61.5533117056;5;26.25;42.9936141968;13;47.6142539978;
57;6;33.9290657043;41.0;18;62.3063664436;5;26.25;44.0294647217;14;48.0375125408;
58;6;32.5762710571;40.8889808655;18;63.0522811413;5;26.25;45.0645332336;14;48.4152283669;
59;6;33.9859352112;41.0;18;66.3418694735;5;27.0;46.0988044739;14;48.6120555401;
60;6;35.4632148743;42.7000007629;18;70.1394665241;5;28.0;47.1322631836;14;48.8106002808;
61;6;35.3698120117;44.2291984558;19;72.5641165972;5;29.0;48.164894104;15;49.0429832935;
62;6;36.6247024536;45.8071632385;19;74.6262239218;5;30.0;49.196685791;16;50.7323925495;
63;6;36.0655632019;46.1820068359;19;76.2188982964;5;31.0;50.2815666199;18;52.1484210491;
64;6;37.7653656006;47.0;21;77.2657291889;5;32.0;51.3657455444;18;53.330722332;
65;7;38.8511352539;49.0;20;78.2132014036;5;33.0;52.4490280151;18;54.3204073906;
66;7;34.9749984741;52.665145874;21;79.1028040648;5;34.0;53.5312194824;18;54.8726873398;
67;7;33.9749984741;56.3554382324;21;79.9353277683;5;34.2000007629;54.6121444702;18;55.1886863708;
68;8;33.9749984741;57.6230506897;16;86.4636701345;5;34.2000007629;55.6916275024;20;55.5022945404;
69;8;34.0098190308;60.8015327454;17;87.3790540695;5;34.2000007629;56.7695236206;19;55.8124890327;
70;10;34.656036377;63.9877281189;12;93.2777017355;4;33.2000007629;49.8456802368;19;50.8856678009;
71;10;35.6769485474;68.181312561;13;95.2983063459;4;32.2000007629;50.9199676514;20;50.9889669418;
72;10;37.697517395;73.3818893433;15;96.2515200377;4;32.2000007629;51.9922790527;20;51.0892968178;
73;10;38.7177276611;78.5889511108;15;98.9266614318;4;33.2000007629;50.0625076294;22;51.1865382195;
74;10;38.7375640869;83.9069442749;16;101.314647675;4;32.2000007629;51.1305770874;22;51.2805938721;
75;10;38.7569923401;89.2428741455;18;103.44768399;4;32.2000007629;52.1964149475;22;51.3713889122;
76;11;39.776008606;91.5954437256;17;105.362088382;4;33.2000007629;50.2599716187;23;51.4588680267;
77;11;39.7945861816;93.962852478;18;107.007756829;4;32.2000007629;51.3212089539;22;51.5429964066;
