Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;4;23.0;2;9.0;11.3000001907;5;21.0;
5;1;9.60000038147;11.5;4;23.0;2;10.3000001907;10.0;5;21.0900000334;
6;1;10.6000003815;11.5;4;23.0;2;11.4905004501;10.0;5;21.1871190071;
7;1;11.6000003815;11.5;4;23.0;2;12.5342035294;10.0;5;21.2917383909;
8;1;11.8999996185;11.5;4;23.4599990845;2;13.5812826157;10.0;5;21.817143321;
9;1;12.0380001068;11.7299995422;4;23.8212833405;2;14.637714386;10.1999998093;5;22.2793469429;
10;1;12.1463851929;11.9106416702;4;24.0;2;15.0257053375;10.3632001877;4;23.5656701326;
11;1;12.2000007629;12.0;5;25.2000007629;2;15.604552269;10.9097137451;3;24.691826582;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;16.111322403;11.3658018112;3;25.6707911491;
13;2;16.1463851929;13.2788000107;4;27.9011039734;2;18.700843811;11.7372808456;3;26.5228655338;
14;2;18.1463851929;13.4505519867;5;28.4957306385;2;20.700843811;12.0336990356;3;27.2714657784;
15;2;19.4553852081;13.7328653336;5;28.9477198124;2;22.0512657166;12.2662630081;3;27.9399077892;
16;2;20.4645614624;13.943564415;6;29.091766119;2;23.1900615692;12.446267128;3;28.3811409473;
17;2;21.4739151001;14.0;6;29.1235172749;2;24.3402557373;12.5;3;28.7401795387;
18;2;22.4834403992;14.0;6;29.1558350325;2;25.5018234253;12.5;4;29.1239151955;
19;2;22.7467498779;14.0;6;29.1887089014;2;26.6745052338;12.5;4;29.5311965942;
20;2;22.7566127777;14.0;7;29.2221269608;2;27.2890396118;12.5;5;29.960246563;
21;3;22.7666378021;14.0;6;29.2560760975;3;27.4821109772;12.5;3;30.4086403847;
22;3;22.7768230438;14.0;6;29.2905418873;3;27.6838874817;12.5;3;30.873316288;
23;3;22.7871627808;14.0;6;29.3255085945;3;27.8929920197;12.5;4;31.3506221771;
24;3;22.7976531982;14.0;7;29.3609591722;3;28.1077804565;12.5;4;31.8364052773;
25;3;22.8082866669;14.0;7;29.3968753815;3;28.3263816833;12.5;4;32.3261375427;
26;3;20.8190612793;15.0;7;29.4332377911;3;28.5467605591;12.5;4;32.815073967;
27;3;21.3999996185;14.7166185379;7;29.4700255394;3;28.7667827606;12.5;4;33.2984304428;
28;3;22.3999996185;14.7350130081;7;29.5072168112;3;28.9842948914;12.5;4;33.7715711594;
29;3;20.8521652222;15.0;8;29.5447884798;3;29.1972064972;12.5;4;35.2301864624;
30;4;19.8634357452;16.0;7;29.5827163458;3;28.1972064972;14.1999998093;4;35.7004492283;
31;4;18.8748149872;17.0;7;29.6209751368;3;28.1972064972;14.5;4;36.1497271061;
32;4;17.8862915039;18.0;6;29.6595385075;3;28.25;16.2424125671;4;36.5754745007;
33;4;16.8978614807;19.0;6;29.6983793974;3;29.25;16.5;4;36.4758636951;
34;4;15.9095134735;20.0;6;29.7374696732;3;29.25;15.5;4;36.8385113478;
35;4;14.9212408066;21.0;6;30.7767804861;3;29.5400562286;15.5;5;36.6742482781;
36;4;15.5330343246;22.0;6;30.9687823057;3;31.3247890472;18.5;5;37.3507329226;
37;4;16.544883728;23.0;6;31.1824434996;3;32.5001602173;21.5;5;37.2661264539;
38;4;16.9547328949;24.0;7;31.4201960564;3;33.3450431824;23.5;5;37.8914948106;
39;4;17.026058197;25.0;7;31.6845721006;3;34.1903762817;25.5;6;37.7582042813;
40;4;17.1053714752;26.0;7;31.9781460762;4;35.0250015259;27.25;6;38.3378353715;
41;4;17.1934432983;27.0;8;32.3034534454;4;36.2520294189;27.4337501526;6;38.1620904207;
42;4;18.2910366058;25.0;9;32.6628866196;4;36.1729393005;27.5;8;38.3912662864;
43;4;17.3988647461;26.0;10;33.0585627556;4;35.9006958008;28.0839157104;6;38.0988612771;
44;4;17.5175685883;27.0;11;33.4921667576;4;36.1444854736;27.25;7;38.6540994644;
45;4;17.6406364441;27.0;13;33.9647736549;4;36.3943481445;27.4337501526;7;38.4152158499;
46;4;19.6525821686;28.0;13;34.4766571522;4;36.0999984741;27.7906513214;8;38.430100441;
47;4;19.6644897461;29.0;13;35.0270998478;4;36.2935447693;27.5;9;38.4454545975;
48;4;21.0;30.0;14;35.6142220497;4;36.300453186;27.5;9;38.461288482;
49;4;23.2842674255;31.0;15;36.234855175;4;36.0999984741;27.8229026794;10;38.4776121378;
50;4;22.6998977661;31.0;15;36.8844792843;4;36.3149261475;27.5;12;38.4944354892;
51;4;23.7115650177;31.0;17;37.557254076;4;36.3224945068;27.5;9;38.5117682219;
52;4;24.7231502533;32.0;18;38.2461555004;4;36.0999984741;27.5;9;38.5296198726;
53;4;25.1346435547;32.8986701965;18;38.9432239532;4;36.0999984741;27.5;10;38.54799968;
54;5;26.1460399628;30.8986701965;18;39.63991189;4;36.0999984741;27.5;10;39.9623969793;
55;5;24.3999996185;31.8986701965;17;40.3275074959;4;34.5499992371;29.0;10;41.1172198653;
56;5;24.3999996185;33.8986701965;17;40.9975857735;4;33.5499992371;29.0;11;42.0486347675;
57;5;25.1795578003;33.8986701965;18;41.6424467564;4;32.5499992371;29.6872596741;13;42.7948780656;
58;6;26.1904830933;31.8986701965;11;57.2554836273;4;31.8431148529;29.6872596741;12;43.2437852621;
59;6;25.3999996185;33.8986701965;12;58.5814526081;4;31.8558597565;30.6872596741;14;43.4822763801;
60;7;27.2119235992;35.8986701965;11;60.7859895229;5;31.5500011444;32.1835975647;13;43.6939358115;
61;7;28.3999996185;39.8986701965;11;61.906046629;5;31.4295082092;34.1835975647;13;43.7709831595;
62;7;31.3999996185;40.2866325378;13;62.9045450687;5;30.4500007629;36.1835975647;14;43.8035881519;
63;7;31.3999996185;43.3036231995;14;63.7869644165;5;29.4500007629;38.1835975647;15;43.8373100162;
64;7;31.7370662689;43.3203430176;14;64.5614203215;6;28.4500007629;40.1835975647;12;58.872164607;
65;7;32.4000015259;44.3367843628;15;65.2376271486;6;28.4500007629;43.1835975647;12;59.9581653476;
66;7;33.3516578674;44.3529472351;15;65.826020956;6;28.4500007629;45.3229751587;11;61.9503011107;
67;7;33.4421539307;44.4701499939;15;67.2433693409;6;29.75;48.3489875793;12;62.8980343342;
68;7;33.5901260376;47.1381378174;15;67.5421404839;6;31.75;51.3758201599;12;64.2763117552;
69;7;34.9536437988;47.0;17;67.7129670382;6;32.75;54.4034729004;11;65.5059040785;
70;7;33.5749969482;49.7011871338;18;70.465942502;6;33.75;56.4319572449;13;66.5782650709;
71;7;33.5400619507;51.7456970215;19;72.7192932367;6;34.5232582092;58.4612693787;13;67.4966394901;
72;7;33.180519104;51.0;20;74.543897748;7;34.7039527893;59.4914093018;14;68.272965312;
73;8;32.3824920654;52.8445892334;20;76.0177724361;7;34.8516998291;60.5223808289;14;69.9243745804;
74;8;33.9735717773;52.4216003418;19;77.0282946825;7;35.9703521729;62.5541725159;13;70.5000940561;
75;8;33.6138534546;51.6030197144;21;77.5353374481;7;37.064239502;64.5867843628;10;70.9897425175;
76;8;33.0465621948;52.6773681641;21;78.0036494732;7;37.1376342773;66.6202011108;10;71.2130664587;
