Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;12.0;10.0;5;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;13.0;10.0;5;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;14.0;10.1999998093;5;20.7264003754;
10;1;12.1463851929;11.9106416702;6;24.0;1;14.3268795013;10.3632001877;5;21.8194274902;
11;1;12.2000007629;12.0;5;25.2000007629;2;14.8187427521;11.2097139359;4;23.7316036224;
12;2;14.1463851929;12.8000001907;4;27.1576004028;2;15.6792221069;11.3658018112;4;24.5245616436;
13;2;16.1463851929;13.0788002014;4;27.9011039734;2;18.268743515;11.7372808456;4;25.1693730354;
14;2;18.1463851929;13.4505519867;4;28.4657306671;2;20.268743515;12.0336990356;4;25.6884759665;
15;2;19.4463844299;13.7328653336;4;28.88712883;2;21.3389205933;12.2662630081;4;26.1044789553;
16;2;20.4463844299;13.943564415;4;29.0;2;22.364118576;12.446267128;4;26.269973278;
17;2;21.4463844299;14.0;5;29.0;2;23.3902301788;12.5;4;26.3300433159;
18;2;22.4463844299;14.0;5;29.0;2;24.417263031;12.5;4;26.3921557665;
19;2;22.6999988556;14.0;5;29.0;2;25.4452133179;12.5;4;26.4563041925;
20;2;22.6999988556;14.0;5;29.0;2;25.90533638;12.5;4;26.5224741697;
21;2;22.6999988556;14.0;6;29.0;2;25.9351139069;12.5;4;26.5906432867;
22;3;22.6999988556;14.0;5;29.0;2;25.9657897949;12.5;4;26.6607804298;
23;3;22.6999988556;14.0;6;29.0;2;25.9973506927;12.5;4;26.7328453064;
24;3;22.6999988556;14.0;6;29.0;2;26.0297813416;12.5;4;26.8067884445;
25;3;22.3999996185;14.3000001907;6;29.0;2;26.0630550385;12.5;4;26.8825509548;
26;3;22.3999996185;14.5;6;29.0;2;25.25;13.5;4;26.9600640535;
27;3;22.3999996185;14.5;6;29.0;2;26.1320285797;12.5;4;27.0392494202;
28;3;22.3999996185;14.5;6;29.0;2;25.25;13.5;4;27.120018959;
29;3;22.3999996185;14.5;6;29.0;2;26.2040081024;12.5;4;27.2022752762;
30;3;22.3999996185;14.5;6;29.0;2;24.2410240173;13.5;14;27.2859115601;
31;3;22.3999996185;14.5;6;29.0;3;23.2786598206;14.5;4;42.3708124161;
32;3;22.3999996185;14.5;6;29.0;3;25.316865921;13.5;4;43.2068536282;
33;3;22.3999996185;14.5;6;29.0;3;26.25;15.5;5;43.9632780552;
34;3;22.3999996185;14.5;6;29.0;3;27.25;17.2807331085;5;44.6391131878;
35;3;22.3999996185;14.5;7;29.0;3;27.25;18.3422775269;6;45.2367374897;
36;3;22.3999996185;14.5;7;29.0;3;28.25;17.5;6;45.7610127926;
37;3;22.3999996185;14.5;7;29.0;4;28.5143585205;18.5;5;46.2184140682;
38;3;22.3999996185;14.5;8;29.0;4;28.5546951294;21.5;6;46.6162407398;
39;3;22.3999996185;14.5;8;29.0;4;28.5951499939;24.5;6;46.961984396;
40;3;22.3999996185;14.5;8;29.0;4;28.6356506348;27.5;6;47.1691586971;
41;3;22.3999996185;14.5;8;29.0;5;28.6761207581;30.5;5;47.258872509;
42;3;22.6999988556;16.5;9;29.0;5;28.7164916992;33.5;5;47.348202467;
43;3;22.6999988556;18.5;9;29.0;5;28.756690979;34.5;5;47.4369900227;
44;3;22.6999988556;20.5;10;29.0;5;28.7966461182;35.5;5;48.5250804424;
45;3;22.6999988556;22.5;11;29.0;5;30.8362865448;34.5;5;48.6423232555;
46;3;22.6999988556;24.0;11;29.0;5;32.8755455017;34.5;5;48.7591648102;
47;3;22.6999988556;24.0;12;29.0;5;34.2325363159;34.5;6;49.8754599094;
48;3;22.6999988556;24.0;12;29.0;5;36.2801933289;35.5;6;50.0310692787;
49;3;22.3999996185;24.5;12;29.0;6;38.3274536133;36.5;5;50.1870445013;
50;3;22.3999996185;24.5;12;29.0;6;38.7275123596;37.0779190063;6;50.3432625532;
51;3;22.3999996185;24.5;12;29.0;7;39.1010169983;37.0943527222;5;50.4996050596;
52;3;22.3999996185;24.5;13;29.0;7;39.166305542;37.5;6;50.6559587717;
53;3;22.3999996185;24.5;13;29.0;7;39.5749931335;37.5;5;50.3122167587;
54;4;22.3999996185;24.5;13;29.0;7;39.483253479;37.5;5;49.953353703;
55;4;22.3999996185;24.5;13;29.0;7;39.3866996765;37.5;4;50.5849134922;
56;4;22.3999996185;24.5;14;29.0;7;40.1900367737;38.6615753174;4;50.4072136879;
57;4;22.3999996185;24.5;15;29.0;7;39.2321891785;34.5;4;53.143772006;
58;5;22.3999996185;24.5;14;29.0;7;41.113609314;37.4617652893;4;54.6079959273;
59;5;22.3999996185;24.5;14;29.0;7;42.9545898438;39.3899993896;5;55.8063084483;
60;5;22.3999996185;24.5;16;29.0;8;43.4107055664;41.6872596741;4;56.7860488892;
61;6;23.3999996185;25.5;15;30.0;8;43.4666213989;43.4297409058;4;57.4286980629;
62;7;24.3999996185;26.5;10;45.0599999428;8;43.6811828613;44.5405883789;4;57.6509916782;
63;7;26.017999649;28.0;10;45.8729639053;8;41.7420196533;46.1676940918;5;58.8767637014;
64;7;26.6999988556;30.0;10;46.6083353758;8;39.7783813477;49.2124252319;6;59.1660192013;
65;7;27.6999988556;32.0;11;47.2653417587;9;40.8162002563;50.2583274841;5;59.4440736771;
66;7;28.6999988556;33.0;11;48.8465582132;9;42.8554763794;51.2583274841;6;59.6969542503;
67;7;30.6999988556;35.0;12;49.3970383406;9;43.960357666;53.2583274841;8;59.9583400488;
68;7;32.6999969482;36.0;12;51.7230385542;9;45.0024909973;56.2583274841;8;60.2281770706;
69;7;33.5817718506;37.7000007629;13;53.6107132435;9;44.0460166931;60.2583274841;8;60.5063734055;
70;7;34.0650749207;39.2291984558;13;55.1247513294;9;43.8408966064;64.2583312988;9;60.7927978039;
71;7;34.4417915344;40.6162643433;12;56.3373132944;10;43.8870849609;66.5574569702;8;61.0872766972;
72;7;34.7328033447;40.8922767639;12;58.1451524496;10;43.9345321655;68.6110458374;9;61.3895936012;
73;7;35.906288147;42.0;13;58.6057483554;10;43.983165741;70.6656188965;9;61.6994873285;
74;7;37.0011367798;43.0;13;58.9032602906;10;44.032913208;72.5909500122;10;62.0166521072;
75;7;37.3136444092;44.0;13;59.1105917096;10;42.8999977112;74.693107605;9;62.3407367468;
76;8;37.3276786804;45.0;13;59.3336374164;10;42.8999977112;76.7976837158;10;62.6713446379;
77;9;36.3250007629;46.0;12;59.571544528;10;42.8999977112;78.9045791626;10;63.0080350637;
78;9;37.1561927795;46.0;12;59.8234467506;10;42.8999977112;81.013710022;12;63.3503251076;
79;9;36.3250007629;48.0;12;60.0884561539;10;42.8999977112;83.1249542236;12;63.6976904869;
80;9;36.5076179504;50.0;13;60.3656560779;10;42.8999977112;85.2381820679;12;64.0495696068;
81;9;36.4968566895;52.0;13;60.65409863;10;42.8999977112;87.353263855;12;64.4053649902;
82;9;36.4871711731;54.0;13;60.9528009892;10;42.8999977112;88.9700317383;13;64.7644486427;
83;9;34.3250007629;57.2557525635;13;62.2607453465;10;42.8999977112;90.0883331299;13;65.1261651516;
84;9;36.4706077576;58.8581695557;12;62.7268807888;10;42.8999977112;94.1911697388;14;65.4898369312;
85;9;35.4635467529;61.1429977417;12;64.2209020555;10;42.8999977112;95.3602981567;15;65.8547697067;
86;9;35.7543640137;64.2257843018;13;64.8040336967;11;42.8999977112;96.5307769775;16;66.2202568054;
87;9;35.7264709473;67.3099212646;13;65.4205358326;11;42.8999977112;97.7023086548;15;66.5855863094;
88;9;35.7213249207;67.3952789307;14;66.0717982948;11;42.8999977112;98.8745880127;18;66.9500453472;
89;9;35.7166938782;68.4817047119;16;66.7591619194;11;42.8999977112;99.3583374023;20;67.3129262924;
90;9;33.5999984741;69.7565765381;16;67.4838279486;11;42.8999977112;99.6471252441;20;67.6735327244;
91;9;32.5999984741;70.657119751;16;68.2467474341;11;42.8999977112;99.9337234497;23;68.0311851501;
92;9;31.6000003815;72.6242980957;16;69.0484845936;12;42.8999977112;100.217582703;24;83.3852255344;
93;9;30.6000003815;69.6585540771;16;69.8890628517;12;43.8999977112;101.498168945;27;85.5331091881;
94;9;31.6000003815;70.6949310303;17;70.7677967846;12;44.8999977112;103.384384155;28;87.6262094975;
95;9;32.5999984741;72.7333831787;17;71.6831272542;12;42.8999977112;106.302383423;30;89.6483302116;
96;9;30.6000003815;72.1307907104;17;72.6324687004;13;41.8999977112;109.247375488;29;91.5892620087;
97;9;31.6000003815;71.2621154785;18;73.612096101;13;41.8999977112;112.213813782;30;94.443956852;
98;9;32.69115448;73.9401245117;19;74.6170880795;13;42.8999977112;115.195556641;33;97.251237154;
99;9;33.6895370483;72.131362915;19;75.6413493752;13;45.8999977112;116.764465332;33;99.033598423;
100;9;34.6880836487;72.3235321045;19;76.6777274311;13;46.5999984741;121.33959198;33;100.736594439;
