Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;4;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;4;23.0;2;9.0;11.3000001907;5;21.0;
5;1;9.60000038147;11.5;4;23.0;2;10.3000001907;10.0;5;21.0599999428;
6;1;10.6000003815;11.5;4;23.0;2;11.4770002365;10.0;5;21.1229639053;
7;1;11.6000003815;11.5;4;23.0;2;12.5053339005;10.0;5;21.1889609098;
8;1;11.8999996185;11.5;4;23.4599990845;2;13.5350322723;10.0;5;21.6699410677;
9;1;12.0380001068;11.7299995422;4;23.8212833405;2;14.5714740753;10.1999998093;5;22.0818096399;
10;2;12.1463851929;12.1106414795;3;25.0;2;14.9368133545;10.3632001877;5;23.2920063734;
11;2;12.5000009537;12.0;3;26.3300007582;2;15.4814033508;10.9097137451;5;24.3297555447;
12;2;14.4853849411;12.6000003815;3;27.4330314398;2;15.9483909607;11.3658018112;5;25.2069878578;
13;2;16.4853858948;13.0788002014;3;28.3388280869;2;18.5379104614;11.7372808456;5;25.9430538416;
14;2;18.4853858948;13.4505519867;4;29.0840656757;2;20.5379104614;12.0336990356;5;26.5605664253;
15;2;19.6318855286;13.7328653336;4;29.7058407068;2;21.7313613892;12.2662630081;5;27.0822491646;
16;2;20.6919994354;13.943564415;4;30.0402543545;2;22.8041152954;12.446267128;5;27.3607378006;
17;2;21.7584609985;14.0;5;30.2842636108;2;23.8810749054;12.5;5;27.5410807133;
18;2;22.8316650391;14.0;6;30.5518820286;2;24.962228775;12.5;6;27.7306177616;
19;2;23.1655635834;14.0;6;30.8440244198;2;26.0475196838;12.5;6;27.9291167259;
20;3;23.2532062531;14.0;5;31.1613030434;2;26.5681018829;12.5;6;28.136231184;
21;3;23.3483905792;14.0;5;31.5039470196;2;26.6613044739;12.5;6;28.3514947891;
22;3;23.4511833191;14.0;5;31.871723175;2;26.7581729889;12.5;6;28.5743191242;
23;3;23.5615158081;14.0;6;32.263862133;2;26.8584442139;12.5;6;28.8039934635;
24;3;23.6791572571;14.0;6;32.6789975166;2;26.9617977142;12.5;6;29.039689064;
25;3;23.8036994934;14.0;6;33.1151270866;2;27.0678596497;12.5;6;29.2804670334;
26;3;21.9345378876;15.0;6;33.5695996284;2;25.25;13.5;6;29.5252895355;
27;3;21.0708789825;16.0;6;34.0391392708;2;25.25;14.5;6;29.7730360031;
28;4;20.2117424011;17.0;6;34.5199065208;2;26.25;12.5;6;30.022521019;
29;5;19.35597229;18.0;5;35.007601738;2;27.25;12.5;6;30.2725157738;
30;5;18.502281189;19.0;5;35.4976010323;2;25.622631073;13.5;6;30.5217733383;
31;5;17.502281189;18.0;5;35.9851250648;2;24.7347984314;14.5;6;30.769051075;
32;5;18.3999996185;18.0;5;36.465420723;2;23.8460731506;15.5;6;31.0131368637;
33;5;17.3999996185;17.0;5;36.9339466095;2;22.8460731506;14.5;7;31.252872467;
34;5;17.3999996185;18.0;5;38.3865451813;2;21.8460731506;14.5;7;31.4871754646;
35;5;18.2159633636;19.5;5;38.8595895767;2;21.25;13.5;7;31.7150583267;
36;5;18.9458770752;20.0;5;39.3216731548;2;20.25;13.5;8;31.9356441498;
37;5;19.069026947;21.545791626;5;39.7609175444;2;20.25;13.5;8;32.1481771469;
38;5;19.1847267151;22.5725822449;5;40.17577672;2;22.25;15.5;8;32.3520302773;
39;5;19.6527328491;23.0;5;41.5653961897;2;22.25;17.5;8;32.5467100143;
40;5;18.2925052643;26.1291923523;6;41.9695607424;2;24.25;19.5;9;32.7318525314;
41;5;18.2925052643;28.1790275574;6;42.3497952223;2;26.25;21.5;9;32.907222271;
42;5;19.2925052643;27.230474472;7;42.7069050074;2;28.25;22.5;8;33.0727024078;
43;5;18.3370666504;28.7217559814;7;43.0420529842;2;28.8827171326;22.5;9;33.2282876968;
44;5;20.0;29.7217559814;8;43.3566616774;2;26.8827171326;23.5;8;33.3740692139;
45;5;20.3635520935;31.7217559814;9;43.6523219347;3;27.8827171326;22.5;7;33.5102262497;
46;5;22.377325058;33.7217559814;10;43.9307117462;3;28.8827171326;22.5;8;33.6370096207;
47;5;24.5155525208;35.7217559814;11;44.1451152563;3;26.8827171326;23.5;8;33.7547311783;
48;5;23.4059104919;37.7217559814;11;44.2698693275;3;25.8827171326;24.5;8;33.8637514114;
49;6;24.0;38.6349334717;11;44.3974958658;3;25.25;25.5;8;33.964466095;
50;6;25.0;37.7264137268;12;44.527892828;3;26.25;23.5;8;34.0;
51;6;27.0583686829;38.0;12;44.6609449387;3;27.25;22.5;7;34.0;
52;6;27.4982833862;39.0;13;44.7965230942;3;28.25;22.5;8;35.0;
53;6;27.5389575958;40.0;13;44.9344855547;3;30.25;23.5;8;35.0399999619;
54;6;27.3999996185;39.832572937;14;45.0746772289;4;32.2999992371;25.5;7;36.0811839104;
55;6;27.1062011719;39.8603363037;14;46.2169306278;4;33.2999992371;27.5;7;36.1535534859;
56;6;27.9331302643;42.0;15;46.3610669374;4;33.2999992371;29.5;8;36.2276984453;
57;6;29.3999996185;40.9171867371;16;46.5068961382;4;33.7772674561;31.5;8;36.303607583;
58;6;28.9677333832;42.0;17;46.6542185545;4;33.7912940979;33.1059188843;8;36.3812651634;
59;6;28.985376358;44.0;18;46.8028252125;4;33.2999992371;33.1288757324;9;36.4606510401;
60;6;29.3999996185;44.0;18;46.9524991512;5;33.2999992371;33.1524085999;8;36.5532985926;
61;6;29.0212554932;44.5;19;47.1030173302;5;33.2999992371;33.1765136719;8;37.8553111553;
62;7;28.3999996185;46.0;18;47.2541513443;5;34.3916435242;33.714717865;8;38.9287872314;
63;7;30.0577945709;43.0;19;47.4056689739;5;34.2571868896;34.14453125;10;39.8085887432;
64;7;28.3999996185;45.0;19;47.5573353767;5;32.5247192383;35.4832229614;10;40.5310798883;
65;7;29.0948295593;45.0;19;47.708915472;5;31.5247173309;36.4990081787;11;40.9818460941;
66;7;30.1134796143;43.0;19;47.8601739407;5;31.5247173309;37.5787811279;11;41.2453511953;
67;7;29.132183075;44.0;19;50.097033143;5;31.4420318604;37.6171607971;13;41.4987750053;
68;7;30.5910587311;42.7000007629;20;51.9525390863;6;29.8185329437;39.6649589539;12;41.6507657766;
69;7;29.1375198364;45.2291984558;20;54.4836844206;6;28.8185329437;39.8049697876;12;41.8066987991;
70;7;31.369758606;45.0361404419;20;55.8134014606;6;27.8185329437;41.843006134;14;41.9664187431;
71;7;31.5353660583;47.3818740845;20;56.7717764378;6;25.5863952637;42.8172912598;15;42.1297456026;
72;7;31.6000003815;49.5606613159;21;57.4821542501;6;26.1443023682;41.6872596741;15;42.2964746952;
73;7;31.6000003815;51.632900238;21;59.1624779701;6;23.8185329437;42.6872596741;15;42.4663772583;
74;7;32.5999984741;54.7061233521;21;59.7903335094;6;24.2459030151;40.6872596741;16;42.6392008066;
75;7;33.5999984741;56.7801322937;22;60.3082298636;6;24.2979793549;41.6872596741;16;42.8146703243;
76;7;35.5999984741;54.0;23;60.7487826347;6;21.8185329437;42.6872596741;16;42.9924900532;
77;8;34.7577934265;56.0;22;61.1926673055;6;21.8185329437;43.594581604;17;43.1723446846;
