Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;2;10.0;10.3000001907;5;21.0;
6;2;10.6000003815;11.6999998093;5;24.0;2;11.4499998093;10.0;5;21.0599999428;
7;2;11.9000005722;11.5;5;24.1124999523;2;12.4770002365;10.0;5;21.1229639053;
8;2;12.2337493896;11.5;5;24.7075287104;2;13.5053339005;10.0;5;21.6001901627;
9;2;12.4122591019;11.7299995422;4;25.2185473442;2;14.5400857925;10.1999998093;5;22.0082015991;
10;2;12.5655641556;11.9106416702;4;25.5628780127;2;14.9036903381;10.3632001877;5;23.2129787207;
11;2;12.6688642502;12.0;4;26.9924205542;2;15.4458408356;10.9097137451;5;24.245090127;
12;2;14.6841106415;12.6000003815;4;28.2091608047;2;15.9102916718;11.3658018112;5;25.1164904833;
13;2;16.6841106415;13.0788002014;4;29.2439539433;2;18.4998111725;11.7372808456;5;25.8465604782;
14;2;18.6841106415;13.4505519867;4;30.1344041824;2;20.4998111725;12.0336990356;5;26.4579504728;
15;2;19.9469871521;13.7328653336;4;30.9182436466;2;21.6851844788;12.2662630081;5;26.9734284878;
16;2;21.0557193756;13.943564415;4;31.431794405;2;22.7551460266;12.446267128;5;27.245682478;
17;2;22.1759223938;14.0;5;31.8716888428;2;23.8292999268;12.5;5;27.4198198318;
18;2;23.3078918457;14.0;5;32.3509383202;2;24.907661438;12.5;5;27.6032464504;
19;2;23.705280304;14.0;5;32.8686590195;2;25.9902038574;12.5;5;27.7958021164;
20;2;23.8605976105;14.0;5;33.4227776527;2;26.5081100464;12.5;6;27.9972171783;
21;2;24.0268325806;14.0;6;34.0099139214;2;26.5987472534;12.5;7;28.207105875;
22;3;24.2029743195;14.0;5;34.6253342628;2;26.6931972504;12.5;7;28.4249610901;
23;3;24.3875999451;14.0;5;35.2630004883;2;26.7912330627;12.5;8;28.6501536369;
24;3;24.5788993835;14.0;5;35.9157261848;2;26.8925685883;12.5;8;28.8819327354;
25;3;22.5788993835;15.0;5;36.5754442215;3;25.25;13.5;7;29.1194319725;
26;3;21.5788993835;15.0;5;37.2335710526;3;26.25;12.5;7;29.3616781235;
27;3;21.3999996185;15.0;5;37.8814382553;3;27.2127552032;12.5;7;29.60760355;
28;3;20.3999996185;15.0;5;38.5107440948;3;25.25;13.5;7;29.8560638428;
29;3;20.3999996185;15.0;5;39.1139822006;3;26.25;12.5;7;30.1058568954;
30;3;19.3999996185;15.0;5;39.6847982407;3;25.25;13.5;7;30.3557448387;
31;3;19.3999996185;16.0;5;40.2182331085;4;25.25;14.5;5;32.6888961792;
32;3;19.3999996185;17.0;5;40.7108440399;4;26.25;15.5;5;33.0585474968;
33;3;19.2132530212;18.0;5;41.160700798;4;28.25;13.5;6;33.4291861057;
34;3;18.3482093811;19.0;6;41.5672740936;4;29.9506797791;12.5;6;33.7995247841;
35;3;19.0701828003;20.5;5;42.9312467575;4;27.9903697968;13.5;6;34.1683192253;
36;3;20.1793746948;21.0;5;43.2842781544;4;28.0313262939;14.5;6;34.5343854427;
37;3;21.2762832642;22.0;6;43.599344492;4;29.0734844208;12.5;6;34.8966128826;
38;3;22.3616256714;23.5302963257;6;43.8793132305;4;30.1167583466;15.5;6;35.2539770603;
39;3;23.4362640381;24.0;6;44.1273252964;4;31.1610565186;18.5;6;36.6055443287;
40;3;23.8381977081;25.0;7;44.3466194868;4;32.5443572998;22.5;7;36.9804785252;
41;3;23.5572357178;26.577917099;7;44.4387089014;4;33.6765670776;26.5;8;37.3486316204;
42;3;24.5750007629;26.577917099;8;44.4721269608;4;34.2823867798;30.5;8;37.709353447;
43;3;25.9416389465;27.577917099;9;44.5060760975;4;34.4210929871;31.5;9;38.0620861053;
44;3;26.9518241882;28.577917099;11;44.5405418873;4;34.5560035706;32.5;9;38.4063564539;
45;3;27.9621620178;29.577917099;11;44.5755085945;4;34.6869773865;32.5;9;38.741772294;
46;3;28.9726524353;30.0;12;44.6109591722;4;34.8139152527;32.5;10;39.0680150986;
47;3;29.9832878113;29.0;13;44.6468753815;4;32.8768997192;33.5;10;39.384834528;
48;3;30.9940643311;29.0;14;44.6832377911;4;31.3746871948;35.3792533875;11;39.6920411587;
49;4;31.5750007629;29.7166194916;13;44.7200255394;4;30.6328430176;36.4033813477;12;39.9894990921;
50;4;31.9749984741;29.0;14;44.7572168112;5;31.2762088776;36.5;11;40.2771245241;
51;4;32.4271659851;29.0;14;44.7947884798;5;30.7259712219;38.452671051;13;40.4683151245;
52;4;32.4384346008;29.0;15;44.8327163458;5;31.7714309692;36.4778137207;13;40.6531975269;
53;4;32.4498138428;29.0;15;44.8709751368;5;33.4609451294;34.5;13;40.8351020813;
54;4;32.4612922668;29.0;15;44.9095385075;5;33.8595237732;34.5;14;41.0136588812;
55;4;32.4728622437;29.0;15;44.9483793974;5;34.9019317627;33.5550537109;14;41.1885367632;
56;4;32.4845123291;29.0;15;45.9874696732;5;34.9931259155;33.5813522339;14;43.5548936129;
57;4;33.4962425232;30.0;15;46.0567804575;5;34.4830207825;36.1187133789;14;44.7647696733;
58;4;34.5080337524;31.0;16;46.1268732548;5;37.6161880493;35.3899993896;14;45.7783439159;
59;4;34.5198860168;32.0;16;46.1977108717;5;35.177192688;38.6872596741;15;46.6320605278;
60;4;34.5317840576;33.0;16;46.2692545652;5;37.2069129944;37.9097442627;15;47.2116299868;
61;4;34.5437202454;34.0;17;46.3414635658;5;38.3479919434;39.0;15;47.6016792059;
62;4;33.9749984741;35.5457344055;17;46.414296031;5;39.4067001343;39.7288513184;17;47.9795845747;
63;4;34.5676765442;34.5943527222;17;48.5011031628;5;39.0422706604;40.7838249207;19;48.2542175055;
64;4;35.1801261902;35.3170089722;17;50.1794710159;6;38.3495063782;40.0;18;48.5311940908;
65;4;35.6696968079;35.8694419861;18;51.5095677376;6;38.1000442505;40.9036865234;18;48.8106104136;
66;4;36.05443573;36.2803230286;18;52.5580337048;6;39.1267089844;41.4509658813;20;49.0925383568;
67;4;36.354347229;36.5807189941;19;53.2159026861;6;38.5989837646;40.0;20;49.3770179749;
68;4;36.5367431641;36.7133827209;20;53.6102973223;6;37.1837539673;41.0;21;49.6640481949;
69;4;34.5589065552;37.7388763428;20;53.9627082348;6;36.1981697083;44.0;21;49.8893089294;
70;4;32.8367919922;39.7649002075;21;54.1392871141;6;35.1999969482;46.6547851562;22;50.1151309013;
71;5;31.8367919922;41.0696411133;21;54.2686263323;7;35.6999969482;47.0;21;50.3472735882;
72;5;30.8367919922;40.8184890747;21;54.3991632462;7;34.6999969482;50.0;21;50.5853283405;
73;5;30.6000003815;42.8460159302;22;54.5307416916;7;34.6999969482;52.7858657837;21;50.8288133144;
74;5;30.6000003815;44.26537323;22;54.6632008553;7;32.6999969482;54.8295974731;21;51.0771744251;
75;5;31.6000003815;44.2751922607;23;54.7963761091;7;33.5999984741;55.0;21;51.3297884464;
76;6;32.5999984741;44.3129501343;22;54.9300990105;7;32.5999984741;58.0;22;51.5859673023;
77;7;33.5999984741;42.8460159302;18;61.0641993284;7;33.5999984741;59.0;22;51.8449647427;
78;7;32.5999984741;46.8460159302;17;61.3785047531;7;32.5999984741;62.0;22;52.1059844494;
79;9;35.5475845337;50.8460159302;14;63.6871190071;7;31.5999984741;64.0;23;52.3681902885;
80;9;36.5999984741;56.8460159302;15;64.0944339633;7;30.9426651001;66.1922454834;25;52.6307170391;
81;9;36.5999984741;62.4989471436;14;64.5326961875;7;29.9697380066;68.2934265137;23;52.8926837444;
82;9;36.5999984741;67.5352172852;14;65.0049782395;7;28.9965305328;70.3946380615;24;53.1532058716;
83;9;36.5999984741;72.5710525513;14;65.5147957206;7;28.0230178833;72.4954681396;24;53.4114098549;
84;9;37.5999984741;73.1731491089;15;66.0659935474;7;26.5999984741;72.5955200195;24;53.6664452553;
85;10;36.5999984741;76.2042770386;14;66.6625728607;7;25.5999984741;75.6943817139;24;53.9174983501;
86;10;37.5999984741;77.2354888916;14;67.3084521294;7;25.5999984741;78.125579834;25;54.1638038158;
87;9;34.5999984741;72.2667312622;16;60.5009807944;8;25.6999988556;80.041885376;21;61.791674614;
88;9;34.5999984741;76.194229126;17;61.1431065798;8;26.2499198914;82.1722717285;22;62.1455821991;
89;9;34.5999984741;79.2578125;17;61.8491503;9;28.2740325928;82.2990875244;21;62.4858071804;
90;9;34.5999984741;82.3206176758;18;62.6186897159;10;27.2976760864;82.4219818115;20;77.8120164871;
91;9;34.5999984741;85.3825836182;18;63.4490684271;10;28.3208351135;83.5406188965;20;79.1739957333;
92;9;35.5999984741;85.6530761719;19;64.335003823;10;26.1000003815;88.6547393799;20;80.4266188145;
93;9;35.8305664062;88.3423995972;20;65.2683579326;10;27.1000003815;89.7641448975;21;81.5591330528;
94;9;35.8477706909;88.3849945068;18;66.2381431162;10;26.1000003815;93.8686676025;21;82.4884130955;
95;9;34.5999984741;90.4272232056;19;67.2308425605;10;28.1000003815;92.9682235718;21;84.3023667336;
96;9;35.5999984741;90.2121124268;18;68.2310492694;10;31.8289413452;92.0627441406;20;85.1077247858;
97;9;34.5999984741;91.7046966553;17;69.2223985195;10;32.8489608765;95.1522293091;21;85.8230638504;
98;9;36.5999984741;88.8843841553;18;70.1886819005;10;33.8684310913;98.2367095947;23;86.4601123333;
99;9;35.9265785217;90.3600158691;18;71.1149883568;10;35.8873596191;98.3162536621;25;87.0181802511;
100;9;34.5999984741;92.8157348633;22;71.9730561674;10;35.9000015259;101.390968323;26;87.3959729671;
101;9;37.5999984741;87.8547973633;21;72.7401378453;10;36.9000015259;103.460975647;27;88.4635695219;
102;9;35.9500007629;89.8932037354;22;73.4403795898;10;36.7750473022;104.963310242;28;89.5491321087;
103;9;35.9500007629;91.9309234619;23;74.0708454847;10;36.9384307861;106.469055176;28;90.6418702602;
104;9;36.9500007629;90.9679107666;23;74.6466684341;10;38.107509613;108.570953369;28;91.7309811115;
105;9;36.9500007629;90.0041503906;24;75.5683586895;10;37.2820587158;109.061813354;29;93.8062360287;
106;9;34.5999984741;93.1400756836;25;76.4343549609;10;38.4617881775;111.534912109;30;94.8984966278;
107;9;35.5999984741;93.278213501;28;77.2479746044;10;38.5564002991;115.984375;30;95.9613034725;
108;9;35.5999984741;93.4180603027;28;78.0130196214;10;41.6565589905;115.405471802;32;96.9887404442;
109;9;37.2782287598;92.5590820312;28;78.7333747447;10;42.7621612549;118.79473877;32;97.9766770601;
110;9;35.5999984741;92.7007293701;28;79.3039871752;10;39.3535804749;118.79473877;33;98.9226733446;
111;9;35.5999984741;93.8424301147;28;79.7842484415;11;38.3535804749;119.79473877;28;117.075763941;
112;9;36.5224113464;95.9836120605;24;80.2577405274;11;38.3535804749;122.79473877;26;119.273041487;
113;9;38.6010742188;91.6306915283;21;81.7223981917;12;41.8492660522;124.79473877;27;121.283834219;
114;10;39.6777114868;92.7691497803;21;82.236317724;12;43.9252929688;123.79473877;28;123.09534061;
115;10;39.6777114868;94.905418396;16;82.7407515943;12;42.9984054565;128.79473877;28;124.707813621;
116;10;41.5999984741;94.0390167236;16;83.2342727184;12;45.0684738159;130.79473877;28;126.131766796;
117;10;38.5999984741;98.1694793701;17;83.7156765163;12;47.1354064941;129.79473877;28;127.305547714;
118;10;38.5999984741;99.2963790894;17;84.1839870512;12;45.7991256714;134.79473877;31;128.259122849;
119;10;39.5999984741;97.4193572998;19;84.6384580433;12;46.8596191406;136.79473877;31;130.105341554;
120;10;39.078918457;99.5380859375;19;85.078563869;12;47.9168701172;139.79473877;32;130.806092978;
121;11;40.1343727112;98.6523132324;19;85.5039880276;12;48.9709091187;142.79473877;33;131.308128119;
122;11;40.186378479;97.7618179321;20;85.9146053791;12;49.0217781067;145.571838379;39;131.798312545;
