Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_GYSACHE;Research_KI_6_SP_GYSACHE;Industry_KI_6_SP_GYSACHE;Ships_KI_6_SP_GYSACHE;Population_KI_6_SP_GYSACHE;
1;1;6.0;14.1000003815;4;23.0;1;6.0;14.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;13.0;6;20.0;
3;1;8.0;12.1000003815;6;23.0;1;8.0;12.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;11.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;6;20.0;
7;1;11.6000003815;11.5;6;23.0;1;12.0;10.0;6;20.0;
8;1;11.8999996185;11.5;6;23.4599990845;1;13.0;10.0;6;20.3999996185;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;14.0;10.5;5;21.7264003754;
10;2;12.1463851929;12.3106412888;5;25.0;2;14.7768793106;10.3632001877;4;22.8694274426;
11;2;12.5000009537;12.0;5;26.2400007248;2;15.2912425995;10.9097137451;4;23.8335785866;
12;2;14.4583854675;12.6000003815;5;27.2387843132;2;15.7251110077;11.3658018112;4;24.6305116415;
13;2;16.4583854675;13.0788002014;5;28.0246574879;2;18.3146324158;11.7372808456;4;25.2793427706;
14;2;18.1463851929;13.8999729156;5;28.63283813;2;20.3146324158;12.0336990356;4;25.8024992943;
15;2;19.1463851929;14.1997079849;5;29.098970294;2;21.3902301788;12.2662630081;4;26.2225775719;
16;2;20.1463851929;14.4283008575;5;29.2577478886;2;22.417263031;12.446267128;3;26.3921557665;
17;2;21.1463851929;14.5030994415;6;29.3048160076;2;23.4452133179;12.5;3;26.4563041925;
18;2;22.1463851929;14.5219268799;6;29.3530313969;2;24.4740791321;12.5;4;26.5224741697;
19;2;22.3999996185;14.6765155792;6;29.4023760557;2;25.5038566589;12.5;4;26.5906432867;
20;2;22.3999996185;14.7011880875;7;29.4528282881;2;25.9657897949;12.5;6;26.6607804298;
21;2;22.3999996185;14.7264137268;7;29.5043625832;2;25.9973506927;12.5;6;26.7328453064;
22;2;22.3999996185;14.7521810532;7;29.5569496155;2;26.0297813416;12.5;6;26.8067884445;
23;2;22.3999996185;14.7784748077;8;29.6105561256;2;26.0630550385;12.5;6;26.8825509548;
24;2;22.3999996185;14.8052778244;8;29.6651450396;2;26.0971488953;12.5;6;26.9600640535;
25;2;22.3999996185;14.832572937;8;29.72067523;2;24.1320285797;13.5;5;27.0392494202;
26;2;22.3999996185;14.8603372574;8;29.7771017551;2;23.1676616669;14.5;5;27.120018959;
27;2;20.9331302643;15.0;8;29.8343759775;2;22.2040081024;15.5;5;27.2022752762;
28;2;19.9503116608;16.0;7;29.8924454451;2;21.2410240173;16.5;5;27.2859115601;
29;2;18.9677333832;17.0;7;29.9512542486;2;20.2786598206;17.5;5;27.3708124161;
30;2;17.985376358;18.0;7;30.0107431412;2;19.316865921;18.5;5;27.4568536282;
31;2;17.0032234192;19.0;8;30.0708494186;2;18.3555831909;19.5;5;27.5439035892;
32;2;16.0212554932;20.0;8;30.1315076351;2;17.3947563171;20.5;5;27.6318233013;
33;2;15.0394515991;21.0;8;30.1926498413;2;16.4343204498;21.5;4;27.7204678059;
34;2;14.6577949524;22.0;8;30.2542052269;2;15.4742107391;22.5;5;27.8096864223;
35;2;14.6762619019;23.0;8;30.3161010742;2;15.2643585205;23.5;7;27.8993241787;
36;2;14.6948299408;24.0;8;30.3782629967;2;15.3046960831;24.5;7;27.989222765;
37;2;14.7134790421;25.0;8;30.4406147003;2;15.3451499939;25.5;7;28.079221487;
38;2;14.7321844101;26.0;8;30.5030794144;2;15.3856496811;26.5;8;28.1691586971;
39;2;14.7509241104;27.0;9;30.5655794144;2;15.4261217117;27.5;8;28.258872509;
40;2;15.7696743011;25.0;10;30.628036499;4;16.4664916992;29.2000007629;5;46.598202467;
41;2;14.7884111404;26.0;10;30.690372467;4;18.0;28.5;5;47.5794892311;
42;2;14.8071117401;27.0;11;30.7525100708;4;21.4635009766;27.5;6;48.4475755692;
43;2;15.825753212;25.0;11;30.8143725395;4;24.0635528564;29.5;6;49.2050526142;
44;2;14.8443117142;26.0;11;30.8758842945;5;26.1168403625;31.5;6;49.8591432571;
45;3;15.8627653122;27.5;10;31.936971426;5;23.0;33.5;5;50.4199899435;
46;3;17.8810920715;25.0;10;32.0375618935;5;24.5201263428;35.5;5;50.8991316557;
47;3;18.0;26.0;10;32.1387701035;5;25.5349197388;37.5;6;51.3083086014;
48;3;19.0;27.0;10;32.2405307293;5;26.5499572754;37.5;6;51.5370762348;
49;3;20.0;28.0;12;32.3427780867;5;27.0;38.3792533875;6;51.6509125233;
50;3;21.9527015686;29.0;12;32.4454468489;5;28.0;38.4033813477;7;51.7635498047;
51;3;22.9700813293;30.0;12;32.5484714508;6;29.5964794159;38.5;6;51.8748861551;
52;3;23.9872169495;29.0;14;32.6517870426;6;29.25;40.452671051;6;51.9848270416;
53;3;25.0040912628;29.0;14;32.7553288937;6;29.8785934448;40.5;6;53.0932881832;
54;3;25.4206886292;29.0;15;32.8590320349;6;30.8949565887;42.5;7;53.2151933908;
55;4;25.43699646;29.0;15;32.9628323317;6;31.25;45.5;7;55.509750843;
56;4;25.4530010223;29.0;15;33.0666656494;6;32.5039787292;47.125;7;57.3845545053;
57;4;25.4686908722;29.0;16;33.1704678535;6;32.9778137207;49.6171875;8;59.8909026384;
58;4;25.4840545654;29.0;16;33.2741751671;6;33.5944099426;53.9937896729;8;61.1196198463;
59;4;25.4990844727;29.0;17;33.3777240515;6;34.8478622437;56.4991493225;8;62.1015913486;
60;4;25.5137729645;29.0;17;33.4810507298;7;35.8541946411;57.4822807312;9;62.4655836821;
61;4;25.5281124115;29.0;18;33.5840919018;7;35.0499992371;59.5;9;62.6869207621;
62;4;25.5420970917;29.0;18;33.6867839098;7;36.9394454956;58.5;13;62.9073102474;
63;4;25.555721283;29.0;18;33.7890633345;7;35.9752311707;59.5;13;63.1265780926;
64;4;24.3999996185;30.0;19;34.8908666372;7;36.0117225647;60.5;13;65.4731291533;
65;4;25.3999996185;32.0;19;35.0221307278;8;36.5804901123;62.0800018311;13;67.3230657578;
66;4;26.3999996185;33.7869720459;19;35.1314404011;8;37.0139312744;63.5082702637;14;69.7683858871;
67;4;26.3999996185;34.7999992371;20;35.2232737541;8;40.3399200439;63.4799308777;15;70.8542495966;
68;4;26.3999996185;35.7999992371;20;35.3161671162;8;41.5558662415;65.6884384155;15;71.316043973;
69;4;26.3999996185;36.7999992371;21;35.4100402594;8;42.2156219482;67.7133865356;16;71.6192814112;
70;4;26.3999996185;37.3779182434;21;35.5048099756;9;42.0399246216;67.7388763428;15;71.9231868982;
71;5;26.3999996185;37.3943557739;20;35.6003899574;9;40.0399246216;69.7649002075;16;73.227509141;
72;5;26.3999996185;36.7999992371;22;37.3243139982;9;41.0399246216;72.3423919678;16;73.5405049324;
73;5;26.8199996948;38.2391471863;22;38.7108576298;9;42.4000015259;71.3798904419;17;73.8562500477;
74;5;27.1375198364;38.8965911865;22;39.8166575432;11;40.4000015259;77.3633880615;17;74.1781785488;
75;5;27.369758606;39.4117431641;22;40.7031517029;11;41.4000015259;79.7914428711;17;74.5059950352;
76;5;27.5353660583;39.8153686523;22;41.2551224232;11;41.4000015259;82.3846893311;18;74.8393822908;
77;6;28.6000003815;41.0499229431;21;43.5929467678;12;40.4000015259;88.3375854492;18;75.1780000925;
78;6;30.6000003815;43.1756896973;21;43.9663026333;13;41.4000015259;89.3846893311;17;75.5214886665;
79;6;31.6000003815;45.3001060486;21;44.3448863626;13;43.1493835449;91.3846893311;18;75.8694679737;
80;6;29.6000003815;48.4229164124;22;44.7277544737;13;42.2038345337;95.5213394165;18;77.2215400934;
81;6;28.6000003815;51.5438842773;22;45.113992393;13;43.2577972412;100.588127136;18;77.6747903824;
82;6;27.6000003815;53.6627883911;22;45.5027185082;13;45.3111419678;101.723144531;19;78.1397240162;
83;6;26.6000003815;52.6911010742;23;45.8930850029;14;44.3637580872;106.05405426;19;78.6164108515;
84;6;25.6000003815;52.7198295593;22;46.2842808366;14;44.4155235291;110.096031189;18;79.1048942804;
85;7;24.6000003815;52.9528465271;22;46.6755340695;14;45.4663352966;111.138206482;19;79.6051828861;
86;8;23.6000003815;53.9823303223;21;47.066113472;15;44.5160980225;115.180519104;20;80.1172411442;
87;8;22.6000003815;54.0;21;47.4553290606;15;44.5647163391;118.422935486;21;80.6409744024;
88;8;22.0;57.0;24;47.8425343037;15;45.6121139526;117.938728333;22;81.17621696;
89;8;23.0;57.0;25;48.2271244526;15;44.6582183838;120.068618774;21;81.7227181196;
90;8;24.0;58.0;25;48.6085383892;15;44.7029685974;122.200561523;23;82.2801249027;
91;8;25.0;59.0;25;48.9862560034;15;45.7463188171;121.334342957;23;82.847969532;
92;8;26.0;59.5420227051;26;50.3597985506;15;44.7882232666;123.298110962;24;83.4256528616;
93;8;25.0;62.5993156433;26;50.7887266278;16;44.8286514282;129.056488037;25;84.0124307871;
94;8;25.0;65.6535644531;27;51.2156016827;16;44.8675842285;130.475952148;26;84.6074050665;
95;8;24.0;68.7048492432;28;51.5997613072;16;44.905002594;131.907470703;27;85.2095148563;
96;8;24.0;71.7249984741;28;51.9564974904;16;44.9409065247;133.350067139;28;85.8175331354;
97;8;24.0;74.7249984741;29;52.3141992092;16;44.9752998352;134.802581787;30;86.4300681353;
98;8;24.0;76.7249984741;30;52.6724829078;16;45.008190155;136.263671875;31;87.0455716848;
99;9;24.0;78.1082687378;30;53.0309740901;18;45.0395927429;137.731842041;30;87.6623511314;
100;10;24.0;77.1391601562;29;53.3893058896;18;45.0695304871;139.205413818;30;89.4133676291;
