Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;6.0;14.1000003815;4;23.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;7.0;11.0;5;20.0;
3;2;9.0;12.3000001907;5;24.0;1;8.0;10.0;6;20.0;
4;2;11.0;11.5;5;24.1124999523;1;9.0;10.0;5;20.0;
5;2;12.6000003815;11.5;5;24.2364046574;1;9.0;10.0;4;20.0;
6;2;13.9709215164;11.5;5;24.3725773096;1;10.0;10.0;4;20.0;
7;2;15.0117740631;11.5;5;24.9956032038;2;11.0;10.1999998093;3;21.0;
8;2;15.4986810684;11.7299995422;5;25.5367741585;2;11.3000001907;10.0;3;21.469999671;
9;2;15.6610326767;11.9106416702;5;27.0197491646;2;11.4409999847;10.1999998093;3;21.8705514669;
10;2;16.1059246063;12.5274600983;5;28.2888641357;2;11.5611658096;10.3632001877;3;22.2129640579;
11;2;16.4866600037;13.0216779709;5;29.3733460903;2;11.6638889313;10.4951858521;3;23.3718163967;
12;2;19.1901283264;13.4066829681;5;30.3101172447;2;12.0115451813;11.0209560394;3;24.3595588207;
13;2;21.1901283264;13.6998376846;5;31.1368415356;2;14.0115451813;11.4571752548;3;25.1902494431;
14;2;22.5060806274;13.9190797806;5;31.7259047031;2;16.0115451813;11.8107032776;3;25.884378314;
15;2;23.6342468262;14.0;5;32.1925406456;2;16.7653141022;12.0916318893;3;26.4648982286;
16;2;24.7742385864;14.0;6;32.6980543137;2;16.9394702911;12.3113050461;3;26.9543362856;
17;2;25.9258918762;14.0;6;33.2407708168;2;16.488527298;12.4808797836;3;27.1521308422;
18;2;26.9722309113;14.0;6;33.8177394867;2;18.3867835999;12.5;3;27.3210272789;
19;2;25.3999996185;15.0;6;34.4246611595;2;19.3867835999;12.5;4;27.4992582798;
20;3;25.3999996185;15.9273986816;5;35.0559058189;2;20.3867835999;12.5;4;27.6867210865;
21;3;26.3999996185;14.0;5;35.7046322823;2;21.3867835999;12.5;6;27.8832085133;
22;3;27.3999996185;14.0;6;36.3630218506;2;22.3649635315;12.5;6;28.0884003639;
23;3;25.3999996185;15.0;6;37.022611618;3;22.4265193939;12.5;6;28.3018581867;
24;3;25.3999996185;16.0;6;37.6747112274;3;21.5;13.4905576706;6;28.5230212212;
25;3;26.3999996185;14.0;6;38.3108510971;3;21.5;13.5569067001;6;28.7512066364;
26;3;25.3999996185;15.0;6;38.9232282639;3;21.5;13.6253623962;6;28.9856116772;
27;3;25.3999996185;16.0;6;39.5050840378;3;22.5;12.5;6;29.2253217697;
28;3;25.3999996185;17.0;6;41.0509910583;3;21.5;13.5;6;29.4693202972;
29;3;27.3999996185;15.5;6;41.587013483;3;21.5;14.5;7;29.716504097;
30;3;27.3999996185;15.0;6;42.0813333988;3;22.5;12.5;7;29.9657006264;
31;3;27.3999996185;16.5302963257;6;42.5329816341;3;22.9897098541;12.5;7;30.2156887054;
32;3;27.7275295258;17.0;6;42.9422676563;3;23.0647068024;12.5;7;30.4652233124;
33;3;26.8826789856;18.0;6;43.3105534315;3;21.5;13.5;7;30.7130589485;
34;3;25.6464157104;19.577917099;7;43.6400085688;3;22.5;12.5;7;30.9579744339;
35;3;24.7353897095;20.5943546295;7;43.9333620071;3;21.5;13.5;7;31.198797226;
36;3;24.1020278931;21.5943546295;8;44.193682909;3;22.5;12.5;7;31.4344263077;
37;3;26.1122131348;23.5943546295;8;44.4241888523;3;23.4303283691;12.5;7;32.6638503075;
38;3;28.1225528717;25.5943546295;9;44.5755085945;3;22.5;14.0;7;32.9161660671;
39;3;29.3726520538;27.5943546295;10;44.6109591722;3;23.5;14.5;7;33.1611807346;
40;3;30.3832874298;29.0;10;44.6468753815;3;24.5;13.030295372;7;33.3982312679;
41;3;31.3940620422;29.0;11;44.6832377911;3;23.8275299072;13.5;7;33.6267845631;
42;3;31.9749984741;29.7166194916;12;44.7200255394;3;24.8370552063;12.5;8;33.8464387655;
43;3;31.9749984741;29.7350120544;13;44.7572168112;3;25.8467502594;15.5;8;34.0569192171;
44;3;32.4271621704;29.0;13;44.7947884798;4;26.2170753479;18.5;7;34.2580709457;
45;3;32.4384384155;29.0;14;44.8327163458;4;25.9107837677;21.5;7;34.4498503208;
46;3;32.4498138428;29.0;14;44.8709751368;4;24.287607193;24.5;8;34.6323139668;
47;3;31.9749984741;29.8104877472;15;44.9095385075;5;23.8871631622;27.5;7;34.8056063652;
48;4;32.4728622437;29.0;15;44.9483793974;5;23.8976516724;27.5;7;34.9699460268;
49;4;32.4845123291;29.0;16;44.9874696732;5;24.9082870483;27.5;8;35.1256141663;
50;4;32.4962387085;29.0;16;45.0267804861;5;25.9190635681;27.5;8;35.2729413509;
51;4;32.5080337524;29.0;17;45.0662822723;5;26.1519107819;28.2166194916;8;35.4122958183;
52;4;32.5198822021;29.0;17;45.1059447527;5;26.1826820374;28.2350120544;8;35.5072168112;
53;4;30.5317840576;30.0;17;45.1457372904;5;24.6348457336;28.5;8;36.5447884798;
54;4;29.5437202454;31.0;17;45.1856285334;5;24.9634361267;30.5;8;37.6127163172;
55;4;27.9749984741;32.9678153992;18;46.2255871296;6;27.1773338318;30.5;7;47.6815661192;
56;4;28.5676765442;34.0;18;47.7155807018;6;30.474023819;33.5;8;48.151304245;
57;4;28.5796737671;36.0;18;49.4995607138;6;31.4747772217;37.2633895874;8;48.5962964296;
58;5;29.1465625763;36.0;18;50.9369091988;6;32.4833526611;40.2812538147;9;49.0152434111;
59;5;28.1465625763;37.0785140991;20;52.0928651094;7;33.4920730591;42.1870422363;8;49.4075241089;
60;5;28.1465625763;39.0068435669;20;52.8576668501;7;34.1800003052;41.355796814;8;49.7731275558;
61;5;28.1465625763;40.8605041504;21;53.3581721783;7;35.1908111572;42.5287055969;8;50.1125634909;
62;5;28.3999996185;41.9510993958;23;53.816006422;7;35.2812690735;42.517742157;10;50.42676723;
63;5;30.1349658966;41.8203086853;23;54.2373822927;7;34.8521461487;43.3816413879;10;50.7169982195;
64;5;30.3999996185;43.8806762695;23;55.4885855913;7;35.4393768311;42.5041465759;10;50.9847434759;
65;5;31.6000003815;46.2442932129;24;55.7508039474;7;35.5078697205;42.5012207031;11;52.2316322327;
66;6;33.4025382996;47.0115890503;18;71.0222299099;7;36.0257530212;44.4278144836;13;53.8816809654;
67;6;35.4252090454;47.0821647644;18;72.3527417183;7;37.9886703491;45.0086402893;13;55.2730754614;
68;6;34.5999984741;51.1561355591;19;73.5971288681;7;38.1632728577;46.703704834;15;56.4426600933;
69;7;36.4705657959;53.233455658;18;74.7445857525;8;38.0270423889;48.7336082458;14;57.4289987087;
70;7;38.4931869507;53.3140411377;20;75.7911231518;8;36.2054595947;49.2254180908;15;58.1199777126;
71;7;37.5999984741;57.3977661133;21;76.7386118174;8;33.6911239624;53.6499862671;15;58.5208182335;
72;7;37.5999984741;61.0480422974;21;77.593316555;8;32.7112617493;55.8161849976;15;58.8447349072;
73;7;36.5999984741;62.1746749878;22;78.3643064499;8;31.7112617493;57.9235954285;15;59.0674920082;
74;8;34.5999984741;66.3035812378;21;79.0620045662;8;30.7112617493;59.6331558228;16;59.2944592237;
75;8;33.5999984741;70.4344482422;21;79.6970460415;8;29.7112617493;60.7448158264;16;60.5254807472;
76;8;33.5999984741;70.758354187;22;80.1807644367;8;29.7112617493;62.8584899902;17;60.8203794956;
77;8;31.6000003815;73.9462738037;22;80.5294736624;9;30.2000007629;64.9740982056;16;61.1219217777;
78;8;30.6000003815;77.1365356445;23;80.8811228275;9;30.2000007629;65.3277282715;17;61.4299578667;
79;10;30.6000003815;77.3286819458;15;96.2347705364;9;30.2000007629;69.19896698;18;61.744307518;
80;10;30.6000003815;79.6732254028;15;97.6394455433;9;30.2000007629;71.3315429688;18;62.064760685;
81;10;31.1293945312;83.8343582153;17;99.9491379261;9;31.2000007629;75.0062255859;19;62.3910751343;
82;10;33.0;83.9965209961;20;101.272310615;9;28.2000007629;80.1112747192;20;62.7229763269;
83;10;32.0;90.1062011719;21;102.497384071;10;28.2000007629;82.2192840576;20;63.0601564646;
84;10;32.0;95.3002471924;21;103.626768589;10;26.2000007629;85.052986145;20;63.4022752047;
85;10;34.0;93.4931411743;20;105.667390704;10;26.0;90.1098480225;19;63.7489588261;
86;11;33.0;98.684387207;19;106.696591258;11;27.0;91.5601043701;18;64.0998014212;
87;11;34.0;103.744232178;19;107.66198802;11;27.0;95.1098480225;18;64.4543660879;
88;11;37.0;99.0288696289;19;108.575254321;11;28.0;100.109848022;19;64.8121856451;
89;11;34.0;103.319671631;20;109.34877038;11;27.0;103.679824829;20;65.1727645397;
90;11;36.38804245;106.790504456;21;109.999855042;11;27.0;105.349662781;20;65.5355818272;
91;11;37.7184715271;106.198661804;19;110.667362213;12;28.0;107.4634552;18;65.9000931978;
92;11;36.1939086914;108.550750732;21;111.351091146;12;30.0;107.576774597;18;66.2657343149;
93;11;37.763584137;108.744979858;23;112.050580621;12;30.0;110.689437866;20;66.6319240332;
94;11;37.5518188477;111.934143066;23;112.723596215;13;30.2000007629;113.801254272;19;66.9980676174;
95;11;42.0723648071;118.417999268;24;113.408394814;14;29.2000007629;112.97593689;18;67.3635622263;
96;11;45.3408432007;120.897819519;24;114.107096791;14;29.2000007629;114.749023438;18;67.7277992964;
97;11;46.310710907;123.297210693;26;114.817737818;14;30.2000007629;116.870033264;19;68.0901709795;
98;11;50.9679832458;117.086097717;27;115.53793335;14;30.2000007629;122.948173523;20;69.4500718117;
99;11;49.5639572144;119.247253418;29;116.264905691;14;31.2000007629;125.196731567;21;69.8469064236;
100;11;49.9764900208;123.252586365;31;116.995526314;14;32.2000007629;127.443252563;22;71.241276145;
101;11;52.0495529175;124.116195679;30;117.726388693;14;33.2000007629;130.687347412;23;72.6874476671;
102;11;52.8962059021;125.171310425;28;118.4196527;14;35.2000007629;134.912506104;22;73.3015099764;
103;12;54.3632926941;125.285240173;26;119.062548399;14;36.2000007629;139.125457764;23;75.922639966;
104;13;55.5720443726;123.363166809;27;119.700325727;14;37.5519371033;140.479370117;23;78.2263336182;
105;13;55.0790710449;125.439376831;28;120.329207659;14;39.5931015015;139.869033813;25;80.2744956017;
106;14;54.0406990051;126.100753784;26;122.25048995;13;37.2000007629;136.394836426;27;80.7813901901;
107;14;54.8445663452;128.173278809;26;122.899583578;13;35.2000007629;138.904220581;27;82.2947149277;
108;14;57.9046478271;128.643859863;26;125.107637525;13;35.2000007629;138.380767822;29;84.6362569332;
109;14;55.8603744507;132.073150635;27;128.349930882;14;37.2000007629;139.863830566;28;86.0465242863;
110;14;58.1193275452;137.165863037;28;131.690065742;14;39.2000007629;139.770874023;28;87.5098941326;
111;14;60.3441772461;142.278015137;28;134.086702466;14;40.1261405945;141.100021362;30;89.029121995;
112;14;61.0077095032;146.398986816;28;137.475277424;14;39.4262657166;143.422210693;31;91.9126502275;
113;14;62.3777656555;152.518051147;30;140.89990592;14;39.4399986267;146.902404785;32;94.9174405336;
114;14;66.2632598877;156.624740601;33;143.348755002;15;39.4399986267;150.669006348;31;98.0835974216;
115;14;66.3844833374;162.709182739;35;145.751506567;15;41.4399986267;148.778366089;32;101.394392848;
116;17;67.3324737549;165.431625366;32;148.096630573;15;39.4399986267;152.8956604;33;104.826563358;
117;17;66.1588745117;168.624755859;35;150.374422908;15;40.4399986267;154.340957642;34;108.350155473;
118;17;67.3602676392;171.679641724;36;152.577060938;15;42.4399986267;154.45161438;34;111.928938031;
119;18;67.8527069092;175.597335815;35;154.698608398;15;41.7322158813;157.547866821;35;115.521519899;
120;18;67.0263977051;178.460113525;36;156.641391993;15;42.0189781189;160.622756958;37;120.083186746;
121;18;67.9478302002;179.729660034;36;158.480556607;15;44.3142280579;161.669921875;39;123.628376365;
122;18;69.1933059692;181.983581543;36;161.243775487;15;44.6118431091;165.683731079;40;127.056493044;
123;18;72.3480911255;185.76512146;35;163.990519047;15;44.9053153992;169.659362793;41;130.328900218;
124;18;74.5356903076;188.655136108;35;165.60200727;15;46.1882743835;170.592880249;44;133.414236307;
125;18;77.7501754761;188.108779907;35;168.126701355;17;45.4550590515;173.841461182;43;136.290037274;
126;19;81.9915008545;189.352157593;37;169.668159604;17;45.7011604309;175.749084473;45;139.363349795;
127;19;88.1032943726;192.202438354;35;171.169744611;17;47.0495033264;174.568054199;46;142.162365437;
128;19;93.3265533447;193.376373291;36;172.632618546;17;46.3581390381;176.344711304;46;144.693646073;
129;19;98.4432525635;193.775543213;37;174.058419108;17;46.6276473999;178.078872681;47;146.970653534;
130;19;103.559394836;193.692260742;38;175.449066401;17;47.8599662781;176.770965576;49;149.011554837;
131;19;108.674919128;193.326324463;37;176.701331377;17;47.0579872131;178.421737671;49;151.837201238;
132;19;113.779281616;194.437866211;37;178.830531001;17;48.2251472473;181.032424927;49;154.344037414;
133;19;119.873771667;196.694015503;40;179.872047305;17;54.0027046204;186.139907837;50;155.520938277;
134;19;125.969444275;198.968383789;27;180.919944167;17;56.6645469666;190.610443115;43;156.362427235;
135;19;129.778366089;200.526641846;26;181.977853775;17;55.4164161682;193.982666016;43;156.941859245;
136;18;132.536392212;201.869979858;26;183.043620467;18;56.3502006531;199.210983276;42;157.49338007;
137;18;134.441207886;202.497070312;27;184.115089059;18;58.4015617371;202.412475586;44;158.050083876;
138;18;135.546646118;201.90965271;29;185.19012177;19;57.4534873962;208.608215332;43;158.61161828;
139;18;136.652526855;201.324493408;30;186.266616583;19;57.505947113;214.797973633;40;159.177630782;
140;18;137.758605957;200.740661621;33;187.342519403;20;59.5589027405;214.981536865;40;159.747761011;
141;18;136.864715576;213.516342163;30;188.415836811;20;57.6123313904;212.158752441;41;160.321630478;
142;18;135.952514648;215.977233887;32;189.484644294;20;57.6662025452;216.329483032;43;160.898833156;
143;18;136.076156616;219.442108154;33;190.547095656;20;59.7204704285;215.493682861;43;161.47892487;
144;18;137.181121826;227.48135376;34;191.601427317;20;57.7750968933;220.65133667;44;163.061417341;
