Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
5;1;9.0;10.0;5;20.0;1;8.0;10.0;4;20.0;
6;1;10.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
7;1;11.0;10.0;5;20.0;1;9.5;10.0;4;20.0;
8;1;11.0;10.0;5;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;11.1199998856;10.1999998093;5;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;11.2179203033;10.3632001877;5;20.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;1;11.2971115112;10.4951858521;5;22.0419120789;1;9.72283363342;10.4951858521;4;22.0419120789;
12;1;11.6125736237;11.0209560394;6;22.9143505096;1;9.95943069458;11.0209560394;5;22.9143505096;
13;1;13.2971115112;11.4571752548;6;23.6214065552;1;11.7228336334;11.4571752548;5;23.6214065552;
14;1;14.2971115112;11.8107032776;6;24.1832637787;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;16.2971115112;12.2916316986;5;25.6226100922;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;18.2971115112;12.3113050461;5;26.0017595291;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;19.6091117859;12.4808797836;5;26.0811839104;1;15.7228336334;12.4808797836;5;25.0;
18;2;20.6214675903;12.5;5;26.1235535145;1;16.7228336334;12.5;5;25.0;
19;2;21.6341781616;12.5;5;26.1671074629;1;17.625;12.5;5;25.0;
20;2;21.8501319885;12.5;5;26.211841464;1;17.625;12.5;5;25.0;
21;2;21.8635520935;12.5;7;26.2577478886;1;17.625;12.5;7;25.0;
22;2;21.877325058;12.5;7;26.3048160076;1;17.625;12.5;7;25.0;
23;2;21.8914451599;12.5;7;26.3530313969;1;17.625;12.5;7;25.0;
24;2;21.9059104919;12.5;8;26.4023760557;1;17.625;12.5;8;25.0;
25;2;21.5;12.920712471;8;26.4528282881;1;17.625;12.5;8;25.0;
26;2;21.5;12.9358482361;8;26.5043625832;1;17.625;12.5;8;25.0;
27;2;21.5;12.9513092041;8;26.5569496155;1;17.625;12.5;8;25.0;
28;2;21.5;13.2784748077;8;26.6105561256;1;17.625;12.5;8;25.0;
29;2;21.9831676483;12.5;8;26.6651450396;1;17.625;12.5;8;25.0;
30;2;21.5;13.332572937;8;26.72067523;1;17.625;12.5;8;25.0;
31;2;21.5;13.3603372574;8;26.7771017551;1;17.625;12.5;9;25.0;
32;2;22.0331306458;12.5;8;26.8343759775;1;17.625;12.5;9;25.0;
33;2;21.5;13.4171876907;8;26.8924454451;1;17.625;12.5;9;25.0;
34;2;22.0677337646;12.5;7;26.9512542486;1;17.625;12.5;10;25.0;
35;2;21.5;13.4756269455;7;27.0107431412;1;17.625;12.5;10;25.0;
36;2;21.5;13.5053710938;7;27.0708494186;1;17.625;12.5;11;25.0;
37;2;22.1212539673;12.5;8;27.1315076351;2;17.625;12.5;8;34.2372217178;
38;2;21.5;13.5;8;27.1926498413;2;18.625;12.5;8;34.6771697998;
39;2;20.1577949524;13.5;8;27.2542052269;2;19.625;12.5;9;35.0954971313;
40;2;19.1762619019;14.5;8;27.3161010742;2;18.625;13.5;9;35.4896764755;
41;2;18.1948299408;15.5;9;27.3782629967;2;18.625;14.5;10;35.8578977585;
42;2;17.2134780884;16.5;9;27.4406147003;2;18.0680274963;15.5;10;36.1990642548;
43;2;16.2321853638;17.5;9;27.5030794144;2;17.1447906494;16.5;11;36.5127429962;
44;2;17.2509231567;18.5;8;27.5655794144;2;16.5903663635;17.5;12;36.7990942001;
45;3;17.5;19.5;7;40.378036499;2;16.6547966003;18.5;12;37.0587816238;
46;3;16.5;22.5;7;41.0778722763;2;16.7132263184;19.5;12;37.2928686142;
47;3;16.5;25.5;8;41.7240400314;2;16.7658958435;20.5;12;37.5027236938;
48;3;17.0;28.5;10;42.3138127327;2;16.8131122589;21.5;10;37.6899242401;
49;3;18.0;31.0500564575;9;42.8466370106;2;16.8552322388;22.5;8;37.856171608;
50;3;19.0;32.3258285522;9;43.3237979412;2;16.8926391602;23.5;8;38.0;
51;3;20.0;33.3123245239;10;43.7480053902;2;17.9249992371;22.5;9;38.0;
52;3;21.0;34.3038330078;10;44.1229681969;2;18.9249992371;22.5;9;38.0;
53;3;22.0;35.299949646;10;44.4529986382;2;19.9249992371;22.5;9;38.0;
54;3;23.0;36.3002090454;10;44.7426795959;2;20.9249992371;22.5;10;38.0;
55;3;24.0;37.304107666;10;44.9836053848;3;22.9249992371;23.5;9;39.0;
56;3;25.0;38.3124580383;9;45.0407235622;3;24.5499992371;24.5;9;39.0900000334;
57;3;26.0;39.3387336731;10;45.096971035;3;24.5499992371;25.5;10;39.1871190071;
58;3;28.0;37.3646087646;10;45.1522974968;3;24.8171005249;26.5;10;39.2917383909;
59;3;28.0;36.8250007629;11;45.2066559792;3;24.5499992371;27.5;9;39.4042263031;
60;3;29.0;37.8250007629;11;45.2600040436;3;24.5499992371;28.2021141052;9;39.5249304771;
61;3;31.0;35.8250007629;11;45.3123030663;3;24.5499992371;28.2624664307;8;39.6541694403;
62;3;31.0;36.8250007629;12;45.3635182381;3;24.9221878052;27.5;6;39.7922235727;
63;3;31.0750007629;37.8250007629;10;45.4136190414;3;24.5499992371;28.396112442;5;39.9393253326;
64;3;31.0750007629;38.3250007629;11;45.4625790119;3;24.9863471985;27.5;5;40.0956480503;
