Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;12.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;11.0;5;20.0;2;7.15000009537;11.0;3;21.0900000334;
3;1;8.0;10.0;5;20.0;2;8.16349983215;10.0;3;21.1871190071;
4;1;9.0;10.0;5;20.0;2;8.17806816101;10.0;3;21.2917383909;
5;1;9.0;10.0;5;20.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;10.0;10.0;5;20.0;2;9.31595134735;10.0;3;21.5249304771;
7;1;11.0;10.0;5;20.0;2;9.84310913086;10.0;3;21.6541694403;
8;1;11.0;10.0;5;20.3999996185;2;9.87218856812;10.0;3;22.2087649107;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.99697208405;10.1999998093;2;22.7014135122;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;10.1078176498;10.3632001877;2;23.1436295509;
11;2;11.2971115112;10.6951856613;4;23.0419120789;2;10.2073163986;10.4951858521;2;24.4502608776;
12;2;11.9125738144;11.0209560394;4;23.944350481;2;10.5013093948;11.0209560394;2;25.6018667221;
13;2;13.9125738144;11.4571752548;5;24.6819975376;2;12.3275251389;11.4571752548;2;26.6129477024;
14;2;15.9125738144;11.8107032776;5;25.2750298977;2;14.3275251389;11.8107032776;2;27.5041275024;
15;2;16.9401035309;12.0916318893;5;25.746127367;2;16.3275241852;12.0916318893;2;28.2981133461;
16;2;17.94962883;12.3113050461;5;26.1175945997;2;17.5498218536;12.3113050461;2;29.0167398453;
17;2;18.9593238831;12.4808797836;5;26.1887089014;2;18.6352043152;12.4808797836;2;29.4582490921;
18;2;19.9691867828;12.5;5;26.2221269608;2;19.7259407043;12.5;2;29.883644104;
19;2;20.9792118073;12.5;5;26.2560760975;2;20.7238197327;12.5;2;30.3288545609;
20;2;21.8768234253;12.5;5;26.2905418873;2;20.8239917755;12.5;2;30.7909274101;
21;2;21.8871631622;12.5;5;26.3255085945;2;20.9279594421;12.5;1;31.2663087845;
22;2;21.8976516724;12.5;5;26.3609591722;2;19.625;13.5;1;31.7509255409;
23;2;21.9082870483;12.5;5;26.3968753815;2;19.625;14.5;1;32.2403049469;
24;2;21.9190635681;12.5;5;26.4332377911;2;20.625;12.5;2;32.7297272682;
25;2;21.5;12.9299716949;5;26.4700255394;2;21.3641891479;12.5;3;33.2144021988;
26;2;21.5;12.9410076141;5;26.5072168112;2;21.4732398987;12.5;3;33.6896543503;
27;2;21.5;12.95216465;13;26.5447884798;2;21.5801715851;12.5;3;34.1511049271;
28;3;19.917093277;13.5;5;51.5827163458;2;21.6839981079;12.5;3;34.5948324203;
29;3;21.5;14.2280492783;5;53.3709751368;3;22.7838363647;13.0;2;36.0175008774;
30;3;23.187664032;14.5;6;54.8139135838;3;21.8789367676;13.5;2;36.5864475965;
31;3;22.75;16.2633876801;6;55.9354666471;3;21.2319507599;14.5;2;37.1566371918;
32;3;22.75;17.2812538147;6;56.7823514938;3;20.3602428436;15.5;2;37.7303760052;
33;3;22.75;18.2992362976;6;57.4090760946;3;19.4893341064;16.5;2;38.3108536005;
34;3;22.75;19.3173179626;6;57.8162822723;3;18.9949417114;17.5;3;38.9019875526;
35;3;23.2403964996;19.5;6;57.8559447527;3;19.1279468536;18.5;4;39.5082080364;
36;3;22.75;21.3537349701;6;57.8957372904;3;19.2643470764;19.5;4;40.1341836452;
37;3;22.75;22.3720397949;6;57.9356285334;3;19.4051895142;20.5;4;40.7844965458;
38;4;23.2726192474;21.7999992371;5;57.9755871296;3;18.5032806396;19.5;4;41.4632656574;
39;4;23.2834091187;21.7999992371;5;58.015581131;3;18.8566608429;19.5;4;42.1737422943;
40;4;22.75;22.7271652222;6;58.0555787086;3;19.9782428741;19.5;4;42.9178853035;
41;4;22.75;22.7455654144;6;58.0955479145;3;19.1117954254;18.5;4;43.586581707;
42;4;23.3157978058;25.7455654144;7;58.135456562;3;19.256980896;18.5;5;44.2800674438;
43;4;23.3265724182;28.7455654144;8;58.17527318;3;19.9249992371;17.5;5;45.0160870552;
44;4;23.3373241425;31.7455654144;8;58.2149660587;3;19.9249992371;17.5;6;45.7867279053;
45;4;23.3480415344;34.7455673218;10;58.2545039654;3;21.6770133972;19.5;6;46.5820074081;
46;4;23.3587150574;36.7999992371;11;58.293856144;3;20.9249992371;21.5;7;47.3902606964;
47;4;23.3693408966;36.7999992371;11;58.3329925537;3;22.9249992371;23.5;8;48.1987380981;
48;4;23.379907608;36.7999992371;12;57.8718836308;3;22.9249992371;25.5;9;48.9943685532;
49;6;24.3904075623;37.6500015259;9;88.1180012226;3;23.9249992371;27.5;9;49.7645931244;
50;6;25.75;39.7872505188;10;90.2613162994;3;25.5499992371;27.5;12;50.4981632233;
51;6;27.75;42.7237472534;10;91.8855557442;3;26.5499992371;27.5;13;51.1857919693;
52;6;29.75;43.7142486572;12;93.0924412012;4;27.5168018341;27.5;12;67.8205833435;
53;6;31.75;44.6200332642;12;93.9668403864;4;28.6596298218;28.5;13;69.0382022858;
54;6;33.4416542053;43.3806762695;13;94.0940284729;4;29.7895946503;29.5;14;70.1159009933;
55;6;33.75;43.177444458;14;94.6724879742;5;29.9062786102;30.5;13;71.0575456619;
56;7;34.75;43.31224823;13;94.8130685091;6;31.009759903;31.5;8;89.1209688187;
57;7;35.75;43.3249969482;14;94.9127157927;6;33.1005172729;33.5;8;90.6791496277;
58;8;34.75;44.3249969482;11;110.013895631;6;35.1793365479;34.5;8;92.0184249878;
59;8;35.75;46.3249969482;12;110.866567731;6;36.2471923828;35.5;8;93.153963089;
60;8;36.75;48.3249969482;12;111.640058756;6;37.3051643372;36.5;8;93.9453735352;
61;8;37.75;50.3249969482;12;112.333479643;6;38.0543708801;37.5;8;94.4804611206;
62;8;38.1749992371;51.6242713928;13;113.949290276;6;38.0750007629;38.5;11;94.8428707123;
63;8;39.4249992371;53.5733718872;13;114.676635265;6;38.0750007629;39.5;12;95.1361560822;
64;8;41.4249992371;55.5298652649;13;120.490960479;6;38.0750007629;40.5;12;95.25;
65;8;43.0765609741;57.7049980164;14;124.914878368;6;38.0750007629;41.5;11;95.25;
66;8;44.5282783508;59.8292770386;15;128.228958249;6;38.0750007629;42.5;14;98.4968748093;
67;8;45.8248329163;61.9133605957;16;130.681496382;6;38.654750824;44.0;16;101.178356171;
68;9;47.0;62.9713134766;15;131.723226309;6;39.1351394653;45.3899993896;15;103.362427711;
69;9;48.0;63.9393997192;15;132.5438447;6;39.5282821655;46.6872596741;13;104.962609291;
70;9;46.401966095;65.9106750488;14;133.223420143;6;39.7990112305;47.9097442627;13;106.054238319;
71;9;45.4500007629;67.9000015259;16;133.836926937;6;39.9719696045;49.0;12;106.593221664;
72;9;45.4500007629;69.9000015259;16;134.491710186;7;40.0834732056;50.0;12;106.954458237;
73;9;43.4500007629;70.5836257935;16;135.187587261;7;38.1647529602;52.0;12;107.0;
74;9;42.4500007629;73.7913818359;15;135.923421144;7;37.1749992371;54.0;13;107.0;
