Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;2;9.19999980927;10.0;3;21.0;1;6.0;12.6999998093;4;21.0;
2;2;9.19999980927;10.0;2;21.0599999428;1;7.0;11.6999998093;5;21.0;
3;2;9.21199989319;10.0;2;21.1229639053;1;8.0;10.6999998093;5;21.0;
4;2;9.22459316254;10.0;2;21.1889609098;1;8.14999961853;10.5;5;21.0;
5;2;10.3566884995;10.0;2;21.2580518723;1;8.14999961853;10.5;5;21.0;
6;2;11.377415657;10.0;2;21.3302885294;1;9.14999961853;10.5;5;21.0;
7;2;11.3990869522;10.0;3;21.8190145493;1;9.72500038147;10.5;5;21.0;
8;3;11.5457038879;10.1999998093;2;22.2388005257;1;9.72500038147;10.5;5;21.4200000763;
9;3;11.6716403961;10.3632001877;2;22.6008902788;2;9.81949996948;10.9099998474;4;22.758436203;
10;3;11.7802667618;10.4951858521;2;23.7875448465;2;10.1206493378;10.8792181015;4;23.1000000238;
11;3;12.1362638474;11.0209560394;2;24.8040741682;2;10.1975002289;11.0;4;24.8149009943;
12;3;14.1362628937;11.4571752548;2;25.6643919945;2;10.5833530426;11.7700004578;5;26.3006643057;
13;3;16.1362628937;11.8107032776;2;26.3888099194;2;12.2819604874;12.4126424789;5;27.5660959482;
14;3;16.9166431427;12.0916318893;2;27.0000665188;2;14.2819604874;12.9308347702;5;28.6384222507;
15;3;17.1000213623;12.3113050461;2;27.5204386711;2;16.2819595337;13.3366470337;5;29.5544860363;
16;3;17.2561302185;12.4808797836;2;27.7490785122;2;17.4586315155;13.6469516754;5;30.3533427715;
17;3;19.2115077972;12.5;3;27.9484119415;2;18.5335998535;13.879781723;5;30.9674448967;
18;3;20.2713069916;12.5;4;28.156321764;2;19.6176757812;14.0;5;31.3838531971;
19;3;21.3336791992;12.5;5;28.3723301888;2;20.7113685608;14.0;5;31.8446035385;
20;3;22.3984832764;12.5;3;28.5958371162;2;21.1650352478;14.0;5;32.350376606;
21;3;22.5787506104;12.5;3;28.8261203766;2;20.2999992371;15.0;5;32.9006829262;
22;3;22.6478366852;12.5;3;29.0623402596;2;20.2999992371;15.470205307;5;33.4936323166;
23;3;22.7187023163;12.5;3;29.303548336;2;21.2999992371;14.0;6;34.1257500648;
24;3;22.7910652161;12.5;3;29.5486979485;2;21.6782932281;14.0;6;34.7918796539;
25;3;22.8646087646;12.5;4;29.796661377;2;21.8281726837;14.0;6;35.4852027893;
26;3;22.938999176;12.5;4;30.0462479591;2;21.9841690063;14.0;6;36.1974048615;
27;3;23.013874054;12.5;4;30.2962265015;2;22.1444149017;14.0;6;36.9189891815;
28;3;23.0888671875;12.5;4;30.5453491211;2;22.3067722321;14.0;6;37.6397333145;
29;3;23.1636047363;12.5;4;30.7923750877;2;22.4689388275;14.0;6;38.3492431641;
30;3;21.2377128601;13.5;4;31.0360965729;2;22.628578186;14.0;7;39.0375461578;
31;3;20.3108291626;14.5;4;31.2753615379;2;22.7834472656;14.0;7;39.6956548691;
32;3;19.3826084137;15.5;4;31.5090961456;2;22.9315223694;14.0;7;40.3160324097;
33;3;18.4527282715;16.5;4;31.736322403;2;23.071105957;14.0;7;40.8929109573;
34;3;17.5208969116;17.5;4;31.9561743736;2;23.2009048462;14.0;7;41.4224338531;
35;3;16.5868530273;18.5;4;32.1679081917;2;23.3200473785;14.0;7;41.9026298523;
36;3;16.1503715515;19.5;5;32.3709101677;2;23.4280910492;14.0;7;42.3332462311;
37;3;16.2112731934;20.5;5;32.5646982193;2;23.5249786377;14.0;7;42.7154788971;
38;3;16.2694091797;21.5;5;32.7489213943;2;23.6109809875;14.0;7;43.051656723;
39;3;17.3246765137;19.5;5;32.9233555794;2;23.6866226196;14.0;7;43.3449144363;
40;3;16.3770065308;20.5;5;33.0878953934;2;23.7526054382;14.0;8;43.5988855362;
41;3;16.4263687134;21.5;5;33.2425441742;2;23.8097496033;14.0;9;43.8174438477;
42;3;17.4727630615;19.5;6;33.3874034882;2;23.8589248657;14.0;9;44.0;
43;3;16.5162200928;20.5;6;33.5226583481;2;23.8999996185;16.0;9;44.0;
44;3;16.5567970276;21.5;7;33.6485671997;2;23.8999996185;18.0;10;44.0;
45;3;17.5945701599;20.5;7;33.7654466629;2;23.8999996185;20.0;11;44.0;
46;3;16.5945701599;20.5;8;33.8736610413;2;23.8999996185;22.0;11;44.0;
47;3;18.5945701599;20.5;8;33.9736089706;2;23.8999996185;24.0;12;44.0;
48;3;20.5945701599;21.5;8;34.0;2;23.8999996185;24.0;12;44.0;
