Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;2;7.0;13.3000001907;5;21.0;
3;1;9.0;10.0;6;20.0;2;8.14999961853;12.0;5;21.1200000048;
4;1;9.0;10.0;6;20.0;2;8.16800022125;11.0;5;21.2530560493;
5;2;10.3000001907;10.0;5;21.0;2;8.18795871735;10.0;5;21.4002518654;
6;2;11.3000001907;10.0;5;21.0299999714;2;9.31505680084;10.0;5;21.5626775026;
7;2;11.3090000153;10.0;5;21.4708906412;2;9.85160255432;10.0;5;21.7414059639;
8;2;11.4412670135;10.1999998093;5;21.8393678665;2;9.89181613922;10.0;5;22.3548774719;
9;2;11.5518102646;10.3632001877;5;22.1466006041;2;10.0298480988;10.1999998093;5;22.9167456627;
10;2;11.6439800262;10.4951858521;4;23.2541460991;2;10.1562671661;10.3632001877;5;23.4393892288;
11;2;11.9762439728;11.0209560394;4;24.1846234798;2;10.2738628387;10.4951858521;5;24.8717758656;
12;2;13.9762439728;11.4571752548;4;24.9517599344;2;10.5961503983;11.0209560394;5;26.1735084057;
13;2;15.9762439728;11.8107032776;4;25.5757399797;2;12.4561443329;11.4571752548;5;27.3609917164;
14;2;16.6727218628;12.0916318893;3;26.0792449713;2;14.4561443329;11.8107032776;4;28.4561290741;
15;2;16.8237743378;12.3113050461;3;26.4845746756;2;16.4561443329;12.0916318893;4;29.4820175171;
16;2;16.9453716278;12.4808797836;3;26.5909943581;2;17.8162002563;12.3113050461;4;30.4597220421;
17;2;18.8640823364;12.5;3;26.6611413956;2;18.9598751068;12.4808797836;4;31.1853199005;
18;2;19.8851261139;12.5;3;26.7332159281;2;20.1145305634;12.5;4;31.9160957336;
19;2;20.906747818;12.5;3;26.8071684837;2;21.1811218262;12.5;4;32.6826691628;
20;2;21.9289340973;12.5;3;26.8829400539;2;21.3535995483;12.5;5;33.475315094;
21;2;22.0648822784;12.5;5;26.9604618549;2;19.625;13.5;6;34.2825622559;
22;2;22.0881385803;12.5;5;27.039655447;2;20.625;12.5;5;35.0917634964;
23;2;22.1118965149;12.5;4;27.1204328537;2;21.625;12.5;6;35.8898439407;
24;2;22.1361293793;12.5;4;27.2026965618;2;22.075214386;12.5;6;36.6641292572;
25;3;22.1608085632;12.5;3;27.2863395214;2;22.2494277954;12.5;4;37.4031534195;
26;3;21.5;12.5;5;27.3712463379;3;22.4157104492;12.5;3;38.0973386765;
27;3;21.5;13.4484987259;5;27.4572930336;3;22.5719013214;12.5;4;38.7394571304;
28;3;21.5;13.482916832;5;27.5443477631;3;18.5719013214;14.5;4;39.3248329163;
29;3;21.5;13.517739296;4;27.6322715282;3;18.625;14.5;4;39.8512945175;
30;3;20.289680481;13.5;4;27.7209193707;3;19.625;15.5;5;40.3189182281;
31;3;19.3162765503;14.5;4;27.8101406097;3;19.625;16.5;5;40.729631424;
32;3;18.3430423737;15.5;5;28.899780035;3;18.625;15.5;6;41.0867519379;
33;3;18.369934082;16.5;5;29.1196795702;3;18.625;15.5;6;41.39453125;
34;3;18.3969039917;17.5;5;29.3551095724;3;19.625;16.5;6;41.6577396393;
35;3;17.8065338135;18.5;5;29.6073391438;4;19.625;17.5;4;58.8813304901;
36;3;17.3822021484;19.5;5;29.8776624203;4;19.625;16.5;3;60.0200004578;
37;3;17.4632987976;20.5;5;30.1673668623;4;20.625;16.5;3;60.9173965454;
38;3;17.5502090454;21.5;6;30.4776937962;4;22.625;17.5;3;62.6897182465;
39;3;18.0312309265;20.3161010742;7;30.8097894192;4;22.625;20.2000007629;4;63.3615031242;
40;4;17.742937088;20.5;6;31.1646461487;4;23.625;22.2140007019;5;63.922478199;
41;4;17.8493938446;21.5;7;31.5430338383;4;25.625;21.22813797;5;64.3850923777;
42;4;17.8532066345;20.5;7;31.9454262257;4;27.8636302948;21.5;5;64.7629517317;
43;4;17.9483909607;20.5;7;32.3719217777;4;29.625;23.2568054199;6;65.0695059299;
44;4;18.2115764618;21.5;7;32.8221640587;4;30.872926712;27.2568054199;6;65.1228116751;
45;5;18.1851329803;21.5;3;48.2952694893;4;31.625;31.2568054199;8;65.1438889503;
46;5;19.0;23.5;4;49.5397667885;4;32.8823738098;35.2568054199;8;65.1651208401;
47;5;23.0;25.5;6;50.7229328156;4;33.625;39.2568054199;9;65.1864993572;
48;5;24.534538269;28.5;6;51.8411970139;4;34.625;43.2568054199;10;65.2080165148;
49;5;26.0;31.5;6;52.8937315941;4;36.625;41.3456115723;11;65.2296639681;
50;5;28.0;33.5;7;53.881644249;4;36.9016723633;41.5;12;65.2514331341;
51;5;31.9559726715;32.5;7;54.8072104454;4;38.625;40.3760032654;14;65.2733153105;
52;5;33.946434021;32.5;8;55.6732182503;5;38.9114952087;40.5;11;85.2953014374;
53;5;31.1903839111;34.5;9;56.4825057983;5;40.9164428711;42.5;11;86.5173832178;
54;5;33.2671089172;32.5;9;57.1439685822;5;42.625;45.4221687317;12;87.5571488142;
55;5;32.6035652161;33.5;9;57.6743192673;5;44.926399231;46.5;12;87.9197500944;
56;5;31.2000007629;35.5;10;58.1866288185;5;47.9314041138;45.5;12;88.7185139656;
