Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;2;9.19999980927;10.0;3;21.0;1;6.0;14.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;9.21199989319;10.0;3;21.1229639053;1;8.0;12.0;6;20.0;
4;2;9.22459316254;10.0;3;21.1889609098;1;8.0;11.0;6;20.0;
5;2;10.3566884995;10.0;3;21.2580518723;1;8.0;10.0;5;20.0;
6;2;11.377415657;10.0;3;21.3302885294;1;9.0;10.0;5;20.0;
7;2;11.3990869522;10.0;3;21.8190145493;1;9.5;10.0;4;20.0;
8;2;11.5457038879;10.1999998093;2;22.2388005257;1;9.5;10.0;4;20.3999996185;
9;2;11.6716403961;10.3632001877;2;22.6008902788;2;9.59000015259;10.5;3;21.7264003754;
10;2;11.7802667618;10.4951858521;2;23.8036500216;2;9.88844013214;10.3632001877;3;21.9903717041;
11;2;12.1410951614;11.0209560394;2;24.838842392;2;9.94783401489;10.4951858521;3;23.0819120407;
12;2;14.1410951614;11.4571752548;2;25.7205557823;2;10.1934309006;11.0209560394;3;23.99553442;
13;2;15.6125736237;12.5454053879;2;26.469255209;2;11.9660997391;11.4571752548;3;24.7449600697;
14;2;17.2983703613;12.0916318893;2;27.1078031063;2;13.9660997391;11.8107032776;3;25.3503712416;
15;2;18.3581314087;12.3113050461;4;27.658561945;2;15.9660997391;12.0916318893;3;25.8344515562;
16;2;19.4216136932;12.4808797836;5;27.9207231998;2;16.9954986572;12.3113050461;3;26.2195074558;
17;2;20.4887905121;12.5;5;28.156696558;2;18.0058269501;12.4808797836;3;26.3048160076;
18;2;21.5595817566;12.5;5;28.4042859077;2;19.0164165497;12.5;3;26.3530313969;
19;2;22.5212860107;12.5;5;28.6628656387;2;19.9294319153;12.5;3;26.4023760557;
20;2;22.598859787;12.5;6;28.9316151142;2;19.625;12.920712471;4;26.4528282881;
21;2;22.679485321;12.5;7;29.2095170021;2;19.9518871307;12.5;5;26.5043625832;
22;2;22.7628555298;12.5;7;29.4953637123;2;19.9634819031;12.5;5;26.5569496155;
23;2;22.8486099243;12.5;8;29.7877707481;3;19.9753131866;12.5;5;26.6105561256;
24;2;22.9363307953;12.5;8;30.0851979256;3;19.625;12.5;5;26.6651450396;
25;3;21.5;13.5;6;45.3859772682;3;19.9996566772;12.5;5;26.72067523;
26;3;22.5;14.5;6;46.4383473396;3;20.0121517181;12.5;5;26.7771017551;
27;3;22.5;13.5;6;47.4098672867;3;20.024848938;12.5;5;26.8343759775;
28;3;23.2971477509;14.5;6;48.2978768349;3;19.625;13.2337503433;5;26.8924454451;
29;3;23.3871765137;15.5;6;49.1031064987;3;18.0508003235;13.5;5;26.9512542486;
30;3;23.4760513306;16.5;6;49.828851223;3;17.064031601;14.5;5;27.0107431412;
31;3;23.5632572174;17.5;6;50.4801387787;4;16.0774173737;15.5;3;39.8208494186;
32;3;22.770111084;18.5;6;51.0629758835;4;15.625;17.5;3;40.5190074444;
33;3;22.4218654633;19.5;7;51.5837416649;4;16.0;18.9920558929;3;41.1641798019;
34;3;22.5589141846;20.5;7;51.9550356865;4;17.0;20.0348548889;3;41.7536454201;
35;3;22.6615104675;21.5;7;52.1972637177;4;18.0;21.0779438019;3;42.2868537903;
36;3;21.6615104675;20.5;7;52.4270114899;4;19.0;22.1212711334;4;42.7650895119;
37;3;22.2749996185;20.5;7;52.6438379288;4;20.0;23.1647834778;4;43.1910581589;
38;3;23.2749996185;20.5;7;52.8475008011;4;22.0;24.9084320068;4;44.5684614182;
39;3;24.2749996185;20.5;7;53.0379428864;4;24.0;24.2000007629;4;44.95160079;
40;3;25.2749996185;20.5;9;53.2152729034;4;25.0;26.2350006104;6;45.2970204353;
41;3;26.2749996185;23.5;10;53.379740715;4;25.4551544189;28.1110095978;6;45.5963224173;
42;3;27.2749996185;26.5;10;53.5317173004;4;25.5375003815;29.1924247742;6;45.7144547701;
43;3;27.7749996185;28.5;12;53.67166996;4;25.5375003815;30.2751197815;7;45.8343458176;
44;3;27.7749996185;30.5;12;53.8001413345;4;25.5375003815;31.359041214;8;45.9559276104;
45;3;27.7749996185;32.5;12;53.9177293777;4;25.5375003815;32.4441490173;8;46.0791271925;
46;3;27.7749996185;33.4506378174;13;54.0;4;26.5375003815;33.4441490173;8;46.2038661242;
47;3;28.7749996185;31.4506378174;13;54.0;4;27.5375003815;35.4441490173;9;46.3300603628;
48;3;27.7749996185;32.4506378174;15;54.0;4;28.8800563812;37.4441490173;10;46.4576205015;
49;4;27.7749996185;33.4506378174;16;54.0;4;30.5967159271;38.4310302734;10;46.5864510536;
50;5;28.7749996185;31.4506378174;13;69.0;4;31.6257019043;38.5;11;46.7164506912;
51;5;28.7749996185;33.4506378174;13;69.75;4;32.2799530029;37.5;11;46.8475120068;
52;5;29.7749996185;35.4506378174;14;70.4193744659;5;31.569026947;37.5;11;46.9795219898;
53;6;31.7749996185;34.4506378174;12;85.5072898865;5;31.9155693054;36.5;11;47.1123615503;
54;7;32.7750015259;37.4506378174;11;86.5962696075;5;31.9280166626;35.8720436096;12;47.2459053993;
55;8;34.7750015259;40.4506378174;8;99.0470619202;5;31.1625003815;35.9274749756;12;47.3800230026;
56;8;38.7750015259;40.4506378174;8;100.327767372;5;31.6395053864;34.5;12;47.5145783424;
57;8;40.7750015259;43.4506378174;7;102.452483177;5;31.6580123901;34.9936141968;13;47.6494297981;
58;8;43.3631057739;47.4506378174;7;103.472536087;5;32.4898719788;32.9936141968;13;48.7844314575;
59;8;46.4398269653;47.4506378174;8;104.268195629;5;32.6959342957;34.9936141968;14;49.0494326353;
60;9;46.4749984741;50.4506378174;7;104.867293596;5;33.1624984741;37.9936141968;14;49.3297101259;
61;9;46.6689758301;53.4506378174;8;106.375537753;5;34.2955551147;37.7743453979;15;49.6265375614;
62;9;48.7249984741;54.4506378174;8;109.747336626;5;33.4859886169;39.8358917236;16;49.9412107468;
63;9;49.4029998779;58.5682296753;9;112.620515704;6;33.7746047974;39.9936141968;13;70.2750161886;
64;9;50.3488426208;61.9938316345;9;114.895775914;6;35.6714172363;39.9936141968;14;71.8291916847;
