Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;2;9.19999980927;10.0;3;21.0;1;6.0;14.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0599999428;1;7.0;13.0;6;20.0;
3;2;9.21199989319;10.0;3;21.1229639053;1;8.0;12.0;6;20.0;
4;2;9.22459316254;10.0;3;21.1889609098;1;8.0;11.0;6;20.0;
5;2;10.3566884995;10.0;3;21.2580518723;1;8.0;10.0;6;20.0;
6;2;11.377415657;10.0;3;21.3302885294;1;9.0;10.0;6;20.0;
7;2;11.3990869522;10.0;4;21.8190145493;1;9.5;10.0;6;20.0;
8;3;11.5457038879;10.1999998093;3;22.2388005257;1;9.5;10.0;6;20.3999996185;
9;3;11.6716403961;10.3632001877;3;22.6008902788;1;9.59000015259;10.1999998093;6;20.7264003754;
10;3;11.7802667618;10.4951858521;3;23.8036500216;1;9.66343975067;10.3632001877;6;20.9903717041;
11;3;12.1410951614;11.0209560394;3;24.838842392;1;9.72283363342;10.4951858521;6;22.0419120789;
12;3;14.1410951614;11.4571752548;3;25.7205557823;2;9.95943069458;11.3209562302;5;23.9143505096;
13;3;16.1410942078;11.8107032776;3;26.469255209;2;11.9478340149;11.4571752548;5;24.7114065886;
14;3;16.940776825;12.0916318893;3;27.1078031063;2;13.9478340149;11.8107032776;5;25.3703827858;
15;3;17.1323413849;12.3113050461;3;27.658561945;2;15.7228336334;12.4477672577;5;25.9143484831;
16;3;17.2975673676;12.4808797836;3;27.9207231998;2;16.7228336334;12.6988267899;5;26.3659858704;
17;3;18.3867835999;13.5;4;28.156696558;2;17.7228336334;12.9021472931;5;26.5249304771;
18;3;19.3867835999;13.9205131531;5;28.4042859077;2;19.0659427643;12.5;5;26.6541694403;
19;3;20.3867835999;14.0319290161;5;28.6628656387;2;19.625;12.9962511063;5;26.7922235727;
20;3;21.3867835999;14.1482896805;5;28.9316151142;2;19.625;13.0376672745;7;26.9393253326;
21;3;21.5;14.2692270279;5;29.2095170021;2;20.0613479614;12.5;7;27.0956480503;
22;3;21.5;14.394282341;5;29.4953637123;2;20.0965213776;12.5;7;27.261295557;
23;3;21.5;14.5229139328;6;29.7877707481;3;19.625;13.4045181274;7;27.4362905025;
24;3;21.5;14.6544971466;6;30.0851979256;3;19.625;13.4745159149;7;27.6205644608;
25;3;21.5;14.7883396149;6;30.3859772682;3;20.2146263123;12.5;6;27.8139474392;
26;3;21.5;14.9236898422;6;30.6883473396;3;19.625;13.5;6;28.016159296;
27;3;22.5;12.9236898422;6;30.9904928207;3;20.3036365509;12.5;6;28.2268030643;
28;3;21.5;13.9236898422;6;31.2905869484;3;19.625;13.5;6;28.445360899;
29;4;21.5;14.9236898422;5;31.5868368149;3;19.625;13.8781442642;6;28.6711919308;
30;4;20.5;13.9236898422;5;31.8775248528;3;18.4510192871;13.5;7;28.9035346508;
31;4;20.5;14.5;5;32.1610488892;3;17.5032958984;14.5;7;29.141512394;
32;4;19.6483154297;15.5;5;32.4359579086;3;16.5568408966;15.5;7;29.3841423988;
33;4;18.6483154297;14.5;5;32.700978756;3;15.6114320755;16.5;8;29.6303496361;
34;4;19.5;14.5;5;32.9550356865;3;15.0418281555;17.5;8;29.8789830208;
35;4;20.5;15.5;6;33.1972637177;3;15.0977706909;18.5;8;30.1288366318;
36;4;21.5;16.5;6;33.4270114899;3;15.1539878845;19.5;8;30.3786706924;
37;4;21.5;17.5;6;33.6438379288;3;15.2102012634;20.5;8;30.6272368431;
38;4;21.5;17.6863021851;6;33.8475008011;3;15.26612854;21.5;8;30.8733024597;
39;4;21.5;17.8085002899;6;34.0379428864;3;15.3214931488;22.5;8;32.1156759262;
40;4;21.5;17.9227657318;6;35.2152729034;3;16.3760261536;23.5;9;32.37322855;
41;4;21.5;16.9227657318;6;35.4097406864;3;17.4294757843;24.5;9;32.6251120567;
42;4;22.5;16.9227657318;6;35.5923082829;3;17.7156486511;25.5;9;32.8703781366;
43;4;21.5;19.9227657318;6;35.763436079;3;17.7708339691;26.5;10;33.1081937551;
44;4;22.5;22.9227657318;6;35.9236586094;3;17.824344635;27.5;10;33.3378503323;
45;4;23.5;25.9227657318;6;36.0735644102;3;16.247926712;29.5;11;33.5587705374;
46;4;23.5;27.9227657318;7;36.1887089014;4;16.2526321411;31.5;10;33.7705087662;
47;4;23.5;29.9227657318;7;36.2221269608;4;17.0;30.5;11;33.9727494717;
48;4;23.5;30.9227657318;7;36.2560760975;4;16.2621517181;32.5;11;34.1653001308;
49;4;23.5;31.9227657318;7;36.2905418873;4;16.2669620514;34.5;11;34.348084569;
50;4;23.5;32.9227676392;8;36.3255085945;4;18.0;33.5;11;34.5211316347;
51;4;24.5;30.9227657318;8;36.3609591722;4;19.8655796051;33.5;12;34.6845633984;
52;4;23.5;31.9227657318;8;36.3968753815;4;19.0;34.5;13;34.8385819197;
53;4;23.5;32.9227676392;8;36.4332377911;4;20.0;35.5;12;35.9834566116;
54;4;24.5;30.9227657318;8;36.4700255394;4;22.2914428711;34.5;12;36.1495131254;
55;4;23.5;31.9227657318;8;37.5072168112;4;23.625;35.4221687317;12;36.3077088594;
56;4;24.5;33.9227676392;9;37.5747884512;4;24.1650314331;34.5;12;36.4535576105;
57;4;26.5;32.9227676392;9;37.6433073282;4;24.1770515442;34.5;14;36.507617712;
58;4;25.5;34.9227676392;8;37.7127412558;4;23.936422348;34.5;14;36.5623011589;
59;4;25.5;36.9227676392;7;37.7830557823;4;24.2015190125;33.5;14;36.6175875664;
60;4;26.5;35.9227676392;7;37.8542144299;4;23.625;34.3320960999;15;36.6734549999;
61;4;25.5;37.5006828308;8;37.9261785746;5;23.8999786377;33.5159301758;14;36.7298804522;
62;4;25.5;38.5171203613;10;37.9989074469;5;23.625;33.3792533875;15;36.786839366;
63;4;26.5;36.5338287354;10;38.0723583698;5;23.625;34.4033813477;15;36.8443059921;
64;4;25.5;37.5508041382;10;38.14648664;5;24.2649688721;32.5;15;36.9022530317;
65;4;25.5;38.5680389404;10;38.2212458849;5;23.625;34.452671051;17;36.9606522322;
66;4;26.5;36.5855178833;9;38.2965877056;5;24.2911472321;32.5;18;37.0194739103;
