Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;2;7.0;13.5;5;21.0;
3;2;9.19999980927;10.0;4;21.0;2;8.14999961853;12.0;5;21.0599999428;
4;2;9.19999980927;10.0;3;21.0900000334;2;8.15900039673;11.0;4;21.1229639053;
5;2;10.3269996643;10.0;2;21.1871190071;2;8.16844463348;10.0;4;21.1889609098;
6;2;11.3561353683;10.0;2;21.2917383909;2;9.0;10.5944805145;4;21.2580518723;
7;2;11.3875217438;10.0;2;21.817143321;2;9.5;10.629026413;4;21.3302885294;
8;2;11.5451431274;10.1999998093;2;22.2793469429;2;9.5;10.6651439667;4;21.8190145493;
9;2;11.683804512;10.3632001877;2;22.6900259256;2;9.59000015259;10.9095077515;4;22.2388005257;
10;2;11.8070077896;10.4951858521;2;23.9506295919;2;9.66343975067;11.1194000244;4;22.6008902788;
11;2;12.1851892471;11.0209560394;2;25.0538563728;2;9.72283363342;11.3004455566;4;23.8036500216;
12;2;14.1851892471;11.4571752548;2;26.0146684647;2;9.95943069458;11.9018249512;4;24.838842392;
13;2;16.1851882935;11.8107032776;2;26.8543052673;2;11.7228336334;12.419421196;4;25.7205557823;
14;2;17.0562915802;12.0916318893;2;27.5962526798;2;13.7228336334;12.8602781296;4;26.469255209;
15;2;17.2788772583;12.3113050461;2;28.2632865906;2;15.7228336334;13.2346277237;4;27.1078031063;
16;2;17.4789848328;12.4808797836;2;28.6547400951;2;16.7228336334;13.5539016724;4;27.658561945;
17;2;19.4832057953;12.5;2;29.0328326225;2;17.7228336334;13.8292808533;5;27.9207231998;
18;2;20.5966339111;12.5;2;29.4347915649;2;18.7228336334;13.9603614807;5;28.156696558;
19;2;21.7172203064;12.5;3;29.8589887619;2;19.625;14.0783481598;5;28.4042859077;
20;2;22.8444805145;12.5;3;30.3031497002;3;19.625;14.2021427155;4;28.6628656387;
21;2;23.0909442902;12.5;3;30.7643566132;3;19.625;14.697719574;4;28.9316151142;
22;2;23.2293071747;12.5;3;31.2390885353;3;19.625;14.8589687347;4;29.2095170021;
23;2;23.3717269897;12.5;3;31.7232985497;3;20.5721416473;12.8589687347;4;29.4953637123;
24;2;23.5169906616;12.5;3;32.2125329971;3;20.6364574432;12.5;6;29.7877707481;
25;2;23.6637611389;12.5;4;32.7020812035;4;20.7022476196;12.5;4;30.0851979256;
26;2;23.8106231689;12.5;4;33.1871519089;4;20.7691688538;12.5;4;30.3859772682;
27;2;23.9561462402;12.5;4;33.6630582809;4;20.8368453979;12.5;4;30.6883473396;
28;2;24.0989170074;12.5;3;34.1254005432;4;20.9048786163;12.5;4;30.9904928207;
29;2;24.2376213074;12.5;3;34.570227623;4;17.625;14.5;4;31.2905869484;
30;2;22.2376213074;13.5;3;34.9941673279;5;16.625;16.5;3;38.2358589172;
31;2;21.5;14.5;3;35.3945169449;5;17.625;18.5;4;39.0035604239;
32;2;21.5;15.5;3;35.7692890167;5;18.625;20.5;4;39.7743706703;
33;2;21.5;16.5;3;36.1172132492;5;19.2671012878;22.5;4;40.5442136526;
34;2;22.5;14.5;3;36.4376983643;5;20.2906417847;24.5;4;41.3091378212;
35;2;21.5;14.5;4;36.7307662964;5;21.3159503937;26.4308815002;4;42.0654239655;
36;2;21.5;14.5;4;36.9969644547;5;22.3431091309;27.659532547;4;43.8096812963;
37;2;21.0990905762;15.5;4;37.2372674942;5;24.3721885681;28.8775367737;4;44.568926692;
38;2;20.1711807251;16.5;4;37.4529781342;5;26.4032497406;30.0843105316;5;45.3112347126;
39;2;19.1711807251;15.5;4;37.6456279755;5;27.6749801636;31.2794532776;5;46.0345783234;
