Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;5;20.0;2;7.0;13.3000001907;5;21.0;
3;1;9.0;10.0;5;20.0;2;8.14999961853;12.0;5;21.0599999428;
4;2;9.19999980927;10.0;4;21.0;2;8.15900039673;11.0;5;21.1229639053;
5;2;10.3000001907;10.0;4;21.0900000334;2;8.16844463348;10.0;5;21.1889609098;
6;2;11.3269996643;10.0;4;21.1871190071;2;9.26751613617;10.0;5;21.2580518723;
7;2;11.3561353683;10.0;4;21.7036092281;2;9.7830619812;10.0;4;21.3302885294;
8;2;11.5110826492;10.1999998093;3;22.1564130783;2;9.7993144989;10.0;3;21.8190145493;
9;2;11.6469240189;10.3632001877;3;22.557236433;2;9.90927886963;10.1999998093;3;22.2388005257;
10;2;11.7671709061;10.4951858521;3;23.8035871983;2;10.0037298203;10.3632001877;2;22.6008902788;
11;2;12.141076088;11.0209560394;3;24.8916251659;2;10.0852003098;10.4951858521;2;23.7875448465;
12;2;14.141076088;11.4571752548;3;25.8364036083;2;10.3521976471;11.0209560394;2;24.8040741682;
13;2;16.1410751343;11.8107032776;4;26.6592981815;2;12.148021698;11.4571752548;2;25.6643919945;
14;2;17.3553848267;12.0916318893;4;27.3839819431;2;14.148021698;11.8107032776;2;26.3888099194;
15;2;18.440984726;12.3113050461;4;28.0334718227;2;16.148021698;12.0916318893;2;27.0000665188;
16;2;19.5340881348;12.4808797836;4;28.407397747;2;17.2577610016;12.3113050461;2;27.5204386711;
17;2;20.6347923279;12.5;4;28.7683298588;2;18.2985363007;12.4808797836;2;27.7490785122;
18;2;21.7430725098;12.5;4;29.1538929939;2;19.3413772583;12.5;2;27.9484119415;
19;2;22.7461681366;12.5;5;29.562889576;2;20.2883930206;12.5;2;28.156321764;
20;2;22.8688659668;12.5;5;29.9934945107;2;20.3351726532;12.5;2;28.3723301888;
21;2;22.9980487823;12.5;5;30.4432339668;2;20.3837738037;12.5;2;28.5958371162;
22;2;23.1329708099;12.5;5;30.9089989662;3;20.4340629578;12.5;2;28.8261203766;
23;2;23.2726993561;12.5;5;31.3870959282;3;19.625;12.5;3;29.0623402596;
24;2;23.4161281586;12.5;6;31.8733391762;3;20.5390262604;12.5;4;29.303548336;
25;4;23.562002182;12.5;5;32.36317873;3;20.5932979584;12.5;4;29.5486979485;
26;4;21.7089538574;13.5;5;32.8518595695;3;20.6484565735;12.5;4;29.796661377;
27;4;20.7089538574;13.5;5;33.3346033096;3;20.7042484283;12.5;4;30.0462479591;
28;4;19.7089538574;13.5;5;33.8067913055;3;20.7604064941;12.5;3;30.2962265015;
29;4;19.7089538574;14.5;5;34.2641468048;3;18.8166503906;13.5;3;30.5453491211;
30;4;18.7089538574;13.5;5;34.7028827667;3;17.8727035522;14.5;4;31.7923750877;
31;4;17.7089538574;13.5;5;35.1198272705;3;17.9282836914;15.5;4;32.0760965347;
32;4;17.5;13.5;5;35.5124940872;3;17.9831218719;16.5;5;32.3565454483;
33;4;16.5;13.5;5;35.8791179657;3;17.6552219391;17.5;6;32.6326496601;
34;4;16.5;14.5;5;36.2186422348;3;17.7173461914;18.5;6;32.9034298658;
35;4;17.0;15.5;6;36.530673027;3;17.7782707214;19.5;6;33.1680158377;
36;4;16.0;14.5;6;36.8154029846;3;17.837802887;20.5;7;33.4256560802;
37;4;16.0;14.5;6;37.0735216141;3;16.2829933167;22.5;8;33.6757261753;
38;4;15.0;13.5;6;37.3061151505;3;16.2935829163;24.5;8;33.9177296162;
39;4;15.0;13.5;6;37.5145664215;3;16.3044319153;26.5;9;34.1512974501;
40;4;16.0;14.5;6;37.7004623413;3;16.3155345917;28.5;9;34.3761838675;
41;4;15.0;13.5;6;38.8655099869;3;16.3268852234;30.5;10;34.5922579765;
42;4;17.0;14.8999996185;7;39.1299999952;3;16.3384819031;32.1615257263;11;34.7994937897;
43;4;19.0;15.5;7;39.2754310369;3;16.3503131866;33.2697792053;12;34.9979596138;
44;4;20.2826290131;16.5;7;39.4377241135;3;16.3623752594;34.371181488;14;35.1878033876;
45;4;19.3313179016;19.5;7;39.6183350086;3;16.3746566772;35.4658622742;14;35.3692424297;
46;4;18.8999996185;21.5;7;40.8187118769;3;17.3871517181;33.5539970398;15;35.542548418;
47;4;20.0;24.5;8;41.0702543259;3;16.399848938;34.6358108521;16;35.7080370188;
48;4;22.6120758057;27.5;8;41.3448545933;3;18.0;32.5;16;35.8660544157;
49;4;24.0034561157;30.5;9;41.6436481476;3;18.4258003235;33.5;18;35.9512542486;
50;5;24.3275299072;33.5;8;41.9675416946;3;20.0;32.5;18;36.0107431412;
51;5;25.8532066345;34.5;9;42.3171380758;3;22.0;32.5;19;36.0708494186;
52;5;26.4483909607;35.9623336792;10;42.692655921;3;23.490940094;32.5;21;36.1315076351;
53;5;25.8566131592;37.5;10;43.0938501358;4;23.6499996185;32.5;20;36.1926498413;
54;5;25.8666381836;39.0486907959;10;43.5199382305;5;24.1433467865;30.5;15;54.2542052269;
55;5;26.8768234253;35.5;10;43.9695394039;5;24.6499996185;30.5;15;55.2161006927;
56;5;25.8871631622;36.5;11;44.4406356812;5;26.1711215973;30.5;15;56.0531630516;
