Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;9.0;10.0;4;20.0;1;6.0;14.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;7.0;13.0;6;20.0;
3;1;9.0;10.0;5;20.0;1;8.0;12.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;8.0;11.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;2;9.0;10.3000001907;4;21.0;
7;1;11.0;10.0;5;20.3999996185;2;9.72500038147;10.0;4;21.0299999714;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;9.73174953461;10.0;4;21.4708906412;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;9.830950737;10.1999998093;4;21.8393678665;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;9.91385746002;10.3632001877;4;22.1466006041;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;9.98298549652;10.4951858521;4;23.2541460991;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;10.2321834564;11.0209560394;4;24.1846234798;
13;1;12.8743057251;11.8107032776;5;24.1832637787;2;12.0086450577;11.4571752548;4;24.9517599344;
14;1;13.8743057251;12.0916318893;5;24.6226100922;2;14.0086450577;11.8107032776;4;25.5757399797;
15;2;15.3867835999;12.3113050461;4;25.9617595673;2;16.008644104;12.0916318893;4;26.0792449713;
16;2;16.488527298;12.4808797836;4;26.1299999952;2;16.7228336334;12.748295784;4;26.4845746756;
17;2;18.7257843018;12.5;4;26.2754310369;2;18.0654678345;12.4808797836;4;26.5909943581;
18;2;19.3867835999;12.5;4;26.4377241135;2;19.0808067322;12.5;5;26.6611413956;
19;2;20.3867835999;12.5;4;26.6183350086;2;19.9987564087;12.5;5;26.7332159281;
20;2;21.3867835999;12.5;4;26.8187118769;2;20.0149726868;12.5;5;26.8071684837;
21;2;21.5;12.5;5;27.0402543545;2;19.625;13.222867012;5;26.8829400539;
22;2;21.5;12.5;5;27.2842636108;2;19.625;13.2531757355;4;26.9604618549;
23;2;21.5;12.5;5;27.5518820286;2;20.0661048889;12.5;4;27.039655447;
24;2;21.5;12.5;6;27.8440244198;3;19.625;13.3158626556;3;27.1204328537;
25;2;21.5;12.5;6;28.1613030434;3;20.1020965576;12.5;3;27.2026965618;
26;2;21.5;12.5;6;28.5039470196;4;19.625;13.3810787201;2;27.2863395214;
27;2;21.5;12.5;6;28.871723175;4;20.1394271851;12.5;3;27.3712463379;
28;2;21.5;12.5;6;29.263862133;4;20.158531189;12.5;3;27.4572930336;
29;2;21.5;12.5;6;29.6789975166;4;18.1778907776;13.5;3;27.5443477631;
30;3;19.5;13.5;5;37.7874879837;4;17.197479248;14.5;4;27.6322715282;
31;3;19.5;14.5;5;38.7274394035;4;16.2172603607;15.5;4;27.7209193707;
32;3;19.5;15.5;5;39.6735730171;4;15.2372074127;16.5;4;27.8101406097;
33;4;19.5;16.5;5;40.617626667;4;14.6322822571;17.5;4;27.899780035;
34;4;19.5;17.5;5;41.551317215;4;14.6524505615;18.5;4;27.989679575;
35;4;19.5;18.5;5;42.4666113853;4;14.6726779938;19.5;4;28.0796785355;
36;4;20.0;19.5;5;43.3559851646;4;14.6929273605;20.5;3;28.1696150303;
37;4;20.6668872833;20.5;5;44.2126541138;4;14.7131633759;21.5;1;28.2593274117;
38;4;20.8362541199;21.5;5;45.0307626724;4;14.7333488464;22.5;1;28.3486549854;
