Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_GEORGE;Research_KI_6_SP_GEORGE;Industry_KI_6_SP_GEORGE;Ships_KI_6_SP_GEORGE;Population_KI_6_SP_GEORGE;
1;1;9.0;10.0;4;20.0;2;6.0;14.3000001907;3;21.0;
2;1;9.0;10.0;5;20.0;2;7.15000009537;13.0;3;21.0299999714;
3;1;9.0;10.0;5;20.0;2;8.15450000763;12.0;3;21.0605909824;
4;2;9.19999980927;10.0;4;21.0;2;8.15908908844;11.0;3;21.091766119;
5;2;10.3000001907;10.0;3;21.0599999428;2;8.16376495361;10.0;2;21.1235172749;
6;2;11.3179998398;10.0;3;21.1229639053;2;9.25279140472;10.0;2;21.1558350325;
7;2;11.336889267;10.0;3;21.6001901627;2;9.76006317139;10.0;2;21.1887089014;
8;2;11.4800567627;10.1999998093;3;22.0082015991;2;9.76745986938;10.0;2;21.6340136528;
9;2;11.6024608612;10.3632001877;3;22.3582868576;2;9.86765289307;10.1999998093;2;22.0068871975;
10;2;11.7074861526;10.4951858521;3;23.5279067755;2;9.95154953003;10.3632001877;1;22.3184864521;
11;2;12.0583724976;11.0209560394;3;24.5268628597;2;10.0216598511;10.4951858521;1;23.4320747852;
12;2;14.0583724976;11.4571752548;3;25.3691681623;2;10.2722177505;11.0209560394;1;24.3685975075;
13;2;16.0583724976;11.8107032776;4;26.0752547979;2;12.0500392914;11.4571752548;1;25.1417599916;
14;2;17.1801719666;12.0916318893;4;26.6680037975;2;14.0500392914;11.8107032776;1;25.771723628;
15;2;18.2261924744;12.3113050461;3;27.1698563099;2;16.0500392914;12.0916318893;1;26.2811454535;
16;2;19.2750034332;12.4808797836;3;27.3801496029;2;17.0960044861;12.3113050461;1;26.6922996044;
17;2;20.3266181946;12.5;3;27.5615134239;2;18.1122055054;12.4808797836;2;26.8044247627;
18;2;21.3810272217;12.5;3;27.7520513535;2;19.1288299561;12.5;2;26.8801307678;
19;2;22.3256149292;12.5;4;27.9515185356;2;20.0480289459;12.5;3;26.9575897455;
20;2;22.3854560852;12.5;4;28.1595556736;2;20.0654582977;12.5;3;27.0367236137;
21;2;22.4478664398;12.5;4;28.3756833076;2;20.0832633972;12.5;3;27.1174445152;
22;3;22.5127048492;12.5;3;28.5992991924;2;20.1014251709;12.5;3;27.1996555328;
23;3;22.5797901154;12.5;3;28.8296794891;2;20.1199226379;12.5;3;27.2832500935;
24;3;22.6489028931;12.5;4;29.0659828186;2;20.1387310028;12.5;4;27.3681128025;
25;4;22.7197952271;12.5;2;29.3072590828;2;20.15782547;12.5;4;27.4541199207;
26;4;21.5;13.5;2;29.5524601936;2;20.1771774292;12.5;5;27.5411400795;
27;4;21.5;14.3209838867;2;29.8004574776;2;20.1967563629;12.5;5;27.6290345192;
28;4;20.5;13.5;2;30.0500593185;2;19.625;13.5;5;27.7176582813;
29;4;20.0150184631;14.5;2;30.3000340462;2;18.2364730835;13.5;5;27.8068611622;
30;4;19.5;13.5;2;31.5491337776;2;17.2565441132;14.5;5;27.8964881897;
31;4;19.5;13.8999996185;2;31.9261182547;3;16.2767105103;15.5;4;27.9863810539;
32;4;20.2388343811;14.5;2;32.3152111769;3;15.2969360352;16.5;4;28.0763792992;
33;4;19.694562912;15.5;3;32.7166929245;3;14.6921854019;17.5;4;28.1663210392;
34;4;18.8150081635;16.5;3;33.1309463978;3;14.7124223709;18.5;4;28.2560443878;
35;4;18.4392852783;17.5;4;33.5584431887;3;14.7326097488;19.5;4;28.3453888893;
36;4;17.0;17.2274856567;4;33.9997189045;3;14.7527122498;20.5;4;28.4341959953;
37;4;18.0;17.3161010742;5;34.4553332329;3;14.772693634;21.5;5;28.5223107338;
38;5;17.6852798462;15.5;4;34.9258162975;3;14.7925205231;22.5;5;28.6095826626;
39;5;18.7655639648;16.5;4;35.4116032124;3;14.8121566772;23.5;6;28.6958668232;
40;5;19.1234817505;17.5;4;35.9129571915;3;14.8315696716;24.5;6;28.781024456;
41;5;19.2738876343;18.5;4;36.429885149;3;14.850730896;25.5;7;28.8649244308;
42;5;19.4289665222;19.5;4;36.9620504379;3;14.8696079254;26.5;7;29.9474434853;
43;5;19.5886154175;20.5;4;37.5086884499;3;15.8881750107;27.5;8;30.2384672165;
44;5;18.7062568665;20.5;4;38.0685353279;3;16.9064064026;28.5;9;30.5694487095;
45;6;20.8307971954;21.5;1;48.6397747993;3;16.9242744446;29.5;9;30.9473559856;
46;6;23.9616355896;24.5;1;50.6200156212;3;18.3381538391;27.5;10;31.3798446655;
47;6;25.5951251984;28.5;1;51.7107003927;3;17.435464859;28.5;10;31.8750810623;
48;6;29.630147934;32.5;2;52.7925223112;4;16.9755191803;29.5;10;47.4414305687;
49;6;32.6185455322;34.5;2;53.8624315262;5;18.9917564392;28.5;10;48.8369803429;
50;6;32.7648544312;37.5;4;54.8506543636;6;20.0;30.5;9;50.2382411957;
51;7;33.2648544312;38.5;3;55.8043795824;6;22.0;32.5;8;51.6496887207;
52;7;33.6022796631;39.5;3;56.7461631298;6;22.0;34.5;9;53.0762858391;
53;7;35.1105003357;40.7241516113;5;57.674071312;6;24.0;36.5;9;54.5214867592;
54;7;35.785320282;41.8705596924;5;58.5866243839;6;24.6910820007;37.5;9;55.9853181839;
55;7;36.0076522827;42.6311302185;5;59.4827897549;6;24.7045345306;37.5;10;57.4628448486;
56;7;36.2145080566;42.8064155579;6;60.3619399071;7;24.7175121307;37.5;9;58.9433617592;
57;7;36.4057731628;42.9967803955;6;62.1197011471;7;24.730014801;37.5;9;60.3168382645;
58;8;37.5347251892;44.2023696899;6;62.936740756;7;24.7420463562;37.5;10;62.5609493256;
59;8;38.6425056458;45.423034668;7;63.7579908371;7;25.75;38.5;10;63.7865839005;
60;8;36.7421035767;45.423034668;7;64.5822423697;7;27.75;40.5;10;65.9727303982;
61;8;35.7421035767;46.0999984741;8;65.4081997871;7;29.9956054688;43.5;10;67.2156770229;
62;8;35.1633720398;47.0999984741;8;66.2343683243;7;32.0076599121;46.5;13;69.3826175928;
63;8;35.1995811462;48.0999984741;9;67.0589674711;7;33.8409194946;50.5;12;70.4936791658;
64;8;34.0596961975;50.7616691589;9;70.7045243979;7;35.0711898804;53.5;12;71.5165497065;
65;8;33.7193260193;50.0999984741;10;73.098246932;7;34.9169044495;56.5;12;72.4543721676;
66;10;35.8730278015;51.0999984741;6;94.2510533333;6;33.0619277954;42.5;13;54.3148845434;
67;10;36.3721504211;53.9613037109;6;96.7654424906;7;31.520986557;43.5;13;55.108761549;
68;10;40.6213989258;53.5;7;98.8295048475;7;30.5758895874;43.5;12;55.8480890989;
69;10;40.062297821;58.0;5;100.457946539;7;30.6361026764;44.5;13;56.5451103449;
70;10;36.062297821;63.6557121277;5;101.961250186;8;29.0619297028;44.5;12;57.1358852386;
71;10;35.9591293335;64.5614089966;6;103.24028039;8;29.0619297028;46.5;12;57.5865727663;
