Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;2;6.0;14.3000001907;3;24.0;1;9.0;10.0;4;20.0;
2;2;7.19999980927;13.1000003815;3;24.1124999523;1;9.0;10.0;5;20.0;
3;2;8.22249984741;12.1000003815;3;24.2364046574;1;9.0;10.0;5;20.0;
4;2;9.24728107452;11.5;3;24.3725773096;1;9.0;10.0;5;20.0;
5;2;9.87451553345;11.5;3;24.5218783617;1;10.0;10.0;5;20.0;
6;2;11.0565643311;11.5;3;24.6851472855;1;11.0;10.0;5;20.0;
7;2;12.1055450439;11.5;3;24.8631806374;1;11.0;10.0;5;20.3999996185;
8;2;12.4589538574;11.5;3;25.5353367329;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;12.6606016159;11.7299995422;3;26.1285328865;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;12.8385601044;11.9106416702;3;27.6838638783;2;11.597111702;10.4951858521;4;23.0719120502;
11;2;13.3051586151;12.5274600983;3;29.0303895473;2;11.9215736389;11.0209560394;4;23.9749414921;
12;2;15.0424957275;13.0216779709;3;30.1965687275;2;13.9215736389;11.4571752548;4;24.7131726742;
13;2;17.0424957275;13.4066829681;3;31.2181880474;2;15.9215736389;11.8107032776;5;25.3067810535;
14;2;19.0424957275;13.6998376846;4;32.1313700676;2;16.94962883;12.0916318893;5;25.7784451246;
15;3;20.4343490601;13.9190797806;3;32.8065404892;2;17.9593238831;12.3113050461;5;26.1504684687;
16;3;21.5883483887;14.0;3;33.3565750122;2;18.9691867828;12.4808797836;5;26.2221269608;
17;3;22.7533569336;14.0;4;33.9400897026;2;19.9792118073;12.5;5;26.2560760975;
18;3;22.1463851929;15.0;5;34.5525074005;2;20.989397049;12.5;5;26.2905418873;
19;3;22.3999996185;15.9657526016;5;35.187936306;2;21.8871631622;12.5;6;26.3255085945;
20;3;23.3999996185;14.0;5;35.8393115997;2;21.8976516724;12.5;6;26.3609591722;
21;3;22.3999996185;15.0;5;36.4986515045;2;21.9082870483;12.5;6;26.3968753815;
22;3;23.3999996185;14.0;5;37.1574115753;2;21.9190635681;12.5;6;26.4332377911;
23;3;24.3999996185;14.0;6;37.8069095612;2;21.9299716949;12.5;6;26.4700255394;
24;3;25.3420715332;14.0;7;38.4387779236;2;21.9410076141;12.5;6;26.5072168112;
25;4;25.5316333771;14.0;7;39.0453987122;2;21.9521656036;12.5;7;26.5447884798;
26;4;23.7136192322;15.0;7;39.620267868;2;21.9634361267;12.5;7;26.5827163458;
27;4;22.8860797882;16.0;7;40.1582555771;2;21.5;13.1330862045;7;26.6209751368;
