Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;2;10.6000003815;11.6999998093;5;24.0;1;11.0;10.0;5;20.0;
7;2;11.9000005722;11.5;5;24.0750000477;1;11.0;10.0;5;20.3999996185;
8;2;12.2224998474;11.5;5;24.6255679131;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;12.387670517;11.7299995422;5;25.0839956999;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;12.5251989365;11.9106416702;5;25.366725564;2;11.597111702;10.4951858521;4;23.0619120598;
11;2;12.6100187302;12.0;5;26.7052203417;2;11.9185733795;11.0209560394;3;23.9545464516;
12;2;14.5979509354;12.6000003815;5;27.8132634163;2;13.9185733795;11.4571752548;3;24.6819883585;
13;2;16.597951889;13.0788002014;5;28.7197560072;2;15.6125736237;12.1819067001;4;25.2644146681;
14;2;18.5979499817;13.4505519867;5;29.4604526758;2;16.6125736237;12.4700345993;4;25.7245066166;
15;2;19.744802475;13.7328653336;5;30.0714547634;2;17.6125736237;12.6969690323;4;26.0845712423;
16;2;20.8016834259;13.943564415;5;30.3878107071;2;18.9494171143;12.4808797836;4;26.1438889503;
17;2;21.8627281189;14.0;6;30.6053924561;2;19.955739975;12.5;4;26.1651208401;
18;2;22.9280033112;14.0;6;30.8371319771;2;20.9621105194;12.5;4;26.1864993572;
19;2;22.3999996185;14.8511400223;6;31.0829088688;2;21.5;12.9152746201;5;26.2080165148;
20;2;22.3999996185;14.9248723984;6;31.342400074;2;21.5;13.0436077118;5;26.2296639681;
21;2;22.3999996185;15.0027198792;6;31.6150596142;2;21.5;13.0533485413;5;26.2514331341;
22;3;23.3999996185;14.0;5;31.9001049995;2;21.5;13.0631446838;5;26.2733153105;
23;3;23.5700302124;14.0;7;32.1965088844;2;21.5;13.0729923248;5;26.2953014374;
24;3;23.658952713;14.0;7;32.5030007362;2;21.5;13.0828857422;5;26.3173824549;
25;3;22.3999996185;15.0;7;32.8180756569;2;21.5;13.0928220749;5;26.3395489454;
26;3;21.3999996185;15.0;7;33.1400156021;2;21.5;13.1027965546;7;26.3617914915;
27;3;20.9420051575;16.0;7;33.466919899;2;21.5;13.3170747757;7;26.3841004372;
28;3;20.0400753021;17.0;7;33.7967433929;2;21.5;13.3304605484;7;26.4064661264;
29;3;19.1390228271;18.0;7;35.1273465157;2;21.5;13.3438796997;7;26.428878665;
30;3;19.2382030487;19.0;9;35.6090477705;2;19.9286632538;13.5;8;26.4513280392;
31;3;19.3369636536;20.0;9;36.108679533;2;18.9353981018;14.5;8;26.4738043547;
32;4;18.8326034546;21.0;8;36.6266106367;2;17.9421405792;15.5;9;26.4962974787;
33;4;18.130645752;22.0;9;37.1634371281;2;16.9488887787;16.5;9;26.5187973976;
34;4;18.7490310669;23.0;9;37.7199718952;3;15.9556388855;17.5;8;26.5412938595;
35;4;18.9159908295;24.0;9;38.297203064;4;14.9623880386;18.5;7;26.5637768507;
36;4;19.0891609192;25.0;10;38.896217823;4;14.4691333771;19.5;8;26.5862361193;
37;4;19.2688655853;26.0;10;39.5180895329;4;14.4758710861;20.5;9;26.6086617708;
38;4;19.4554271698;27.0;10;40.1637256145;4;14.4825983047;21.5;9;26.6310436726;
39;4;20.6491165161;25.0;11;41.833687067;4;15.0;20.4786262512;9;26.6533719301;
40;4;20.8501052856;26.5;11;42.5679855347;4;14.496011734;20.5;9;26.6756366491;
41;4;20.7798881531;28.0;12;43.3270559311;4;14.5026912689;21.5;9;26.6978281736;
42;4;20.7798881531;26.5405921936;13;44.1091930866;4;15.0;20.5;10;27.7199368477;
43;4;21.9331760406;28.5405921936;13;44.9115747213;4;15.0;21.9319610596;10;28.7919530869;
44;4;22.0;30.5405921936;14;45.7301725149;4;17.0;23.3651714325;10;28.8858426809;
45;4;23.3635520935;32.5405921936;15;46.559748888;4;19.0;21.4071102142;10;28.9818173647;
46;4;24.3773231506;34.5405921936;15;47.3939669132;4;18.0;22.4498615265;11;29.0798819065;
47;4;26.0;35.5405921936;16;48.2256100178;4;19.3181743622;23.4498615265;11;29.1800348759;
48;4;26.4059104919;35.0;17;49.0178564787;4;20.324344635;25.4498596191;11;29.2822687626;
49;5;28.0;36.7011871338;16;49.7186545134;4;21.7295837402;28.4498596191;12;29.3865690231;
50;5;27.3999996185;35.0;16;50.4034218788;5;22.0;31.4498615265;13;29.4929138422;
51;5;27.8513088226;35.0;17;51.0644521713;5;23.4368915558;32.5;13;29.6012734175;
52;5;28.8670845032;36.0;18;51.6951270103;5;24.8062782288;33.5;13;29.7116097212;
53;7;29.8831672668;37.0;9;62.2901860476;5;25.8331413269;33.6606826782;14;29.8238763809;
54;7;31.0375118256;39.0;9;63.2458684444;5;25.5;34.82056427;14;29.9380177259;
55;7;32.1875572205;41.8603363037;9;64.134333849;5;26.0198535919;34.1771697998;14;30.0539689064;
56;7;33.8579788208;40.0;10;64.9535022974;6;26.4174671173;33.6974487305;10;50.1558662653;
57;7;32.4491577148;42.9171905518;10;66.7032202482;6;27.4467601776;34.7000007629;11;51.4553662539;
58;7;34.1283569336;45.0;11;67.5374634266;6;28.4766082764;35.7000007629;11;52.5742317438;
59;7;36.2450714111;44.0;11;68.3279979229;6;29.5069885254;36.7000007629;11;54.5175265074;
60;7;35.1450119019;47.0;11;69.0810068846;6;31.5378704071;38.7000007629;12;55.3504005671;
61;7;35.4448165894;48.0;12;70.8034076691;7;33.5692214966;40.7000007629;12;56.0456323624;
62;8;37.4148101807;49.0;12;71.6075150967;7;34.9315948486;41.7000007629;12;56.6259222031;
63;8;37.548500061;50.0;12;72.3311179876;7;32.2687225342;44.6483268738;13;57.0976769924;
64;8;37.6613616943;52.0;13;75.4949963093;7;31.665719986;45.7000007629;13;57.2652049065;
65;8;39.7766990662;51.7000007629;15;78.2685476542;7;30.6985702515;47.207988739;13;57.4356709719;
66;8;38.0349349976;55.2291984558;15;80.7194795609;7;29.8990135193;49.2895202637;13;57.608921051;
67;8;38.0583496094;56.2647247314;15;82.9214452505;7;30.7650299072;49.2568626404;19;57.7847880125;
68;9;37.2644042969;56.8366584778;15;85.7713017464;8;30.7797966003;50.3075180054;13;80.9630922079;
69;9;39.0000267029;57.0;17;87.4385842085;8;32.8321838379;48.7000007629;14;83.5236420631;
70;9;38.412689209;59.0;17;89.073107481;9;36.3430938721;49.7000007629;13;88.0351901054;
71;9;37.7486572266;59.0;17;90.5656647682;9;38.263217926;50.0;14;94.1004981995;
72;9;38.8733673096;60.6699066162;17;92.0033026934;9;40.4479179382;52.9099998474;15;99.1248534918;
73;9;40.2000007629;63.0;18;93.5141148567;9;42.0545196533;54.878528595;16;103.160018921;
