Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;6;20.0;
4;1;9.0;11.5;5;23.0;1;9.0;10.0;6;20.0;
5;1;9.60000038147;11.5;5;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;5;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;5;23.0;2;11.3000001907;10.0;4;21.3999996185;
8;1;11.8999996185;11.5;5;23.4599990845;2;11.4200000763;10.1999998093;4;21.7664003372;
9;1;12.0380001068;11.7299995422;5;23.8212833405;2;11.529920578;10.3632001877;4;22.0715556145;
10;1;12.1463851929;11.9106416702;5;24.0;2;11.6214666367;10.4951858521;4;23.1762773991;
11;1;12.2000007629;12.0;5;25.2000007629;2;11.9528827667;11.0209560394;4;24.1039098501;
12;2;14.1463851929;12.8000001907;4;27.1576004028;2;13.9528827667;11.4571752548;4;24.8681889772;
13;2;16.1463851929;13.0788002014;4;27.9411039352;2;15.9528827667;11.8107032776;4;25.4893084764;
14;2;18.1463851929;13.4505519867;4;28.5469145775;2;16.6467933655;12.0916318893;4;25.9899599552;
15;2;19.470741272;13.7328653336;4;29.0106823444;2;16.7969894409;12.3113050461;4;26.3924539089;
16;2;20.4834518433;13.943564415;4;29.1671074629;2;16.9177360535;12.4808797836;4;26.4960671663;
17;2;21.4965171814;14.0;5;29.211841464;2;18.835603714;12.5;4;26.5634490252;
18;2;22.5099372864;14.0;5;29.2577478886;2;19.8558177948;12.5;4;26.6328122616;
19;2;22.3999996185;14.3773241043;5;29.3048160076;2;20.8766269684;12.5;5;26.7041202784;
20;2;22.3999996185;14.3914451599;5;29.3530313969;2;21.8980197906;12.5;5;26.7773271799;
21;2;22.8059082031;14.0;6;29.4023760557;2;22.033197403;12.5;5;26.8523778915;
22;3;22.3999996185;14.420712471;6;29.4528282881;2;22.0557136536;12.5;5;26.9292075634;
23;3;22.3999996185;14.4358482361;7;29.5043625832;2;22.0787620544;12.5;5;27.0077416897;
24;3;22.3999996185;14.4513092041;7;29.5569496155;3;22.1023216248;12.5;5;27.0878958702;
25;4;22.3999996185;14.4670848846;6;29.6105561256;4;22.1263694763;12.5;4;27.1695766449;
26;4;22.3999996185;14.0;6;29.6651450396;4;22.1508731842;12.5;4;27.2526805401;
27;4;22.3999996185;14.832572937;6;29.72067523;4;21.5;13.4010725021;4;27.3370957375;
28;4;22.3999996185;14.8603372574;6;29.7771017551;4;22.201128006;12.5;4;27.4227013588;
29;4;20.9331302643;15.0;6;29.8343759775;4;22.2268104553;12.5;4;27.5093686581;
30;4;21.3999996185;14.9171876907;6;29.8924454451;4;21.5;13.5;4;27.5969614983;
31;4;19.9677333832;15.0;6;29.9512542486;4;22.279088974;12.5;4;27.6853370667;
32;4;18.985376358;16.0;6;30.0107431412;4;22.30560112;12.5;4;27.7743468285;
33;4;18.0032234192;17.0;6;30.0708494186;4;21.5;13.5;4;27.863837719;
34;4;17.0212554932;18.0;5;30.1315076351;4;20.3591518402;13.5;4;27.9536523819;
35;4;16.0394515991;19.0;6;30.1926498413;4;19.386095047;14.5;4;28.0436308384;
36;4;15.0577945709;20.0;6;30.2542052269;4;18.4130897522;15.5;5;28.1336119175;
37;4;14.6762619019;21.0;6;30.3161010742;4;18.5;14.5;5;28.2234334946;
38;4;14.6948299408;22.0;6;30.3782629967;4;17.4670295715;14.5;5;28.3129341602;
39;4;14.7134790421;23.0;6;30.4406147003;4;16.4938812256;15.5;5;28.4019548893;
40;4;14.7321844101;24.0;6;31.5030794144;4;16.5;14.5;5;28.4903392792;
41;4;15.7509241104;25.0;6;31.7305793762;4;17.5;13.8961353302;5;28.5779349804;
42;4;16.7696743011;26.0;6;31.9833391905;4;19.5;12.5;5;29.6645948887;
43;4;17.1950016022;27.0;7;32.2644846439;4;21.5993785858;12.8999996185;5;29.7701780796;
44;4;18.2793464661;25.0;7;32.5773135424;4;23.6250534058;15.8999996185;5;29.8747463226;
45;4;18.5474414825;26.0;8;32.9252176285;4;24.6503658295;18.8999996185;6;29.9781674147;
46;4;19.0;27.0;10;33.3115706444;4;24.9934501648;21.8999996185;6;31.0803169012;
47;4;21.5934715271;28.0;10;33.7395772934;4;26.0240936279;25.8999996185;6;31.3110791445;
48;4;21.8407821655;29.0;11;34.2120778561;4;27.0543231964;29.5;7;31.5557792187;
49;4;22.9643554688;30.0;12;34.7313113213;4;27.1298904419;30.9491252899;7;31.8157505989;
50;4;24.1021175385;30.0;12;35.2986416817;4;27.2015590668;31.9575557709;8;32.0923624039;
51;5;25.2544994354;30.5584888458;12;35.9142632484;4;26.3350372314;33.5;8;32.3869856596;
52;5;25.8215770721;30.5878353119;12;36.5769090652;4;26.4015617371;34.2527084351;9;32.7009524107;
53;5;26.0029907227;30.6168022156;13;37.2835962772;4;27.1120758057;32.9832077026;10;33.0355063677;
54;5;26.1978607178;30.645362854;13;38.0294513702;5;27.5417518616;32.9918670654;10;33.3917417526;
55;6;26.4047431946;30.6734848022;12;38.8076562881;5;28.0175228119;32.5;10;33.7705351114;
56;6;26.6216068268;30.7011489868;12;39.609559536;6;28.1311607361;32.5;8;46.9224691391;
57;6;27.8458709717;29.0;12;40.4249677658;6;26.8631515503;35.018119812;9;47.9852522612;
58;6;28.1274909973;29.0;12;42.2426199913;6;29.3793258667;34.5;9;49.017668128;
59;6;26.0744895935;31.0;12;43.0508055687;6;29.3523254395;36.5;9;50.0162924528;
60;6;27.3999996185;31.0;12;43.8380622864;6;26.5;40.7502593994;9;50.979282856;
61;6;27.4990844727;32.0;12;44.5938675404;6;26.5;43.9034118652;10;51.9060050249;
62;6;26.3999996185;33.0;11;47.3092389107;7;26.5;45.107673645;11;53.748921752;
63;6;28.3999996185;36.0;12;48.074664712;7;27.5;47.2993927002;11;54.5958492756;
64;7;30.3999996185;38.0;11;48.7917103767;7;28.5;49.4961891174;12;55.4109162092;
65;7;30.3999996185;40.0;12;49.4578245878;7;28.5;51.6974868774;12;56.1944617033;
66;7;30.7370662689;42.0;13;50.0724822283;7;29.0;53.9015579224;15;56.9335058928;
67;7;30.3999996185;44.0;14;50.6368817091;7;29.5375003815;56.1065597534;15;59.0384289026;
68;8;30.763551712;44.0;13;51.1316241026;7;29.7070941925;57.864616394;16;60.8727443218;
69;8;30.7773246765;44.0;13;51.5647549629;8;29.8514575958;59.1580238342;15;62.468939662;
70;8;30.3999996185;44.6524085999;14;53.7854830027;9;29.9733371735;60.4503593445;14;63.8611302376;
71;8;30.8199996948;45.3944587708;15;55.605230689;9;31.0755138397;58.9070205688;15;64.798089385;
72;8;31.5806999207;45.2291984558;15;57.0854666233;10;31.1000003815;58.5316429138;14;65.4754122496;
73;8;31.369758606;46.4012298584;15;58.2935225964;10;30.1000003815;60.5741996765;14;66.1226301193;
74;8;32.0354499817;46.7942085266;15;59.1205807924;10;31.1000003815;59.6180152893;13;66.7356849909;
