Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.3999996185;
8;2;11.8999996185;11.6999998093;5;24.4599990845;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;12.3380002975;11.7299995422;5;24.876283288;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;12.462884903;11.9106416702;5;25.1124446392;2;11.597111702;10.4951858521;2;23.0419120789;
11;2;12.5337343216;12.0;5;26.4057523012;2;11.9125738144;11.0209560394;2;23.964350462;
12;2;14.5081110001;12.6000003815;4;27.463359952;2;12.1893053055;11.4571752548;1;24.7233815193;
13;2;16.5081100464;13.0788002014;4;28.3138606548;2;14.9275741577;11.8107032776;2;25.3392137289;
14;2;18.5081100464;13.4505519867;4;28.9927403927;2;16.9275741577;12.0916318893;2;25.8345547915;
15;2;19.6044883728;13.7328653336;4;29.5358868837;2;17.9761562347;12.3113050461;2;26.2317328453;
16;2;20.6410121918;13.943564415;3;29.7782059908;2;18.9935646057;12.4808797836;2;26.3300433159;
17;2;21.6798477173;14.0;3;29.9155154228;2;20.0115871429;12.5;2;26.3921557665;
18;2;22.7210388184;14.0;3;30.0607974529;2;21.0302200317;12.5;2;26.4563041925;
19;2;23.0182380676;14.0;5;30.214104414;2;21.9368915558;12.5;3;26.5224741697;
20;2;23.0642318726;14.0;5;30.3754217625;2;21.956741333;12.5;3;26.5906432867;
21;2;23.1126251221;14.0;5;30.5446605682;2;21.977191925;12.5;3;26.6607804298;
22;3;23.1633987427;14.0;4;30.721650362;2;21.9982337952;12.5;3;26.7328453064;
23;3;22.3999996185;14.0;6;30.9061334133;2;22.0198535919;12.5;3;26.8067884445;
24;3;23.2718391418;14.0;6;31.0977599621;2;22.0420360565;12.5;3;26.8825509548;
25;3;23.3293266296;14.0;6;31.2960860729;3;22.0647659302;12.5;2;26.9600640535;
26;3;23.3888244629;14.0;6;31.500572443;3;21.5;12.5;4;27.0392494202;
27;3;23.4501724243;14.0;6;31.7105867863;4;22.1117744446;12.5;3;27.120018959;
28;3;23.5131759644;14.0;6;31.9254078865;4;22.1360054016;12.5;3;27.2022752762;
29;3;23.57762146;14.0;7;33.1442332268;4;22.1606826782;12.5;3;27.2859115601;
30;3;24.6432685852;14.5;7;33.3961884975;4;21.5;13.4143648148;3;27.3708124161;
31;3;24.3999996185;15.0;7;33.6509315968;4;21.5;13.4483251572;3;27.4568536282;
32;3;23.7181777954;15.0;7;33.9074766636;4;21.5;13.4827413559;3;28.5439035892;
33;3;23.1722431183;16.0;8;34.1648094654;4;23.2631721497;12.8999996185;4;28.7218233347;
34;3;22.2494430542;17.0;8;34.421903491;5;23.5;13.5;3;33.907586813;
35;3;21.3265705109;18.0;8;34.6777392626;5;24.5;13.9748477936;3;34.2514249086;
36;3;20.7566127777;17.0;9;34.9313206673;5;24.7304267883;13.5;3;34.600325346;
37;3;19.7666378021;17.0;9;35.1816942692;5;24.7910652161;14.5;3;34.9541118145;
38;3;19.5545082092;18.0;9;35.4279644489;5;24.8542461395;13.5;3;35.3126145601;
39;3;18.6283893585;19.0;9;35.6693067551;5;24.9962501526;15.5;3;35.675666213;
40;3;18.3007926941;20.0;9;35.9049803019;5;26.5;14.4845523834;4;36.0430941582;
41;3;18.3714942932;21.0;11;36.1343364716;5;28.8129272461;18.4845523834;3;36.4147105217;
42;3;19.4402999878;21.0;10;36.3568236828;5;28.924413681;22.4845523834;3;36.7903027534;
43;3;20.0770759583;23.0;11;36.5719914436;5;29.0370903015;26.4845523834;3;37.1696228981;
44;3;19.0770759583;25.0;11;36.7794903517;5;29.1508865356;30.2168884277;4;37.5523757935;
45;3;21.5292415619;27.0;11;36.9790683985;6;29.2657108307;32.5;4;37.9382090569;
46;3;21.4634361267;29.0;11;37.1705678701;6;29.3814620972;32.5;4;38.3267014027;
47;3;23.4748153687;29.0;11;37.3539177179;7;29.4980125427;32.5;4;38.7173538208;
48;4;25.0;29.8104877472;5;66.2791264057;7;29.6152057648;32.5;4;39.1095840931;
49;4;27.8587379456;30.0;6;68.4587749243;7;29.7328739166;32.5;4;39.5027210712;
50;4;29.3088817596;31.0;7;70.1522808075;7;29.8508148193;32.5;4;39.8960044384;
51;4;29.3566493988;32.0;7;71.419060111;7;29.9688014984;32.5;4;40.2885875702;
52;5;29.402097702;33.0;5;87.3442220688;7;30.0865764618;32.5;6;41.6480693817;
53;5;30.4453010559;35.0;5;88.7633210421;8;31.1944217682;33.5;5;56.4883012772;
54;5;31.4863376617;36.0;6;89.5651117563;8;33.2904891968;35.5;5;57.4092292786;
55;6;31.5187225342;37.0;7;90.1929184198;8;34.6207504272;37.5;5;58.2653218508;
56;6;32.5306892395;38.0;7;90.7418568134;8;33.4827003479;40.5;6;59.0567578077;
57;6;33.542678833;39.0;8;91.2169075012;9;33.1136016846;44.5;5;59.7855026722;
58;6;32.5546760559;41.0;9;91.6246685982;9;35.1881713867;45.8509483337;6;60.4547895193;
59;6;34.5666732788;41.0;9;91.9725658894;9;34.9034690857;46.8614044189;6;61.0686249733;
60;6;36.578666687;42.0;10;92.268219471;9;35.5;46.8719444275;6;61.6313903332;
61;6;37.590637207;43.0;10;93.42527318;9;36.5999450684;47.8024749756;7;62.1288087368;
62;6;39.6025772095;45.0;12;93.514966011;9;36.7254753113;47.8362083435;7;63.8562051058;
63;7;40.9499969482;47.0;10;103.60647893;9;36.1287498474;47.404006958;10;66.3110376596;
64;7;40.9499969482;51.0;10;108.727307796;9;36.7426452637;48.4148330688;10;67.4265301228;
65;7;44.0456237793;53.7000007629;10;112.708788514;9;36.2000007629;51.1129760742;10;68.3643659353;
66;7;44.0456237793;58.2291984558;14;115.763855934;9;36.2000007629;51.123916626;11;69.0259908438;
67;7;47.5829963684;60.3066749573;12;118.075952291;9;36.8764953613;53.1349105835;12;69.4942432642;
68;7;45.5353660583;64.6352844238;13;119.346330523;9;32.2000007629;57.1459503174;12;69.9487867355;
69;8;47.3878059387;63.7988433838;13;120.112618446;9;31.1999988556;60.822177887;12;70.389013052;
70;8;44.5999984741;67.8579711914;13;120.834410071;9;30.1999988556;63.2626342773;13;70.8145451546;
71;8;43.5999984741;69.3090209961;11;121.513376594;9;29.3999996185;65.3614349365;11;71.2252161503;
72;8;41.5999984741;70.6863708496;12;122.151808739;9;29.3999996185;68.4599151611;11;71.6210514307;
73;8;41.5999984741;70.7556838989;12;122.752420425;9;29.3999996185;71.5580368042;10;72.002240777;
74;8;39.5999984741;73.8284072876;14;123.318170547;9;29.3999996185;74.6557693481;11;72.3691122532;
