Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;5;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5179204941;10.3632001877;3;21.9903717041;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.597111702;10.4951858521;3;23.0819120407;
11;1;12.2000007629;12.0;6;25.2000007629;2;11.9245738983;11.0209560394;3;23.99553442;
12;1;14.1463851929;12.6000003815;6;26.1576004028;2;13.9245738983;11.4571752548;3;24.7449600697;
13;1;15.1463851929;13.0788002014;6;26.9011039734;2;15.9245738983;11.8107032776;3;25.3503712416;
14;1;16.1463851929;13.4505519867;6;27.4657306671;2;16.6051120758;12.0916318893;3;25.8344515562;
15;1;17.1463851929;13.7328653336;6;27.88712883;2;16.7503356934;12.3113050461;3;26.2195074558;
16;1;18.1463851929;13.943564415;7;28.0;2;16.865852356;12.4808797836;3;26.3048160076;
17;1;19.1463851929;14.0;7;28.0;2;18.7782287598;12.5;3;26.3530313969;
18;1;20.1463851929;14.0;7;28.0;2;19.7926940918;12.5;3;26.4023760557;
19;1;20.3999996185;14.0;7;28.0;2;20.8074970245;12.5;4;26.4528282881;
20;1;20.3999996185;14.0;8;28.0;2;21.8226318359;12.5;4;26.5043625832;
21;1;20.3999996185;14.0;8;28.0;2;21.9513092041;12.5;4;26.5569496155;
22;1;20.3999996185;14.0;8;28.0;2;21.9670848846;12.5;4;26.6105561256;
23;1;20.3999996185;14.0;8;28.0;2;21.9831676483;12.5;4;26.6651450396;
24;1;20.3999996185;14.0;8;28.0;2;21.9995441437;12.5;5;26.72067523;
25;1;20.3999996185;14.0;7;28.0;4;22.0162029266;12.5;4;26.7771017551;
26;1;20.3999996185;14.0;8;28.0;4;22.0331306458;12.5;5;26.8343759775;
27;1;20.3999996185;14.0;9;28.0;4;21.5;13.2337503433;5;26.8924454451;
28;1;20.3999996185;14.0;9;28.0;4;22.0677337646;12.5;5;26.9512542486;
29;1;20.3999996185;14.0;8;28.0;4;22.0853767395;12.5;5;27.0107431412;
30;1;20.3999996185;14.0;8;28.0;4;21.5;13.3042974472;5;27.0708494186;
31;1;20.3999996185;14.0;8;28.0;4;22.1212539673;12.5;5;27.1315076351;
32;1;20.3999996185;14.0;8;28.0;4;21.5;13.3526029587;5;27.1926498413;
33;1;20.3999996185;14.0;8;28.0;4;21.5;13.3770599365;6;27.2542052269;
34;1;20.3999996185;14.0;8;28.0;5;21.5;13.4016819;5;27.3161010742;
35;1;20.3999996185;14.0;8;28.0;5;22.1948299408;12.5;5;27.3782629967;
36;1;20.3999996185;14.0;8;28.0;5;22.2134780884;12.5;5;27.4406147003;
37;1;18.3999996185;15.0;8;28.0;5;21.5;13.4762458801;5;27.5030794144;
38;1;17.3999996185;16.0;8;28.0;5;22.2509231567;12.5;5;27.5655794144;
39;1;16.3999996185;17.0;9;28.0;5;21.5;13.5;5;28.628036499;
40;1;15.3999996185;18.0;10;28.0;5;22.5;13.9512147903;5;28.7303724289;
41;1;14.3999996185;19.0;11;28.0;5;23.5;13.5761489868;5;28.8336939812;
42;1;15.3999996185;17.0;12;28.0;5;23.5;14.0334777832;5;28.937926054;
43;1;16.3999996185;16.0;12;28.0;5;24.6813774109;17.0334777832;6;29.0429917574;
44;1;17.3999996185;15.0;12;28.0;5;24.7128982544;20.0334777832;5;29.1488128901;
45;1;18.3999996185;14.0;13;28.0;5;23.8635520935;23.0334777832;5;29.2553098202;
46;1;19.3999996185;15.0;13;28.0;5;24.7765922546;25.9324741364;5;29.3624022007;
47;1;20.3999996185;16.0;13;28.0;5;24.4172763824;27.9324741364;6;29.4700086117;
48;1;20.3999996185;17.0;14;28.0;6;23.9059104919;28.5;5;29.5780466795;
49;1;20.3999996185;18.0;14;28.0;6;23.5;28.7702674866;6;29.6864336729;
50;1;20.3999996185;19.0;14;28.0;6;23.5;29.3745727539;7;29.7950861454;
51;1;20.3999996185;19.0;14;28.0;7;23.5;29.4180335999;6;29.9039206505;
52;1;20.3999996185;19.0;14;28.0;7;23.9670848846;28.8387889862;6;30.0128536224;
53;1;20.3999996185;19.0;15;28.0;7;23.983165741;28.8609199524;6;30.1218010187;
54;2;21.3999996185;20.0;14;29.0;7;24.5;28.1660575867;6;30.2306792736;
55;2;22.3999996185;21.0;15;29.1525000334;7;23.5;29.1882705688;6;31.3394048214;
56;2;22.3999996185;22.0;15;29.3264987469;7;25.0331306458;29.9249210358;6;31.4978941679;
57;3;22.3999996185;23.0;14;29.524458766;7;26.0503120422;30.9454078674;6;31.6580394506;
58;3;22.3999996185;24.0;15;29.7489435673;7;27.0677337646;30.5;6;32.8197832108;
59;3;22.3999996185;24.0;15;30.0025589466;7;27.6137733459;33.2805023193;6;33.023063302;
60;3;22.3999996185;24.0;15;30.2878723145;7;27.5;36.3042984009;7;33.2289967537;
61;3;22.3999996185;24.0;15;30.6073079109;7;28.1212539673;37.0227966309;7;33.4375123978;
62;3;22.3999996185;24.0;15;30.9630148411;7;28.1394519806;38.0409622192;9;33.6485309601;
63;3;22.3999996185;24.0;14;31.3567101955;7;28.1577949524;39.0586471558;11;33.8619632721;
64;3;22.3999996185;24.0;14;32.7895004749;8;27.1762619019;39.1059188843;11;34.0777107477;
65;3;23.3999996185;25.0;14;33.2916910648;8;27.1948299408;39.1288757324;11;34.273722291;
66;3;24.3999996185;26.0;14;33.8331868649;8;28.5;38.1524085999;13;34.454426527;
67;3;24.3999996185;27.0;14;34.4121320248;8;28.7000007629;38.1765136719;12;35.8839970827;
68;3;25.3999996185;28.0;15;35.0253798962;8;29.0359992981;38.714717865;12;37.1044535637;
69;3;24.3999996185;29.0;15;35.668430686;8;30.10521698;39.14453125;12;38.1498985291;
70;3;24.3999996185;29.577917099;15;36.3354622126;8;28.2123565674;41.4832229614;12;39.0557845831;
71;3;24.3999996185;29.5943546295;16;37.019466877;8;30.2153244019;39.748752594;13;39.7066557407;
72;3;24.3999996185;29.6110630035;17;37.7124989033;8;29.7751846313;40.8836593628;13;40.1858208179;
73;4;24.3999996185;29.6280384064;16;40.0511342287;8;29.3411941528;40.929901123;13;40.6730895042;
74;4;24.8199996948;30.3515510559;17;42.0599771738;8;29.3999996185;39.9776992798;14;41.1676783562;
75;5;26.1375198364;31.9048366547;14;44.7802839279;8;26.3999996185;42.0270195007;15;41.6687259674;
76;5;27.369758606;33.3165550232;14;46.2080896497;9;25.3999996185;44.0778160095;13;42.1752941608;
