Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;6;20.0;
7;2;11.6000003815;11.6999998093;5;24.0;2;11.3000001907;10.0;5;21.3999996185;
8;2;12.1999998093;11.5;5;24.5824990273;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;12.3747501373;11.7299995422;5;25.0799144506;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;12.5239744186;11.9106416702;5;25.409558177;2;11.597111702;10.4951858521;3;23.0619120598;
11;2;12.6228685379;12.0;5;26.8187435865;2;11.9185733795;11.0209560394;3;23.9545464516;
12;2;14.6320075989;12.6000003815;5;28.0131856203;2;13.9185733795;11.4571752548;3;24.6819883585;
13;2;16.6320075989;13.0788002014;5;29.0237898827;2;15.9185733795;11.8107032776;3;25.2644146681;
14;2;18.6320075989;13.4505519867;5;29.8882951736;2;16.5793247223;12.0916318893;3;25.7245066166;
15;2;19.8731536865;13.7328653336;5;30.644671917;2;16.7173519135;12.3113050461;3;26.0845712423;
16;2;20.9736480713;13.943564415;5;31.1296033859;2;16.8253707886;12.4808797836;3;26.1438889503;
17;2;22.0852661133;14.0;6;31.5402197838;2;18.7299499512;12.5;3;26.1651208401;
18;2;23.2084503174;14.0;6;31.9901740551;2;19.7363204956;12.5;3;26.1864993572;
19;2;23.5970516205;14.0;6;32.4793624878;2;20.7427330017;12.5;4;26.2080165148;
20;2;23.7438087463;14.0;6;33.006611824;2;21.7491874695;12.5;4;26.2296639681;
21;3;23.9019832611;14.0;4;33.569524765;2;21.8688983917;12.5;4;26.2514331341;
22;3;24.0708580017;14.0;5;34.1643762589;2;21.8754291534;12.5;4;26.2733153105;
23;3;24.2493133545;14.0;5;34.7860922813;2;21.8819942474;12.5;4;26.2953014374;
24;3;24.4358272552;14.0;5;35.4283218384;2;21.888589859;12.5;4;26.3173824549;
25;3;24.62849617;14.0;5;36.0836248398;2;21.8952140808;12.5;5;26.3395489454;
26;4;24.8250865936;14.0;4;36.7437639236;2;21.9018650055;12.5;5;26.3617914915;
27;4;25.0231285095;14.0;5;37.4000911713;2;21.5;13.044716835;5;26.3841004372;
28;4;25.2200279236;14.0;5;39.0439891815;2;21.5;13.0536403656;5;26.4064661264;
29;4;26.4131965637;14.5;4;39.6673202515;2;21.9219398499;12.5;4;26.428878665;
30;4;25.6001968384;15.0;4;40.2628421783;2;21.5;13.0715513229;3;26.4513280392;
31;4;25.0788516998;16.0;4;40.8245382309;2;21.5;13.0805311203;3;26.4738043547;
32;4;24.2473602295;17.0;4;41.3478288651;2;21.5;13.0895214081;3;26.4962974787;
33;4;23.4043464661;18.0;5;42.829662323;2;21.9488887787;12.5;3;26.5187973976;
34;4;23.5488967896;19.5;6;43.2684803009;2;21.5;13.1075191498;3;26.5412938595;
35;4;23.6805458069;20.5;5;43.6640825272;2;21.5;13.1165180206;3;26.5637768507;
36;4;22.3805427551;20.0;5;44.0174245834;2;21.9691333771;12.5;2;26.5862361193;
37;4;21.6805458069;19.5;5;44.330373764;2;21.9758701324;12.5;2;26.6086617708;
38;4;21.9805450439;21.0;5;44.605463028;2;21.9825992584;12.5;2;26.6310436726;
39;4;22.3816394806;22.0;5;44.8456554413;2;21.9893131256;12.5;2;26.6533719301;
40;4;23.4536972046;23.0;5;45.0541391373;2;21.5;13.1613483429;3;26.6756366491;
41;4;24.5162410736;26.0;6;45.2341661453;2;22.0026912689;12.5;3;26.6978281736;
42;4;25.5702495575;29.0;6;45.25;2;21.5;13.1791315079;3;26.7199368477;
43;4;26.5750007629;32.0;6;45.25;2;22.0159816742;15.1791315079;3;26.7419531345;
44;4;27.5750007629;35.0;7;45.25;2;22.0225868225;17.1791305542;2;26.7638677359;
45;4;28.5750007629;35.0;7;45.25;3;21.5;19.1791305542;1;26.7856714725;
46;4;29.5750007629;35.0;7;45.25;3;21.5;21.1791305542;2;26.8073554039;
47;4;30.5750007629;35.0;8;45.25;3;21.5;23.1791305542;2;26.8289107084;
48;4;30.9749984741;35.0;9;45.25;3;21.5;23.2315635681;1;26.8503289223;
49;4;30.9749984741;35.0;10;45.25;3;21.5;23.2401313782;1;26.8716015816;
50;4;30.9749984741;35.0;10;45.25;3;22.0614814758;22.5;1;26.8927206993;
51;4;30.9749984741;35.0;10;45.25;3;22.0678157806;22.5;1;26.9136784077;
52;4;30.9749984741;35.0;11;45.25;3;21.5;23.2654724121;1;26.9344670773;
53;4;30.9749984741;35.0;11;45.25;3;21.5;23.2737865448;1;26.9550794363;
54;4;30.9749984741;35.0;11;45.25;3;21.5;23.2820320129;2;26.9755084515;
55;5;30.9749984741;35.0;10;45.25;3;21.5;23.2902030945;2;26.9957473278;
56;5;30.9749984741;35.0;11;45.25;3;21.5;23.2982978821;2;27.0;
57;5;30.9749984741;35.0;11;45.25;3;21.5;23.2999992371;2;27.0;
58;5;30.9749984741;35.0;11;45.25;3;21.5;23.2999992371;3;27.0;
59;5;30.9749984741;35.0;11;45.25;3;21.5;23.2999992371;3;27.0;
60;5;30.9749984741;35.0;11;45.25;3;21.5;23.2999992371;3;27.0;
61;5;30.9749984741;35.0;10;47.2843742371;3;21.5;23.2999992371;3;27.0;
62;5;31.8740615845;35.21875;12;49.9094974995;3;21.5;23.2999992371;5;27.0;
63;5;33.3500442505;36.7672080994;13;51.2456252575;3;21.5;23.2999992371;5;27.0;
64;5;35.0556869507;37.6162643433;13;52.3024554253;3;21.5;23.2999992371;5;28.0;
65;5;35.0231933594;39.4433670044;13;52.9711892605;3;22.5;24.2999992371;6;28.0399999619;
66;5;35.1753768921;40.5988235474;15;53.379114151;4;23.5;25.2999992371;6;28.0811839104;
67;5;35.2642631531;41.6200942993;16;53.7478804588;4;23.5;26.2999992371;6;28.1235535145;
68;5;33.2723884583;43.3070030212;16;53.9437930584;4;23.8370666504;27.2999992371;7;28.1671074629;
69;5;32.6790771484;43.7028579712;17;54.0955889225;4;23.5;28.2999992371;7;28.211841464;
70;6;31.3297481537;45.3609619141;16;54.2518391609;4;23.8635520935;28.2999992371;7;29.2819848061;
71;6;29.9176502228;45.7831115723;16;54.4125093222;4;23.7999992371;29.3127937317;7;30.1352895498;
72;6;29.988155365;47.5593299866;17;54.5775454044;5;24.0340003967;29.7321147919;6;48.8063083887;
73;6;30.4513683319;47.8698272705;17;54.7468724251;5;25.6418933868;29.6872596741;6;50.5910010338;
74;6;30.4747123718;48.9155807495;18;54.9203941822;5;27.3992996216;30.9097423553;6;51.9599996805;
75;6;30.498374939;49.9629058838;19;55.0979917049;5;27.4783420563;32.0;7;52.9900256395;
76;6;30.0228462219;51.8442497253;19;55.2795225382;5;27.5041999817;33.0;7;53.8658771515;
