Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;5;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;5;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;5;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;5;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;5;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;5;23.0;1;11.0;10.0;5;20.3999996185;
8;1;11.8999996185;11.5;5;23.4599990845;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;12.0380001068;11.7299995422;5;23.8212833405;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;12.1463851929;11.9106416702;5;24.0;2;11.597111702;10.4951858521;4;23.0819120407;
11;2;12.2000007629;12.1999998093;4;26.2000007629;2;11.9245738983;11.0209560394;4;23.99553442;
12;2;14.4463853836;12.6000003815;4;27.2176003456;2;13.9245738983;11.4571752548;4;24.7449600697;
13;2;16.4463844299;13.0788002014;4;28.0240678787;2;15.9245738983;11.8107032776;5;25.3503712416;
14;2;18.4463844299;13.4505519867;4;28.654691577;2;16.9627056122;12.0916318893;5;25.8344515562;
15;2;19.5030727386;13.7328653336;4;29.1451807022;2;17.9761257172;12.3113050461;5;26.2195074558;
16;2;20.5237998962;13.943564415;5;29.3302885294;2;18.9898986816;12.4808797836;5;26.3048160076;
17;2;21.5454711914;14.0;5;29.4057120085;2;20.0040187836;12.5;5;26.3530313969;
18;2;22.5680980682;14.0;6;29.484351635;2;21.0184822083;12.5;5;26.4023760557;
19;2;22.8453044891;14.0;6;29.5662232637;2;21.9207134247;12.5;5;26.4528282881;
20;2;22.8698673248;14.0;6;29.6513283253;2;21.9358482361;12.5;5;26.5043625832;
21;2;22.8953971863;14.0;6;29.7396525145;2;21.9513092041;12.5;7;26.5569496155;
22;2;22.9218959808;14.0;6;29.8311642408;2;21.9670848846;12.5;7;26.6105561256;
23;2;22.9493484497;14.0;6;29.9258141518;2;21.9831676483;12.5;7;26.6651450396;
24;2;22.9777431488;14.0;6;30.0235335827;2;21.9995441437;12.5;6;26.72067523;
25;2;22.3999996185;14.6070604324;6;30.1242339611;2;22.0162029266;12.5;6;26.7771017551;
26;2;21.0372695923;15.0;6;30.2278065681;2;22.0331306458;12.5;7;26.8343759775;
27;2;20.0683422089;16.0;6;30.3341217041;2;21.5;13.2337503433;8;26.8924454451;
28;2;19.1002368927;17.0;6;30.4430289268;2;22.0677337646;12.5;7;26.9512542486;
29;2;18.1329078674;18.0;6;30.5543570518;2;22.0853767395;12.5;7;27.0107431412;
30;2;17.1663074493;19.0;6;30.667914629;2;20.1032218933;13.5;7;27.0708494186;
31;2;16.2003746033;20.0;7;30.7834908962;2;19.1212539673;14.5;6;27.1315076351;
32;2;15.2350463867;21.0;8;30.9008569717;2;18.1394519806;15.5;6;27.1926498413;
33;2;14.8702573776;22.0;8;31.0197672844;2;17.1577949524;16.5;8;27.2542052269;
34;2;14.9059305191;23.0;9;31.1399610043;2;16.1762619019;17.5;8;27.3161010742;
35;2;14.9419879913;24.0;10;31.2611646652;2;15.1948299408;18.5;8;27.3782629967;
36;2;14.9783496857;25.0;10;31.3830943108;2;14.7134790421;19.5;9;27.4406147003;
37;2;15.0149288177;26.0;11;31.5054576397;2;14.7321844101;20.5;10;27.5030794144;
38;2;15.0516376495;27.0;12;31.6279573441;2;14.7509241104;21.5;11;27.5655794144;
39;2;16.0883865356;25.0;13;31.7502937317;2;15.0;20.5;12;27.628036499;
40;2;15.125087738;26.0;13;31.8721673489;2;14.7884111404;20.5;13;27.690372467;
41;2;15.161649704;27.0;13;31.9932823181;2;14.8071117401;21.5;13;27.7525100708;
42;2;16.1979846954;25.0;15;32.1133489609;2;15.825753212;19.5;14;27.8143725395;
43;2;15.2340049744;26.0;17;32.2320871353;2;14.8443117142;20.5;14;27.8758842945;
44;2;15.2696266174;27.0;16;32.3492274284;2;14.8627653122;21.5;15;27.936971426;
45;2;16.3047676086;25.0;16;32.464515686;2;15.8810911179;19.5;15;27.9975619316;
46;3;15.3393545151;26.0;9;47.5777130127;2;16.899269104;19.5;16;28.0575861931;
47;3;16.0;26.0;9;48.438598156;2;17.9172763824;19.5;16;28.1169772148;
48;3;18.0;27.0;9;49.2163448334;2;18.935092926;20.5;15;28.1756706238;
49;3;18.0;30.0;10;49.9099388123;2;19.0;21.5;16;28.2336053848;
50;3;19.4707946777;33.0;10;50.5217442513;2;20.0;22.5;16;28.2907235622;
51;3;20.5016422272;36.0;10;51.0566363335;2;21.0;23.5;17;28.346971035;
52;4;21.0;35.0;9;51.5211296082;2;21.5;23.8387889862;18;28.4022974968;
53;4;23.0;35.0;10;51.9225883484;2;22.5;22.5;18;28.4566559792;
54;4;22.588104248;34.0;10;52.2685923576;2;22.5369968414;22.5;18;28.5100040436;
55;4;22.6648292542;33.0;11;52.4727659225;2;21.5;23.5;19;28.5623030663;
56;4;24.7000007629;31.0;11;52.556347847;2;22.5;22.5;18;28.6135182381;
57;4;26.3669052124;30.0;11;52.6365623474;2;21.5;23.5;18;28.6636190414;
58;4;25.7000007629;30.0;12;53.7134132385;2;22.5;22.5;21;28.7125790119;
59;5;28.7000007629;30.0;11;53.8069210052;2;22.6137733459;22.5;21;28.7603754997;
60;5;31.4360771179;31.0;12;53.8973169327;2;22.628112793;22.5;22;28.8069901466;
61;5;32.7691955566;32.0;11;53.9846426249;2;21.5;23.5;22;28.8524079323;
62;5;33.4772186279;33.0;12;54.0689510107;2;22.5;22.5;23;28.8966178894;
63;5;32.4243431091;35.0;13;54.1018965244;2;22.6689853668;22.5;23;28.9396123886;
64;5;33.4305686951;34.0;14;54.1228116751;2;22.6818847656;22.5;23;28.9813876152;
65;5;34.2368431091;34.0;15;54.1438889503;2;22.6944160461;22.5;23;29.0;
66;5;34.2431678772;34.0;14;54.1651208401;2;22.7000007629;22.5;23;29.0;
67;5;33.9000015259;34.5825614929;14;54.1864993572;2;22.7000007629;22.5;22;29.0;
68;6;34.2559509277;34.0;16;54.2080165148;2;22.7000007629;22.5;19;29.0;
69;7;33.9000015259;34.6040077209;17;54.2296639681;2;22.7000007629;22.5;19;29.0;
70;7;33.9000015259;34.6148300171;17;54.2514331341;2;22.7000007629;22.5;19;29.0;
71;7;33.9000015259;34.6257171631;17;56.3933147192;2;22.7000007629;22.5;19;29.0;
72;7;34.5359992981;35.3366584778;19;58.0937767029;2;22.7000007629;22.5;19;29.0;
73;7;33.151184082;36.8768501282;19;59.4205943346;2;22.7000007629;22.5;19;29.0;
74;7;33.8961715698;37.6162643433;19;60.4471091032;2;22.7000007629;22.5;20;30.1199998856;
75;7;35.1642417908;35.8922767639;19;61.0550678968;2;23.0359992981;23.0;20;31.0186567307;
76;7;35.9000015259;36.680896759;20;61.1983060837;2;23.3055973053;23.3899993896;20;31.7302174568;
77;7;34.3594894409;37.0;21;61.3355451822;2;22.2123565674;24.6872596741;20;32.2903623581;
