Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;2;10.3000001907;10.0;4;21.0;
6;1;10.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.0599999428;
7;2;11.6000003815;11.6999998093;5;24.0;2;11.3179998398;10.0;4;21.5335636139;
8;2;12.1999998093;11.5;5;24.6199990511;2;11.4600687027;10.1999998093;4;21.9377998114;
9;2;12.3859996796;11.7299995422;5;25.1650272608;2;11.5813398361;10.3632001877;4;22.2840082645;
10;2;12.5495080948;11.9106416702;5;25.5541238785;2;11.6852025986;10.4951858521;3;23.4481773376;
11;2;12.6662378311;12.0;5;27.056337595;2;12.034453392;11.0209560394;3;24.4414664507;
12;2;14.703286171;12.6000003815;5;28.3693079948;2;14.034453392;11.4571752548;3;25.2779132128;
13;2;16.7032852173;13.0788002014;5;29.5283536911;2;16.0344524384;11.8107032776;4;25.9779809713;
14;2;18.7032852173;13.4505519867;5;30.5756783485;2;17.1509895325;12.0916318893;4;26.5645889044;
15;2;20.0793685913;13.7328653336;5;31.5534477234;2;18.1951675415;12.3113050461;3;27.060223341;
16;2;21.2462806702;13.943564415;5;32.3018269539;2;18.6125736237;12.4808797836;3;27.2642745972;
17;2;22.4369335175;14.0;6;33.0201535225;2;19.6125736237;12.5;3;27.439432621;
18;2;23.652431488;14.0;6;33.8223662376;2;20.6125736237;12.5;3;27.6238675117;
19;2;24.1467094421;14.0;6;34.7060637474;2;21.5;12.5;4;27.8174073696;
20;2;24.411819458;14.0;7;35.6646242142;2;21.5;12.5;4;28.0197701454;
21;3;24.6993865967;14.0;6;36.6867303848;2;21.5;12.5;4;28.2305569649;
22;3;25.0060195923;14.0;6;37.7563505173;2;21.5;12.5;4;28.4492475986;
23;3;25.3269042969;14.0;7;38.8533201218;3;21.5;12.5;4;28.6751992702;
24;3;25.6559944153;14.0;7;39.9545717239;3;21.5;12.5;6;28.907648325;
25;3;23.6559944153;15.0;7;41.0359134674;3;21.5;12.5;6;29.1457161903;
26;3;22.6559944153;15.0;7;42.0741052628;3;21.5;12.5;6;29.3884181976;
27;3;22.6559944153;16.0;7;43.0488634109;3;21.5;12.5;6;29.634677887;
28;3;22.6559944153;17.0;7;43.9444417953;3;21.5;12.5;6;29.8833432198;
29;3;22.1833324432;18.0;7;45.7505226135;3;21.5;12.5;6;30.1332073212;
30;3;20.1833324432;20.5;7;46.4923317432;3;19.5;13.5;6;31.3830299377;
31;3;19.1833324432;22.0;8;47.1406824589;3;19.5;14.8999996185;6;31.6715626717;
32;3;20.1833324432;21.5302963257;8;47.6997792721;3;19.5;15.9160003662;6;31.9587578773;
33;3;21.7833328247;22.0;8;48.1766312122;3;19.5;16.9324741364;6;32.2434260845;
34;3;23.7833328247;23.0;8;48.5798920393;3;19.5;17.949420929;7;32.5244387388;
35;3;24.7833328247;24.577917099;8;48.9188781977;3;19.5;18.9668426514;7;32.8007491827;
36;3;25.2756633759;25.0;9;49.2028360367;3;19.0;19.9847373962;7;33.0714094639;
37;4;25.3608512878;26.0;8;49.2560760975;3;19.0;21.0030994415;7;33.3355839252;
38;4;25.3768234253;27.0;8;49.2905418873;4;19.0;22.0219268799;6;33.5925590992;
39;4;24.0;26.6452713013;8;49.3255085945;4;20.0;19.5;7;33.8417490721;
40;4;24.3976516724;29.6452713013;8;49.3609591722;5;19.0;21.0609512329;6;34.0826958418;
41;4;25.4082870483;32.6452713013;8;49.3968753815;5;19.0;22.0811309814;6;34.3150682449;
42;4;25.0;35.6452713013;8;49.4332377911;5;20.0;21.1017456055;6;34.5386548042;
43;5;25.0;38.6452713013;12;49.4700255394;5;21.4670848846;22.1017456055;6;34.7533555031;
44;5;25.0;40.6452713013;12;49.5072168112;5;22.483165741;23.1017456055;6;35.959172368;
45;5;25.4521656036;41.0;12;49.5447884798;5;25.0;26.1017456055;6;36.1961963177;
46;5;25.4634361267;42.0;15;49.5827163458;5;28.0;29.1017456055;7;36.4257791042;
47;5;26.4748153687;40.0;15;49.6209751368;5;30.1033782959;30.5;7;36.6481531858;
48;5;25.4862937927;41.0;12;49.6595385075;5;29.1205615997;32.5;7;36.8635995388;
49;5;25.4978618622;42.0;13;49.6983793974;5;29.0677337646;34.5;8;37.0724346638;
50;5;26.0;40.8491897583;14;49.7374696732;5;28.5;37.0076065063;10;37.2684910297;
51;5;25.5212402344;41.0;14;50.7767804861;5;28.5;37.658946991;10;37.3756654263;
52;5;26.5330352783;43.0;15;50.8162822723;5;29.1212539673;36.8828887939;10;37.484539032;
53;5;28.0;42.9081420898;16;50.8559447527;5;28.5;37.7644233704;12;37.595025897;
54;5;27.5567836761;44.0;17;50.8957372904;6;29.1577949524;36.9414253235;11;37.707033515;
55;5;27.0;46.9478683472;19;50.9356285334;6;29.1762619019;36.0999984741;11;37.8204636574;
56;5;28.0;45.9678153992;19;50.9755871296;6;29.1948299408;37.0026168823;12;37.9352126122;
57;5;27.5926761627;46.5;17;51.015581131;6;29.2134780884;37.0341720581;13;38.051170826;
58;5;27.0;48.5;17;51.0555787086;6;29.2321853638;37.0663337708;13;38.1682244539;
59;5;28.0;46.5277900696;17;51.0955479145;6;29.2509231567;37.0990867615;13;38.2862546444;
60;5;27.6286640167;46.5;18;51.135456562;6;29.2696743011;37.1324043274;14;38.4051382542;
61;5;27.6406364441;47.5;19;51.17527318;6;29.2884101868;37.1662597656;14;39.5247484446;
62;5;28.6525821686;45.5;19;51.2149660587;6;30.3071117401;38.2006263733;14;39.6749554873;
63;5;29.6644897461;44.5;20;51.2545039654;6;31.3257522583;39.2354660034;14;39.8262177706;
64;5;30.0;44.5;21;53.7526735067;6;30.5;41.2707519531;15;39.9783935547;
65;5;30.0058021545;43.0;22;55.7502828836;6;31.3627662659;41.3064460754;15;40.1313381195;
66;5;30.03556633;43.0;22;57.3146990538;6;30.5;43.3425102234;16;41.5762966871;
67;5;30.0656089783;43.0;23;58.5241427422;6;31.7999992371;42.7098121643;16;42.7935264111;
68;5;31.0;41.5510902405;25;59.2829819918;6;33.9870491028;40.9625892639;16;43.817466855;
69;5;31.1263904572;40.0;25;60.7314734459;7;31.2123565674;43.3473434448;16;44.6840447187;
70;5;33.3466110229;39.0;25;60.9095647931;7;32.3458442688;38.9097442627;16;45.2783962488;
71;5;33.3547401428;41.3885498047;27;60.9675863981;7;32.4000015259;41.6764945984;16;45.6845295429;
72;6;34.2187767029;42.0;26;61.0303135514;7;30.49958992;44.3346099854;17;46.0791668892;
73;6;33.0;45.6187896729;26;61.0971701145;8;29.5362586975;46.4297065735;15;66.3705024719;
74;6;33.9010620117;46.6327857971;25;61.1676256061;9;32.5727615356;43.5263519287;14;68.4634650946;
