Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;4;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;4;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;3;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;3;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;3;23.0;2;11.3000001907;10.0;4;21.3999996185;
8;1;11.8999996185;11.5;3;23.4599990845;2;11.4200000763;10.1999998093;4;21.8264003992;
9;1;12.0380001068;11.7299995422;3;23.8212833405;2;11.5479202271;10.3632001877;4;22.1992716789;
10;2;12.1463851929;12.1106414795;2;25.0;2;11.659781456;10.4951858521;4;23.4054436684;
11;2;12.5000009537;12.0;3;26.2300007343;2;12.0216331482;11.0209560394;4;24.4501843452;
12;2;14.4553852081;12.6000003815;3;27.2181913853;2;14.0216331482;11.4571752548;4;25.3486692905;
13;2;16.4553852081;13.0788002014;3;27.9928700924;2;16.0216331482;11.8107032776;5;26.1225088835;
14;2;18.4553852081;13.4505519867;3;28.589247942;2;17.1943473816;12.0916318893;5;26.7957427502;
15;2;19.4834403992;13.7328653336;4;29.0429638624;2;18.2645130157;12.3113050461;5;27.3919057846;
16;2;20.4931354523;13.943564415;4;29.1887089014;2;19.3416175842;12.4808797836;5;27.7113106251;
17;2;21.5029983521;14.0;5;29.2221269608;2;20.4259662628;12.5;5;28.0173821449;
18;2;22.5130233765;14.0;6;29.2560760975;2;21.5177879333;12.5;5;28.3487696648;
19;2;22.7768230438;14.0;6;29.2905418873;2;22.5046310425;12.5;6;28.7054548264;
20;2;22.7871627808;14.0;6;29.3255085945;2;22.6116371155;12.5;6;29.0869145393;
21;2;22.7976531982;14.0;6;29.3609591722;2;22.7260742188;12.5;6;29.4920539856;
22;2;22.8082866669;14.0;6;29.3968753815;2;22.8476161957;12.5;6;29.9191560745;
23;2;22.8190612793;14.0;6;29.4332377911;2;22.9757461548;12.5;6;30.3658571243;
24;2;22.8299713135;14.0;6;29.4700255394;2;23.1097564697;12.5;6;30.8291530609;
25;2;22.3999996185;14.4410076141;6;29.5072168112;3;23.2487449646;12.5;6;31.3054442406;
26;2;20.8521652222;15.0;6;29.5447884798;3;23.3916339874;12.5;6;31.790620327;
27;2;19.8634357452;16.0;6;29.5827163458;3;21.5;13.5;6;32.2801818848;
28;2;18.8748149872;17.0;6;29.6209751368;3;21.5;14.5;6;32.7693967819;
29;2;17.8862915039;18.0;6;29.6595385075;3;22.5;12.5;6;33.2534770966;
30;2;16.8978614807;19.0;7;29.6983793974;3;21.5;13.5;6;33.7277650833;
31;2;15.9095134735;20.0;8;29.7374696732;3;21.1183300018;14.5;6;34.187912941;
32;2;14.9212408066;21.0;8;29.7767804861;3;20.2563743591;15.5;6;34.6300430298;
33;2;15.3999996185;19.8883895874;8;29.8162822723;3;19.2563743591;14.5;6;35.0508718491;
34;2;14.5448846817;20.0;8;29.8559447527;3;18.2563743591;14.5;6;35.4477939606;
35;2;14.5567836761;21.0;8;29.8957372904;3;18.2563743591;15.5;7;35.8189210892;
36;2;14.5687217712;22.0;8;29.9356285334;3;17.2563743591;14.5;7;36.1630792618;
37;2;15.0;20.9678134918;8;29.9755871296;3;17.5;14.5;7;36.4797668457;
38;2;14.5926761627;21.0;9;30.015581131;3;18.5;15.5;7;36.7690839767;
39;2;14.6046743393;22.0;10;30.0555787086;3;17.5;14.5;7;37.0316419601;
40;3;16.0;21.5;10;31.0955479145;3;17.5;14.5;6;37.2684679031;
41;3;16.6286640167;21.0;10;31.1654565334;3;18.5;15.5;6;38.4809007645;
42;3;16.9496364594;22.0;11;31.2358641624;3;18.5;14.8999996185;6;38.7004978657;
43;3;16.0;24.0;11;31.3067321777;3;19.5;14.5;6;38.899543047;
44;3;16.0;25.1074829102;12;31.3780212402;3;21.8181762695;17.5;7;39.0797841549;
45;3;16.0;26.1272525787;13;31.4496911764;3;23.7239341736;20.5;7;39.1235172749;
46;3;16.0;27.1469287872;13;31.5217014551;3;24.3999996185;23.5;8;39.1558350325;
47;3;17.6998977661;27.1469287872;15;31.5940105915;3;25.3999996185;25.5;9;39.1887089014;
48;3;18.7115650177;28.1469287872;16;31.6665768623;3;26.7566127777;27.5;9;39.2221269608;
49;3;19.7231502533;29.1469268799;16;31.7393574715;3;27.7666378021;27.5;10;39.2560760975;
50;3;20.7346439362;30.0;17;31.812309742;4;27.7768230438;27.5;10;39.2905418873;
51;3;21.7460403442;30.0;18;31.8853906393;4;27.7871627808;27.5;10;39.3255085945;
52;3;22.7573299408;29.0;18;31.9585566521;4;27.7976531982;27.5;12;39.3609591722;
53;3;23.0;30.0;19;32.0317642689;4;27.8082885742;27.5;12;39.3968753815;
54;3;24.7795581818;29.0;19;32.1049697399;4;27.8190612793;27.5;12;39.4332377911;
55;3;25.1904830933;29.0;20;32.1781295538;4;27.3999996185;28.0732955933;12;39.4700255394;
56;3;25.2012729645;29.0;21;32.2512000799;4;27.3999996185;28.088010788;12;39.5072168112;
57;4;25.2119235992;29.0;20;32.3241378069;4;27.8521652222;27.5;13;39.5447884798;
58;4;24.3999996185;29.0;20;32.396899581;4;27.8634357452;27.5;12;40.5827163458;
59;4;24.3999996185;30.0;21;32.4694423676;4;28.3999996185;29.1330871582;12;40.6709750891;
60;5;24.3999996185;30.4049530029;16;52.5417238474;4;27.8862915039;30.5;13;40.7615134716;
61;5;25.3999996185;31.421672821;17;53.8137025833;4;26.8978614807;32.5;13;40.8543293476;
62;5;25.2628688812;32.0;17;54.9029346704;4;26.009513855;34.5;14;40.9494143724;
63;5;25.2725658417;34.0;17;55.8145403862;4;26.0212402344;36.5;14;41.0467537642;
64;5;26.3999996185;34.0;17;56.563736558;4;25.5;38.2107124329;14;41.1463255882;
65;5;28.3999996185;35.4857292175;17;57.1693826914;4;27.044883728;35.5;15;41.2481005192;
66;5;28.2999992371;35.0;18;58.6283222437;5;26.0567836761;36.5;14;41.3520414829;
67;5;29.2999992371;37.0;17;59.0155870914;5;26.0687217712;37.5;14;42.9107495546;
68;5;30.2999992371;39.0;18;59.0967650414;5;26.7999992371;36.7818336487;15;44.2161800861;
69;5;30.2999992371;41.0;17;59.1791322231;5;28.0340003967;36.1956443787;14;45.3045420647;
70;5;29.7999992371;43.0;17;59.2626553774;5;26.2123565674;37.516960144;15;46.2140724659;
71;5;28.7999992371;45.0;17;59.3472980261;7;27.9863243103;34.9097442627;13;46.8325610161;
72;5;28.3999996185;46.6059188843;18;59.4330210686;7;29.0588302612;34.0;13;47.2468295097;
73;6;28.3999996185;47.6288757324;14;62.0525656939;7;30.0773048401;34.0;13;47.6403067112;
74;6;28.7224998474;48.6649856567;15;64.1140449047;7;29.0958786011;35.0;13;48.9049942493;
75;6;28.9788703918;49.7026901245;15;65.7091295719;7;26.3999996185;38.9527053833;14;49.2107781172;
76;6;29.2123565674;48.7420043945;15;66.9357225895;7;25.3999996185;41.9776535034;14;49.5284005404;
77;6;30.3458442688;48.4314231873;16;67.5642412901;7;23.3999996185;45.0026397705;14;49.8576948643;
78;7;31.3999996185;47.5102844238;15;67.799536705;7;22.3999996185;48.0276412964;15;50.1984091997;
79;7;32.4000015259;45.7206993103;16;69.0373325348;8;21.3999996185;51.0526199341;14;50.5502018929;
80;7;31.3999996185;48.6715049744;15;69.2523779869;8;21.3999996185;50.0775527954;14;51.9126399755;
81;7;31.3999996185;50.7537307739;16;69.4719073176;8;21.0;53.1024017334;15;52.3851983547;
82;8;30.3999996185;52.836933136;14;69.6953902245;8;22.0;56.1271362305;15;52.8761605024;
