Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.0;
7;2;11.6000003815;11.6999998093;5;24.0;1;11.0;10.0;4;20.3999996185;
8;2;12.1999998093;11.5;5;24.5449991226;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;12.3635005951;11.7299995422;5;24.9975861311;2;11.5179204941;10.3632001877;3;22.030371666;
10;2;12.4992761612;11.9106416702;5;25.2742146254;2;11.6091117859;10.4951858521;3;23.1334960461;
11;2;12.5822649002;12.0;5;26.6045138836;2;11.9400491714;11.0209560394;3;24.0595139265;
12;2;14.5677394867;12.6000003815;5;27.7039059401;2;13.9400491714;11.4571752548;3;24.8221657276;
13;2;16.5677394867;13.0788002014;4;28.6013240814;2;15.9400482178;11.8107032776;4;25.4416502714;
14;2;18.5677394867;13.4505519867;4;29.3325686455;2;16.9900894165;12.0916318893;4;25.9406644106;
15;2;19.7064361572;13.7328653336;3;29.9338023663;2;18.0079898834;12.3113050461;4;26.3415244818;
16;2;20.7603874207;13.943564415;3;30.240152359;2;19.0265026093;12.4808797836;4;26.4435132742;
17;2;21.8184318542;14.0;4;30.4475870132;2;20.045627594;12.5;4;26.5092867613;
18;2;22.8806610107;14.0;5;30.6691527367;2;21.0653591156;12.5;4;26.5770645142;
19;2;22.3999996185;14.8007459641;6;30.9048614502;2;21.9731197357;12.5;5;26.6468170881;
20;2;23.2714576721;14.0;6;31.154538393;2;21.9940452576;12.5;5;26.7185060978;
21;2;23.3463611603;14.0;6;31.4177992344;2;22.0155525208;12.5;5;26.7920838594;
22;2;22.3999996185;15.0;7;31.6940326691;2;22.0376243591;12.5;5;26.8674932718;
23;2;23.3999996185;14.0;7;31.9823875427;2;22.0602474213;12.5;5;26.9446675777;
24;3;23.5947151184;14.0;6;32.2817678452;2;22.0834007263;12.5;6;27.0235302448;
25;3;20.3999996185;16.0;6;32.5908355713;3;22.1070594788;12.5;6;27.1039953232;
26;3;20.3999996185;16.0;6;32.9080238342;3;22.1311988831;12.5;6;27.1859669685;
27;3;19.8724060059;17.0;6;33.2315597534;3;22.155790329;12.5;6;27.2693405151;
28;3;18.9694671631;18.0;6;33.5594968796;3;21.5;13.4077358246;5;27.3540019989;
29;3;18.0678482056;19.0;6;33.8897590637;3;22.206199646;12.5;5;27.4398288727;
30;3;17.1669273376;20.0;6;34.2201886177;3;19.5;14.4759311676;5;27.5266909599;
31;3;16.2660560608;21.0;6;34.5486030579;3;18.5;15.510676384;5;27.6144506931;
32;3;15.9645805359;22.0;6;34.8728504181;3;17.5;16.5457801819;4;27.7029643059;
33;3;16.0618553162;23.0;7;35.190867424;3;16.5;17.5811862946;4;27.7920820713;
34;3;16.1572608948;24.0;7;35.5007314682;3;15.5;18.6168327332;5;27.8816497326;
35;3;16.2502193451;25.0;7;35.8007059097;3;14.5;19.6526603699;5;27.9715096951;
36;3;16.3402118683;26.0;7;36.0892772675;3;14.0;20.6886043549;5;28.061501503;
37;3;16.426782608;27.0;7;36.3651800156;3;14.0;21.7245998383;5;28.151463747;
38;3;17.5095539093;25.0;8;37.6274137497;3;14.0;22.7605857849;5;28.2412343025;
39;3;17.588224411;26.0;8;37.980243206;3;15.0;20.7964935303;5;28.3306524754;
40;3;18.6625728607;27.0;9;38.3280619383;3;14.0;21.8322601318;6;29.4195592403;
41;3;17.6625728607;26.0;9;38.6713154316;4;15.0;23.267824173;5;29.5977989435;
42;4;17.0;26.5;9;40.0106673241;4;17.0;21.3391189575;5;29.7823393345;
43;4;18.0;27.5;9;40.4369564056;4;16.0;22.412935257;6;29.9734157324;
44;4;19.0;26.0;9;40.868267417;4;16.0;23.4893665314;6;30.1712567806;
45;4;21.0;28.0;10;41.3060309887;4;17.0;21.5685024261;6;30.376077652;
46;4;21.0;30.0;12;41.7516915798;4;19.4574794769;22.5685024261;7;30.5880721807;
47;4;23.0;32.0;12;42.2066524029;4;19.4962501526;23.5685024261;8;30.8074046373;
48;4;25.0;34.0;12;42.6722148657;4;21.5376663208;25.5685024261;9;31.0342006683;
49;4;27.0;35.0;13;43.0906692743;4;22.8102607727;27.0616912842;10;31.2685358524;
50;4;26.0;35.8961105347;14;43.4812793732;4;23.8805618286;27.5;10;31.5104267597;
51;5;26.0;36.0;13;43.8948919773;4;23.6783885956;28.5;11;31.7598183155;
52;5;26.3999996185;37.0;14;44.3311023712;4;24.5;28.4745159149;12;32.0165748596;
53;5;26.3999996185;38.0;14;44.7891898155;4;23.5;29.5482254028;12;32.2804691792;
54;6;26.3999996185;36.0;13;45.2680988312;4;25.3441848755;27.5;12;32.5511744022;
55;6;26.3999996185;35.0;13;45.7664277554;4;25.7653522491;27.5;11;32.828255415;
56;6;26.3999996185;37.0;13;46.2824289799;4;25.8484764099;27.5;12;33.1111667156;
57;6;26.3999996185;37.0;13;46.8140203953;4;24.5336074829;28.5;11;33.3992488384;
58;6;27.3680400848;38.0;13;48.3588101864;4;23.5;30.3912239075;12;33.691729784;
59;6;27.3999996185;40.0;14;49.1116337776;4;25.5;27.5;12;34.9877309799;
60;6;29.3999996185;39.0;14;50.9087423086;4;25.7424545288;29.5;12;35.3062758446;
61;6;29.3999996185;42.0;15;51.7828675508;4;27.8152427673;29.5;13;35.6264977455;
62;6;30.3999996185;45.0;15;52.7077212334;4;26.9867858887;31.5;12;35.9395648241;
63;7;31.3999996185;45.0;14;53.6867318153;4;28.0;31.5;13;36.2099875212;
64;7;30.3999996185;47.0;14;54.7234716415;4;28.5386505127;32.5;14;36.4805672169;
65;7;31.3999996185;46.0;14;55.8213721514;4;28.6136016846;33.0509490967;14;36.7500485182;
66;7;31.9386501312;45.0;16;56.983296752;4;28.6881713867;33.0614051819;14;37.0171914101;
67;7;30.3999996185;44.0;16;58.2109723091;4;27.0;34.0719451904;15;37.2807967663;
68;7;30.3999996185;44.0;16;59.5042955875;4;28.0;33.0825614929;16;37.5397279263;
69;7;30.3999996185;44.0;16;63.0329281092;4;28.9059677124;33.0932502747;16;37.7929326296;
70;7;30.8199996948;44.7000007629;17;66.3374758959;6;28.9754753113;33.1040077209;14;38.0394603014;
71;8;31.1375198364;45.2291984558;17;69.4639644623;6;29.0429382324;33.1148300171;15;39.3465735912;
72;8;31.369758606;47.6162643433;16;72.451600194;6;29.4285411835;33.6257171631;13;40.4255117178;
73;8;32.5353660583;48.6177749634;17;75.1502127647;6;29.7456588745;34.0266571045;13;41.309463501;
74;8;31.6000003815;50.7512435913;18;77.6336654425;6;26.4240150452;36.3349113464;13;42.0332309008;
75;8;31.6000003815;52.670539856;19;80.0624829531;6;28.5575027466;34.5684356689;12;42.4809874296;
