Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;5;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;5;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;5;23.0;1;11.0;10.0;5;20.0;
7;1;11.6000003815;11.5;5;23.0;1;11.0;10.0;5;20.3999996185;
8;1;11.8999996185;11.5;5;23.4599990845;2;11.4200000763;10.1999998093;4;21.7264003754;
9;1;12.0380001068;11.7299995422;5;23.8212833405;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;12.1463851929;11.9106416702;5;24.0;2;11.597111702;10.4951858521;4;23.0619120598;
11;1;12.2000007629;12.0;5;25.2000007629;2;11.9185733795;11.0209560394;4;23.9545464516;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;13.9185733795;11.4571752548;4;24.6819883585;
13;1;15.1463851929;13.0788002014;5;26.9011039734;2;15.9185733795;11.8107032776;5;25.2644146681;
14;1;16.1463851929;13.4505519867;5;27.4657306671;2;16.9369182587;12.0916318893;5;25.7245066166;
15;1;17.1463851929;13.7328653336;5;27.88712883;2;17.9431419373;12.3113050461;5;26.0845712423;
16;1;18.1463851929;13.943564415;6;28.0;2;18.9494171143;12.4808797836;5;26.1438889503;
17;1;19.1463851929;14.0;6;28.0;2;19.955739975;12.5;5;26.1651208401;
18;1;20.1463851929;14.0;6;28.0;2;20.9621105194;12.5;5;26.1864993572;
19;1;20.3999996185;14.0;6;28.0;2;21.8559494019;12.5;6;26.2080165148;
20;1;20.3999996185;14.0;7;28.0;2;21.8624038696;12.5;6;26.2296639681;
21;1;20.3999996185;14.0;7;28.0;2;21.8688983917;12.5;6;26.2514331341;
22;1;20.3999996185;14.0;7;28.0;2;21.8754291534;12.5;6;26.2733153105;
23;1;20.3999996185;14.0;7;28.0;2;21.8819942474;12.5;6;26.2953014374;
24;1;20.3999996185;14.0;7;28.0;2;21.888589859;12.5;6;26.3173824549;
25;1;20.3999996185;14.0;7;28.0;2;21.8952140808;12.5;6;26.3395489454;
26;1;20.3999996185;14.0;8;28.0;2;21.9018650055;12.5;7;26.3617914915;
27;1;20.3999996185;14.0;8;28.0;3;21.5;13.044716835;7;26.3841004372;
28;1;20.3999996185;14.0;8;28.0;4;21.5;13.0536403656;6;26.4064661264;
29;1;20.3999996185;14.0;8;28.0;4;21.9219398499;12.5;6;26.428878665;
30;1;20.3999996185;14.0;7;28.0;4;19.9286632538;13.5;6;26.4513280392;
31;1;20.3999996185;14.0;6;28.0;4;18.9353981018;14.5;7;26.4738043547;
32;1;20.3999996185;14.0;6;28.0;4;17.9421405792;15.5;7;26.4962974787;
33;2;20.3999996185;14.0;5;28.0;4;16.9488887787;16.5;7;26.5187973976;
34;2;18.3999996185;15.0;5;28.0;4;15.9556388855;17.5;8;26.5412938595;
35;2;17.3999996185;16.0;5;28.0;4;14.9623880386;18.5;8;26.5637768507;
36;2;16.3999996185;17.0;6;28.0;4;14.4691333771;19.5;8;26.5862361193;
37;2;15.3999996185;18.0;7;28.0;4;14.4758710861;20.5;8;26.6086617708;
38;2;14.3999996185;19.0;7;28.0;4;14.4825983047;21.5;8;26.6310436726;
39;3;14.3999996185;20.5;7;29.0;4;15.0;20.1524181366;9;27.6533719301;
40;3;14.3999996185;21.0;7;29.0399999619;4;15.0;21.5613479614;9;27.7656366825;
41;3;14.0;22.0;8;29.0811839104;4;16.0;22.6062545776;9;27.8849471807;
42;3;14.0;23.0;8;29.1235535145;5;17.0;20.6539783478;7;33.0116752386;
43;3;14.0;24.0;8;29.1671074629;5;17.0;21.7046699524;7;33.296179533;
44;3;14.0;25.0;8;29.211841464;5;18.0;22.7584724426;7;33.5855730772;
45;3;14.0;26.0;9;29.2577478886;5;19.0;20.8155193329;7;33.8797994852;
46;4;14.0;27.0;9;29.3048160076;5;20.4962501526;22.8155193329;7;34.1788026094;
47;4;15.0;25.0;9;29.3530313969;5;22.5376663208;24.8155193329;8;34.4825199842;
48;4;16.0;25.0;11;29.4023760557;5;23.8675117493;27.8155193329;8;34.7908732891;
49;4;17.0;25.0;11;29.4528282881;5;24.9437961578;30.8155193329;8;35.103757143;
50;4;18.0;25.0;11;29.5043625832;5;26.5833129883;32.5;9;35.4210283756;
51;4;19.0;25.0;12;29.5569496155;5;25.5678157806;33.4745178223;9;35.7424948215;
52;4;20.0;25.0;14;29.6105561256;5;25.5;34.3136978149;10;36.067902565;
53;4;21.0;24.0;14;29.6651450396;6;26.3441848755;33.2737884521;9;36.3969265223;
54;4;22.0;24.0;14;29.72067523;6;26.4048480988;33.2820320129;9;36.729159832;
55;4;22.3999996185;24.0;14;29.7771017551;6;26.4680404663;33.2902030945;9;37.0641069412;
56;4;22.3999996185;24.0;14;29.8343759775;6;26.5336074829;33.2982978821;9;37.3853895664;
57;4;22.3999996185;24.0;14;29.8924454451;6;25.5;34.2999992371;9;37.7040636539;
58;4;22.3999996185;24.0;14;29.9512542486;6;26.5;33.2999992371;10;38.0236115456;
59;4;22.3999996185;24.0;14;30.0107431412;6;26.7424545288;33.2999992371;11;38.3431763649;
60;4;22.3999996185;24.0;15;30.0708494186;7;26.8152427673;33.2999992371;10;38.6303496361;
61;4;22.3999996185;24.0;16;31.1315076351;7;25.5;34.2999992371;10;38.8789830208;
62;4;23.3999996185;25.0;16;31.2226498127;7;26.5;33.2999992371;10;39.1288366318;
63;4;24.3999996185;26.0;17;31.3147962093;7;27.0386505127;33.2999992371;10;39.3786706924;
64;4;24.3999996185;27.0;17;31.4078671932;7;28.1136016846;34.2999992371;9;40.6272368431;
65;4;24.3999996185;28.0;18;31.5017802715;7;29.1881713867;35.2999992371;10;40.923302412;
66;4;24.3999996185;29.0;19;31.5964497328;7;27.8150005341;37.2999992371;10;41.2176508904;
67;4;24.3999996185;29.8090839386;20;31.6917883158;7;28.5;37.2999992371;10;42.5091785192;
68;4;24.3999996185;29.8320960999;22;31.7877063751;7;30.7527542114;39.2999992371;11;42.8468607664;
69;4;24.3999996185;29.8554878235;22;31.8841125965;7;31.4754753113;40.784778595;11;43.1817445755;
70;4;24.3999996185;29.8792533875;22;31.9809143543;8;31.5429382324;41.8079910278;10;44.6141929626;
71;4;24.3999996185;29.9033794403;22;32.0780186653;8;31.9285411835;42.7999992371;11;45.8262348175;
72;4;24.3999996185;29.9278564453;23;32.1753317118;8;32.2456588745;44.7468643188;11;46.8512860537;
73;5;24.3999996185;29.952671051;16;47.272759676;8;30.860906601;46.1776695251;12;47.724349618;
74;5;25.3999996185;30.9778137207;16;48.4202084541;9;32.0142440796;45.4527587891;11;48.3297684193;
75;5;26.3999996185;32.0032653809;16;50.9533281326;9;33.0888519287;45.5988426208;11;48.7508993149;
76;5;27.8199996948;33.729019165;18;53.0421313047;9;32.9122505188;46.3222885132;12;50.1678465605;
