Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;2;6.0;14.3000001907;3;24.0;2;10.0;10.0;3;21.0;
2;2;7.19999980927;13.1000003815;3;24.0750000477;2;11.0;10.0;3;21.1200000048;
3;2;8.21500015259;12.1000003815;3;24.1548187733;2;12.0;10.0;4;21.2530560493;
4;2;9.23096370697;11.5;3;24.2396422625;2;12.2506113052;10.0;5;21.4002518654;
5;2;9.84792900085;11.5;3;24.32964468;2;13.4200754166;10.0;5;21.5626775026;
6;2;10.9988937378;11.5;3;24.4249849319;2;14.4688034058;10.0;5;22.1570323706;
7;2;12.0274963379;11.5;3;24.5258028507;2;14.6471099854;10.1999998093;5;22.698546052;
8;2;12.3577404022;11.5;3;25.1074724197;2;14.8095645905;10.3632001877;5;24.1076657772;
9;2;12.5322418213;11.7299995422;3;25.5981249809;2;15.2322998047;10.9097137451;5;25.3793644905;
10;2;12.6794376373;11.9106416702;3;27.0045269728;2;15.6138095856;11.3658018112;5;26.5288131237;
11;2;13.10135746;12.5274600983;3;28.1791577339;2;17.6138095856;11.7372808456;5;27.5781302452;
12;2;14.7871255875;13.0216779709;5;29.1491684914;2;19.6138095856;12.0336990356;5;28.5519375801;
13;2;16.7871265411;13.4066829681;5;29.9495353699;2;20.5655822754;12.2662630081;5;29.473883152;
14;2;18.7871246338;13.6998376846;5;30.6162354946;2;20.8421649933;12.446267128;5;30.1961040497;
15;2;19.9798088074;13.9190797806;6;31.020377636;2;21.0588302612;12.5;5;30.8614077568;
16;2;21.0524978638;14.0;6;31.2764942646;2;23.2261829376;12.5;5;31.5729002953;
17;2;22.1293334961;14.0;6;31.5459370613;2;24.4396305084;12.5;4;32.3239922523;
18;2;23.2101669312;14.0;6;31.8279831409;2;25.6649589539;12.5;4;33.1059026718;
19;2;23.5483951569;14.0;6;32.1216664314;2;26.8995304108;12.5;5;33.9079084396;
20;2;22.3999996185;15.0;6;32.4257769585;2;27.172372818;12.5;5;34.7178239822;
21;2;23.3999996185;14.0;7;32.7388663292;2;27.415348053;12.5;6;35.5226716995;
22;2;23.8216590881;14.0;7;33.0592675209;2;27.6568012238;12.5;6;36.3094863892;
23;2;23.9177799225;14.0;7;33.3851213455;2;25.8928451538;13.5;6;37.0661487579;
24;3;22.3999996185;15.0;6;33.7144150734;2;24.8928451538;13.5;6;37.7821359634;
25;3;22.3999996185;15.7143249512;8;34.045027256;2;24.8928451538;14.5;6;38.449090004;
26;3;21.3999996185;15.0;8;34.3747816086;2;24.5;15.5;6;39.0611457825;
27;3;21.3124351501;16.0;8;34.7015032768;2;24.5;16.5;7;39.6149940491;
28;3;20.4104499817;17.0;8;35.0230746269;2;25.5;14.5;7;40.1097126007;
29;3;19.4104499817;16.0;8;35.337492466;2;24.5;15.5;7;40.5464267731;
30;3;18.4104499817;16.0;8;35.6429162025;2;24.5;16.5;7;40.9278697968;
31;3;18.4104499817;17.0;9;36.9377098083;2;25.5;14.5;7;41.2579154968;
32;3;18.7813129425;18.0;9;37.2804741859;3;26.5;13.5;6;41.54114151;
33;3;18.8661422729;19.5300006866;9;37.6130304337;3;27.5;12.5;6;41.782453537;
34;3;19.5470199585;20.0;9;37.9345730543;3;28.5;12.5;6;41.986787796;
35;3;20.6236839294;21.0;9;38.2445516586;3;29.5;12.5;6;42.0;
36;4;21.6959495544;22.0;6;53.5426641703;3;29.6000003815;14.5;7;42.0;
37;4;20.6959495544;24.6651439667;6;54.5788325071;3;29.6000003815;16.5;7;42.0;
38;4;21.0;26.7028560638;6;55.5225539207;3;29.6000003815;18.5;7;42.0;
39;4;22.0;28.7421760559;7;56.3732873201;3;29.6000003815;20.5;8;42.0;
40;4;23.0;30.7831115723;8;57.1339905262;3;29.6000003815;22.5;8;42.0;
41;4;24.0;32.8088607788;8;57.8102167845;3;29.6000003815;22.5;8;42.0;
42;4;27.0;28.8530216217;9;58.4092148542;3;29.6000003815;22.5;9;43.0;
43;4;28.0;32.8530235291;10;58.9391102791;3;30.6000003815;23.5;9;43.1299999952;
44;4;30.5777435303;36.8530235291;11;59.4062964916;3;31.6000003815;24.5;9;43.2754310369;
45;5;30.0;37.8530235291;10;59.6242339611;3;30.6000003815;26.5;9;43.4377241135;
46;5;31.0;39.8530235291;13;59.7278065681;3;30.6000003815;28.5;9;43.6183350086;
47;5;33.2183418274;40.9831962585;14;59.8341217041;3;30.6000003815;30.5;9;43.8187118769;
48;5;33.5499992371;41.9831962585;14;59.9430289268;3;29.6000003815;32.2274856567;10;44.0402543545;
49;5;34.5499992371;42.2047119141;16;60.0543570518;3;29.2120761871;32.5;10;44.2842636108;
50;5;36.5499992371;39.2603759766;16;60.167914629;3;27.6000003815;34.4137039185;11;44.5518820286;
51;5;37.3503723145;37.9831962585;17;60.2834908962;3;27.8655643463;34.5;12;44.8440244198;
52;5;37.5499992371;39.9831962585;18;60.4008569717;4;27.953207016;35.5;11;45.1613030434;
53;5;39.8202552795;36.9831962585;18;60.5197672844;4;28.0483913422;36.5;12;45.5039470196;
54;5;38.8559303284;37.9831962585;19;60.6399610043;4;28.1000003815;35.5;12;45.871723175;
55;5;37.9499969482;39.9831962585;20;60.7611646652;4;28.1000003815;35.5;13;46.263862133;
