Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;2;10.6000003815;11.6999998093;5;24.0;1;11.0;10.0;5;20.0;
7;2;11.9000005722;11.5;5;24.2024999857;1;11.0;10.0;5;20.3999996185;
8;2;12.2607498169;11.5;5;24.915595293;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;12.4746789932;11.7299995422;5;25.579562068;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;12.673869133;11.9106416702;5;26.1185803413;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;12.8355751038;12.0;5;27.8086388111;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;14.9289770126;12.6000003815;5;29.3568696976;1;11.8743057251;11.4571752548;4;23.6214065552;
13;2;16.928976059;13.0788002014;4;30.8058354855;1;13.6125736237;11.8107032776;5;24.1832637787;
14;2;18.928976059;13.4505519867;3;32.2039375305;1;14.6125736237;12.0916318893;4;24.6226100922;
15;2;20.5678482056;13.7328653336;3;33.5972270966;1;15.6125736237;12.3113050461;4;24.9617595673;
16;2;21.8594150543;13.943564415;3;34.8258457184;1;16.6125736237;12.4808797836;4;25.0;
17;2;23.1941394806;14.0;4;36.0834503174;1;17.6125736237;12.5;4;25.0;
18;2;24.5714206696;14.0;4;37.4710998535;1;18.6125736237;12.5;4;25.0;
19;2;25.2413291931;14.0;4;38.9655351639;1;19.5;12.5;4;25.0;
20;3;25.6896591187;14.0;3;40.5319032669;1;19.5;12.5;4;25.0;
21;3;26.159570694;14.0;4;42.1257228851;2;20.5;12.5;5;26.0;
22;4;26.6377162933;14.0;3;43.6971073151;2;21.5;12.5;5;26.0299999714;
23;4;27.1091308594;14.0;2;45.1966342926;2;21.8090000153;12.5;5;26.0605909824;
24;4;27.5589904785;14.0;2;46.5815429688;2;21.8181762695;12.5;5;26.091766119;
25;4;27.9744625092;14.0;2;47.8206443787;2;21.8275299072;12.5;5;26.1235172749;
26;4;28.3461933136;14.0;1;48.8967781067;2;21.8370552063;12.5;4;26.1558350325;
27;4;28.6690330505;14.0;1;49.8064613342;2;21.8467502594;12.5;4;26.1887089014;
28;4;28.9419384003;14.0;1;50.5573749542;2;21.8566131592;12.5;4;26.2221269608;
29;4;29.1672115326;14.0;1;51.1647605896;2;21.8666381836;12.5;4;26.2560760975;
30;4;27.3494281769;15.0;1;51.6478004456;2;19.8768234253;13.5;6;26.2905418873;
31;0;0;0;0;0;2;18.8871631622;14.5;6;26.3255085945;
