Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.0;
7;1;11.6000003815;11.5;6;23.0;2;11.3000001907;10.0;4;21.4999996424;
8;1;11.8999996185;11.5;6;23.4599990845;2;11.4499998093;10.1999998093;4;21.9353003502;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;11.5805902481;10.3632001877;4;22.3176362514;
10;1;12.1463851929;11.9106416702;6;24.0;2;11.6952905655;10.4951858521;4;23.5373773575;
11;1;12.2000007629;12.0;6;25.2000007629;2;12.0612134933;11.0209560394;4;24.5968167782;
12;2;14.1463851929;12.8000001907;5;27.1576004028;2;14.0612134933;11.4571752548;4;25.5111111403;
13;2;16.1463851929;13.0788002014;5;27.9311039448;2;16.0612125397;11.8107032776;5;26.3018171787;
14;2;18.1463851929;13.4505519867;5;28.5263216496;2;17.2481403351;12.0916318893;5;26.9928781986;
15;2;19.4645614624;13.7328653336;5;28.978894949;2;18.3236541748;12.3113050461;5;27.6076834202;
16;2;20.4739151001;13.943564415;5;29.1235172749;2;19.4063510895;12.4808797836;5;27.9463441372;
17;2;21.4834403992;14.0;6;29.1558350325;2;20.4964771271;12.5;5;28.2720229626;
18;2;22.4931354523;14.0;6;29.1887089014;2;21.5941810608;12.5;5;28.6230447292;
19;3;22.7566127777;14.0;5;29.2221269608;2;22.5869140625;12.5;6;28.9990065098;
20;3;22.7666378021;14.0;5;29.2560760975;2;22.6997013092;12.5;6;29.3989467621;
21;3;22.7768230438;14.0;5;29.2905418873;2;22.819683075;12.5;6;29.8212919235;
22;3;22.7871627808;14.0;6;29.3255085945;2;22.9463882446;12.5;5;30.2638244629;
23;3;22.7976531982;14.0;6;29.3609591722;2;23.0791473389;12.5;5;30.7236814499;
24;3;22.8082866669;14.0;6;29.3968753815;2;23.2171039581;12.5;6;31.19739151;
25;3;22.8190612793;14.0;6;29.4332377911;3;23.3592185974;12.5;6;31.680949688;
26;3;22.3999996185;14.7166185379;6;29.4700255394;3;23.504283905;12.5;6;32.1699318886;
27;3;22.3999996185;14.7350130081;6;29.5072168112;3;23.6509799957;12.5;5;32.6596431732;
28;3;22.8521652222;14.0;6;30.5447884798;3;23.7978935242;12.5;5;33.1452922821;
29;3;23.8634357452;14.5;6;30.6127163172;3;23.9435882568;12.5;5;33.6221752167;
30;3;22.8748149872;15.0;6;30.6815661192;3;22.0866527557;13.5;5;34.0858602524;
31;3;22.2044696808;16.0;6;30.7513046265;3;21.0866527557;13.5;5;34.5323524475;
32;3;21.2253913879;17.0;6;30.8218966722;3;20.0866527557;13.5;5;34.9582242966;
33;3;20.2465686798;18.0;6;30.8933047056;3;19.5;13.5;4;35.3607130051;
34;3;19.2679901123;19.0;6;30.9654893875;3;20.5;14.5;4;35.7377691269;
35;3;18.2896461487;20.0;6;31.0384092331;3;21.5;15.5;5;36.088060379;
36;3;17.3115234375;21.0;7;31.1120208502;3;21.5;16.5;5;36.4109382629;
37;3;16.9336071014;22.0;7;31.1862791777;3;22.5;14.5;5;36.7063741684;
38;3;17.9558849335;20.0;7;31.2611371279;3;21.5;14.5;5;36.9748744965;
39;3;18.3976516724;19.9678134918;7;31.3365463018;3;21.5;14.5;5;37.2173805237;
40;3;20.0009632111;18.0;8;31.4124565125;3;21.1652145386;15.5;5;37.4351701736;
41;4;21.0237388611;17.0;7;31.4888164997;3;20.1652145386;14.5;5;38.6297597885;
42;4;21.0;17.7166194916;7;31.5655734539;3;23.1652145386;17.5;4;38.8428182602;
43;4;23.0696716309;20.7166194916;7;31.6426733732;3;26.1652145386;20.5;5;39.0372748375;
44;4;24.0928020477;23.7166194916;7;31.7200616598;4;27.3868274689;23.5;5;39.1235535145;
45;4;25.1160182953;26.7166194916;7;31.7976824045;4;27.3999996185;26.5;5;39.1671074629;
46;4;25.5393047333;28.7166194916;7;31.8754791021;4;27.3999996185;27.5;6;39.211841464;
47;4;25.5626430511;29.0;8;31.9533946514;4;27.763551712;27.5;6;39.2577478886;
48;4;25.5860176086;29.0;8;32.0313719511;4;27.7773246765;27.5;7;39.3048160076;
49;4;25.6094112396;29.0;8;32.1093533039;4;27.3999996185;28.0219268799;7;39.3530313969;
50;4;25.6328048706;29.0;9;32.187281251;6;27.8059082031;27.5;6;39.4023760557;
51;4;25.6561832428;29.0;9;32.2650978565;6;27.3999996185;27.5;6;39.4528282881;
52;4;25.6795291901;29.0;10;32.3427459002;6;27.3999996185;28.0811309814;6;39.5043625832;
53;4;25.7028236389;29.0;10;32.4201687574;6;27.3999996185;28.1017456055;6;39.5569496155;
54;4;25.7260513306;29.0;11;32.497309804;6;27.8670845032;27.5;6;40.6105561256;
55;4;24.3999996185;30.9678153992;11;32.5741136074;6;28.8831672668;28.5;6;40.7051450014;
56;4;25.772233963;29.0;12;32.6505253315;6;29.8995437622;29.5;6;40.8018591404;
57;4;25.7951564789;29.0;12;32.7264914513;6;29.3999996185;31.1882705688;6;40.9006552696;
58;4;25.8179473877;29.0;11;32.8019595146;7;30.2701969147;31.5;5;59.2514834404;
59;4;25.840587616;29.0;11;32.8768780231;7;32.3004455566;34.5;6;61.256786108;
60;5;25.0406360626;30.0;10;42.9511976242;7;35.3312835693;37.5;7;62.2020901442;
61;5;26.0525817871;30.0;10;43.4248695374;7;37.6059684753;40.5;8;63.0420508385;
62;5;27.0644893646;32.0;12;43.8722481728;7;38.9780578613;43.5;9;63.7839903831;
63;5;27.3999996185;34.421672821;12;44.2920269966;7;40.0365447998;46.5;9;64.4381309748;
64;5;29.9510250092;33.0;14;44.6835815907;7;41.0964126587;47.5;8;67.1005567312;
65;5;30.9724636078;34.0;13;45.0469014645;7;42.3237457275;48.0;9;69.361397028;
66;5;30.631980896;35.0;15;45.3825013638;7;43.7492141724;48.3899993896;9;71.2702394724;
67;5;30.7233123779;35.4857292175;16;47.2920589447;7;44.9515380859;48.6872596741;10;72.8831317425;
68;5;31.273639679;36.2232971191;16;48.8263819218;7;45.4114837646;48.9097442627;10;74.1071658134;
69;5;30.9435443878;37.7898674011;17;50.0434994698;7;45.7538070679;49.0;12;75.0409610271;
70;6;32.0543746948;37.2140579224;16;51.0068287849;9;41.9176254272;51.0;9;90.6601903439;
71;7;32.3212814331;35.8922767639;15;66.6035609245;9;40.203792572;55.0;9;92.2082461119;
72;7;34.4784240723;37.0;15;68.0067663193;9;40.1982192993;57.0;9;93.6297956705;
73;7;35.5870323181;38.0;15;69.2889528275;9;37.6425056458;60.8893051147;11;94.9592614174;
74;7;34.6395492554;40.0;16;70.4227247238;9;36.4238815308;64.0;12;96.1922998428;
