Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;6.0;14.1000003815;4;23.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;9.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;9.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;10.0;10.0;4;20.0;
6;1;10.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.0;
7;1;11.6000003815;11.5;6;23.0;1;11.0;10.0;4;20.3999996185;
8;1;11.8999996185;11.5;6;23.4599990845;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;11.2179203033;10.3632001877;4;20.9903717041;
10;1;12.1463851929;11.9106416702;6;24.0;1;11.2971115112;10.4951858521;4;22.0419120789;
11;1;12.2000007629;12.0;6;25.2000007629;1;11.6125736237;11.0209560394;4;22.9143505096;
12;1;14.1463851929;12.6000003815;6;26.1576004028;1;11.8743057251;11.4571752548;4;23.6214065552;
13;1;15.1463851929;13.0788002014;6;26.9011039734;1;13.6125736237;11.8107032776;5;24.1832637787;
14;1;16.1463851929;13.4505519867;6;27.4657306671;1;14.6125736237;12.0916318893;5;24.6226100922;
15;1;17.1463851929;13.7328653336;6;27.88712883;1;15.6125736237;12.3113050461;5;24.9617595673;
16;1;18.1463851929;13.943564415;7;28.0;1;16.6125736237;12.4808797836;5;25.0;
17;1;19.1463851929;14.0;7;28.0;1;17.6125736237;12.5;5;25.0;
18;1;20.1463851929;14.0;7;28.0;1;18.6125736237;12.5;5;25.0;
19;1;20.3999996185;14.0;7;28.0;1;19.5;12.5;6;25.0;
20;1;20.3999996185;14.0;7;28.0;1;19.5;12.5;6;25.0;
21;1;20.3999996185;14.0;7;28.0;1;19.5;12.5;6;25.0;
22;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;6;25.0;
23;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;6;25.0;
24;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;6;25.0;
25;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;7;25.0;
26;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;7;25.0;
27;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;7;25.0;
28;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;7;25.0;
29;1;20.3999996185;14.0;8;28.0;1;19.5;12.5;7;25.0;
30;1;20.3999996185;14.0;8;28.0;1;17.5;13.5;7;25.0;
31;1;20.3999996185;14.0;8;28.0;1;16.5;14.5;7;25.0;
32;1;20.3999996185;14.0;8;28.0;1;15.5;15.5;7;25.0;
33;1;20.3999996185;14.0;8;28.0;1;14.5;16.5;7;25.0;
34;1;20.3999996185;14.0;8;28.0;1;13.5;17.5;7;25.0;
35;1;18.3999996185;15.0;9;28.0;2;13.5;18.5;6;26.0;
36;1;17.3999996185;16.0;8;28.0;2;14.0;19.5;7;26.0900000334;
37;1;16.3999996185;17.0;8;28.0;2;14.3269996643;20.5;7;26.1871190071;
38;1;15.3999996185;18.0;8;28.0;2;14.3561353683;21.5;6;26.2917383909;
39;1;14.3999996185;19.0;7;28.0;2;15.3875217438;19.5;7;26.4042263031;
40;1;13.3999996185;20.0;7;28.0;2;14.4212684631;20.5;8;26.5249304771;
41;1;12.3999996185;21.0;7;28.0;2;14.4574794769;21.5;8;26.6541694403;
42;1;12.0;22.0;9;28.0;2;15.4962511063;19.5;8;26.7922235727;
43;1;12.0;23.0;9;28.0;2;14.5376672745;20.5;10;26.9393253326;
44;1;12.0;24.0;9;28.0;2;14.5817975998;21.5;10;27.0956480503;
45;1;13.0;22.0;9;28.0;2;15.6286945343;19.5;10;27.261295557;
46;1;14.0;21.0;9;28.0;2;14.6783885956;20.5;12;27.4362905025;
47;1;15.0;20.0;10;28.0;2;14.730887413;21.5;13;27.6205644608;
48;1;16.0;19.0;12;28.0;2;15.7861690521;19.5;12;27.8139474392;
49;1;17.0;19.0;13;28.0;2;14.8441839218;20.5;13;28.016159296;
50;1;18.0;19.0;13;28.0;3;14.9048480988;21.5;10;48.2268030643;
51;1;19.0;19.0;13;28.0;3;16.0;21.5;10;49.6453616619;
52;1;20.0;19.0;13;28.0;3;19.0;22.5;10;50.8887917995;
53;1;20.3999996185;19.0;13;28.0;3;19.0;23.5;10;51.9614932537;
54;1;20.3999996185;19.0;14;28.0;4;21.0;25.5;7;67.877846241;
55;1;20.3999996185;19.0;14;28.0;4;20.2424545288;29.5;7;69.4077877998;
56;1;20.3999996185;19.0;14;28.0;4;22.3152427673;29.5;8;70.7424178123;
57;2;20.3999996185;19.0;13;28.0;4;22.0;31.5;8;71.8862729073;
58;2;20.3999996185;19.0;13;28.0;4;24.0;31.5;8;72.6451063156;
59;2;20.3999996185;19.0;13;28.0;4;26.5386505127;33.5;10;73.3299970627;
60;2;20.3999996185;19.0;12;28.0;4;28.6136016846;34.5;11;73.9463267326;
61;2;20.3999996185;19.0;12;28.0;4;26.0;34.5;11;74.5003204346;
62;2;20.3999996185;19.0;13;28.0;4;25.0;35.5;12;74.9984388351;
63;2;20.3999996185;19.0;13;28.0;4;26.0;34.5;13;75.353228569;
64;2;20.3999996185;19.0;13;28.0;4;28.4059677124;33.5;12;75.5849161148;
65;2;20.3999996185;19.0;13;28.0;4;27.4754753113;32.5;13;75.8097963333;
66;2;20.3999996185;19.0;13;28.0;4;27.5429382324;32.5;13;76.0270428658;
67;2;20.3999996185;19.0;14;28.0;4;28.6081123352;33.5;14;76.2359538078;
68;3;18.3999996185;20.0;13;28.0;4;27.6081123352;35.5;14;76.4359588623;
69;3;17.3999996185;21.0;13;28.0;4;29.6081123352;35.5;15;76.6266198158;
70;3;16.3999996185;22.0;13;28.0;4;31.6081123352;36.5;15;76.8076286316;
71;3;15.3999996185;23.0;13;28.0;4;30.6081123352;38.5;15;76.9788007736;
72;3;14.3999996185;24.0;13;28.0;4;32.3081130981;38.5;19;77.1400680542;
73;3;13.3999996185;25.0;13;29.0;4;33.3081130981;39.5;20;77.2914676666;
74;3;15.3999996185;24.0;13;29.0399999619;4;31.3081130981;41.5;21;77.4331302643;
75;3;17.3999996185;24.0;13;29.0811839104;4;32.3081130981;41.5;21;77.5652666092;
76;3;18.3999996185;24.0;14;29.1235535145;5;33.3081130981;42.5;20;80.3438081741;
77;3;19.3999996185;24.0;14;29.1671074629;5;34.3031425476;44.0;21;82.5746831894;
78;3;20.3999996185;24.0;15;29.211841464;6;35.738407135;46.3899993896;20;85.3376493454;
79;3;21.3999996185;24.6059207916;15;30.6819844246;6;37.0889396667;48.6872596741;19;86.8661340475;
80;3;22.3999996185;25.3409919739;15;31.8136876822;6;35.6632385254;50.9097442627;20;87.7977800369;
81;4;24.1375198364;26.9068431854;14;33.6643215418;6;36.8416175842;53.0;20;88.1359933615;
82;4;25.369758606;28.3321609497;14;35.2210715413;6;35.8997764587;56.0;20;89.4880418777;
