Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.0;
3;1;11.0;10.0;6;20.0;2;9.19999980927;10.0;2;21.0599999428;
4;1;11.0;10.0;4;20.0;2;9.21199989319;10.0;2;21.1229639053;
5;1;12.0;10.0;4;20.0;2;10.336889267;10.0;2;21.1889609098;
6;1;13.0;10.0;4;20.0;2;11.3566884995;10.0;2;21.2580518723;
7;2;15.0;10.0;3;21.3999996185;2;11.377415657;10.0;2;21.7428686619;
8;2;16.1800003052;10.1999998093;3;21.7264003754;2;11.522860527;10.1999998093;2;22.1586660147;
9;2;17.3268795013;10.3632001877;3;22.8594274521;2;11.647600174;10.3632001877;2;22.5167047977;
10;2;18.2867431641;10.9097137451;3;23.8127875328;2;11.7550115585;10.4951858521;2;23.6975815296;
11;2;20.2867431641;11.3658018112;3;24.5981152058;2;12.1092748642;11.0209560394;2;24.7081744671;
12;2;22.2867431641;11.7372808456;3;25.2345055342;2;14.1092748642;11.4571752548;2;25.5624349117;
13;2;22.8187427521;12.0336990356;3;25.7443674803;2;16.1092739105;11.8107032776;2;26.2807190418;
14;2;23.5849647522;12.2662630081;3;26.1502821445;2;17.241809845;12.0916318893;2;26.8858177662;
15;2;23.7676277161;12.446267128;3;26.3048160076;2;18.2915363312;12.3113050461;2;27.4000668526;
16;2;23.8371677399;12.5;3;26.3530313969;2;19.3440666199;12.4808797836;3;27.6226844788;
17;2;25.8105049133;12.5;3;26.4023760557;3;20.3993797302;12.5;2;27.8161680698;
