Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_ETTY;Research_KI_6_SP_ETTY;Industry_KI_6_SP_ETTY;Ships_KI_6_SP_ETTY;Population_KI_6_SP_ETTY;
1;1;11.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;11.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;12.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;13.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;1;14.0;10.0;4;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;2;14.6300001144;10.1999998093;3;21.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.7768793106;10.3632001877;3;22.9494274855;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;15.3272428513;10.9097137451;3;24.0070346594;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;17.3272418976;11.3658018112;3;24.9122858047;2;11.9125738144;11.0209560394;4;23.9143505096;
12;2;19.3272438049;11.7372808456;3;25.6857330799;2;12.1743059158;11.4571752548;4;24.7914065123;
13;2;20.5469932556;12.0336990356;3;26.3512378931;2;14.9125738144;11.8107032776;5;25.5501747131;
14;2;21.6371631622;12.2662630081;3;26.9327886105;2;16.9125728607;12.0916318893;5;26.2168805599;
15;2;22.7368564606;12.446267128;3;27.2842636108;2;18.0908546448;12.3113050461;5;26.8175817728;
16;2;23.846660614;12.5;3;27.5518820286;2;19.1693210602;12.4808797836;5;27.1554293633;
17;2;24.9670906067;12.5;3;27.8440244198;2;20.2592029572;12.5;5;27.4969480038;
18;2;26.0985527039;12.5;2;28.1613030434;2;21.3616580963;12.5;5;27.8840510845;
