Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EGASSEM;Research_KI_6_SP_EGASSEM;Industry_KI_6_SP_EGASSEM;Ships_KI_6_SP_EGASSEM;Population_KI_6_SP_EGASSEM;
1;1;11.0;10.0;4;20.0;1;6.0;13.3000001907;4;17.0;
2;1;11.0;10.0;5;20.0;1;7.0;12.3000001907;4;17.0;
3;1;11.0;10.0;5;20.0;1;7.55000019073;11.3000001907;4;17.0;
4;1;11.0;10.0;5;20.0;1;7.55000019073;10.3000001907;4;17.0;
5;1;12.0;10.0;5;20.0;1;7.55000019073;9.30000019073;4;17.0;
6;1;13.0;10.0;5;20.0;1;8.55000019073;8.5;4;17.0;
7;1;14.0;10.0;5;20.3999996185;1;8.82499980927;8.5;4;17.0;
8;1;14.1800003052;10.1999998093;5;20.7264003754;1;8.82499980927;8.5;4;17.0;
9;1;14.3268795013;10.3632001877;5;21.8194274902;1;8.82499980927;8.5;4;17.3400001526;
10;1;14.8187427521;10.9097137451;5;22.7316036224;1;8.9015007019;8.67000007629;4;17.6278438568;
11;1;15.8187427521;11.3658018112;5;23.4745616913;1;8.96626472473;8.81392192841;4;17.869726181;
12;1;16.8187427521;11.7372808456;5;24.0673980713;1;9.02068901062;8.93486309052;4;18.786491394;
13;1;17.8187427521;12.0336990356;6;24.5325260162;1;9.22696018219;9.39324569702;5;19.5780620575;
14;1;18.8187427521;12.2662630081;6;24.892534256;1;11.0206890106;9.78903102875;5;20.2480106354;
15;1;19.8187427521;12.446267128;6;25.0;1;12.0206890106;10.1240053177;5;20.8052330017;
16;1;20.8187427521;12.5;6;25.0;1;13.0206890106;10.4026165009;5;21.2618598938;
17;1;21.8187427521;12.5;6;25.0;1;14.0206890106;10.6309299469;5;21.6314201355;
18;1;22.8187427521;12.5;6;25.0;1;15.0206890106;10.8157100677;5;21.9274635315;
19;1;23.25;12.5;7;25.0;1;16.0206890106;10.9637317657;5;22.0;
20;1;23.25;12.5;7;25.0;1;16.9500007629;11.0;6;22.0;
21;1;23.25;12.5;7;25.0;1;16.9500007629;11.0;6;22.0;
22;1;23.25;12.5;7;25.0;1;16.9500007629;11.0;6;22.0;
23;1;23.25;12.5;8;25.0;1;16.9500007629;11.0;6;22.0;
24;2;23.25;12.5;7;25.0;1;16.9500007629;11.0;6;22.0;
25;2;23.25;12.5;7;25.0;1;16.9500007629;11.0;7;22.0;
26;2;23.25;12.5;7;25.0;1;16.9500007629;11.0;7;22.0;
27;2;23.25;12.5;7;25.0;1;16.9500007629;11.0;7;22.0;
28;2;23.25;12.5;7;25.0;1;16.9500007629;11.0;7;22.0;
