Turn;Planet_count_KI_1_SP_GEORGE;Research_KI_1_SP_GEORGE;Industry_KI_1_SP_GEORGE;Ships_KI_1_SP_GEORGE;Population_KI_1_SP_GEORGE;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;7.0;13.0;6;20.0;2;9.19999980927;10.0;2;21.0900000334;
3;1;8.0;12.0;6;20.0;2;9.21800041199;10.0;2;21.1871190071;
4;1;8.0;11.0;6;20.0;2;9.23742389679;10.0;2;21.2917383909;
5;1;8.0;10.0;6;20.0;2;10.3875217438;10.0;2;21.4042263031;
6;1;9.0;10.0;6;20.0;2;11.4212675095;10.0;2;21.5249304771;
7;1;9.5;10.0;6;20.0;2;11.4574794769;10.0;2;22.0694183111;
8;1;9.5;10.0;6;20.3999996185;2;11.6208257675;10.1999998093;2;22.5515855551;
9;2;9.59000015259;10.5;5;21.7264003754;2;11.7654762268;10.3632001877;2;22.983014226;
10;2;9.88844013214;10.3632001877;5;21.9903717041;2;11.8949041367;10.4951858521;2;24.2738182545;
11;2;9.94783401489;10.4951858521;5;23.0819120407;2;12.2821455002;11.0209560394;2;25.4089095592;
12;2;10.1934309006;11.0209560394;5;23.99553442;2;14.2821455002;11.4571752548;2;26.4029755592;
13;2;11.9660997391;11.4571752548;5;24.7449600697;2;16.2821464539;11.8107032776;2;27.276881218;
14;2;13.9660997391;11.8107032776;5;25.3503712416;2;17.5406589508;12.0916318893;1;28.0536293983;
15;2;15.9660997391;12.0916318893;5;25.8344515562;2;18.6418800354;12.3113050461;1;28.755402565;
16;2;16.9954986572;12.3113050461;4;26.2195074558;2;19.750667572;12.4808797836;2;29.1808357239;
17;2;18.0058269501;12.4808797836;4;26.3048160076;3;20.8668251038;12.5;2;29.5913586617;
18;2;19.0164165497;12.5;5;26.3530313969;3;21.9899806976;12.5;3;30.0233430862;
19;2;19.9294319153;12.5;5;26.4023760557;3;23.0070037842;12.5;3;30.4742712975;
20;2;19.9405345917;12.5;5;26.4528282881;3;23.1422805786;12.5;3;30.9409928322;
21;2;19.9518871307;12.5;5;26.5043625832;3;23.2822971344;12.5;4;31.4197778702;
22;2;19.9634819031;12.5;5;26.5569496155;3;23.4259338379;12.5;4;31.906411171;
23;2;19.9753131866;12.5;5;26.6105561256;3;23.5719223022;12.5;5;32.3963236809;
24;3;19.9873752594;12.5;5;26.6651450396;3;23.7188968658;12.5;5;32.8847527504;
25;3;19.9996566772;12.5;5;26.72067523;3;23.8654251099;12.5;5;33.3669252396;
26;3;20.0121517181;12.5;5;26.7771017551;3;24.0100784302;12.5;5;33.8382406235;
27;3;20.024848938;12.5;5;26.8343759775;3;24.1514720917;12.5;5;34.2944498062;
28;3;20.0377349854;12.5;5;26.8924454451;3;24.2883338928;12.5;5;34.7318048477;
29;3;18.0508003235;13.5;5;26.9512542486;3;24.4195404053;12.5;5;35.1471776962;
30;4;17.064031601;14.5;4;27.0107431412;3;22.4195404053;13.5;5;35.5381307602;
31;4;16.0774173737;15.5;4;27.0708494186;3;21.5;14.5;6;35.9029474258;
32;4;15.0909414291;16.5;4;27.1315076351;3;20.5;13.5;6;36.2406177521;
33;4;14.4795894623;17.5;4;27.1926498413;3;20.5;14.5;6;36.5507898331;
34;4;14.4933462143;18.5;4;27.2542052269;3;19.5;13.5;6;36.8336925507;
35;4;14.5071964264;19.5;4;27.3161010742;3;18.5;13.5;6;37.0900468826;
